compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
MRS-2578,10.0,0.02,105.0,Vero E6,CHEMBL1321988,False,False,,False,False,N,N,N,False,False,1.0,2.34
MRS-3777,0.83,0.19,104.0,Vero E6,CHEMBL363419,False,False,,False,False,N,N,N,False,False,1.0,0.79
MSX-122,10.0,0.18,111.5,Vero E6,CHEMBL3545330,False,False,,False,False,N,N,N,False,False,10000.0,-0.62
MTPG,10.0,0.0,105.0,Vero E6,CHEMBL1594103,False,False,,False,False,N,N,N,False,False,833.33,2.19
MUT056399,10.0,0.09,95.5,Vero E6,CHEMBL2178284,False,False,,False,False,N,N,N,False,False,1.0,0.22
MY-5445,10.0,0.2,94.0,Vero E6,CHEMBL332898,False,False,,False,False,N,N,N,False,False,10000.0,2.92
Mangafodipir (trisodium),10.0,-0.0,120.5,Vero E6,CHEMBL2096651,False,False,,False,False,N,N,N,False,False,833.33,-1.43
McN-5652-(+/-),10.0,0.33,86.5,Vero E6,CHEMBL361259,False,False,,False,False,N,N,N,False,False,833.33,3.32
Mps-BAY-2a,10.0,-0.23,99.5,Vero E6,CHEMBL3422104,False,False,,False,False,N,N,N,False,False,100.0,1.09
Mps1-IN-1,0.83,-0.02,106.5,Vero E6,CHEMBL1235786,False,False,,False,False,N,N,N,False,False,1.0,5.38
Mps1-IN-5,10.0,-0.12,105.0,Vero E6,CHEMBL4303241,False,False,,False,False,N,N,N,False,False,100.0,0.88
N-MPPP,10.0,0.08,102.0,Vero E6,CHEMBL94734,False,False,,False,False,N,N,N,False,False,833.33,0.85
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,10.0,0.32,91.5,Vero E6,CHEMBL1601095,False,False,,False,False,N,N,N,False,False,8.33,2.0
N-acetyl-D-glucosamine,10.0,0.06,101.0,Vero E6,CHEMBL240524,False,False,,False,False,N,N,N,False,False,100.0,3.89
N-acetyl-tyrosine,10.0,-0.06,113.5,Vero E6,CHEMBL65543,False,False,,False,False,N,N,N,False,False,10000.0,4.82
N-acetylcarnosine,10.0,-0.12,116.0,Vero E6,CHEMBL4303521,False,False,,False,False,N,N,N,False,False,10000.0,4.18
N-acetylglycyl-D-glutamic-acid,10.0,0.13,98.0,Vero E6,CHEMBL1357656,False,False,,False,False,N,N,N,False,False,1.0,1.3
N-acetylmannosamine,10.0,0.18,100.5,Vero E6,CHEMBL1231391,False,False,,False,False,N,N,N,False,False,10000.0,1.32
N-acetyltryptamine,10.0,0.04,94.5,Vero E6,CHEMBL33171,False,False,,False,False,N,N,N,False,False,10000.0,2.53
N-alpha-methylhistamine-dihydrochloride,10.0,-0.04,109.5,Vero E6,CHEMBL268490,False,False,,False,False,N,N,N,False,False,8.33,2.71
N-benzylnaltrindole,0.83,0.15,101.5,Vero E6,CHEMBL55305,False,True,,False,False,N,Y,N,False,True,10000.0,33.95
N-cyclohexyl-2-benzothiazolesulfenamide,10.0,-0.01,105.5,Vero E6,CHEMBL1591074,False,False,,False,False,N,N,N,False,False,1.0,2.74
N-demethylantipyrine,10.0,0.12,101.0,Vero E6,CHEMBL4303694,False,False,,False,False,N,N,N,False,False,1.0,6.19
N-methyllidocaine-iodide,10.0,0.05,100.5,Vero E6,CHEMBL1550996,False,False,,False,False,N,N,N,False,False,8.33,2.44
N-methylquipazine,10.0,0.14,100.5,Vero E6,CHEMBL288591,False,False,,False,False,N,N,N,False,False,1.0,0.97
N-oxydiethylenebenzothiazole-2-sulfenamide,10.0,-0.01,103.5,Vero E6,CHEMBL1530581,False,False,,False,False,N,N,N,False,False,833.33,0.03
N-salicoylaminophenol,10.0,0.17,102.5,Vero E6,CHEMBL389507,False,False,,False,False,N,N,N,False,False,10000.0,4.87
N20C,10.0,-0.17,113.5,Vero E6,CHEMBL1255662,False,False,,False,False,N,N,N,False,False,100.0,0.44
N6-cyclopentyladenosine,10.0,-0.01,109.0,Vero E6,CHEMBL68738,False,False,,False,False,N,N,N,False,False,833.33,4.59
N6-methyladenosine,10.0,-0.06,100.0,Vero E6,CHEMBL383144,False,False,,False,False,N,N,N,False,False,10000.0,2.03
N6022,10.0,0.07,89.0,Vero E6,CHEMBL1738699,False,False,,False,False,N,N,N,False,False,8.33,2.86
NAB-2,10.0,0.11,108.5,Vero E6,CHEMBL4303645,False,False,,False,False,N,N,N,False,False,8.33,-0.6
NADPH,10.0,-0.08,106.5,Vero E6,CHEMBL407009,False,False,,False,False,N,N,N,False,False,8.33,3.17
NALOXONE HYDROCHLORIDE,10.0,-0.21,113.5,Vero E6,CHEMBL1718,False,False,,False,False,N,N,N,False,False,833.33,3.34
NALTREXONE HYDROCHLORIDE,10.0,-0.05,106.5,Vero E6,CHEMBL1201149,False,False,,False,False,N,N,N,False,False,1.0,4.81
NAN-190,10.0,0.18,99.0,Vero E6,CHEMBL8618,False,False,,False,False,N,N,N,False,False,10000.0,4.74
NAV-26,10.0,-0.07,105.0,Vero E6,CHEMBL2164371,False,False,,False,False,N,N,N,False,False,10000.0,2.59
NBI-27914,10.0,0.14,102.5,Vero E6,CHEMBL45281,False,False,,False,False,N,N,N,False,False,1.0,4.5
NBI-74330-(+/-),10.0,0.14,84.0,Vero E6,CHEMBL4173833,False,False,,False,False,N,N,N,False,False,10000.0,1.79
NBQX,10.0,-0.05,104.5,Vero E6,CHEMBL222519,False,False,,False,False,N,N,N,False,False,1.0,2.79
NCS-382,10.0,0.01,100.5,Vero E6,CHEMBL472694,False,False,,False,False,N,N,N,False,False,10000.0,4.1
NDT-9513727,10.0,0.14,99.5,Vero E6,CHEMBL4303272,False,False,,False,False,N,N,N,False,False,10000.0,5.96
NE-100,10.0,0.35,86.5,Vero E6,CHEMBL521582,False,False,,False,False,N,N,N,False,False,100.0,0.93
NECA,10.0,0.18,92.0,Vero E6,CHEMBL464859,False,False,,False,False,N,N,N,False,False,1.0,3.12
NFKB-activation-inhibitor-II,10.0,0.24,102.0,Vero E6,CHEMBL4303329,False,False,,False,False,N,N,N,False,False,10000.0,2.24
NG-nitro-arginine,10.0,-0.02,108.0,Vero E6,CHEMBL1256282,False,False,,False,False,N,N,N,False,False,1.0,4.03
NGB-2904,10.0,-0.0,105.0,Vero E6,CHEMBL300780,False,False,,False,False,N,N,N,False,False,8.33,2.85
NGD-94-1,10.0,-0.07,107.0,Vero E6,CHEMBL103772,False,False,,False,False,N,N,N,False,False,8.33,-0.03
NGD-98-2,10.0,0.2,86.5,Vero E6,CHEMBL1807053,False,False,,False,False,N,N,N,False,False,8.33,3.16
NH125,0.83,0.05,104.5,Vero E6,CHEMBL1683636,False,False,,False,False,N,N,N,False,False,100.0,0.65
NHI-2,10.0,-0.01,109.0,Vero E6,CHEMBL3335796,False,False,,False,False,N,N,N,False,False,1.0,2.26
NI-57,10.0,0.01,102.5,Vero E6,CHEMBL3752151,False,False,,False,False,N,N,N,False,False,8.33,1.53
NIDA-41020,10.0,0.15,86.0,Vero E6,CHEMBL160723,False,False,,False,False,N,N,N,False,False,10000.0,-1.1
NK-252,10.0,-0.01,113.5,Vero E6,CHEMBL4164286,False,False,,False,False,N,N,N,False,False,833.33,2.66
NKP-1339,10.0,0.44,43.0,Vero E6,CHEMBL4297410,False,True,,False,False,Y,Y,N,True,True,10000.0,17.98
NKY-80,10.0,0.02,99.0,Vero E6,CHEMBL1456284,False,False,,False,False,N,N,N,False,False,833.33,4.74
NLG919,10.0,,53.0,Vero E6,CHEMBL3629569,False,True,,False,False,Y,N,N,True,False,833.33,3.39
NM107,10.0,0.06,103.0,Vero E6,CHEMBL438605,False,False,,False,False,N,N,N,False,False,1.0,5.4
NMDA,10.0,0.15,90.5,Vero E6,CHEMBL291278,False,False,,False,False,N,N,N,False,False,10000.0,1.88
NMS-1286937,10.0,-0.21,113.5,Vero E6,CHEMBL1738758,False,False,,False,False,N,N,N,False,False,100.0,2.06
NMS-873,0.83,0.06,100.0,Vero E6,CHEMBL2311578,False,False,,False,False,N,N,N,False,False,833.33,5.04
NMS-E973,0.83,0.25,95.5,Vero E6,CHEMBL2443044,False,False,,False,False,N,N,N,False,False,100.0,3.95
NMS-P715,10.0,-0.07,111.0,Vero E6,CHEMBL1236095,False,False,,False,False,N,N,N,False,False,10000.0,5.39
NNC-05-2090,0.83,0.03,97.5,Vero E6,CHEMBL1446457,False,True,,False,False,N,Y,N,False,True,10000.0,42.36
NNC-55-0396,0.83,0.04,98.0,Vero E6,CHEMBL4227475,False,False,,False,False,N,N,N,False,False,100.0,7.24
NNC-63-0532,10.0,0.25,94.5,Vero E6,CHEMBL2088036,False,False,,False,False,N,N,N,False,False,100.0,2.01
NNC-711,10.0,0.02,95.0,Vero E6,CHEMBL545050,False,False,,False,False,N,N,N,False,False,10000.0,2.06
NO-ASA,10.0,0.18,101.0,Vero E6,CHEMBL374385,False,False,,False,False,N,N,N,False,False,10000.0,3.31
NPC-15199,10.0,0.14,96.0,Vero E6,CHEMBL149394,False,False,,False,False,N,N,N,False,False,833.33,3.51
NPPB,10.0,0.1,104.0,Vero E6,CHEMBL1256759,False,False,,False,False,N,N,N,False,False,10000.0,0.67
NPS-2143,10.0,0.7,9.5,Vero E6,CHEMBL180672,True,True,,False,False,Y,Y,Y,True,True,10000.0,62.48
NPY-5RA972,10.0,0.12,105.5,Vero E6,CHEMBL325226,False,False,,False,False,N,N,N,False,False,833.33,2.48
NQDI-1,10.0,-0.16,117.0,Vero E6,CHEMBL1345690,False,False,,False,False,N,N,N,False,False,100.0,5.31
NS-018,0.83,-0.11,114.5,Vero E6,CHEMBL4303389,False,False,,False,False,N,N,N,False,False,100.0,2.86
NS-11021,10.0,0.09,98.0,Vero E6,CHEMBL4303589,False,False,,False,False,N,N,N,False,False,833.33,3.36
NS-1643,10.0,0.12,104.0,Vero E6,CHEMBL1514181,False,False,,False,False,N,N,N,False,False,100.0,6.17
NS-19504,10.0,0.13,102.5,Vero E6,CHEMBL3233606,False,False,,False,False,N,N,N,False,False,100.0,2.74
NS-309,10.0,0.12,93.5,Vero E6,CHEMBL499968,False,False,,False,False,N,N,N,False,False,8.33,-0.08
NS-3623,10.0,-0.06,108.5,Vero E6,CHEMBL4303572,False,False,,False,False,N,N,N,False,False,10000.0,4.81
NS-3861,10.0,0.43,69.5,Vero E6,CHEMBL5483034,False,True,72.0,True,False,N,Y,N,False,True,1.0,24.22
NS-5806,10.0,0.19,104.0,Vero E6,CHEMBL4303239,False,False,,False,False,N,N,N,False,False,1.0,1.22
NS-8,10.0,-0.04,105.0,Vero E6,CHEMBL42661,False,False,,False,False,N,N,N,False,False,10000.0,5.33
NS-8593,10.0,0.27,89.0,Vero E6,CHEMBL510780,False,False,,False,False,N,N,N,False,False,1.0,2.74
NS-9283,10.0,0.14,98.5,Vero E6,CHEMBL3103988,False,False,,False,False,N,N,N,False,False,10000.0,2.85
NSC-23766,10.0,-0.11,110.5,Vero E6,CHEMBL257119,False,False,,False,False,N,N,N,False,False,100.0,1.43
NSC-319726,0.83,0.03,113.5,Vero E6,CHEMBL1976486,False,True,,False,False,N,Y,N,False,True,10000.0,20.06
NSC-3852,10.0,-0.13,108.5,Vero E6,CHEMBL1479316,False,True,,False,False,N,Y,N,False,True,10000.0,19.55
NSC-405020,10.0,-0.46,119.0,Vero E6,CHEMBL4303335,False,False,,False,False,N,N,N,False,False,8.33,1.88
NSC-4644,10.0,0.0,99.5,Vero E6,CHEMBL23236,False,False,,False,False,N,N,N,False,False,1.0,-5.94
NSC-5844,10.0,0.08,107.5,Vero E6,CHEMBL66998,False,False,,False,False,N,N,N,False,False,100.0,5.21
NSC-625987,10.0,-0.06,106.0,Vero E6,CHEMBL1331734,False,False,,False,False,N,N,N,False,False,8.33,4.64
NSC-632839,0.83,0.17,93.0,Vero E6,CHEMBL1990474,False,False,,False,False,N,N,N,False,False,10000.0,0.13
NSC-636819,10.0,0.19,97.5,Vero E6,CHEMBL1966136,False,False,,False,False,N,N,N,False,False,1.0,2.0
NSC-663284,0.83,0.14,94.0,Vero E6,CHEMBL337173,False,False,,False,False,N,N,N,False,False,833.33,6.0
NSC-697923,0.83,0.21,68.0,Vero E6,CHEMBL1698008,False,False,,False,False,N,N,N,False,False,833.33,13.52
NSC-9965,10.0,0.06,106.5,Vero E6,CHEMBL293950,False,False,,False,False,N,N,N,False,False,1.0,1.56
NSI-189,10.0,-0.01,114.0,Vero E6,CHEMBL4302505,False,False,,False,False,N,N,N,False,False,100.0,1.38
NS_EX3r2,10.0,0.21,91.5,Vero E6,,False,False,,False,False,N,N,N,False,False,8.33,0.41
NT157,0.83,0.19,103.5,Vero E6,CHEMBL4303361,False,True,,False,False,N,Y,N,False,True,10000.0,19.83
NTNCB,0.83,-0.02,97.5,Vero E6,CHEMBL299879,False,True,,False,False,N,Y,N,False,True,10000.0,42.43
NTRC-824,10.0,0.06,104.5,Vero E6,CHEMBL3326831,False,False,,False,False,N,N,N,False,False,10000.0,3.55
NU-1025,10.0,-0.03,113.5,Vero E6,CHEMBL123904,False,False,,False,False,N,N,N,False,False,10000.0,4.88
NU-2058,10.0,0.09,90.5,Vero E6,CHEMBL269881,False,False,,False,False,N,N,N,False,False,833.33,1.35
NU-6027,10.0,0.62,54.5,Vero E6,CHEMBL303958,True,True,25.0,True,False,Y,Y,Y,True,True,10000.0,18.51
NU-7026,10.0,0.26,109.5,Vero E6,CHEMBL104468,False,False,,False,False,N,N,N,False,False,8.33,2.98
NU-7441,0.83,0.35,68.0,Vero E6,CHEMBL188678,False,True,61.0,True,False,N,Y,N,False,True,10000.0,36.79
NVP-231,0.83,-0.08,105.0,Vero E6,CHEMBL4303283,False,False,,False,False,N,N,N,False,False,8.33,3.1
NVP-ADW742,0.83,0.08,92.0,Vero E6,CHEMBL1988370,False,True,,False,False,N,Y,N,False,True,10000.0,27.91
NVP-AEW541,0.83,0.15,106.0,Vero E6,CHEMBL1614712,False,True,,False,False,N,Y,N,False,True,10000.0,34.78
NVP-AUY922,0.83,0.06,94.0,Vero E6,CHEMBL252164,False,False,,False,False,N,N,N,False,False,1.0,0.97
NVP-BEZ235,10.0,0.07,98.0,Vero E6,CHEMBL1879463,False,False,,False,False,N,N,N,False,False,1.0,1.43
NVP-BGJ398,0.83,-0.05,117.0,Vero E6,CHEMBL1852688,False,True,,False,False,N,Y,N,False,True,10000.0,23.86
NVP-BHG712,10.0,-0.06,74.0,Vero E6,CHEMBL3752910,False,True,,False,False,N,Y,N,False,True,10000.0,28.14
NVP-BSK805,0.83,0.05,116.5,Vero E6,CHEMBL1092926,False,True,,False,False,N,Y,N,False,True,10000.0,63.29
NVP-BVU972,10.0,0.44,83.0,Vero E6,CHEMBL1738731,False,False,,False,False,N,N,N,False,False,10000.0,3.49
NVP-DPP728,10.0,-0.09,114.0,Vero E6,CHEMBL77538,False,False,,False,False,N,N,N,False,False,833.33,3.35
NVP-HSP990,0.83,0.12,99.0,Vero E6,CHEMBL3360305,False,False,,False,False,N,N,N,False,False,8.33,0.26
NVP-TAE226,10.0,-0.22,97.5,Vero E6,CHEMBL458997,False,False,,False,False,N,N,N,False,False,1.0,-0.14
NVP-TAE684,0.83,0.11,102.5,Vero E6,CHEMBL509032,False,False,,False,False,N,N,N,False,False,1.0,-0.23
NVP-TNKS656,10.0,0.17,102.0,Vero E6,CHEMBL2419706,False,False,,False,False,N,N,N,False,False,1.0,1.44
NVS-PAK1-1,0.83,0.06,89.0,Vero E6,CHEMBL3609372,False,False,,False,False,N,N,N,False,False,833.33,8.12
NXY-059,10.0,0.0,114.0,Vero E6,CHEMBL1627056,False,False,,False,False,N,N,N,False,False,10000.0,0.8
Nampt-IN-1,10.0,-0.06,103.5,Vero E6,CHEMBL3586462,False,False,,False,False,N,N,N,False,False,1.0,-1.96
Nandrolone,10.0,0.24,89.5,Vero E6,CHEMBL757,False,False,,False,False,N,N,N,False,False,833.33,1.95
Nandrolone decanoate,10.0,-0.02,103.0,Vero E6,CHEMBL1200946,False,False,,False,False,N,N,N,False,False,8.33,0.18
Naringin (Naringoside),10.0,0.25,106.5,Vero E6,CHEMBL451532,False,False,,False,False,N,N,N,False,False,10000.0,1.71
Neohesperidin dihydrochalcone (Nhdc),10.0,0.05,99.5,Vero E6,CHEMBL1159645,False,False,,False,False,N,N,N,False,False,833.33,0.9
Norethindrone (Norethisterone),10.0,-0.02,112.5,Vero E6,CHEMBL1162,False,False,,False,False,N,N,N,False,False,10000.0,2.33
O-1918,10.0,0.08,108.5,Vero E6,CHEMBL4303507,False,False,,False,False,N,N,N,False,False,8.33,4.01
O-acetyl-L-serine,10.0,0.07,88.0,Vero E6,CHEMBL1234916,False,False,,False,False,N,N,N,False,False,833.33,1.65
O4I1,10.0,0.14,99.5,Vero E6,CHEMBL3581764,False,False,,False,False,N,N,N,False,False,10000.0,6.66
O6-benzylguanine,10.0,0.11,108.0,Vero E6,CHEMBL407874,False,False,,False,False,N,N,N,False,False,8.33,2.87
OAC1,10.0,0.07,103.0,Vero E6,CHEMBL3187798,False,False,,False,False,N,N,N,False,False,833.33,1.73
OAC2,10.0,0.25,85.5,Vero E6,CHEMBL1464276,False,False,,False,False,N,N,N,False,False,10000.0,2.85
OC000459,10.0,0.01,102.0,Vero E6,CHEMBL560993,False,False,,False,False,N,N,N,False,False,1.0,1.64
ODM-201,10.0,0.2,105.5,Vero E6,CHEMBL4297185,False,False,,False,False,N,N,N,False,False,1.0,1.69
ODQ,10.0,-0.03,114.5,Vero E6,CHEMBL598952,False,False,,False,False,N,N,N,False,False,100.0,0.8
OF-1,10.0,0.01,102.0,Vero E6,CHEMBL3770173,False,False,,False,False,N,N,N,False,False,8.33,2.97
OG-L002,10.0,0.25,87.0,Vero E6,CHEMBL4289507,False,False,,False,False,N,N,N,False,False,1.0,1.62
OICR-9429,10.0,0.03,115.0,Vero E6,CHEMBL3798846,False,False,,False,False,N,N,N,False,False,833.33,1.71
OLDA,0.83,0.13,99.5,Vero E6,CHEMBL250711,False,False,,False,False,N,N,N,False,False,833.33,5.47
OMDM-2,10.0,0.12,104.0,Vero E6,CHEMBL1316265,False,False,,False,False,N,N,N,False,False,100.0,1.38
ON123300,0.83,0.15,103.5,Vero E6,CHEMBL3115681,False,False,,False,False,N,N,N,False,False,1.0,1.39
ONC201,0.83,-0.16,82.0,Vero E6,CHEMBL4297310,False,False,,False,False,N,N,N,False,False,833.33,3.83
ONO-4059,0.83,-0.06,90.0,Vero E6,CHEMBL4071161,False,False,,False,False,N,N,N,False,False,8.33,2.19
ONO-4817,10.0,0.13,98.5,Vero E6,CHEMBL4303601,False,False,,False,False,N,N,N,False,False,8.33,13.48
ONO-8130,10.0,-0.04,107.0,Vero E6,CHEMBL3939289,False,False,,False,False,N,N,N,False,False,100.0,3.16
OPC-21268,10.0,0.18,101.5,Vero E6,CHEMBL296908,False,False,,False,False,N,N,N,False,False,10000.0,3.15
OR-486,10.0,0.12,101.0,Vero E6,CHEMBL168276,False,False,,False,False,N,N,N,False,False,833.33,1.93
ORG-12962,10.0,0.27,89.5,Vero E6,CHEMBL506999,False,False,,False,False,N,N,N,False,False,833.33,1.94
ORG-25543,10.0,0.33,77.5,Vero E6,CHEMBL88588,False,False,,False,False,N,N,N,False,False,100.0,5.81
ORG-26576,10.0,-0.03,108.5,Vero E6,CHEMBL4303417,False,False,,False,False,N,N,N,False,False,8.33,1.33
ORG-27569,10.0,-0.09,124.0,Vero E6,CHEMBL1553629,False,False,,False,False,N,N,N,False,False,100.0,4.96
ORG-9768,10.0,0.04,112.0,Vero E6,CHEMBL4303509,False,False,,False,False,N,N,N,False,False,1.0,4.53
ORY-1001,10.0,0.43,79.5,Vero E6,CHEMBL4593062,False,False,,False,False,N,N,N,False,False,8.33,2.24
OSI-027,0.83,0.17,111.5,Vero E6,CHEMBL2132692,False,False,,False,False,N,N,N,False,False,100.0,4.58
OSI-420,10.0,-0.09,116.5,Vero E6,CHEMBL3186743,False,False,,False,False,N,N,N,False,False,1.0,2.26
OSI-930,10.0,0.07,90.0,Vero E6,CHEMBL1614710,False,False,,False,False,N,N,N,False,False,10000.0,5.44
OT-R-antagonist-1,10.0,0.12,98.5,Vero E6,CHEMBL1254024,False,False,,False,False,N,N,N,False,False,8.33,1.59
OTS167,0.83,0.29,96.0,Vero E6,CHEMBL3688339,False,False,,False,False,N,N,N,False,False,8.33,0.72
OTS514,0.83,-0.05,95.0,Vero E6,CHEMBL3672295,False,False,,False,False,N,N,N,False,False,833.33,3.77
OTX015,10.0,-0.17,113.5,Vero E6,CHEMBL3581647,False,False,,False,False,N,N,N,False,False,1.0,1.01
OXA-06,10.0,-0.05,116.0,Vero E6,CHEMBL4303164,False,False,,False,False,N,N,N,False,False,1.0,4.68
OXF-BD-02,10.0,0.15,104.0,Vero E6,CHEMBL2335154,False,False,,False,False,N,N,N,False,False,8.33,1.84
Olopatadine hydrochloride (Opatanol),10.0,0.11,111.0,Vero E6,CHEMBL1719,False,False,,False,False,N,N,N,False,False,833.33,6.26
Omaveloxolone (RTA-408),10.0,-0.21,111.5,Vero E6,CHEMBL5308387,False,True,,False,False,N,Y,N,False,True,833.33,17.21
Oridonin (Isodonol),0.83,0.11,97.0,Vero E6,CHEMBL4303503,False,True,,False,False,N,Y,N,False,True,10000.0,43.54
Oxandrolone,10.0,0.04,112.5,Vero E6,CHEMBL1200436,False,False,,False,False,N,N,N,False,False,1.0,1.55
Oxymetholone,10.0,-0.16,120.5,Vero E6,CHEMBL1200585,False,False,,False,False,N,N,N,False,False,100.0,1.73
P22077,10.0,0.53,38.5,Vero E6,CHEMBL2159498,True,True,,False,False,Y,Y,Y,True,True,10000.0,19.55
P276-00,10.0,-0.2,114.5,Vero E6,CHEMBL3991935,False,False,,False,False,N,N,N,False,False,8.33,0.11
P5091,10.0,0.27,82.5,Vero E6,CHEMBL2159495,False,False,,False,False,N,N,N,False,False,10000.0,8.82
P7C3,10.0,0.39,59.5,Vero E6,CHEMBL2442630,False,True,55.0,True,False,Y,N,N,True,False,10000.0,8.34
PAC-1,0.83,0.15,100.5,Vero E6,CHEMBL591429,False,False,,False,False,N,N,N,False,False,100.0,4.72
PACOCF3,10.0,0.16,97.0,Vero E6,CHEMBL99344,False,False,,False,False,N,N,N,False,False,8.33,0.3
PAOPA,10.0,0.1,110.0,Vero E6,CHEMBL285742,False,False,,False,False,N,N,N,False,False,1.0,1.05
PCA-4248,10.0,0.08,94.5,Vero E6,CHEMBL107881,False,False,,False,False,N,N,N,False,False,10000.0,3.1
PCI-24781,10.0,-0.2,96.5,Vero E6,CHEMBL2103863,False,False,,False,False,N,N,N,False,False,8.33,3.14
PCI-29732,10.0,-0.01,121.5,Vero E6,CHEMBL2057912,False,False,,False,False,N,N,N,False,False,1.0,3.63
PCI-34051,0.83,0.11,111.0,Vero E6,CHEMBL2170177,False,False,,False,False,N,N,N,False,False,100.0,3.29
PCO-400,10.0,-0.01,108.0,Vero E6,CHEMBL61723,False,False,,False,False,N,N,N,False,False,8.33,6.13
PD-102807,10.0,0.73,28.5,Vero E6,CHEMBL59898,True,True,14.0,True,True,Y,Y,Y,True,True,10000.0,24.08
PD-123319,10.0,0.09,99.0,Vero E6,CHEMBL321820,False,False,,False,False,N,N,N,False,False,10000.0,0.19
PD-128907,10.0,0.17,87.0,Vero E6,CHEMBL97424,False,False,,False,False,N,N,N,False,False,100.0,2.39
PD-153035,10.0,-0.24,104.0,Vero E6,CHEMBL29197,False,True,46.0,True,False,N,Y,N,False,True,10000.0,36.34
PD-156707,10.0,0.49,69.0,Vero E6,CHEMBL25438,True,True,,False,False,N,Y,Y,False,True,10000.0,17.81
PD-158780,10.0,-0.28,112.5,Vero E6,CHEMBL53753,False,False,,False,False,N,N,N,False,False,8.33,-0.58
PD-160170,10.0,0.22,95.5,Vero E6,CHEMBL422942,False,False,,False,False,N,N,N,False,False,10000.0,9.31
PD-161570,0.83,0.09,117.0,Vero E6,CHEMBL45827,False,False,,False,False,N,N,N,False,False,10000.0,13.39
PD-166285,10.0,-0.13,123.0,Vero E6,CHEMBL49120,False,False,,False,False,N,N,N,False,False,8.33,-0.21
PD-166793,10.0,-0.06,107.0,Vero E6,CHEMBL43152,False,False,,False,False,N,N,N,False,False,10000.0,1.89
PD-168077,10.0,0.16,102.5,Vero E6,CHEMBL45244,False,False,,False,False,N,N,N,False,False,8.33,0.9
PD-168393,0.83,0.06,90.0,Vero E6,CHEMBL285063,False,False,,False,False,N,N,N,False,False,1.0,-0.46
PD-168568,10.0,-0.07,114.0,Vero E6,CHEMBL35093,False,False,,False,False,N,N,N,False,False,8.33,4.6
PD-173074,0.83,0.13,107.0,Vero E6,CHEMBL189584,False,True,,False,False,N,Y,N,False,True,10000.0,45.14
PD-173212,10.0,0.17,107.5,Vero E6,CHEMBL299749,False,False,,False,False,N,N,N,False,False,8.33,3.29
PD-184352,10.0,0.08,100.0,Vero E6,CHEMBL105442,False,False,,False,False,N,N,N,False,False,8.33,-0.84
PD-198306,10.0,0.07,113.0,Vero E6,CHEMBL1474985,False,False,,False,False,N,N,N,False,False,100.0,7.71
PD-318088,0.83,-0.05,112.0,Vero E6,CHEMBL3182051,False,False,,False,False,N,N,N,False,False,8.33,-0.08
PD-407824,0.83,0.69,93.5,Vero E6,CHEMBL214253,True,True,,False,False,N,N,Y,False,False,833.33,6.0
PD-81723,10.0,-0.07,99.0,Vero E6,CHEMBL59532,False,False,,False,False,N,N,N,False,False,1.0,1.09
PD-98059,10.0,-0.25,117.5,Vero E6,CHEMBL35482,False,False,,False,False,N,N,N,False,False,1.0,1.12
PD1-PDL-inhibitor-1,10.0,0.01,95.0,Vero E6,CHEMBL3582252,False,False,,False,False,N,N,N,False,False,100.0,5.72
PDE10-IN-1,10.0,-0.1,106.5,Vero E6,CHEMBL4303586,False,False,,False,False,N,N,N,False,False,10000.0,4.45
PDP-EA,10.0,-0.01,106.5,Vero E6,CHEMBL4303222,False,False,,False,False,N,N,N,False,False,833.33,1.46
PETCM,10.0,0.21,83.5,Vero E6,CHEMBL5308488,False,False,,False,False,N,N,N,False,False,100.0,3.16
PF-02545920,10.0,0.93,8.0,Vero E6,CHEMBL562318,True,False,,False,False,Y,Y,Y,True,True,10000.0,52.35
PF-03049423,10.0,-0.08,115.5,Vero E6,CHEMBL591501,False,False,,False,False,N,N,N,False,False,1.0,0.37
PF-03084014,10.0,0.02,101.5,Vero E6,CHEMBL1770916,False,False,,False,False,N,N,N,False,False,1.0,2.54
PF-03758309,10.0,-0.23,111.0,Vero E6,CHEMBL3128043,False,False,,False,False,N,N,N,False,False,1.0,3.94
PF-03814735,0.83,-0.07,124.0,Vero E6,CHEMBL4289017,False,False,,False,False,N,N,N,False,False,8.33,-1.15
PF-03882845,10.0,-0.17,108.0,Vero E6,CHEMBL1215331,False,True,,False,False,N,Y,N,False,True,100.0,18.27
PF-04136309,10.0,0.03,106.0,Vero E6,CHEMBL2029422,False,False,,False,False,N,N,N,False,False,100.0,1.06
PF-04217903,10.0,-0.03,99.0,Vero E6,CHEMBL2001019,False,False,,False,False,N,N,N,False,False,833.33,2.71
PF-04418948,10.0,0.04,110.0,Vero E6,CHEMBL3286797,False,False,,False,False,N,N,N,False,False,1.0,2.48
PF-04447943,10.0,0.11,107.5,Vero E6,CHEMBL2179105,False,False,,False,False,N,N,N,False,False,8.33,1.47
PF-04457845,10.0,0.01,104.0,Vero E6,CHEMBL1651534,False,False,,False,False,N,N,N,False,False,8.33,1.24
PF-04620110,10.0,0.12,92.5,Vero E6,CHEMBL1835919,False,False,,False,False,N,N,N,False,False,833.33,5.58
