compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit
MCOPPB,10.0,0.62,22.0,Vero E6,CHEMBL481512,True,True,,False,False
MD-920,10.0,-0.08,109.0,Vero E6,CHEMBL1232952,False,False,,False,False
MDL-11939,10.0,-0.1,106.0,Vero E6,CHEMBL18972,False,False,,False,False
MDL-27531,10.0,0.27,86.5,Vero E6,CHEMBL25195,False,False,,False,False
MDL-29951,10.0,-0.03,103.5,Vero E6,CHEMBL31344,False,False,,False,False
MDL-72832,10.0,-0.09,108.5,Vero E6,CHEMBL12152,False,False,,False,False
MDL-73005EF,10.0,-0.06,113.0,Vero E6,CHEMBL2218891,False,False,,False,False
MDMS,10.0,0.1,93.5,Vero E6,CHEMBL1996382,False,False,,False,False
ME0328,10.0,0.24,84.5,Vero E6,CHEMBL3092537,False,False,,False,False
ME0328,10.0,0.04,106.5,Vero E6,CHEMBL3092537,False,False,,False,False
MEK1-2-inhibitor,0.83,-0.07,104.0,Vero E6,CHEMBL261237,False,False,,False,False
METHYLPHENIDATE HYDROCHLORIDE,10.0,0.05,114.0,Vero E6,CHEMBL1722,False,False,,False,False
MF-101,10.0,0.03,110.5,Vero E6,CHEMBL252642,False,False,,False,False
MG-132,10.0,0.51,66.0,Vero E6,CHEMBL64925,True,True,,False,False
MG-624,10.0,-0.14,105.0,Vero E6,CHEMBL1257065,False,False,,False,False
MGCD-265,0.83,-0.08,117.5,Vero E6,CHEMBL254760,False,False,,False,False
MI-14,10.0,0.27,82.0,Vero E6,CHEMBL3914714,False,False,,False,False
MIRA-1,10.0,0.14,97.0,Vero E6,CHEMBL1374426,False,False,,False,False
MJ-15,10.0,-0.17,113.0,Vero E6,CHEMBL4303333,False,False,,False,False
MK-0354,10.0,-0.04,109.0,Vero E6,CHEMBL456145,False,False,,False,False
MK-0752,10.0,0.01,110.0,Vero E6,CHEMBL3392635,False,False,,False,False
MK-0773,10.0,0.02,100.0,Vero E6,CHEMBL3221237,False,False,,False,False
MK-0812,10.0,-0.21,113.0,Vero E6,CHEMBL3305901,False,False,,False,False
MK-0893,10.0,0.16,106.0,Vero E6,CHEMBL1933349,False,False,,False,False
MK-1775,10.0,-0.02,96.0,Vero E6,CHEMBL1976040,False,False,,False,False
MK-2048,10.0,0.02,97.5,Vero E6,CHEMBL1237018,False,False,,False,False
MK-2206,0.83,0.26,106.5,Vero E6,CHEMBL1079175,False,True,,False,False
MK-2295,10.0,-0.04,102.5,Vero E6,CHEMBL214796,False,False,,False,False
MK-2461,0.83,0.09,111.0,Vero E6,CHEMBL1822792,False,False,,False,False
MK-2894,10.0,0.19,108.5,Vero E6,CHEMBL597997,False,False,,False,False
MK-3207,10.0,0.08,101.0,Vero E6,CHEMBL1910936,False,False,,False,False
MK-3697,10.0,-0.01,100.0,Vero E6,CHEMBL3338865,False,False,,False,False
MK-5046,10.0,0.03,112.0,Vero E6,CHEMBL1672354,False,False,,False,False
MK-5108,0.83,0.17,105.5,Vero E6,CHEMBL3600873,False,False,,False,False
MK-571,10.0,0.01,108.0,Vero E6,CHEMBL15177,False,False,,False,False
MK-8033,10.0,0.03,105.5,Vero E6,CHEMBL2323775,False,False,,False,False
MK-8245,10.0,0.01,103.5,Vero E6,CHEMBL1938870,False,False,,False,False
MK-8745,0.83,0.2,107.0,Vero E6,CHEMBL4303177,False,False,,False,False
MK2-IN-1,0.83,0.13,105.5,Vero E6,CHEMBL1938681,False,True,,False,False
MKT-077,10.0,0.14,106.5,Vero E6,CHEMBL33859,False,False,,False,False
ML-213,10.0,-0.1,102.0,Vero E6,CHEMBL1703636,False,False,,False,False
ML10302,10.0,0.13,109.5,Vero E6,CHEMBL286136,False,False,,False,False
ML130,10.0,-0.02,107.5,Vero E6,CHEMBL1412853,False,False,,False,False
ML133,10.0,0.06,105.0,Vero E6,CHEMBL1620289,False,False,,False,False
ML141,10.0,0.15,87.0,Vero E6,CHEMBL1370630,False,False,,False,False
ML161,10.0,-0.13,110.0,Vero E6,CHEMBL1411333,False,False,,False,False
ML167,10.0,0.5,106.0,Vero E6,CHEMBL1604618,True,True,74.0,True,False
ML179,10.0,0.2,86.5,Vero E6,CHEMBL4303467,False,False,,False,False
ML188,10.0,0.33,83.0,Vero E6,CHEMBL2311740,False,False,,False,False
ML193,10.0,-0.32,97.0,Vero E6,CHEMBL1310336,False,False,,False,False
ML204,10.0,0.28,93.0,Vero E6,CHEMBL1459962,False,False,,False,False
ML218,10.0,0.32,86.0,Vero E6,CHEMBL1731994,False,False,,False,False
ML228,10.0,-0.06,114.0,Vero E6,CHEMBL2144958,False,False,,False,False
ML277,10.0,0.42,61.5,Vero E6,CHEMBL2070953,False,False,,False,False
ML281,10.0,0.23,83.0,Vero E6,CHEMBL2204239,False,False,,False,False
ML297,10.0,0.1,102.5,Vero E6,CHEMBL2409106,False,False,,False,False
ML298,10.0,0.26,75.5,Vero E6,CHEMBL1907089,False,True,,False,False
ML314,0.83,0.16,99.0,Vero E6,CHEMBL2431120,False,False,,False,False
ML323,10.0,0.02,101.0,Vero E6,CHEMBL3182437,False,False,,False,False
ML324,0.83,-0.01,107.5,Vero E6,CHEMBL1398529,False,False,,False,False
ML3403,10.0,-0.16,107.0,Vero E6,CHEMBL111364,False,False,,False,False
ML347,10.0,0.29,97.5,Vero E6,CHEMBL502351,False,False,,False,False
ML347,10.0,0.0,103.5,Vero E6,CHEMBL502351,False,False,,False,False
ML348,10.0,0.01,103.0,Vero E6,CHEMBL600764,False,False,,False,False
ML365,10.0,0.26,96.5,Vero E6,CHEMBL1081188,False,False,,False,False
ML786,0.83,0.23,99.0,Vero E6,CHEMBL1688861,False,False,,False,False
ML9,10.0,0.24,95.0,Vero E6,CHEMBL429298,False,False,,False,False
MLN0128,0.83,-0.01,102.0,Vero E6,CHEMBL3545097,False,False,,False,False
MLN1117,10.0,0.24,92.0,Vero E6,CHEMBL3935857,False,False,,False,False
MLN2480,10.0,-0.05,107.5,Vero E6,CHEMBL3348923,False,False,,False,False
MLN8054,10.0,0.0,109.0,Vero E6,CHEMBL259084,False,False,,False,False
MLN9708,0.83,-0.05,108.5,Vero E6,CHEMBL1813256,False,True,,False,False
MM-102,10.0,-0.04,115.5,Vero E6,CHEMBL3883592,False,False,,False,False
MM-11253,10.0,0.13,98.0,Vero E6,CHEMBL3786184,False,False,,False,False
MM77,10.0,0.13,98.0,Vero E6,CHEMBL279841,False,False,,False,False
MMPX,10.0,-0.14,113.0,Vero E6,CHEMBL307639,False,False,,False,False
MN-64,0.83,0.03,107.5,Vero E6,CHEMBL2431867,False,False,,False,False
MNITMT,10.0,0.3,87.0,Vero E6,CHEMBL90290,False,False,,False,False
MODAFINIL,10.0,0.11,109.0,Vero E6,CHEMBL1373,False,False,,False,False
MODAFINIL,10.0,-0.02,104.0,Vero E6,CHEMBL1373,False,False,,False,False
MOMETASONE FUROATE,10.0,0.48,78.0,Vero E6,CHEMBL1161,True,True,,False,False
MONENSIN SODIUM,10.0,0.56,39.0,Vero E6,CHEMBL5314365,True,True,22.0,True,False
MPEP,10.0,0.03,101.0,Vero E6,CHEMBL66654,False,False,,False,False
MPI-0479605,10.0,-0.06,90.5,Vero E6,CHEMBL2047943,False,False,,False,False
MR-16728,10.0,0.4,75.5,Vero E6,CHEMBL1378945,False,False,,False,False
MR-948,10.0,-0.06,104.0,Vero E6,CHEMBL4303640,False,False,,False,False
MRK-016,10.0,0.15,95.0,Vero E6,CHEMBL363211,False,False,,False,False
MRK-560,10.0,0.06,103.5,Vero E6,CHEMBL1091513,False,False,,False,False
MRS-1220,10.0,-0.0,110.5,Vero E6,CHEMBL88147,False,False,,False,False
MRS-1334,10.0,0.3,89.0,Vero E6,CHEMBL2181974,False,False,,False,False
MRS-1845,10.0,0.06,87.5,Vero E6,CHEMBL1256776,False,False,,False,False
MRS-2578,10.0,0.02,105.0,Vero E6,CHEMBL1321988,False,False,,False,False
MRS-3777,0.83,0.19,104.0,Vero E6,CHEMBL363419,False,False,,False,False
MSX-122,10.0,0.18,111.5,Vero E6,CHEMBL3545330,False,False,,False,False
MTPG,10.0,0.0,105.0,Vero E6,CHEMBL1594103,False,False,,False,False
MUT056399,10.0,0.09,95.5,Vero E6,CHEMBL2178284,False,False,,False,False
MY-5445,10.0,0.2,94.0,Vero E6,CHEMBL332898,False,False,,False,False
Mangafodipir (trisodium),10.0,-0.0,120.5,Vero E6,CHEMBL2096651,False,False,,False,False
McN-5652-(+/-),10.0,0.33,86.5,Vero E6,CHEMBL361259,False,False,,False,False
Mps-BAY-2a,10.0,-0.23,99.5,Vero E6,CHEMBL3422104,False,False,,False,False
Mps1-IN-1,0.83,-0.02,106.5,Vero E6,CHEMBL1235786,False,False,,False,False
Mps1-IN-5,10.0,-0.12,105.0,Vero E6,CHEMBL4303241,False,False,,False,False
N-MPPP,10.0,0.08,102.0,Vero E6,CHEMBL94734,False,False,,False,False
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,10.0,0.32,91.5,Vero E6,CHEMBL1601095,False,False,,False,False
N-acetyl-D-glucosamine,10.0,0.06,101.0,Vero E6,CHEMBL240524,False,False,,False,False
N-acetyl-tyrosine,10.0,-0.06,113.5,Vero E6,CHEMBL65543,False,False,,False,False
N-acetylcarnosine,10.0,-0.12,116.0,Vero E6,CHEMBL4303521,False,False,,False,False
N-acetylglycyl-D-glutamic-acid,10.0,0.13,98.0,Vero E6,CHEMBL1357656,False,False,,False,False
N-acetylmannosamine,10.0,0.18,100.5,Vero E6,CHEMBL1231391,False,False,,False,False
N-acetyltryptamine,10.0,0.04,94.5,Vero E6,CHEMBL33171,False,False,,False,False
N-alpha-methylhistamine-dihydrochloride,10.0,-0.04,109.5,Vero E6,CHEMBL268490,False,False,,False,False
N-benzylnaltrindole,0.83,0.15,101.5,Vero E6,CHEMBL55305,False,True,,False,False
N-cyclohexyl-2-benzothiazolesulfenamide,10.0,-0.01,105.5,Vero E6,CHEMBL1591074,False,False,,False,False
N-demethylantipyrine,10.0,0.12,101.0,Vero E6,CHEMBL4303694,False,False,,False,False
N-methyllidocaine-iodide,10.0,0.05,100.5,Vero E6,CHEMBL1550996,False,False,,False,False
N-methylquipazine,10.0,0.14,100.5,Vero E6,CHEMBL288591,False,False,,False,False
N-oxydiethylenebenzothiazole-2-sulfenamide,10.0,-0.01,103.5,Vero E6,CHEMBL1530581,False,False,,False,False
N-salicoylaminophenol,10.0,0.17,102.5,Vero E6,CHEMBL389507,False,False,,False,False
N20C,10.0,-0.17,113.5,Vero E6,CHEMBL1255662,False,False,,False,False
N6-cyclopentyladenosine,10.0,-0.01,109.0,Vero E6,CHEMBL68738,False,False,,False,False
N6-methyladenosine,10.0,-0.06,100.0,Vero E6,CHEMBL383144,False,False,,False,False
N6022,10.0,0.07,89.0,Vero E6,CHEMBL1738699,False,False,,False,False
NAB-2,10.0,0.11,108.5,Vero E6,CHEMBL4303645,False,False,,False,False
NADPH,10.0,-0.08,106.5,Vero E6,CHEMBL407009,False,False,,False,False
NALOXONE HYDROCHLORIDE,10.0,-0.21,113.5,Vero E6,CHEMBL1718,False,False,,False,False
NALTREXONE HYDROCHLORIDE,10.0,-0.05,106.5,Vero E6,CHEMBL1201149,False,False,,False,False
NAN-190,10.0,0.18,99.0,Vero E6,CHEMBL8618,False,False,,False,False
NAV-26,10.0,-0.07,105.0,Vero E6,CHEMBL2164371,False,False,,False,False
NBI-27914,10.0,0.14,102.5,Vero E6,CHEMBL45281,False,False,,False,False
NBI-74330-(+/-),10.0,0.14,84.0,Vero E6,CHEMBL4173833,False,False,,False,False
NBQX,10.0,-0.05,104.5,Vero E6,CHEMBL222519,False,False,,False,False
NCS-382,10.0,0.01,100.5,Vero E6,CHEMBL472694,False,False,,False,False
NDT-9513727,10.0,0.14,99.5,Vero E6,CHEMBL4303272,False,False,,False,False
NE-100,10.0,0.35,86.5,Vero E6,CHEMBL521582,False,False,,False,False
NECA,10.0,0.18,92.0,Vero E6,CHEMBL464859,False,False,,False,False
NFKB-activation-inhibitor-II,10.0,0.24,102.0,Vero E6,CHEMBL4303329,False,False,,False,False
NG-nitro-arginine,10.0,-0.02,108.0,Vero E6,CHEMBL1256282,False,False,,False,False
NGB-2904,10.0,-0.0,105.0,Vero E6,CHEMBL300780,False,False,,False,False
NGD-94-1,10.0,-0.07,107.0,Vero E6,CHEMBL103772,False,False,,False,False
NGD-98-2,10.0,0.2,86.5,Vero E6,CHEMBL1807053,False,False,,False,False
NH125,0.83,0.05,104.5,Vero E6,CHEMBL1683636,False,False,,False,False
NHI-2,10.0,-0.01,109.0,Vero E6,CHEMBL3335796,False,False,,False,False
NI-57,10.0,0.01,102.5,Vero E6,CHEMBL3752151,False,False,,False,False
NIDA-41020,10.0,0.15,86.0,Vero E6,CHEMBL160723,False,False,,False,False
NK-252,10.0,-0.01,113.5,Vero E6,CHEMBL4164286,False,False,,False,False
NKP-1339,10.0,0.44,43.0,Vero E6,CHEMBL4297410,False,True,,False,False
NKY-80,10.0,0.02,99.0,Vero E6,CHEMBL1456284,False,False,,False,False
NLG919,10.0,,53.0,Vero E6,CHEMBL3629569,False,True,,False,False
NM107,10.0,0.06,103.0,Vero E6,CHEMBL438605,False,False,,False,False
NMDA,10.0,0.15,90.5,Vero E6,CHEMBL291278,False,False,,False,False
NMS-1286937,10.0,-0.21,113.5,Vero E6,CHEMBL1738758,False,False,,False,False
NMS-873,0.83,0.06,100.0,Vero E6,CHEMBL2311578,False,False,,False,False
NMS-E973,0.83,0.25,95.5,Vero E6,CHEMBL2443044,False,False,,False,False
NMS-P715,10.0,-0.07,111.0,Vero E6,CHEMBL1236095,False,False,,False,False
NNC-05-2090,0.83,0.03,97.5,Vero E6,CHEMBL1446457,False,True,,False,False
NNC-55-0396,0.83,0.04,98.0,Vero E6,CHEMBL4227475,False,False,,False,False
NNC-63-0532,10.0,0.25,94.5,Vero E6,CHEMBL2088036,False,False,,False,False
NNC-711,10.0,0.02,95.0,Vero E6,CHEMBL545050,False,False,,False,False
NO-ASA,10.0,0.18,101.0,Vero E6,CHEMBL374385,False,False,,False,False
NPC-15199,10.0,0.14,96.0,Vero E6,CHEMBL149394,False,False,,False,False
NPPB,10.0,0.1,104.0,Vero E6,CHEMBL1256759,False,False,,False,False
NPS-2143,10.0,0.7,9.5,Vero E6,CHEMBL180672,True,True,,False,False
NPY-5RA972,10.0,0.12,105.5,Vero E6,CHEMBL325226,False,False,,False,False
NQDI-1,10.0,-0.16,117.0,Vero E6,CHEMBL1345690,False,False,,False,False
NS-018,0.83,-0.11,114.5,Vero E6,CHEMBL4303389,False,False,,False,False
NS-11021,10.0,0.09,98.0,Vero E6,CHEMBL4303589,False,False,,False,False
NS-1643,10.0,0.12,104.0,Vero E6,CHEMBL1514181,False,False,,False,False
NS-19504,10.0,0.13,102.5,Vero E6,CHEMBL3233606,False,False,,False,False
NS-309,10.0,0.12,93.5,Vero E6,CHEMBL499968,False,False,,False,False
NS-3623,10.0,-0.06,108.5,Vero E6,CHEMBL4303572,False,False,,False,False
NS-3861,10.0,0.43,69.5,Vero E6,CHEMBL5483034,False,True,72.0,True,False
NS-5806,10.0,0.19,104.0,Vero E6,CHEMBL4303239,False,False,,False,False
NS-8,10.0,-0.04,105.0,Vero E6,CHEMBL42661,False,False,,False,False
NS-8593,10.0,0.27,89.0,Vero E6,CHEMBL510780,False,False,,False,False
NS-9283,10.0,0.14,98.5,Vero E6,CHEMBL3103988,False,False,,False,False
NSC-23766,10.0,-0.11,110.5,Vero E6,CHEMBL257119,False,False,,False,False
NSC-319726,0.83,0.03,113.5,Vero E6,CHEMBL1976486,False,True,,False,False
NSC-3852,10.0,-0.13,108.5,Vero E6,CHEMBL1479316,False,True,,False,False
NSC-405020,10.0,-0.46,119.0,Vero E6,CHEMBL4303335,False,False,,False,False
NSC-4644,10.0,0.0,99.5,Vero E6,CHEMBL23236,False,False,,False,False
NSC-5844,10.0,0.08,107.5,Vero E6,CHEMBL66998,False,False,,False,False
NSC-625987,10.0,-0.06,106.0,Vero E6,CHEMBL1331734,False,False,,False,False
NSC-632839,0.83,0.17,93.0,Vero E6,CHEMBL1990474,False,False,,False,False
NSC-636819,10.0,0.19,97.5,Vero E6,CHEMBL1966136,False,False,,False,False
NSC-663284,0.83,0.14,94.0,Vero E6,CHEMBL337173,False,False,,False,False
NSC-697923,0.83,0.21,68.0,Vero E6,CHEMBL1698008,False,False,,False,False
NSC-9965,10.0,0.06,106.5,Vero E6,CHEMBL293950,False,False,,False,False
NSI-189,10.0,-0.01,114.0,Vero E6,CHEMBL4302505,False,False,,False,False
NS_EX3r2,10.0,0.21,91.5,Vero E6,,False,False,,False,False
NT157,0.83,0.19,103.5,Vero E6,CHEMBL4303361,False,True,,False,False
NTNCB,0.83,-0.02,97.5,Vero E6,CHEMBL299879,False,True,,False,False
NTRC-824,10.0,0.06,104.5,Vero E6,CHEMBL3326831,False,False,,False,False
NU-1025,10.0,-0.03,113.5,Vero E6,CHEMBL123904,False,False,,False,False
NU-2058,10.0,0.09,90.5,Vero E6,CHEMBL269881,False,False,,False,False
NU-6027,10.0,0.62,54.5,Vero E6,CHEMBL303958,True,True,25.0,True,False
NU-7026,10.0,0.26,109.5,Vero E6,CHEMBL104468,False,False,,False,False
NU-7441,0.83,0.35,68.0,Vero E6,CHEMBL188678,False,True,61.0,True,False
NVP-231,0.83,-0.08,105.0,Vero E6,CHEMBL4303283,False,False,,False,False
NVP-ADW742,0.83,0.08,92.0,Vero E6,CHEMBL1988370,False,True,,False,False
NVP-AEW541,0.83,0.15,106.0,Vero E6,CHEMBL1614712,False,True,,False,False
NVP-AUY922,0.83,0.06,94.0,Vero E6,CHEMBL252164,False,False,,False,False
NVP-BEZ235,10.0,0.07,98.0,Vero E6,CHEMBL1879463,False,False,,False,False
NVP-BGJ398,0.83,-0.05,117.0,Vero E6,CHEMBL1852688,False,True,,False,False
NVP-BHG712,10.0,-0.06,74.0,Vero E6,CHEMBL3752910,False,True,,False,False
NVP-BSK805,0.83,0.05,116.5,Vero E6,CHEMBL1092926,False,True,,False,False
NVP-BVU972,10.0,0.44,83.0,Vero E6,CHEMBL1738731,False,False,,False,False
NVP-DPP728,10.0,-0.09,114.0,Vero E6,CHEMBL77538,False,False,,False,False
NVP-HSP990,0.83,0.12,99.0,Vero E6,CHEMBL3360305,False,False,,False,False
NVP-TAE226,10.0,-0.22,97.5,Vero E6,CHEMBL458997,False,False,,False,False
NVP-TAE684,0.83,0.11,102.5,Vero E6,CHEMBL509032,False,False,,False,False
NVP-TNKS656,10.0,0.17,102.0,Vero E6,CHEMBL2419706,False,False,,False,False
NVS-PAK1-1,0.83,0.06,89.0,Vero E6,CHEMBL3609372,False,False,,False,False
NXY-059,10.0,0.0,114.0,Vero E6,CHEMBL1627056,False,False,,False,False
Nampt-IN-1,10.0,-0.06,103.5,Vero E6,CHEMBL3586462,False,False,,False,False
Nandrolone,10.0,0.24,89.5,Vero E6,CHEMBL757,False,False,,False,False
Nandrolone decanoate,10.0,-0.02,103.0,Vero E6,CHEMBL1200946,False,False,,False,False
Naringin (Naringoside),10.0,0.25,106.5,Vero E6,CHEMBL451532,False,False,,False,False
Neohesperidin dihydrochalcone (Nhdc),10.0,0.05,99.5,Vero E6,CHEMBL1159645,False,False,,False,False
Norethindrone (Norethisterone),10.0,-0.02,112.5,Vero E6,CHEMBL1162,False,False,,False,False
O-1918,10.0,0.08,108.5,Vero E6,CHEMBL4303507,False,False,,False,False
O-acetyl-L-serine,10.0,0.07,88.0,Vero E6,CHEMBL1234916,False,False,,False,False
O4I1,10.0,0.14,99.5,Vero E6,CHEMBL3581764,False,False,,False,False
O6-benzylguanine,10.0,0.11,108.0,Vero E6,CHEMBL407874,False,False,,False,False
OAC1,10.0,0.07,103.0,Vero E6,CHEMBL3187798,False,False,,False,False
OAC2,10.0,0.25,85.5,Vero E6,CHEMBL1464276,False,False,,False,False
OC000459,10.0,0.01,102.0,Vero E6,CHEMBL560993,False,False,,False,False
ODM-201,10.0,0.2,105.5,Vero E6,CHEMBL4297185,False,False,,False,False
ODQ,10.0,-0.03,114.5,Vero E6,CHEMBL598952,False,False,,False,False
OF-1,10.0,0.01,102.0,Vero E6,CHEMBL3770173,False,False,,False,False
OG-L002,10.0,0.25,87.0,Vero E6,CHEMBL4289507,False,False,,False,False
OICR-9429,10.0,0.03,115.0,Vero E6,CHEMBL3798846,False,False,,False,False
OLDA,0.83,0.13,99.5,Vero E6,CHEMBL250711,False,False,,False,False
OMDM-2,10.0,0.12,104.0,Vero E6,CHEMBL1316265,False,False,,False,False
ON123300,0.83,0.15,103.5,Vero E6,CHEMBL3115681,False,False,,False,False
ONC201,0.83,-0.16,82.0,Vero E6,CHEMBL4297310,False,False,,False,False
ONO-4059,0.83,-0.06,90.0,Vero E6,CHEMBL4071161,False,False,,False,False
ONO-4817,10.0,0.13,98.5,Vero E6,CHEMBL4303601,False,False,,False,False
ONO-8130,10.0,-0.04,107.0,Vero E6,CHEMBL3939289,False,False,,False,False
OPC-21268,10.0,0.18,101.5,Vero E6,CHEMBL296908,False,False,,False,False
OR-486,10.0,0.12,101.0,Vero E6,CHEMBL168276,False,False,,False,False
ORG-12962,10.0,0.27,89.5,Vero E6,CHEMBL506999,False,False,,False,False
ORG-25543,10.0,0.33,77.5,Vero E6,CHEMBL88588,False,False,,False,False
ORG-26576,10.0,-0.03,108.5,Vero E6,CHEMBL4303417,False,False,,False,False
ORG-27569,10.0,-0.09,124.0,Vero E6,CHEMBL1553629,False,False,,False,False
ORG-9768,10.0,0.04,112.0,Vero E6,CHEMBL4303509,False,False,,False,False
ORY-1001,10.0,0.43,79.5,Vero E6,CHEMBL4593062,False,False,,False,False
OSI-027,0.83,0.17,111.5,Vero E6,CHEMBL2132692,False,False,,False,False
OSI-420,10.0,-0.09,116.5,Vero E6,CHEMBL3186743,False,False,,False,False
OSI-930,10.0,0.07,90.0,Vero E6,CHEMBL1614710,False,False,,False,False
OT-R-antagonist-1,10.0,0.12,98.5,Vero E6,CHEMBL1254024,False,False,,False,False
OTS167,0.83,0.29,96.0,Vero E6,CHEMBL3688339,False,False,,False,False
OTS514,0.83,-0.05,95.0,Vero E6,CHEMBL3672295,False,False,,False,False
OTX015,10.0,-0.17,113.5,Vero E6,CHEMBL3581647,False,False,,False,False
OXA-06,10.0,-0.05,116.0,Vero E6,CHEMBL4303164,False,False,,False,False
OXF-BD-02,10.0,0.15,104.0,Vero E6,CHEMBL2335154,False,False,,False,False
Olopatadine hydrochloride (Opatanol),10.0,0.11,111.0,Vero E6,CHEMBL1719,False,False,,False,False
Omaveloxolone (RTA-408),10.0,-0.21,111.5,Vero E6,CHEMBL5308387,False,True,,False,False
Oridonin (Isodonol),0.83,0.11,97.0,Vero E6,CHEMBL4303503,False,True,,False,False
Oxandrolone,10.0,0.04,112.5,Vero E6,CHEMBL1200436,False,False,,False,False
Oxymetholone,10.0,-0.16,120.5,Vero E6,CHEMBL1200585,False,False,,False,False
P22077,10.0,0.53,38.5,Vero E6,CHEMBL2159498,True,True,,False,False
P276-00,10.0,-0.2,114.5,Vero E6,CHEMBL3991935,False,False,,False,False
P5091,10.0,0.27,82.5,Vero E6,CHEMBL2159495,False,False,,False,False
P7C3,10.0,0.39,59.5,Vero E6,CHEMBL2442630,False,True,55.0,True,False
PAC-1,0.83,0.15,100.5,Vero E6,CHEMBL591429,False,False,,False,False
PACOCF3,10.0,0.16,97.0,Vero E6,CHEMBL99344,False,False,,False,False
PAOPA,10.0,0.1,110.0,Vero E6,CHEMBL285742,False,False,,False,False
PCA-4248,10.0,0.08,94.5,Vero E6,CHEMBL107881,False,False,,False,False
PCI-24781,10.0,-0.2,96.5,Vero E6,CHEMBL2103863,False,False,,False,False
PCI-29732,10.0,-0.01,121.5,Vero E6,CHEMBL2057912,False,False,,False,False
PCI-34051,0.83,0.11,111.0,Vero E6,CHEMBL2170177,False,False,,False,False
PCO-400,10.0,-0.01,108.0,Vero E6,CHEMBL61723,False,False,,False,False
PD-102807,10.0,0.73,28.5,Vero E6,CHEMBL59898,True,True,14.0,True,True
PD-123319,10.0,0.09,99.0,Vero E6,CHEMBL321820,False,False,,False,False
PD-128907,10.0,0.17,87.0,Vero E6,CHEMBL97424,False,False,,False,False
PD-153035,10.0,-0.24,104.0,Vero E6,CHEMBL29197,False,True,46.0,True,False
PD-156707,10.0,0.49,69.0,Vero E6,CHEMBL25438,True,True,,False,False
PD-158780,10.0,-0.28,112.5,Vero E6,CHEMBL53753,False,False,,False,False
PD-160170,10.0,0.22,95.5,Vero E6,CHEMBL422942,False,False,,False,False
PD-161570,0.83,0.09,117.0,Vero E6,CHEMBL45827,False,False,,False,False
PD-166285,10.0,-0.13,123.0,Vero E6,CHEMBL49120,False,False,,False,False
PD-166793,10.0,-0.06,107.0,Vero E6,CHEMBL43152,False,False,,False,False
PD-168077,10.0,0.16,102.5,Vero E6,CHEMBL45244,False,False,,False,False
PD-168393,0.83,0.06,90.0,Vero E6,CHEMBL285063,False,False,,False,False
PD-168568,10.0,-0.07,114.0,Vero E6,CHEMBL35093,False,False,,False,False
PD-173074,0.83,0.13,107.0,Vero E6,CHEMBL189584,False,True,,False,False
PD-173212,10.0,0.17,107.5,Vero E6,CHEMBL299749,False,False,,False,False
PD-184352,10.0,0.08,100.0,Vero E6,CHEMBL105442,False,False,,False,False
PD-198306,10.0,0.07,113.0,Vero E6,CHEMBL1474985,False,False,,False,False
PD-318088,0.83,-0.05,112.0,Vero E6,CHEMBL3182051,False,False,,False,False
PD-407824,0.83,0.69,93.5,Vero E6,CHEMBL214253,True,True,,False,False
PD-81723,10.0,-0.07,99.0,Vero E6,CHEMBL59532,False,False,,False,False
PD-98059,10.0,-0.25,117.5,Vero E6,CHEMBL35482,False,False,,False,False
PD1-PDL-inhibitor-1,10.0,0.01,95.0,Vero E6,CHEMBL3582252,False,False,,False,False
PDE10-IN-1,10.0,-0.1,106.5,Vero E6,CHEMBL4303586,False,False,,False,False
PDP-EA,10.0,-0.01,106.5,Vero E6,CHEMBL4303222,False,False,,False,False
PETCM,10.0,0.21,83.5,Vero E6,CHEMBL5308488,False,False,,False,False
PF-02545920,10.0,0.93,8.0,Vero E6,CHEMBL562318,True,False,,False,False
PF-03049423,10.0,-0.08,115.5,Vero E6,CHEMBL591501,False,False,,False,False
PF-03084014,10.0,0.02,101.5,Vero E6,CHEMBL1770916,False,False,,False,False
PF-03758309,10.0,-0.23,111.0,Vero E6,CHEMBL3128043,False,False,,False,False
PF-03814735,0.83,-0.07,124.0,Vero E6,CHEMBL4289017,False,False,,False,False
PF-03882845,10.0,-0.17,108.0,Vero E6,CHEMBL1215331,False,True,,False,False
PF-04136309,10.0,0.03,106.0,Vero E6,CHEMBL2029422,False,False,,False,False
PF-04217903,10.0,-0.03,99.0,Vero E6,CHEMBL2001019,False,False,,False,False
PF-04418948,10.0,0.04,110.0,Vero E6,CHEMBL3286797,False,False,,False,False
PF-04447943,10.0,0.11,107.5,Vero E6,CHEMBL2179105,False,False,,False,False
PF-04457845,10.0,0.01,104.0,Vero E6,CHEMBL1651534,False,False,,False,False
PF-04620110,10.0,0.12,92.5,Vero E6,CHEMBL1835919,False,False,,False,False
PF-04691502,0.83,0.05,102.5,Vero E6,CHEMBL1234354,False,False,,False,False
PF-04885614,10.0,0.01,103.0,Vero E6,CHEMBL4084106,False,False,,False,False
PF-05212384,10.0,-0.01,115.0,Vero E6,CHEMBL592445,False,False,,False,False
PF-06447475,10.0,0.3,108.0,Vero E6,CHEMBL3393348,False,False,,False,False
PF-06463922,0.83,0.32,81.5,Vero E6,CHEMBL3286830,False,False,,False,False
