compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit
basimglurant,10.0,0.11,112.0,Vero E6,CHEMBL3301626,False,False,,False,False
batimastat,10.0,0.03,103.5,Vero E6,CHEMBL279786,False,False,,False,False
bavisant,10.0,-0.06,100.5,Vero E6,CHEMBL2103862,False,False,,False,False
bazedoxifene,0.83,0.2,101.0,Vero E6,CHEMBL46740,False,True,,False,False
beclamide,10.0,0.28,97.5,Vero E6,CHEMBL64195,False,False,,False,False
beclomethasone,10.0,0.1,89.5,Vero E6,CHEMBL1586,False,False,,False,False
beclomethasone-dipropionate,10.0,0.13,105.0,Vero E6,CHEMBL1200500,False,False,,False,False
befuraline,10.0,-0.01,106.0,Vero E6,CHEMBL1076256,False,False,,False,False
begacestat,10.0,0.01,98.0,Vero E6,CHEMBL463981,False,False,,False,False
bekanamycin,10.0,0.1,103.0,Vero E6,CHEMBL176,False,False,,False,False
belinostat,10.0,0.02,97.5,Vero E6,CHEMBL408513,False,False,,False,False
bemegride,10.0,0.09,95.5,Vero E6,CHEMBL1214192,False,False,,False,False
bemesetron,10.0,0.22,89.5,Vero E6,CHEMBL1257101,False,False,,False,False
bempedoic-acid,10.0,0.02,110.0,Vero E6,CHEMBL3545313,False,False,,False,False
benazepril,10.0,0.41,90.5,Vero E6,CHEMBL838,False,False,,False,False
bendazac,10.0,-0.02,102.5,Vero E6,CHEMBL1089221,False,False,,False,False
bendroflumethiazide,10.0,0.14,87.5,Vero E6,CHEMBL1684,False,False,,False,False
benfluorex,10.0,0.03,103.5,Vero E6,CHEMBL400599,False,False,,False,False
benfotiamine,10.0,-0.03,111.5,Vero E6,CHEMBL4303665,False,False,,False,False
benidipine,10.0,0.03,101.5,Vero E6,CHEMBL2105555,False,False,,False,False
benperidol,10.0,-0.26,118.5,Vero E6,CHEMBL297302,False,False,,False,False
benproperine,10.0,0.21,79.0,Vero E6,CHEMBL2105910,False,False,,False,False
benserazide,10.0,-0.1,96.5,Vero E6,CHEMBL1096979,False,False,,False,False
bentiromide,10.0,0.21,105.5,Vero E6,CHEMBL1200368,False,False,,False,False
benurestat,10.0,0.15,114.5,Vero E6,CHEMBL2105796,False,False,,False,False
benzalkonium,10.0,0.04,105.0,Vero E6,CHEMBL1187417,False,False,,False,False
benzbromarone,10.0,0.14,85.5,Vero E6,CHEMBL388590,False,False,,False,False
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",10.0,0.06,106.5,Vero E6,CHEMBL4303409,False,False,,False,False
benzethonium,10.0,-0.1,108.5,Vero E6,CHEMBL1182210,False,False,,False,False
benznidazole,10.0,0.06,112.5,Vero E6,CHEMBL110,False,False,,False,False
benzo[d]thiazole-2(3H)-thione,10.0,0.05,103.5,Vero E6,CHEMBL111654,False,False,,False,False
benzocaine,10.0,-0.01,112.5,Vero E6,CHEMBL278172,False,False,,False,False
benzofenac,10.0,-0.11,105.5,Vero E6,CHEMBL4303431,False,False,,False,False
benzoic-acid,10.0,0.04,110.0,Vero E6,CHEMBL541,False,False,,False,False
benzoin,10.0,-0.11,101.0,Vero E6,CHEMBL190677,False,False,,False,False
benzoquinonium-dibromide,10.0,-0.01,113.0,Vero E6,CHEMBL1358790,False,False,,False,False
benzotript,10.0,-0.05,104.0,Vero E6,CHEMBL63544,False,False,,False,False
benzoxiquine,10.0,0.12,97.0,Vero E6,CHEMBL1170610,False,False,,False,False
benzoyl-peroxide,10.0,-0.04,97.5,Vero E6,CHEMBL1200370,False,False,,False,False
benzoylpas,10.0,0.21,91.5,Vero E6,CHEMBL1487804,False,False,,False,False
benzthiazide,10.0,-0.19,116.5,Vero E6,CHEMBL1201039,False,False,,False,False
benztropine-mesylate,10.0,0.48,84.5,Vero E6,CHEMBL1201203,True,True,57.0,True,False
benzydamine,10.0,0.4,70.5,Vero E6,CHEMBL12610,False,False,,False,False
benzyldimethylhexadecylammonium,10.0,0.3,80.0,Vero E6,CHEMBL1624075,False,False,,False,False
benzylpenicillin,10.0,-0.08,113.5,Vero E6,CHEMBL29,False,False,,False,False
bephenium-hydroxynaphthoate,10.0,0.17,94.5,Vero E6,CHEMBL1788404,False,False,,False,False
bepotastine,10.0,0.09,90.0,Vero E6,CHEMBL1201758,False,False,,False,False
berberine,10.0,0.06,98.0,Vero E6,CHEMBL295124,False,False,,False,False
bergapten,10.0,0.07,108.0,Vero E6,CHEMBL24171,False,False,,False,False
bergenin,10.0,0.09,96.0,Vero E6,CHEMBL273019,False,False,,False,False
besifloxacin,10.0,0.17,109.5,Vero E6,CHEMBL1201760,False,False,,False,False
beta-CCB,10.0,0.16,94.0,Vero E6,CHEMBL1394514,False,False,,False,False
beta-Sitosterol,10.0,0.12,99.0,Vero E6,CHEMBL221542,False,False,,False,False
beta-amyloid-synthesis-inhibitor,10.0,0.08,104.0,Vero E6,CHEMBL4303349,False,False,,False,False
beta-carotene,10.0,0.07,112.5,Vero E6,CHEMBL1293,False,False,,False,False
beta-elemene,10.0,-0.21,111.0,Vero E6,CHEMBL448502,False,False,,False,False
beta-funaltrexamine,10.0,0.02,99.0,Vero E6,CHEMBL473136,False,False,,False,False
beta-hydroxy-beta-methylbutyrate,10.0,0.02,105.0,Vero E6,CHEMBL4303673,False,False,,False,False
beta-hydroxybutyrate,10.0,-0.06,115.5,Vero E6,CHEMBL1162496,False,False,,False,False
beta-lapachone,10.0,0.36,78.5,Vero E6,CHEMBL15192,False,False,,False,False
beta-naphthol,10.0,-0.05,111.0,Vero E6,CHEMBL14126,False,False,,False,False
betaine,10.0,0.11,102.5,Vero E6,CHEMBL1182,False,False,,False,False
betamethasone,10.0,-0.02,108.5,Vero E6,CHEMBL632,False,False,,False,False
betamethasone,10.0,-0.14,114.0,Vero E6,CHEMBL632,False,False,,False,False
betamethasone-acetate,10.0,-0.02,109.5,Vero E6,CHEMBL1200538,False,False,,False,False
betamethasone-acetate,10.0,-0.08,119.0,Vero E6,CHEMBL1200538,False,False,,False,False
betamipron,10.0,0.01,117.5,Vero E6,CHEMBL1231530,False,False,,False,False
betazole,10.0,-0.08,105.0,Vero E6,CHEMBL1201323,False,False,,False,False
bethanechol,10.0,0.04,105.5,Vero E6,CHEMBL1482,False,False,,False,False
betrixaban,10.0,0.09,91.0,Vero E6,CHEMBL512351,False,False,,False,False
betulinic-acid,10.0,0.03,108.5,Vero E6,CHEMBL269277,False,False,,False,False
bevantolol,10.0,-0.03,109.5,Vero E6,CHEMBL314010,False,False,,False,False
bevirimat-dimeglumine,10.0,-0.01,113.0,Vero E6,CHEMBL404519,False,False,,False,False
bexarotene,10.0,0.18,108.0,Vero E6,CHEMBL1023,False,False,,False,False
bezafibrate,10.0,0.02,103.5,Vero E6,CHEMBL264374,False,False,,False,False
biapenem,10.0,-0.03,99.5,Vero E6,CHEMBL285347,False,False,,False,False
bicalutamide,10.0,-0.0,113.5,Vero E6,CHEMBL409,False,False,,False,False
bicifadine,10.0,0.03,107.0,Vero E6,CHEMBL511099,False,False,,False,False
bicuculline-(+),10.0,-0.04,98.0,Vero E6,CHEMBL417990,False,False,,False,False
bicuculline-methochloride-(-),10.0,-0.16,110.0,Vero E6,CHEMBL515679,False,False,,False,False
bicyclol,10.0,0.2,88.0,Vero E6,CHEMBL482035,False,False,,False,False
bifemelane,10.0,0.52,65.0,Vero E6,CHEMBL1192517,True,True,,False,False
bifendate,10.0,0.07,107.5,Vero E6,CHEMBL105184,False,False,,False,False
bifonazole,10.0,0.41,79.0,Vero E6,CHEMBL277535,False,True,,False,False
bilastine,10.0,0.14,107.0,Vero E6,CHEMBL1742423,False,False,,False,False
bilobalide,10.0,0.03,109.5,Vero E6,CHEMBL1318117,False,False,,False,False
bimatoprost,10.0,0.04,103.0,Vero E6,CHEMBL1200963,False,False,,False,False
bindarit,10.0,0.13,112.0,Vero E6,CHEMBL2107549,False,False,,False,False
binimetinib,0.83,-0.0,110.5,Vero E6,CHEMBL3187723,False,False,,False,False
biotin,10.0,-0.02,108.0,Vero E6,CHEMBL857,False,False,,False,False
biperiden,10.0,0.48,75.5,Vero E6,CHEMBL1101,True,True,31.0,True,False
bis(maltolato)oxovanadium(IV),10.0,-0.46,106.0,Vero E6,CHEMBL286447,False,False,,False,False
bisacodyl,10.0,0.26,85.5,Vero E6,CHEMBL942,False,False,,False,False
bisindolylmaleimide-IX,0.83,0.09,91.0,Vero E6,CHEMBL6291,False,False,,False,False
bismuth-subcitrate-potassium,10.0,-0.0,103.0,Vero E6,CHEMBL1201186,False,False,,False,False
bismuth-subgallate,10.0,0.06,107.0,Vero E6,CHEMBL1592101,False,False,,False,False
bismuth-subsalicylate,10.0,-0.24,116.5,Vero E6,CHEMBL1120,False,False,,False,False
bisoctrizole,10.0,-0.05,113.5,Vero E6,CHEMBL2104957,False,False,,False,False
bisoprolol,10.0,-0.03,106.0,Vero E6,CHEMBL645,False,False,,False,False
bisphenol-A,10.0,0.06,106.0,Vero E6,CHEMBL418971,False,False,,False,False
bithionol,10.0,-0.1,106.0,Vero E6,CHEMBL290106,False,False,,False,False
bitopertin,10.0,0.12,108.5,Vero E6,CHEMBL1171829,False,False,,False,False
bitoscanate,10.0,-0.03,106.5,Vero E6,CHEMBL2104676,False,False,,False,False
bivalirudin,10.0,-0.0,102.0,Vero E6,CHEMBL5314348,False,False,,False,False
blebbistatin-(+/-),10.0,0.46,84.0,Vero E6,CHEMBL1231358,False,False,,False,False
blebbistatin-(+/-),10.0,0.37,97.5,Vero E6,CHEMBL1231358,False,False,,False,False
bleomycetin,0.83,0.13,111.0,Vero E6,CHEMBL6067679,False,False,,False,False
bleomycin,10.0,0.03,100.0,Vero E6,CHEMBL6067493,False,False,,False,False
blonanserin,10.0,0.25,107.0,Vero E6,CHEMBL178803,False,False,,False,False
boceprevir,10.0,-0.16,113.0,Vero E6,CHEMBL218394,False,False,,False,False
bonaphthone,10.0,-0.03,103.0,Vero E6,CHEMBL4303595,False,False,,False,False
bopindolol,10.0,0.12,110.0,Vero E6,CHEMBL357995,False,False,,False,False
bortezomib,10.0,-0.1,96.5,Vero E6,CHEMBL325041,False,True,,False,False
bosentan,10.0,0.03,112.0,Vero E6,CHEMBL957,False,False,,False,False
bosutinib,10.0,0.01,96.5,Vero E6,CHEMBL288441,False,False,,False,False
brefeldin-A,0.83,0.04,107.0,Vero E6,CHEMBL19980,False,True,,False,False
bremelanotide,10.0,0.07,96.5,Vero E6,CHEMBL2070241,False,False,,False,False
brequinar,10.0,0.12,95.0,Vero E6,CHEMBL38434,False,False,,False,False
bretazenil,10.0,0.11,101.0,Vero E6,CHEMBL366947,False,False,,False,False
brexpiprazole,10.0,0.01,98.5,Vero E6,CHEMBL2105760,False,False,,False,False
briciclib,0.83,-0.09,92.0,Vero E6,CHEMBL1206245,False,False,,False,False
brigatinib,0.83,-0.18,105.0,Vero E6,CHEMBL3545311,False,False,,False,False
brilliant-green,10.0,-0.17,112.5,Vero E6,CHEMBL1589793,False,False,,False,False
brimonidine,10.0,0.03,106.5,Vero E6,CHEMBL844,False,False,,False,False
brinzolamide,10.0,0.27,69.0,Vero E6,CHEMBL220491,False,False,,False,False
brivanib-alaninate,10.0,0.39,106.5,Vero E6,CHEMBL270995,False,False,,False,False
brivudine,10.0,0.01,108.0,Vero E6,CHEMBL31634,False,False,,False,False
brolitene,10.0,0.2,93.5,Vero E6,CHEMBL102358,False,False,,False,False
bromantan,10.0,-0.11,99.5,Vero E6,CHEMBL4303520,False,False,,False,False
bromfenac,10.0,-0.05,104.5,Vero E6,CHEMBL1077,False,False,,False,False
bromhexine,10.0,-0.02,101.5,Vero E6,CHEMBL253376,False,False,,False,False
bromindione,10.0,0.2,93.5,Vero E6,CHEMBL288496,False,False,,False,False
bromopride,10.0,-0.11,116.5,Vero E6,CHEMBL399510,False,False,,False,False
bromosporine,10.0,-0.02,111.0,Vero E6,CHEMBL3133807,False,False,,False,False
bromperidol,10.0,-0.08,106.5,Vero E6,CHEMBL28218,False,False,,False,False
brompheniramine,10.0,-0.02,105.5,Vero E6,CHEMBL811,False,False,,False,False
bronopol,10.0,-0.08,107.5,Vero E6,CHEMBL1408862,False,False,,False,False
bropirimine,10.0,0.11,99.5,Vero E6,CHEMBL37387,False,False,,False,False
broxaldine,0.83,0.25,103.0,Vero E6,CHEMBL2104247,False,False,,False,False
broxaterol,10.0,-0.01,111.5,Vero E6,CHEMBL2105475,False,False,,False,False
broxuridine,0.83,0.03,108.0,Vero E6,CHEMBL222280,False,False,,False,False
broxyquinoline,10.0,0.02,104.0,Vero E6,CHEMBL223448,False,False,,False,False
bruceantin,0.83,-0.03,109.0,Vero E6,CHEMBL509895,False,True,,False,False
brucine,10.0,0.04,105.0,Vero E6,CHEMBL501756,False,False,,False,False
bucillamine,10.0,-0.04,107.0,Vero E6,CHEMBL80830,False,False,,False,False
bucladesine,10.0,0.05,104.5,Vero E6,CHEMBL485980,False,False,,False,False
buclizine,10.0,0.31,90.5,Vero E6,CHEMBL1201271,False,False,,False,False
budipine,10.0,0.4,76.5,Vero E6,CHEMBL334491,False,False,,False,False
bufexamac,10.0,0.23,94.0,Vero E6,CHEMBL94394,False,False,,False,False
buflomedil,10.0,0.05,102.0,Vero E6,CHEMBL188921,False,False,,False,False
bumetanide,10.0,0.05,102.0,Vero E6,CHEMBL1072,False,False,,False,False
bunazosin,10.0,0.08,108.5,Vero E6,CHEMBL188185,False,False,,False,False
buparlisib,10.0,-0.09,103.0,Vero E6,CHEMBL2017974,False,False,,False,False
buparvaquone,0.83,0.04,94.0,Vero E6,CHEMBL292009,False,False,,False,False
buphenine,10.0,-0.14,114.5,Vero E6,CHEMBL114655,False,False,,False,False
bupicomide,10.0,-0.19,101.5,Vero E6,CHEMBL2106646,False,False,,False,False
bupivacaine,10.0,0.03,110.0,Vero E6,CHEMBL1098,False,False,,False,False
bupranolol,10.0,-0.01,111.0,Vero E6,CHEMBL305380,False,False,,False,False
bupropion,10.0,0.01,96.5,Vero E6,CHEMBL894,False,False,,False,False
buramate,10.0,0.24,84.5,Vero E6,CHEMBL2103933,False,False,,False,False
busulfan,10.0,-0.03,102.5,Vero E6,CHEMBL820,False,False,,False,False
butabindide,10.0,0.2,86.5,Vero E6,CHEMBL151059,False,False,,False,False
butacaine,10.0,0.21,100.5,Vero E6,CHEMBL129529,False,False,,False,False
butaclamol,10.0,0.27,101.0,Vero E6,CHEMBL1255588,False,False,,False,False
butalbital,10.0,-0.06,117.0,Vero E6,CHEMBL454,False,False,,False,False
butamben,10.0,0.1,108.0,Vero E6,CHEMBL127516,False,False,,False,False
butein,10.0,0.26,106.0,Vero E6,CHEMBL128000,False,False,,False,False
butenafine,10.0,0.5,71.0,Vero E6,CHEMBL990,True,True,48.0,True,False
butibufen,10.0,0.27,108.0,Vero E6,CHEMBL454450,False,False,,False,False
butylated-hydroxyanisole,10.0,-0.13,116.0,Vero E6,CHEMBL4296740,False,False,,False,False
butylphthalide,10.0,-0.11,102.5,Vero E6,CHEMBL248594,False,False,,False,False
butylscopolamine-bromide,10.0,0.19,102.5,Vero E6,CHEMBL1618102,False,False,,False,False
cabagin,10.0,0.01,109.0,Vero E6,CHEMBL1797128,False,False,,False,False
cabaletta,10.0,-0.09,104.5,Vero E6,CHEMBL1236395,False,False,,False,False
cabergoline,10.0,0.09,104.5,Vero E6,CHEMBL1201087,False,False,,False,False
cabozantinib,0.83,0.33,97.5,Vero E6,CHEMBL2105717,False,False,,False,False
cadralazine,10.0,0.09,107.5,Vero E6,CHEMBL2106561,False,False,,False,False
cafestol,10.0,-0.08,112.0,Vero E6,CHEMBL1407645,False,False,,False,False
caffeic-acid,10.0,-0.04,110.0,Vero E6,CHEMBL145,False,False,,False,False
caffeic-acid-phenethyl-ester,10.0,-0.01,79.0,Vero E6,CHEMBL319244,False,False,,False,False
caffeine,10.0,-0.17,113.0,Vero E6,CHEMBL113,False,False,,False,False
calcifediol,10.0,-0.01,115.0,Vero E6,CHEMBL1040,False,False,,False,False
calcipotriol,10.0,-0.27,103.0,Vero E6,CHEMBL1200666,False,False,,False,False
calcitriol,10.0,0.1,108.0,Vero E6,CHEMBL846,False,False,,False,False
calcium-gluceptate,10.0,-0.03,111.0,Vero E6,CHEMBL1237066,False,False,,False,False
calcium-gluceptate,10.0,-0.06,116.0,Vero E6,CHEMBL1237066,False,False,,False,False
calpeptin,10.0,0.81,12.5,Vero E6,CHEMBL92708,True,True,6.0,True,True
camicinal,10.0,0.0,108.0,Vero E6,CHEMBL489095,False,False,,False,False
camostat-mesilate,10.0,0.1,113.5,Vero E6,CHEMBL590799,False,False,,False,False
camphor-(+),10.0,0.1,104.0,Vero E6,CHEMBL15768,False,False,,False,False
camphor-(+),10.0,0.0,109.5,Vero E6,CHEMBL15768,False,False,,False,False
camptothecin,0.83,-0.22,114.5,Vero E6,CHEMBL65,False,False,,False,False
camylofine-chlorhydrate,10.0,0.18,98.0,Vero E6,CHEMBL4303602,False,False,,False,False
candesartan,10.0,0.17,105.0,Vero E6,CHEMBL1016,False,False,,False,False
candesartan-cilexetil,10.0,0.13,92.5,Vero E6,CHEMBL1014,False,False,,False,False
candicidin,0.83,0.2,100.5,Vero E6,CHEMBL1200647,False,False,,False,False
canertinib,10.0,-0.12,107.0,Vero E6,CHEMBL31965,False,False,,False,False
canrenone,10.0,0.22,94.0,Vero E6,CHEMBL1463345,False,False,,False,False
capadenoson,10.0,-0.15,115.0,Vero E6,CHEMBL3235279,False,False,,False,False
capecitabine,10.0,-0.21,114.0,Vero E6,CHEMBL1773,False,False,,False,False
capobenic-acid,10.0,0.09,107.5,Vero E6,CHEMBL1418182,False,False,,False,False
capreomycin,10.0,0.15,100.5,Vero E6,CHEMBL2218913,False,False,,False,False
capsaicin,10.0,0.07,107.0,Vero E6,CHEMBL294199,False,False,,False,False
capsazepine,10.0,-0.1,92.5,Vero E6,CHEMBL391997,False,False,,False,False
captamine,10.0,0.11,91.0,Vero E6,CHEMBL1395579,False,False,,False,False
captan,10.0,0.23,93.0,Vero E6,CHEMBL388676,False,False,,False,False
captopril,10.0,0.01,104.0,Vero E6,CHEMBL1560,False,False,,False,False
caracemide,10.0,0.1,103.5,Vero E6,CHEMBL9116,False,False,,False,False
caramiphen,10.0,0.14,95.5,Vero E6,CHEMBL61946,False,False,,False,False
carazolol,10.0,-0.01,91.5,Vero E6,CHEMBL324665,False,False,,False,False
carbachol,10.0,-0.15,101.0,Vero E6,CHEMBL14,False,False,,False,False
carbadox,10.0,0.23,85.0,Vero E6,CHEMBL13779,False,False,,False,False
carbamazepine,10.0,-0.02,107.5,Vero E6,CHEMBL108,False,False,,False,False
carbaril,10.0,0.03,101.0,Vero E6,CHEMBL46917,False,False,,False,False
carbazochrome,10.0,0.0,113.0,Vero E6,CHEMBL2051960,False,False,,False,False
carbenicillin,10.0,0.08,103.5,Vero E6,CHEMBL1214,False,False,,False,False
carbetapentane,10.0,0.36,83.0,Vero E6,CHEMBL73234,False,False,,False,False
carbetocin,10.0,0.12,118.0,Vero E6,CHEMBL3301668,False,False,,False,False
carbidopa,10.0,-0.05,100.5,Vero E6,CHEMBL1201236,False,False,,False,False
carbimazole,10.0,0.16,99.0,Vero E6,CHEMBL508102,False,False,,False,False
carbinoxamine,10.0,0.07,96.0,Vero E6,CHEMBL864,False,False,,False,False
carboplatin,10.0,-0.01,102.0,Vero E6,CHEMBL1351,False,False,,False,False
carboxylosartan,10.0,-0.01,105.5,Vero E6,CHEMBL907,False,False,,False,False
cardiogenol-C,10.0,0.08,100.5,Vero E6,CHEMBL1241078,False,False,,False,False
cardionogen-1,10.0,0.25,89.0,Vero E6,CHEMBL1382901,False,False,,False,False
carebastine,10.0,0.07,103.0,Vero E6,CHEMBL67654,False,False,,False,False
carfilzomib,0.83,0.0,42.0,Vero E6,CHEMBL451887,False,True,,False,False
caricotamide,10.0,0.11,106.5,Vero E6,CHEMBL2000716,False,False,,False,False
cariporide,10.0,0.17,101.0,Vero E6,CHEMBL436559,False,False,,False,False
cariprazine,10.0,-0.1,113.0,Vero E6,CHEMBL2028019,False,False,,False,False
carmofur,0.83,0.22,96.0,Vero E6,CHEMBL460499,False,False,,False,False
carmoxirole,10.0,0.06,96.5,Vero E6,CHEMBL70159,False,False,,False,False
carnitine-(D/L),10.0,-0.21,117.0,Vero E6,CHEMBL1697733,False,False,,False,False
carnosine,0.83,0.1,99.0,Vero E6,CHEMBL242948,False,False,,False,False
caroxazone,10.0,0.1,100.0,Vero E6,CHEMBL2104164,False,False,,False,False
carprofen,10.0,-0.02,107.5,Vero E6,CHEMBL1316,False,False,,False,False
carsalam,10.0,0.26,85.0,Vero E6,CHEMBL1720051,False,False,,False,False
carteolol,10.0,0.11,96.5,Vero E6,CHEMBL839,False,False,,False,False
carvedilol,10.0,0.13,97.5,Vero E6,CHEMBL723,False,False,,False,False
carzenide,10.0,0.17,102.0,Vero E6,CHEMBL414,False,False,,False,False
casin,0.83,0.1,101.5,Vero E6,CHEMBL4303199,False,False,,False,False
caspofungin,10.0,-0.01,100.0,Vero E6,CHEMBL1630575,False,False,,False,False
caspofungin,10.0,-0.08,116.5,Vero E6,CHEMBL1630575,False,False,,False,False
castanospermine,10.0,-0.18,111.5,Vero E6,CHEMBL311226,False,False,,False,False
catharanthine,10.0,0.12,110.5,Vero E6,CHEMBL2163793,False,False,,False,False
cathepsin-inhibitor-1,10.0,0.19,97.5,Vero E6,CHEMBL564131,False,False,,False,False
cebranopadol,10.0,0.06,93.0,Vero E6,CHEMBL2364605,False,False,,False,False
cedrol,10.0,0.06,95.5,Vero E6,CHEMBL1974890,False,False,,False,False
cefaclor,10.0,0.05,104.0,Vero E6,CHEMBL680,False,False,,False,False
cefadroxil,10.0,-0.02,108.5,Vero E6,CHEMBL1644,False,False,,False,False
cefamandole-nafate,10.0,0.06,102.0,Vero E6,CHEMBL1201218,False,False,,False,False
cefathiamidine,10.0,0.16,92.0,Vero E6,CHEMBL4303356,False,False,,False,False
cefcapene-pivoxil,10.0,-0.18,114.0,Vero E6,CHEMBL2431072,False,False,,False,False
cefdinir,10.0,-0.12,107.0,Vero E6,CHEMBL927,False,False,,False,False
cefditoren-pivoxil,10.0,0.15,99.5,Vero E6,CHEMBL454446,False,False,,False,False
cefepime,10.0,0.06,114.0,Vero E6,CHEMBL186,False,False,,False,False
cefetamet-pivoxil,10.0,0.22,96.5,Vero E6,CHEMBL4303443,False,False,,False,False
cefmetazole,10.0,0.15,98.5,Vero E6,CHEMBL1201195,False,False,,False,False
cefminox,10.0,0.05,115.0,Vero E6,CHEMBL1276342,False,False,,False,False
cefodizime,10.0,0.13,101.0,Vero E6,CHEMBL2303613,False,False,,False,False
cefoperazone,10.0,0.21,103.5,Vero E6,CHEMBL507674,False,False,,False,False
ceforanide,10.0,0.13,100.5,Vero E6,CHEMBL1201046,False,False,,False,False
cefotetan,10.0,0.1,98.0,Vero E6,CHEMBL474579,False,False,,False,False
cefotiam,10.0,0.21,100.5,Vero E6,CHEMBL1296,False,False,,False,False
cefotiam-cilexetil,10.0,-0.03,109.0,Vero E6,CHEMBL2104038,False,False,,False,False
cefoxitin,10.0,0.23,100.5,Vero E6,CHEMBL996,False,False,,False,False
cefozopran,10.0,0.02,112.5,Vero E6,CHEMBL1276663,False,False,,False,False
cefpiramide,10.0,0.0,106.0,Vero E6,CHEMBL1201204,False,False,,False,False
cefpodoxime,10.0,0.11,104.5,Vero E6,CHEMBL1672,False,False,,False,False
cefprozil,10.0,0.27,99.0,Vero E6,CHEMBL3301800,False,False,,False,False
ceftaroline-fosamil,10.0,0.24,87.5,Vero E6,CHEMBL501122,False,False,,False,False
ceftibuten,10.0,0.16,103.0,Vero E6,CHEMBL1605,False,False,,False,False
ceftizoxim,10.0,-0.05,101.5,Vero E6,CHEMBL528,False,False,,False,False
ceftriaxone,10.0,-0.11,112.5,Vero E6,CHEMBL161,False,False,,False,False
celecoxib,10.0,0.19,102.5,Vero E6,CHEMBL118,False,False,,False,False
celiprolol,10.0,0.12,96.5,Vero E6,CHEMBL27810,False,False,,False,False
centazolone,10.0,-0.19,116.0,Vero E6,CHEMBL1411934,False,False,,False,False
centpropazine,10.0,0.1,93.5,Vero E6,CHEMBL4303166,False,False,,False,False
cephalexin,10.0,0.01,112.0,Vero E6,CHEMBL1727,False,False,,False,False
cephalosporin-c-zn,10.0,0.0,97.0,Vero E6,CHEMBL4303474,False,False,,False,False
cephalothin,10.0,-0.01,102.5,Vero E6,CHEMBL617,False,False,,False,False
cephapirin,10.0,-0.14,93.5,Vero E6,CHEMBL1599,False,False,,False,False
cepharanthine,10.0,0.46,77.5,Vero E6,CHEMBL449782,False,True,,False,False
cephradine,10.0,0.07,98.5,Vero E6,CHEMBL1604,False,False,,False,False
cephradine,10.0,-0.19,113.0,Vero E6,CHEMBL1604,False,False,,False,False
ceramide,10.0,-0.05,98.0,Vero E6,CHEMBL155886,False,False,,False,False
ceritinib,0.83,0.18,104.0,Vero E6,CHEMBL2403108,False,True,27.0,True,False
cetaben,10.0,0.21,91.5,Vero E6,CHEMBL31907,False,False,,False,False
cetilistat,10.0,-0.01,104.0,Vero E6,CHEMBL2103825,False,False,,False,False
cetirizine,10.0,0.15,91.0,Vero E6,CHEMBL1000,False,False,,False,False
cetirizine,10.0,0.02,105.5,Vero E6,CHEMBL1000,False,False,,False,False
cetrimonium,0.83,-0.2,114.5,Vero E6,CHEMBL1183605,False,False,,False,False
cetrorelix,10.0,0.39,79.5,Vero E6,CHEMBL1200490,False,False,,False,False
cetylpyridinium,0.83,0.09,86.0,Vero E6,CHEMBL305906,False,False,,False,False
cevimeline,10.0,0.08,98.0,Vero E6,CHEMBL168815,False,False,,False,False
cevipabulin,10.0,-0.07,92.0,Vero E6,CHEMBL1182714,False,False,,False,False
chicago-sky-blue-6b,0.83,-0.05,116.5,Vero E6,CHEMBL311909,False,False,,False,False
chidamide,0.83,-0.07,107.0,Vero E6,CHEMBL4087968,False,False,,False,False
chiniofon,10.0,0.05,101.5,Vero E6,CHEMBL2104146,False,False,,False,False
chloralose,10.0,0.16,103.0,Vero E6,CHEMBL2104181,False,False,,False,False
chlorambucil,10.0,0.14,94.0,Vero E6,CHEMBL515,False,False,,False,False
chloramine-T,10.0,0.04,104.5,Vero E6,CHEMBL1697734,False,False,,False,False
chloramphenicol,10.0,-0.28,117.0,Vero E6,CHEMBL130,False,False,,False,False
chloramphenicol-palmitate,10.0,0.04,105.5,Vero E6,CHEMBL1506,False,False,,False,False
chloramphenicol-sodium-succinate,10.0,0.05,108.5,Vero E6,CHEMBL1201281,False,False,,False,False
chlorazanil,10.0,0.13,105.5,Vero E6,CHEMBL1984344,False,False,,False,False
chlorcyclizine,10.0,0.13,102.5,Vero E6,CHEMBL22150,False,False,,False,False
chlorhexidine,0.83,0.28,58.0,Vero E6,CHEMBL790,False,True,,False,False
chlorindanol,10.0,0.11,102.0,Vero E6,CHEMBL1449249,False,False,,False,False
chlorindione,10.0,0.01,102.0,Vero E6,CHEMBL278519,False,False,,False,False
chlorisondamine-diiodide,10.0,0.22,90.5,Vero E6,CHEMBL1398654,False,False,,False,False
chlormadinone-acetate,10.0,0.11,106.5,Vero E6,CHEMBL110691,False,False,,False,False
chlormezanone,10.0,-0.1,117.0,Vero E6,CHEMBL1200714,False,False,,False,False
chlormidazole,10.0,-0.1,117.5,Vero E6,CHEMBL152649,False,False,,False,False
chlorobutanol,10.0,0.12,105.5,Vero E6,CHEMBL1439973,False,False,,False,False
chlorocresol,10.0,0.05,95.5,Vero E6,CHEMBL1230222,False,False,,False,False
chlorogenic-acid,10.0,0.04,112.5,Vero E6,CHEMBL284616,False,False,,False,False
