compound_name,chembl_id,is_AB_hit,infection rate (%)
N-benzylnaltrindole,CHEMBL55305,False,101.5
N-cyclohexyl-2-benzothiazolesulfenamide,CHEMBL1591074,False,105.5
N-demethylantipyrine,CHEMBL4303694,False,101.0
N-methyllidocaine-iodide,CHEMBL1550996,False,100.5
N-methylquipazine,CHEMBL288591,False,100.5
N-oxydiethylenebenzothiazole-2-sulfenamide,CHEMBL1530581,False,103.5
N-salicoylaminophenol,CHEMBL389507,False,102.5
N20C,CHEMBL1255662,False,113.5
N6-cyclopentyladenosine,CHEMBL68738,False,109.0
N6-methyladenosine,CHEMBL383144,False,100.0
N6022,CHEMBL1738699,False,89.0
NAB-2,CHEMBL4303645,False,108.5
NADPH,CHEMBL407009,False,106.5
NALOXONE HYDROCHLORIDE,CHEMBL1718,False,113.5
NALTREXONE HYDROCHLORIDE,CHEMBL1201149,False,106.5
NAN-190,CHEMBL8618,False,99.0
NAV-26,CHEMBL2164371,False,105.0
NBI-27914,CHEMBL45281,False,102.5
NBI-74330-(+/-),CHEMBL4173833,False,84.0
NBQX,CHEMBL222519,False,104.5
NCS-382,CHEMBL472694,False,100.5
NDT-9513727,CHEMBL4303272,False,99.5
NE-100,CHEMBL521582,False,86.5
NECA,CHEMBL464859,False,92.0
NFKB-activation-inhibitor-II,CHEMBL4303329,False,102.0
NG-nitro-arginine,CHEMBL1256282,False,108.0
NGB-2904,CHEMBL300780,False,105.0
NGD-94-1,CHEMBL103772,False,107.0
NGD-98-2,CHEMBL1807053,False,86.5
NH125,CHEMBL1683636,False,104.5
NHI-2,CHEMBL3335796,False,109.0
NI-57,CHEMBL3752151,False,102.5
NIDA-41020,CHEMBL160723,False,86.0
NK-252,CHEMBL4164286,False,113.5
NKP-1339,CHEMBL4297410,True,43.0
NKY-80,CHEMBL1456284,False,99.0
NLG919,CHEMBL3629569,True,53.0
NM107,CHEMBL438605,False,103.0
NMDA,CHEMBL291278,False,90.5
NMS-1286937,CHEMBL1738758,False,113.5
NMS-873,CHEMBL2311578,False,100.0
NMS-E973,CHEMBL2443044,False,95.5
NMS-P715,CHEMBL1236095,False,111.0
NNC-05-2090,CHEMBL1446457,False,97.5
NNC-55-0396,CHEMBL4227475,False,98.0
NNC-63-0532,CHEMBL2088036,False,94.5
NNC-711,CHEMBL545050,False,95.0
NO-ASA,CHEMBL374385,False,101.0
NPC-15199,CHEMBL149394,False,96.0
NPPB,CHEMBL1256759,False,104.0
NPS-2143,CHEMBL180672,True,9.5
NPY-5RA972,CHEMBL325226,False,105.5
NQDI-1,CHEMBL1345690,False,117.0
NS-018,CHEMBL4303389,False,114.5
NS-11021,CHEMBL4303589,False,98.0
NS-1643,CHEMBL1514181,False,104.0
NS-19504,CHEMBL3233606,False,102.5
NS-309,CHEMBL499968,False,93.5
NS-3623,CHEMBL4303572,False,108.5
NS-3861,CHEMBL5483034,False,69.5
NS-5806,CHEMBL4303239,False,104.0
NS-8,CHEMBL42661,False,105.0
NS-8593,CHEMBL510780,False,89.0
NS-9283,CHEMBL3103988,False,98.5
NSC-23766,CHEMBL257119,False,110.5
NSC-319726,CHEMBL1976486,False,113.5
NSC-3852,CHEMBL1479316,False,108.5
NSC-405020,CHEMBL4303335,False,119.0
NSC-4644,CHEMBL23236,False,99.5
NSC-5844,CHEMBL66998,False,107.5
NSC-625987,CHEMBL1331734,False,106.0
NSC-632839,CHEMBL1990474,False,93.0
NSC-636819,CHEMBL1966136,False,97.5
NSC-663284,CHEMBL337173,False,94.0
NSC-697923,CHEMBL1698008,False,68.0
NSC-9965,CHEMBL293950,False,106.5
NSI-189,CHEMBL4302505,False,114.0
NS_EX3r2,,False,91.5
NT157,CHEMBL4303361,False,103.5
NTNCB,CHEMBL299879,False,97.5
NTRC-824,CHEMBL3326831,False,104.5
NU-1025,CHEMBL123904,False,113.5
NU-2058,CHEMBL269881,False,90.5
NU-6027,CHEMBL303958,True,54.5
NU-7026,CHEMBL104468,False,109.5
NU-7441,CHEMBL188678,False,68.0
NVP-231,CHEMBL4303283,False,105.0
NVP-ADW742,CHEMBL1988370,False,92.0
NVP-AEW541,CHEMBL1614712,False,106.0
NVP-AUY922,CHEMBL252164,False,94.0
NVP-BEZ235,CHEMBL1879463,False,98.0
NVP-BGJ398,CHEMBL1852688,False,117.0
NVP-BHG712,CHEMBL3752910,False,74.0
NVP-BSK805,CHEMBL1092926,False,116.5
NVP-BVU972,CHEMBL1738731,False,83.0
NVP-DPP728,CHEMBL77538,False,114.0
NVP-HSP990,CHEMBL3360305,False,99.0
NVP-TAE226,CHEMBL458997,False,97.5
NVP-TAE684,CHEMBL509032,False,102.5
NVP-TNKS656,CHEMBL2419706,False,102.0
NVS-PAK1-1,CHEMBL3609372,False,89.0
NXY-059,CHEMBL1627056,False,114.0
Nampt-IN-1,CHEMBL3586462,False,103.5
Nandrolone,CHEMBL757,False,89.5
Nandrolone decanoate,CHEMBL1200946,False,103.0
Naringin (Naringoside),CHEMBL451532,False,106.5
Neohesperidin dihydrochalcone (Nhdc),CHEMBL1159645,False,99.5
Norethindrone (Norethisterone),CHEMBL1162,False,112.5
O-1918,CHEMBL4303507,False,108.5
O-acetyl-L-serine,CHEMBL1234916,False,88.0
O4I1,CHEMBL3581764,False,99.5
O6-benzylguanine,CHEMBL407874,False,108.0
OAC1,CHEMBL3187798,False,103.0
OAC2,CHEMBL1464276,False,85.5
OC000459,CHEMBL560993,False,102.0
ODM-201,CHEMBL4297185,False,105.5
ODQ,CHEMBL598952,False,114.5
OF-1,CHEMBL3770173,False,102.0
OG-L002,CHEMBL4289507,False,87.0
OICR-9429,CHEMBL3798846,False,115.0
OLDA,CHEMBL250711,False,99.5
OMDM-2,CHEMBL1316265,False,104.0
ON123300,CHEMBL3115681,False,103.5
ONC201,CHEMBL4297310,False,82.0
ONO-4059,CHEMBL4071161,False,90.0
ONO-4817,CHEMBL4303601,False,98.5
ONO-8130,CHEMBL3939289,False,107.0
OPC-21268,CHEMBL296908,False,101.5
OR-486,CHEMBL168276,False,101.0
ORG-12962,CHEMBL506999,False,89.5
ORG-25543,CHEMBL88588,False,77.5
ORG-26576,CHEMBL4303417,False,108.5
ORG-27569,CHEMBL1553629,False,124.0
ORG-9768,CHEMBL4303509,False,112.0
ORY-1001,CHEMBL4593062,False,79.5
OSI-027,CHEMBL2132692,False,111.5
OSI-420,CHEMBL3186743,False,116.5
OSI-930,CHEMBL1614710,False,90.0
OT-R-antagonist-1,CHEMBL1254024,False,98.5
OTS167,CHEMBL3688339,False,96.0
OTS514,CHEMBL3672295,False,95.0
OTX015,CHEMBL3581647,False,113.5
OXA-06,CHEMBL4303164,False,116.0
OXF-BD-02,CHEMBL2335154,False,104.0
Olopatadine hydrochloride (Opatanol),CHEMBL1719,False,111.0
Omaveloxolone (RTA-408),CHEMBL5308387,False,111.5
Oridonin (Isodonol),CHEMBL4303503,False,97.0
Oxandrolone,CHEMBL1200436,False,112.5
Oxymetholone,CHEMBL1200585,False,120.5
P22077,CHEMBL2159498,True,38.5
P276-00,CHEMBL3991935,False,114.5
P5091,CHEMBL2159495,False,82.5
P7C3,CHEMBL2442630,True,59.5
PAC-1,CHEMBL591429,False,100.5
PACOCF3,CHEMBL99344,False,97.0
PAOPA,CHEMBL285742,False,110.0
PCA-4248,CHEMBL107881,False,94.5
PCI-24781,CHEMBL2103863,False,96.5
PCI-29732,CHEMBL2057912,False,121.5
PCI-34051,CHEMBL2170177,False,111.0
PCO-400,CHEMBL61723,False,108.0
PD-102807,CHEMBL59898,True,28.5
PD-123319,CHEMBL321820,False,99.0
PD-128907,CHEMBL97424,False,87.0
PD-153035,CHEMBL29197,False,104.0
PD-156707,CHEMBL25438,False,69.0
PD-158780,CHEMBL53753,False,112.5
PD-160170,CHEMBL422942,False,95.5
PD-161570,CHEMBL45827,False,117.0
PD-166285,CHEMBL49120,False,123.0
PD-166793,CHEMBL43152,False,107.0
PD-168077,CHEMBL45244,False,102.5
PD-168393,CHEMBL285063,False,90.0
PD-168568,CHEMBL35093,False,114.0
PD-173074,CHEMBL189584,False,107.0
PD-173212,CHEMBL299749,False,107.5
PD-184352,CHEMBL105442,False,100.0
PD-198306,CHEMBL1474985,False,113.0
PD-318088,CHEMBL3182051,False,112.0
PD-407824,CHEMBL214253,False,93.5
PD-81723,CHEMBL59532,False,99.0
PD-98059,CHEMBL35482,False,117.5
PD1-PDL-inhibitor-1,CHEMBL3582252,False,95.0
PDE10-IN-1,CHEMBL4303586,False,106.5
PDP-EA,CHEMBL4303222,False,106.5
PETCM,CHEMBL5308488,False,83.5
PF-02545920,CHEMBL562318,True,8.0
PF-03049423,CHEMBL591501,False,115.5
PF-03084014,CHEMBL1770916,False,101.5
PF-03758309,CHEMBL3128043,False,111.0
PF-03814735,CHEMBL4289017,False,124.0
PF-03882845,CHEMBL1215331,False,108.0
PF-04136309,CHEMBL2029422,False,106.0
PF-04217903,CHEMBL2001019,False,99.0
PF-04418948,CHEMBL3286797,False,110.0
PF-04447943,CHEMBL2179105,False,107.5
PF-04457845,CHEMBL1651534,False,104.0
PF-04620110,CHEMBL1835919,False,92.5
PF-04691502,CHEMBL1234354,False,102.5
PF-04885614,CHEMBL4084106,False,103.0
PF-05212384,CHEMBL592445,False,115.0
PF-06447475,CHEMBL3393348,False,108.0
PF-06463922,CHEMBL3286830,False,81.5
PF-06463922,CHEMBL3286830,False,99.5
PF-3274167,CHEMBL594828,False,105.5
PF-3845,CHEMBL1651524,False,95.5
PF-429242,CHEMBL233611,False,98.5
PF-431396,CHEMBL472212,False,113.5
PF-4708671,CHEMBL2134202,False,115.5
PF-477736,CHEMBL3990456,False,110.0
PF-4800567,CHEMBL2069623,False,104.5
PF-4981517,CHEMBL3527048,False,100.5
PF-5274857,CHEMBL3186656,False,105.0
PF-562271,CHEMBL1084546,False,106.0
PF-573228,CHEMBL514554,False,114.0
PF-670462,CHEMBL4643847,False,103.0
PF-750,CHEMBL560590,False,103.5
PF-8380,CHEMBL3186509,False,99.5
PF-915275,CHEMBL495841,False,119.5
PFI-1,CHEMBL2179387,False,108.0
PFI-3,CHEMBL3752911,False,115.5
PFI-4,CHEMBL3356143,False,93.5
PFK-015,CHEMBL3105836,False,104.5
PFK-158,CHEMBL4303611,False,63.5
PG-9,CHEMBL1590223,False,97.0
PGL5001,CHEMBL3545213,False,99.5
PH-797804,CHEMBL1088751,False,115.5
PHA-568487,CHEMBL2086586,False,100.5
PHA-665752,CHEMBL450786,False,106.0
PHA-680632,CHEMBL363160,False,113.0
PHA-767491,CHEMBL225519,False,106.5
PHA-793887,CHEMBL1230607,False,113.0
PHA-848125,CHEMBL564829,False,112.5
PHCCC,CHEMBL164770,False,79.0
PHP-501,CHEMBL1093534,False,108.0
PHT-427,CHEMBL595583,False,93.0
PHTPP,CHEMBL191066,False,104.0
PI-103,CHEMBL573339,False,118.0
PI3K-IN-2,CHEMBL4084907,False,114.0
PI4KIII-beta-inhibitor-1,CHEMBL3786230,False,66.0
PIK-293,CHEMBL3182327,True,45.0
PIK-294,CHEMBL1241767,False,126.0
PIK-75,CHEMBL393525,False,111.5
PIK-93,CHEMBL1229535,False,104.0
PIM-1-Inhibitor-2,CHEMBL409038,False,111.0
PIT,CHEMBL1364808,False,108.0
PJ-34,CHEMBL372303,False,92.5
PK-11195,CHEMBL481537,False,111.0
PK-44,CHEMBL4303603,False,98.5
PK-THPP,CHEMBL2324344,False,104.5
PLX4720,CHEMBL1230020,False,113.5
PLX647,CHEMBL4224714,False,110.5
PLX8394,CHEMBL4303729,False,103.0
PMPA,CHEMBL483,False,99.0
PNU-120596,CHEMBL257591,False,87.0
PNU-142633,CHEMBL441095,False,105.5
PNU-177864,CHEMBL1697690,False,110.5
PNU-22394,CHEMBL6557,False,103.0
PNU-282987,CHEMBL554984,False,99.5
PNU-37883,CHEMBL333121,False,110.0
PNU-74654,CHEMBL3187418,False,82.5
PNU-89843,CHEMBL134859,False,75.0
PP-1,CHEMBL306380,False,106.0
PP-121,CHEMBL1081312,False,114.0
PP-2,CHEMBL406845,False,99.0
PP242,CHEMBL1241674,False,95.5
PPT,CHEMBL441282,False,88.0
PPY-A,CHEMBL1235103,False,72.0
PQ-401,CHEMBL439259,False,96.5
PR-619,CHEMBL4303622,False,98.5
PRASTERONE,CHEMBL90593,False,102.0
PRAVASTATIN SODIUM,CHEMBL690,False,105.5
PRE-084,CHEMBL305881,False,105.5
PREGABALIN,CHEMBL1059,False,106.0
PRIMA1,CHEMBL186872,False,83.5
PRT062070,CHEMBL3991929,False,123.0
PRT062607,CHEMBL2177736,True,17.5
PRT4165,CHEMBL4303151,False,99.0
PRX-08066,CHEMBL4297322,False,116.0
PS178990,CHEMBL229264,False,91.5
PSB-06126,CHEMBL498423,False,112.0
PSB-11,CHEMBL1625681,False,90.5
PSB-1115,CHEMBL8565,False,105.0
PSB-36,CHEMBL1316674,False,100.5
PSI-6130,CHEMBL223482,False,104.5
PSI-7976,CHEMBL1259058,False,108.5
PSN-375963,CHEMBL4303425,False,104.0
PSNCBAM-1,CHEMBL3341861,False,92.5
PT-2385,CHEMBL4173075,False,99.0
PTC-209,CHEMBL468984,False,113.5
PU-H71,CHEMBL200102,False,96.5
PX-12,CHEMBL406050,False,95.0
PX-478,CHEMBL4061538,False,102.5
PYR-41,CHEMBL2322201,False,85.0
"Peficitinib (ASP015K, JNJ-54781532)",CHEMBL4238926,False,105.5
Perampanel,CHEMBL1214124,False,90.5
PhiKan-083,CHEMBL1235116,True,56.0
Proxyphylline,CHEMBL37390,False,97.0
Q-203,CHEMBL3298910,False,96.0
QX-222,CHEMBL1354145,False,97.0
QX-314,CHEMBL1180496,False,104.0
R-1479,CHEMBL393857,False,109.5
R-1479,CHEMBL393857,False,108.0
R-1485,CHEMBL246078,False,100.5
R-268712,CHEMBL4303194,False,104.5
R-59022,CHEMBL259388,False,81.5
R-96544,CHEMBL1415927,True,54.5
R112,CHEMBL515271,False,100.5
R306465,CHEMBL609583,False,115.0
R406,CHEMBL5594424,False,124.0
R547,CHEMBL384304,False,117.5
RAF265,CHEMBL558752,False,100.0
RBC8,CHEMBL3929074,False,100.0
RG108,CHEMBL383475,False,115.0
RG1530,CHEMBL1980391,False,103.5
RG2833,CHEMBL3970532,False,120.0
RG4733,CHEMBL4297422,False,86.0
RG7112,CHEMBL2386346,False,104.0
RGB-286638,CHEMBL3545083,False,117.0
RGFP966,CHEMBL4078477,False,109.0
RHC-80267,CHEMBL158897,False,104.5
RI-1,CHEMBL1271993,False,99.0
RITA,CHEMBL1555354,False,105.0
RKI-1447,CHEMBL3218011,False,99.0
RKI-1447,CHEMBL3218011,False,96.5
RN-1,CHEMBL4303296,False,94.0
RN-1734,CHEMBL2324347,False,110.0
RN-1747,CHEMBL4303584,False,111.5
ROCURONIUM BROMIDE,CHEMBL1200648,False,110.0
RP-001,CHEMBL3960697,False,96.5
RP67580,CHEMBL131171,False,110.5
RQ-00203078,CHEMBL3353597,False,102.0
RRx-001,CHEMBL3526802,False,116.0
RS-100329,CHEMBL56331,False,111.0
RS-102221,CHEMBL88402,False,93.0
RS-102895,CHEMBL1593104,False,106.5
RS-127445,CHEMBL473186,False,108.0
RS-16566,CHEMBL145725,False,85.0
RS-17053,CHEMBL88272,False,110.5
RS-23597-190,CHEMBL3291084,False,100.0
RS-39604,CHEMBL66114,False,102.0
RS-45041-190,CHEMBL1514276,False,93.5
RS-504393,CHEMBL134074,False,103.5
RS-56812,CHEMBL294649,False,97.5
RS-67333,CHEMBL85251,False,95.0
RS-67506,CHEMBL83899,False,97.5
RS-79948,CHEMBL4303564,False,102.5
RSV604,CHEMBL223402,False,113.0
RU-24969,CHEMBL18785,False,103.5
RU-28318,CHEMBL2107003,False,104.0
RU-58841,CHEMBL9337,False,100.0
RU-SKI-43,CHEMBL5411797,True,58.5
RWJ-50271,CHEMBL9453,False,97.5
RWJ-67657,CHEMBL190333,False,101.0
RX-821002,CHEMBL10332,False,92.5
Rec-15/2615,CHEMBL5090661,False,92.5
Remdesivir,CHEMBL4065616,True,26.0
Retigabine,CHEMBL41355,False,106.0
Ritonavir,CHEMBL163,False,95.0
Rivaroxaban (Xarelto),CHEMBL3183768,False,97.5
Ro-04-5595,CHEMBL1624380,False,72.0
Ro-08-2750,CHEMBL1397270,False,100.5
Ro-10-5824,CHEMBL1616116,False,108.0
Ro-106-9920,CHEMBL271023,False,85.5
Ro-1138452,CHEMBL9540,False,100.0
Ro-15-4513,CHEMBL6597,False,109.5
Ro-19-4605,CHEMBL269366,False,101.5
Ro-20-1724,CHEMBL18701,False,86.0
Ro-25-6981,CHEMBL305195,False,98.5
Ro-28-1675,CHEMBL1096435,False,104.5
Ro-3,CHEMBL494772,False,94.0
Ro-3306,CHEMBL5305651,False,97.0
Ro-48-8071,CHEMBL304858,True,33.5
Ro-4987655,CHEMBL1614766,False,96.5
Ro-5126766,CHEMBL3264002,False,113.0
Ro-60-0175,CHEMBL76781,False,90.5
Ro-61-8048,CHEMBL134915,False,107.0
Ro-67-7476,CHEMBL4303496,False,109.5
Ro-90-7501,CHEMBL578741,False,108.0
S-07662,CHEMBL4303710,False,100.0
S-111,CHEMBL375563,False,97.0
S-14506,CHEMBL1590266,False,103.0
S-isopropylisothiourea,CHEMBL483091,False,105.0
S-methylcysteine,CHEMBL394875,False,102.5
S-nitrosoglutathione,CHEMBL63507,False,104.5
S-sulfo-L-cysteine,CHEMBL457665,False,90.0
S-trityl-L-cysteine,CHEMBL392695,False,110.0
S18986,CHEMBL320642,False,103.5
S1P1-agonist-III,CHEMBL1938952,False,100.0
S26948,CHEMBL4303501,False,88.5
S4,CHEMBL2047811,False,105.5
SA-47,CHEMBL4303659,False,109.5
SANT-1,CHEMBL515916,False,117.0
SANT-2,CHEMBL514344,False,100.5
SAR-245409,CHEMBL3545366,False,119.0
SAR131675,CHEMBL4303275,False,92.0
SAR405,CHEMBL3622372,False,70.0
SAR405838,CHEMBL2381408,False,113.0
SAR407899,CHEMBL1667969,False,109.5
SB-200646,CHEMBL85194,False,117.0
SB-202190,CHEMBL278041,False,71.0
SB-203186,CHEMBL1255781,False,102.5
SB-203580,CHEMBL10,False,95.0
SB-205384,CHEMBL1256667,False,93.0
SB-206553,CHEMBL297784,False,99.0
SB-216641,CHEMBL20963,True,53.0
SB-216763,CHEMBL102714,False,102.0
SB-218078,CHEMBL304428,False,108.5
SB-218795,CHEMBL9843,False,100.5
SB-221284,CHEMBL276140,False,111.5
SB-222200,CHEMBL10284,False,101.0
SB-225002,CHEMBL239767,False,103.0
SB-228357,CHEMBL14276,False,106.0
SB-2343,CHEMBL3393066,False,108.5
SB-239063,CHEMBL256835,False,85.0
SB-242235,CHEMBL95692,False,98.5
SB-243213,CHEMBL14460,False,90.5
SB-258585,CHEMBL60264,False,98.5
SB-268262,CHEMBL4303376,False,81.0
SB-269970,CHEMBL282199,False,102.5
SB-271046,CHEMBL431298,False,108.5
SB-297006,CHEMBL284954,False,84.5
SB-328437,CHEMBL33227,False,106.5
SB-334867,CHEMBL291536,False,99.5
SB-366791,CHEMBL122413,False,99.5
SB-399885,CHEMBL1210710,False,97.5
SB-408124,CHEMBL1334465,False,99.0
SB-415286,CHEMBL322970,False,114.0
SB-431542,CHEMBL440084,False,109.0
SB-452533,CHEMBL120735,False,112.0
SB-505124,CHEMBL226838,False,115.0
SB-525334,CHEMBL401570,False,100.0
SB-590885,CHEMBL1891617,False,96.0
SB-612111,CHEMBL559569,False,98.0
SB-657510,CHEMBL2348501,False,102.0
SB-683698,CHEMBL91485,False,101.5
SB-705498,CHEMBL207433,False,94.5
SB-706375,CHEMBL522770,False,103.5
SB-742457,CHEMBL1083390,False,106.0
SB-743921,CHEMBL2325429,False,115.0
SB-747651A,CHEMBL188434,False,105.5
SB-756050,CHEMBL4303545,False,105.5
SB-772077B,CHEMBL1956071,False,87.0
SB-939,CHEMBL1851943,False,109.0
SBE-13,CHEMBL1625188,False,98.0
SBHA,CHEMBL320497,False,113.0
SC-10,CHEMBL1397913,False,88.5
SC-12267,CHEMBL197194,False,94.5
SC-144,CHEMBL225542,False,105.0
SC-19220,CHEMBL112816,False,97.5
SC-236,CHEMBL282093,False,106.0
SC-51089,CHEMBL544573,False,108.0
SC-560,CHEMBL26915,False,101.0
SC-9,CHEMBL1552551,False,98.0
SCH-202676,CHEMBL1188627,False,97.5
SCH-221510,CHEMBL513136,False,85.0
SCH-23390,CHEMBL62,False,108.0
SCH-28080,CHEMBL47529,False,110.0
SCH-51344,CHEMBL3793901,False,111.0
SCH-58261,CHEMBL17127,False,112.5
SCH-900776,CHEMBL2386889,False,82.0
SCMC-Lys,CHEMBL4303635,False,112.5
SCOPOLAMINE HYDROBROMIDE,CHEMBL3185877,False,97.5
SCS,CHEMBL354261,False,112.0
SD-169,CHEMBL1435541,False,87.5
SD-208,CHEMBL238125,False,101.0
SD-2590,CHEMBL1771212,False,110.5
SDM25N,CHEMBL1324873,False,108.5
SDZ-205-557,CHEMBL287045,False,103.5
SDZ-21009,CHEMBL1433455,False,100.5
SDZ-220-040,CHEMBL409024,False,107.0
SDZ-220-581,CHEMBL1331280,False,97.5
SDZ-NKT-343,CHEMBL106092,False,107.5
SDZ-SER-082,CHEMBL316069,False,108.5
SDZ-WAG-994,CHEMBL117904,False,107.5
SEN-1269,CHEMBL2386874,False,109.0
SEP-227900,CHEMBL492591,False,109.0
SERTRALINE HYDROCHLORIDE,CHEMBL1709,False,89.5
SEW-2871,CHEMBL224720,False,114.0
SF-11,CHEMBL548708,False,86.5
SGC-0946,CHEMBL3087498,False,119.5
SGC-707,CHEMBL4072005,False,98.0
SGC-CBP30,CHEMBL3622373,False,113.0
SGI-1027,CHEMBL2336409,False,103.5
SGI-1776,CHEMBL1952329,False,107.5
SGX523,CHEMBL1236107,False,87.0
SHA-68,CHEMBL469695,False,97.0
SHP099,CHEMBL4060033,False,112.0
SIB-1553A,CHEMBL47850,False,112.0
SIB-1757,CHEMBL1427311,False,81.0
SIB-1893,CHEMBL88612,False,98.0
SID-7969543,CHEMBL259067,False,108.0
SIS3,CHEMBL4792656,False,93.5
SJ-172550,CHEMBL4303491,False,110.5
SK&F-10047-(+),CHEMBL74019,False,101.5
SKA-31,CHEMBL1709719,False,102.0
SKF-38393,CHEMBL286080,False,116.5
SKF-77434,CHEMBL288090,False,95.0
SKF-81297,CHEMBL353335,False,97.5
SKF-83566,CHEMBL324017,False,100.0
SKF-86002,CHEMBL313417,False,94.0
SKF-89976A,CHEMBL543557,False,88.5
SKF-91488,CHEMBL1230270,False,100.5
SKF-96365,CHEMBL1256808,False,107.0
SKI-II,CHEMBL1076555,False,106.0
SKLB1002,CHEMBL2180603,False,102.0
SLV-319-(+/-),CHEMBL4297432,False,114.0
SLV-320,CHEMBL4204703,False,93.0
SM-108,CHEMBL4303691,False,107.0
SM-164,CHEMBL1774154,False,98.0
SM-21,CHEMBL45951,False,88.5
SMER-28,CHEMBL494325,False,101.0
SMI-4a,CHEMBL183906,False,106.0
SN-2,CHEMBL1430530,False,95.0
SN-38,CHEMBL837,False,116.5
SN-6,CHEMBL1318259,False,108.5
SNAP,CHEMBL73188,False,108.5
SNAP-5089,CHEMBL5483012,False,98.5
SNAP-94847,CHEMBL242004,False,90.5
SNC-80,CHEMBL13470,False,106.0
SNG-1153,CHEMBL4303319,False,103.5
SNS-314,CHEMBL482767,False,80.0
SNX-2112,CHEMBL560895,False,102.5
SNX-5422,CHEMBL1195136,False,107.5
SODIUM OXYBATE,CHEMBL1200682,False,104.5
SP-100030,CHEMBL336546,False,111.0
SP-141,CHEMBL4303369,False,111.0
SP-420,CHEMBL1092665,False,101.5
SPP301,CHEMBL3989834,False,85.5
SPP86,CHEMBL2058538,False,69.5
SQ-109,CHEMBL561057,False,94.5
SQ-22536,CHEMBL64239,False,103.0
SR-1078,CHEMBL3094387,False,85.0
SR-11302,CHEMBL1476397,False,106.0
SR-140333,CHEMBL1178725,False,110.5
SR-2211,CHEMBL2137199,False,103.5
SR-2640,CHEMBL18132,False,95.5
SR-27897,CHEMBL249973,False,93.0
SR-3306,CHEMBL2144409,False,102.5
SR-33805,CHEMBL287679,False,97.5
SR-3576,CHEMBL3393599,False,104.5
SR-3677,CHEMBL521179,False,76.5
SR-57227A,CHEMBL1256322,False,108.0
SR-59230A,CHEMBL1256816,False,93.0
SR-95639A,CHEMBL168972,False,116.5
SRC-kinase-inhibitor-I,CHEMBL97771,False,110.5
SRT1720,CHEMBL4639328,False,114.5
SRT2104,CHEMBL4297436,False,98.0
SRT3190,CHEMBL4303160,False,99.0
SSR-180711,CHEMBL559478,False,92.0
SSR128129E,CHEMBL5573036,False,105.0
ST-1859,CHEMBL447347,False,104.0
ST-2825,CHEMBL408178,False,111.0
ST-91,CHEMBL301717,False,104.0
STA-5326,CHEMBL4297643,True,43.5
STAT3-inhibitor-VI,CHEMBL477936,False,110.0
STF-083010,CHEMBL1538026,False,98.5
STF-118804,CHEMBL4303625,False,93.0
STF-31,CHEMBL3105156,False,107.0
STF-62247,CHEMBL565269,False,61.0
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],CHEMBL63266,False,103.5
SU11274,CHEMBL261641,False,104.5
SU16f,CHEMBL149201,False,105.5
SU3327,CHEMBL510038,False,90.5
SU4312,CHEMBL328710,False,101.0
SU9516,CHEMBL258805,False,109.0
SUN-11602,CHEMBL4303490,False,91.0
SUN-B-8155,CHEMBL1363071,False,107.0
SX-011,CHEMBL478284,False,82.0
SYM-2081,CHEMBL288166,False,108.0
SYM-2206,CHEMBL114898,False,96.5
Salinomycin (Procoxacin),CHEMBL2135651,False,107.5
"Saxagliptin (BMS-477118,Onglyza)",CHEMBL385517,False,105.0
Sclareolide (Norambreinolide),CHEMBL304461,False,106.5
Se-methylselenocysteine,CHEMBL62382,False,102.5
Sevelamer HCl,CHEMBL1201492,False,104.0
SirReal-2,CHEMBL3770903,False,96.5
Sisomicin (sulfate),CHEMBL2104891,False,99.5
Sisomicin (sulfate),CHEMBL2104891,False,105.0
Stigmasterol (Stigmasterin),CHEMBL400247,False,115.5
Strontium Ranelate,CHEMBL3707306,False,107.0
Sufentanil,CHEMBL658,False,82.5
T-0070907,CHEMBL510698,False,87.0
T-0156,CHEMBL1190161,False,110.0
T-0901317,CHEMBL62136,False,103.5
T-5224,CHEMBL3222137,False,96.0
T-5601640,CHEMBL4303259,False,115.0
T-62,CHEMBL57997,False,96.5
TA-01,CHEMBL4303658,True,59.5
TAK-063,CHEMBL3989972,False,112.0
TAK-220,CHEMBL207004,False,107.0
TAK-285,CHEMBL1614725,False,114.0
TAK-593,CHEMBL2180604,False,101.5
TAK-632,CHEMBL3125890,False,107.5
TAK-715,CHEMBL363648,False,104.5
TAK-733,CHEMBL1615025,False,109.0
TAK-875,CHEMBL1829174,False,108.0
TAK-901,CHEMBL3544932,False,105.0
TAK-960,CHEMBL2392545,False,100.5
TAME,CHEMBL44752,False,96.0
TAS-103,CHEMBL488755,False,106.5
TBA-354,CHEMBL1630563,False,110.5
TBOA-(DL),CHEMBL4303337,False,106.0
TC-A-2317,CHEMBL1778663,False,113.0
TC-ASK-10,CHEMBL1642655,False,100.0
TC-E-5002,CHEMBL2424812,False,102.5
TC-E-5006,CHEMBL2146722,False,106.5
TC-F-2,CHEMBL1738872,False,87.0
TC-FPR-43,CHEMBL379761,False,112.5
TC-G-1000,CHEMBL284795,False,94.0
TC-G-1004,CHEMBL487553,False,104.5
TC-G-1005,CHEMBL2181226,False,108.5
TC-G-1008,CHEMBL3342358,False,97.5
TC-H-106,CHEMBL3940985,False,103.0
TC-I-2000,CHEMBL2032211,False,87.0
TC-I-2014,CHEMBL1650511,False,104.0
