compound_name,chembl_id,is_AB_hit,infection rate (%)
carmoxirole,CHEMBL70159,False,96.5
carnitine-(D/L),CHEMBL1697733,False,117.0
carnosine,CHEMBL242948,False,99.0
caroxazone,CHEMBL2104164,False,100.0
carprofen,CHEMBL1316,False,107.5
carsalam,CHEMBL1720051,False,85.0
carteolol,CHEMBL839,False,96.5
carvedilol,CHEMBL723,False,97.5
carzenide,CHEMBL414,False,102.0
casin,CHEMBL4303199,False,101.5
caspofungin,CHEMBL1630575,False,100.0
caspofungin,CHEMBL1630575,False,116.5
castanospermine,CHEMBL311226,False,111.5
catharanthine,CHEMBL2163793,False,110.5
cathepsin-inhibitor-1,CHEMBL564131,False,97.5
cebranopadol,CHEMBL2364605,False,93.0
cedrol,CHEMBL1974890,False,95.5
cefaclor,CHEMBL680,False,104.0
cefadroxil,CHEMBL1644,False,108.5
cefamandole-nafate,CHEMBL1201218,False,102.0
cefathiamidine,CHEMBL4303356,False,92.0
cefcapene-pivoxil,CHEMBL2431072,False,114.0
cefdinir,CHEMBL927,False,107.0
cefditoren-pivoxil,CHEMBL454446,False,99.5
cefepime,CHEMBL186,False,114.0
cefetamet-pivoxil,CHEMBL4303443,False,96.5
cefmetazole,CHEMBL1201195,False,98.5
cefminox,CHEMBL1276342,False,115.0
cefodizime,CHEMBL2303613,False,101.0
cefoperazone,CHEMBL507674,False,103.5
ceforanide,CHEMBL1201046,False,100.5
cefotetan,CHEMBL474579,False,98.0
cefotiam,CHEMBL1296,False,100.5
cefotiam-cilexetil,CHEMBL2104038,False,109.0
cefoxitin,CHEMBL996,False,100.5
cefozopran,CHEMBL1276663,False,112.5
cefpiramide,CHEMBL1201204,False,106.0
cefpodoxime,CHEMBL1672,False,104.5
cefprozil,CHEMBL3301800,False,99.0
ceftaroline-fosamil,CHEMBL501122,False,87.5
ceftibuten,CHEMBL1605,False,103.0
ceftizoxim,CHEMBL528,False,101.5
ceftriaxone,CHEMBL161,False,112.5
celecoxib,CHEMBL118,False,102.5
celiprolol,CHEMBL27810,False,96.5
centazolone,CHEMBL1411934,False,116.0
centpropazine,CHEMBL4303166,False,93.5
cephalexin,CHEMBL1727,False,112.0
cephalosporin-c-zn,CHEMBL4303474,False,97.0
cephalothin,CHEMBL617,False,102.5
cephapirin,CHEMBL1599,False,93.5
cepharanthine,CHEMBL449782,False,77.5
cephradine,CHEMBL1604,False,113.0
cephradine,CHEMBL1604,False,98.5
ceramide,CHEMBL155886,False,98.0
ceritinib,CHEMBL2403108,False,104.0
cetaben,CHEMBL31907,False,91.5
cetilistat,CHEMBL2103825,False,104.0
cetirizine,CHEMBL1000,False,91.0
cetirizine,CHEMBL1000,False,105.5
cetrimonium,CHEMBL1183605,False,114.5
cetrorelix,CHEMBL1200490,False,79.5
cetylpyridinium,CHEMBL305906,False,86.0
cevimeline,CHEMBL168815,False,98.0
cevipabulin,CHEMBL1182714,False,92.0
chicago-sky-blue-6b,CHEMBL311909,False,116.5
chidamide,CHEMBL4087968,False,107.0
chiniofon,CHEMBL2104146,False,101.5
chloralose,CHEMBL2104181,False,103.0
chlorambucil,CHEMBL515,False,94.0
chloramine-T,CHEMBL1697734,False,104.5
chloramphenicol,CHEMBL130,False,117.0
chloramphenicol-palmitate,CHEMBL1506,False,105.5
chloramphenicol-sodium-succinate,CHEMBL1201281,False,108.5
chlorazanil,CHEMBL1984344,False,105.5
chlorcyclizine,CHEMBL22150,False,102.5
chlorhexidine,CHEMBL790,True,58.0
chlorindanol,CHEMBL1449249,False,102.0
chlorindione,CHEMBL278519,False,102.0
chlorisondamine-diiodide,CHEMBL1398654,False,90.5
chlormadinone-acetate,CHEMBL110691,False,106.5
chlormezanone,CHEMBL1200714,False,117.0
chlormidazole,CHEMBL152649,False,117.5
chlorobutanol,CHEMBL1439973,False,105.5
chlorocresol,CHEMBL1230222,False,95.5
chlorogenic-acid,CHEMBL284616,False,112.5
chlorophyllin,CHEMBL2108919,False,94.0
chlorophyllin-copper,CHEMBL2108919,False,108.5
chloroquine,CHEMBL76,True,57.5
chlorothiazide,CHEMBL3392493,False,106.0
chlorothymol,CHEMBL1441646,False,104.0
chlorotrianisene,CHEMBL1200761,False,95.5
chloroxine,CHEMBL1200596,False,98.5
chloroxoquinoline,CHEMBL1409793,False,99.5
chloroxylenol,CHEMBL398440,False,99.0
chlorphenamine,CHEMBL505,False,95.5
chlorphenamine,CHEMBL505,False,100.0
chlorphenesin,CHEMBL388751,False,109.5
chlorphensin-carbamate,CHEMBL607710,False,112.5
chlorpromazine,CHEMBL71,False,98.5
chlorpropamide,CHEMBL498,False,79.5
chlorprothixene,CHEMBL908,False,68.5
chlorpyrifos,CHEMBL463210,False,112.0
chlorquinaldol,CHEMBL224325,False,99.0
chlorthalidone,CHEMBL1055,False,78.5
chlorzoxazone,CHEMBL1371,False,99.0
cholecalciferol,CHEMBL1042,False,96.5
cholesterol,CHEMBL112570,False,98.0
cholic-acid,CHEMBL205596,False,110.0
choline-alfoscerate,CHEMBL6067974,False,114.0
chromanol-(+/-),CHEMBL4303705,False,98.5
"chromanol-293B-(-)-[3R,4S]",CHEMBL434045,False,103.5
chromium-picolinate,CHEMBL3185022,False,112.0
chromocarb,CHEMBL83628,False,105.5
chrysin,CHEMBL117,False,104.0
chrysophanic-acid,CHEMBL41092,False,109.5
chuanxiongzine,CHEMBL303697,False,118.5
cianidanol,CHEMBL311498,False,110.0
ciclopirox,CHEMBL1413,False,96.5
cicloprofen,CHEMBL2104122,False,100.5
cidofovir,CHEMBL152,False,108.5
ciglitazone,CHEMBL7002,False,109.5
cilengitide,CHEMBL429876,False,109.0
cilnidipine,CHEMBL452076,False,95.0
cilomilast,CHEMBL27220,False,103.5
cilostamide,CHEMBL34431,False,103.0
cilostazol,CHEMBL799,False,110.0
cimaterol,CHEMBL1374751,False,103.5
cimetidine,CHEMBL30,False,97.5
cinacalcet,CHEMBL1201284,True,20.0
cinaciguat,CHEMBL1236936,False,102.5
cinalukast,CHEMBL283754,False,105.0
cinanserin,CHEMBL18786,False,92.0
cinchocaine,CHEMBL1086,False,88.0
cinchonidine,CHEMBL533841,False,109.0
cinchonidine,CHEMBL533841,False,114.0
cinchophen,CHEMBL348000,False,104.5
cinepazide,CHEMBL1874750,False,107.5
cinflumide,CHEMBL132663,False,110.0
cinnamaldehyde,CHEMBL293492,False,103.5
cinnarazine,CHEMBL1370236,False,102.0
cinoxacin,CHEMBL1208,False,104.5
cinromide,CHEMBL93233,False,96.0
cintriamide,CHEMBL2107098,False,109.5
ciprofibrate,CHEMBL557555,False,109.0
ciprofloxacin,CHEMBL8,False,106.0
ciproxifan,CHEMBL14638,False,95.5
cirazoline,CHEMBL13852,False,102.5
cis-ACPD,CHEMBL34453,False,82.0
cis-Urocanic acid,CHEMBL1316726,False,99.5
cis-Urocanic acid,CHEMBL1316726,False,108.5
cis-aconitic-acid,CHEMBL347285,False,109.5
"cis-exo-camphanediol-2,3",CHEMBL4303575,False,104.5
"cis-exo-camphanediol-2,3",CHEMBL4303575,False,107.0
cisapride,CHEMBL560739,False,112.0
cisplatin,CHEMBL197201,False,111.0
citalopram,CHEMBL549,False,100.5
citalopram,CHEMBL549,False,113.5
citiolone,CHEMBL2104457,False,107.0
clarithromycin,CHEMBL1741,False,109.0
clebopride,CHEMBL325109,False,110.5
clemastine,CHEMBL1626,True,26.5
clemizole,CHEMBL1407943,False,103.0
clenbuterol,CHEMBL49080,False,110.5
cleviprex,CHEMBL1237132,False,102.0
clevudine,CHEMBL458875,False,107.0
clidinium,CHEMBL620,False,95.0
climbazole,CHEMBL1437764,False,91.5
clinafloxacin,CHEMBL278255,False,111.5
clindamycin-palmitate,CHEMBL1201289,False,107.5
clinofibrate,CHEMBL1897738,False,112.0
clioquinol,CHEMBL497,False,90.0
clobenpropit,CHEMBL14690,False,104.5
clobetasol-propionate,CHEMBL1159650,False,105.0
clobetasone-butyrate,CHEMBL577673,False,96.0
clobutinol,CHEMBL1474889,False,109.0
clocortolone-pivalate,CHEMBL1200975,False,98.0
clodronic-acid,CHEMBL12318,False,92.0
clofarabine,CHEMBL1750,False,94.5
clofazimine,CHEMBL1083384,False,64.0
clofedanol,CHEMBL1201313,False,110.5
clofibric-acid,CHEMBL683,False,98.5
clofilium,CHEMBL9484,False,117.5
clofoctol,CHEMBL1476605,False,94.0
clomifene,CHEMBL167779,False,96.5
clonidine,CHEMBL134,False,100.0
clopamide,CHEMBL1605650,False,103.0
cloperastine,CHEMBL415087,False,75.5
clopidogrel,CHEMBL1771,False,99.0
clopidol,CHEMBL446918,False,108.5
cloprostenol-(+/-),CHEMBL2218867,False,110.5
cloranolol,CHEMBL156791,False,100.5
clorprenaline,CHEMBL1902627,False,96.5
clorsulon,CHEMBL1474129,False,98.0
closantel,CHEMBL12131,False,91.5
clotrimazole,CHEMBL104,False,78.5
cloxacillin,CHEMBL891,False,99.5
cloxyquin,CHEMBL225164,False,109.0
cobimetinib,CHEMBL2146883,False,116.5
coenzyme-A,CHEMBL1213327,False,102.5
coenzyme-I,CHEMBL1234616,False,103.0
colchicine,CHEMBL107,False,96.0
colforsin,CHEMBL52606,False,93.0
colforsin,CHEMBL52606,False,73.0
colforsin-daproate,CHEMBL4303178,False,88.5
colfosceril-palmitate,CHEMBL1200737,False,103.0
colistimethate,CHEMBL6067483,False,93.5
colistin,CHEMBL6067481,False,92.0
colistin,CHEMBL6067481,False,100.5
combretastatin-A-4,CHEMBL67,False,98.5
compound-401,CHEMBL179242,False,92.5
compound-w,CHEMBL1553155,False,108.0
conivaptan,CHEMBL1755,False,107.0
copanlisib,CHEMBL3218576,True,34.0
copper-histidine,CHEMBL104875,False,84.0
cordycepin,CHEMBL305686,False,112.5
corosolic-acid,CHEMBL391533,False,116.5
corticosterone,CHEMBL110739,False,109.5
cortisone-acetate,CHEMBL1650,False,87.5
cortodoxone,CHEMBL253144,False,98.0
costunolide,CHEMBL86416,False,78.5
cot-inhibitor-1,CHEMBL496594,False,103.5
cot-inhibitor-2,CHEMBL527026,True,40.5
cotinine,CHEMBL578211,False,108.5
coumarin,CHEMBL6466,False,89.5
coumophos,CHEMBL251680,False,110.0
creatine,CHEMBL283800,False,113.0
creatinine,CHEMBL65567,False,99.5
creatinol-phosphate,CHEMBL2104114,False,95.5
crenolanib,CHEMBL2105728,False,99.5
cridanimod,CHEMBL1569545,False,101.0
crisaborole,CHEMBL484785,False,105.0
crizotinib-(S),CHEMBL1825141,False,23.0
crizotinib-(S),CHEMBL1825141,True,99.0
croconazole,CHEMBL27289,False,104.5
cromoglicic-acid,CHEMBL428880,False,87.0
cryptotanshinone,CHEMBL187460,False,100.0
crystal-violet,CHEMBL459265,False,114.0
curcumin,CHEMBL140,False,61.5
curcumol,CHEMBL4303567,False,105.5
cutamesine,CHEMBL408867,False,106.5
cyacetacide,CHEMBL2106008,False,101.5
cyanopindolol,CHEMBL378501,False,107.0
cyclamic-acid,CHEMBL1206440,False,87.5
cyclandelate,CHEMBL1480987,False,98.0
cyclic-AMP,CHEMBL316966,False,86.5
cyclizine,CHEMBL648,False,108.5
cyclobenzaprine,CHEMBL669,False,78.0
cycloheximide,CHEMBL123292,False,69.0
cyclopenthiazide,CHEMBL1373254,False,100.0
cyclopentolate,CHEMBL1201338,False,93.0
cyclophosphamide,CHEMBL88,False,97.5
cyclopiazonic-acid,CHEMBL260580,False,76.5
cycloserine-(D),CHEMBL771,False,92.5
cyclosporin-A,CHEMBL160,False,87.0
cyclothiazide,CHEMBL61593,False,106.0
cyclovalone,CHEMBL17205,False,93.0
cyclovirobuxin-D,CHEMBL3348842,False,97.0
cyproheptadine,CHEMBL516,False,101.5
cyromazine,CHEMBL1231107,False,86.5
cysteamine,CHEMBL602,False,112.0
cyt387,CHEMBL1078178,False,103.0
cytarabine,CHEMBL803,False,97.0
cytisine,CHEMBL497939,False,114.5
cytochlor,CHEMBL4297275,False,102.5
dabigatran,CHEMBL48361,False,96.0
dabigatran-etexilate,CHEMBL539697,False,98.5
dabrafenib,CHEMBL2028663,False,114.5
dacarbazine,CHEMBL476,False,87.0
dacinostat,CHEMBL356066,False,104.0
daclatasvir,CHEMBL2023898,False,90.5
dacomitinib,CHEMBL2110732,False,103.0
dactinomycin,CHEMBL1554,False,109.0
daidzein,CHEMBL8145,False,95.0
dalbavancin,CHEMBL3301669,False,113.0
dalcetrapib,CHEMBL313006,False,111.0
dalfampridine,CHEMBL284348,False,103.0
daltroban,CHEMBL71685,False,97.5
daminozide,CHEMBL2164243,False,95.0
danazol,CHEMBL1479,False,72.0
danegaptide,CHEMBL560592,False,105.0
danirixin,CHEMBL3039531,False,98.0
danofloxacin,CHEMBL157548,False,100.0
danoprevir,CHEMBL258734,False,113.5
dantrolene,CHEMBL1201288,False,110.5
dantron,CHEMBL53418,False,103.0
danusertib,CHEMBL402548,False,115.0
daphnetin,CHEMBL244948,False,110.0
dapiprazole,CHEMBL1201216,False,87.5
dapivirine,CHEMBL70663,False,114.5
dapoxetine,CHEMBL2110900,False,76.0
daprodustat,CHEMBL3544988,False,81.5
dapsone,CHEMBL1043,False,99.5
darapladib,CHEMBL204021,False,105.5
darglitazone,CHEMBL55624,False,98.5
darifenacin,CHEMBL1346,False,105.5
darunavir,CHEMBL1323,False,107.0
darusentan,CHEMBL23261,False,116.0
dasabuvir,CHEMBL3137312,False,106.0
dasatinib,CHEMBL1421,False,95.5
daucosterol,CHEMBL506678,False,102.0
daunorubicin,CHEMBL178,False,105.5
dazoxiben,CHEMBL267473,False,99.0
decamethonium,CHEMBL1190,False,108.0
decernotinib,CHEMBL3039513,False,107.5
decitabine,CHEMBL1201129,False,104.5
decoquinate,CHEMBL416230,False,101.0
defactinib,CHEMBL3137331,False,100.5
deferasirox,CHEMBL550348,False,113.5
deferiprone,CHEMBL70927,False,98.0
degarelix,CHEMBL415606,False,115.0
dehydroacetic-acid,CHEMBL1724669,False,93.5
dehydrocholate-acid,CHEMBL514446,False,82.5
dehydrocholate-acid,CHEMBL514446,False,107.0
dehydrocorydaline,CHEMBL1917176,False,104.0
delamanid,CHEMBL218650,False,110.0
delapril,CHEMBL589583,False,107.5
delavirdine,CHEMBL593,False,109.5
delphinidin,CHEMBL276780,False,98.5
delta-tocotrienol,CHEMBL121305,False,104.0
deltarasin,CHEMBL3286929,False,96.0
demeclocycline,CHEMBL1591,False,96.0
denatonium-benzoate,CHEMBL1738972,False,116.0
deoxyarbutin,CHEMBL4303145,False,97.0
deoxycholic-acid,CHEMBL406393,False,103.5
deoxycorticosterone-acetate,CHEMBL1200542,False,102.5
deoxyepinephrine,CHEMBL31088,False,106.0
deptropine,CHEMBL1622878,False,100.0
dequalinium,CHEMBL333826,False,94.0
deracoxib,CHEMBL28636,False,112.0
desipramine,CHEMBL72,False,81.0
deslanoside,CHEMBL1614,False,114.5
desloratadine,CHEMBL1172,False,76.0
desmethylclozapine,CHEMBL845,True,53.5
desmopressin-acetate,CHEMBL1200556,False,97.5
desonide,CHEMBL1201109,False,107.0
desoximetasone,CHEMBL1766,False,91.0
desoxycorticosterone-pivalate,CHEMBL1200592,False,106.0
desoxycortone,CHEMBL1498,False,107.0
desoxypeganine,CHEMBL355821,False,94.5
desvenlafaxine,CHEMBL1118,False,106.5
detomidine,CHEMBL2110829,False,116.0
dexfenfluramine,CHEMBL248702,False,111.5
dexloxiglumide,CHEMBL550781,False,107.0
dexniguldipine,CHEMBL2051956,False,92.0
dexniguldipine,CHEMBL2051956,False,103.0
dexrazoxane,CHEMBL1738,False,97.0
dextromethorphan,CHEMBL52440,False,112.5
dextrose,CHEMBL1222250,False,109.5
diacetamate,CHEMBL2106185,False,99.5
diadenosine-tetraphosphate,CHEMBL339385,False,108.0
dianhydrogalactitol,CHEMBL3137322,False,114.5
diarylpropionitrile,CHEMBL334773,False,99.0
diaveridine,CHEMBL19633,False,101.0
diazepam,CHEMBL12,False,108.0
dibekacin,CHEMBL560976,False,103.0
dibenzothiophene,CHEMBL219828,False,105.0
dichlorisone-acetate,CHEMBL1385514,False,102.5
dichloroacetate,CHEMBL13960,False,88.5
dichlorophen,CHEMBL33845,False,99.5
diclazuril,CHEMBL284733,False,93.0
diclofenac,CHEMBL139,False,106.0
diclofenamide,CHEMBL17,False,84.5
diclofensine,CHEMBL287257,False,106.0
dicloralurea,CHEMBL2106294,False,106.5
dicloxacillin,CHEMBL893,False,115.0
dicoumarol,CHEMBL1466,False,108.0
dicyclohexylamine,CHEMBL1451838,False,113.5
dicycloverine,CHEMBL1123,False,90.0
didanosine,CHEMBL1460,False,112.0
dideoxyadenosine,CHEMBL23094,False,99.0
didox,CHEMBL367788,False,96.0
dienestrol,CHEMBL1018,False,96.0
diethylcarbamazine,CHEMBL684,False,104.0
diethylstilbestrol,CHEMBL411,False,102.5
difenpiramide,CHEMBL1489662,False,62.0
diflorasone-diacetate,CHEMBL1200545,False,113.0
difloxacin,CHEMBL6259,False,99.5
diflunisal,CHEMBL898,False,110.0
difluprednate,CHEMBL1201749,False,100.5
digitoxigenin,CHEMBL1453,False,108.0
digoxigenin,CHEMBL1153,False,99.5
digoxin,CHEMBL1751,False,98.0
dihydrexidine,CHEMBL4280145,False,101.0
dihydroergocristine,CHEMBL601773,False,117.0
dihydroergotamine,CHEMBL1732,False,103.5
dihydromyricetin,CHEMBL3348861,False,108.0
dihydrostreptomycin,CHEMBL1950576,False,114.5
dihydrotachysterol,CHEMBL2356023,False,105.5
dihydroxyphenylglycine,CHEMBL39221,False,107.0
dihydroxyphenylglycine,CHEMBL39221,False,100.0
diiodothyropropionic-acid,CHEMBL2348292,False,92.0
dilazep,CHEMBL126075,False,106.5
diloxanide,CHEMBL2103768,False,108.5
dimaprit,CHEMBL12344,False,94.5
dimemorfan,CHEMBL2106325,False,92.5
dimenhydrinate,CHEMBL1200406,False,109.5
dimercaptosuccinic-acid,CHEMBL1201073,False,100.0
dimesna,CHEMBL2104318,False,104.5
dimethadione,CHEMBL1099,False,102.0
dimethisoquin,CHEMBL127643,False,71.5
dimetindene,CHEMBL22108,False,89.0
dimetindene,CHEMBL22108,False,100.5
diminazene-aceturate,CHEMBL35241,False,86.0
dimpylate,CHEMBL388560,False,116.5
dinaciclib,CHEMBL2103840,False,115.5
dinitolmide,CHEMBL472565,False,106.5
dinoprostone,CHEMBL548,False,95.5
dioscin,CHEMBL507001,False,101.0
diosgenin,CHEMBL412437,False,106.5
diosmetin,CHEMBL90568,False,105.5
diosmin,CHEMBL231884,False,106.5
dioxybenzone,CHEMBL1326877,False,88.0
dipeptamin,CHEMBL3707366,False,102.5
diperodon,CHEMBL338667,False,107.5
diphemanil,CHEMBL1201340,False,95.5
diphencyprone,CHEMBL1373467,False,100.5
diphenhydramine,CHEMBL657,False,86.5
diphenidol,CHEMBL936,False,104.5
diphenyleneiodonium,CHEMBL365739,False,108.5
diphenylguanidine,CHEMBL77675,False,98.0
diphenylpyraline,CHEMBL1492,False,82.5
dipivefrine,CHEMBL1201262,False,89.5
dipraglurant,CHEMBL2346738,False,103.0
dipyridamole,CHEMBL932,False,90.5
dipyrocetyl,CHEMBL1451173,False,85.0
diroximel-fumarate,CHEMBL3989944,False,101.0
disopyramide,CHEMBL517,False,104.0
disulfiram,CHEMBL964,True,23.0
ditiocarb-sodium-trihydrate,CHEMBL961,True,11.0
ditolylguanidine,CHEMBL282433,False,117.0
dixanthogen,CHEMBL331743,False,106.5
dizocilpine-(-),CHEMBL132153,False,100.5
dizocilpine-(-),CHEMBL132153,False,111.5
dobutamine,CHEMBL926,False,113.0
doconexent-ethyl-ester,CHEMBL2447914,False,88.5
docosanol,CHEMBL1200453,False,102.0
dodecyl-sulfate,CHEMBL1204779,False,101.0
dodecyl-sulfate,CHEMBL1204779,False,105.0
dofequidar,CHEMBL65067,False,89.5
dofetilide,CHEMBL473,False,111.5
dolastatin-10,CHEMBL39541,False,106.0
dolutegravir,CHEMBL1229211,False,112.0
domiphen,CHEMBL1187011,False,87.0
domperidone,CHEMBL219916,False,110.0
donepezil,CHEMBL502,False,100.5
donitriptan,CHEMBL1742428,False,100.0
dopamine,CHEMBL59,False,100.0
doramapimod,CHEMBL103667,False,86.0
doramectin,CHEMBL2361641,False,104.0
doripenem,CHEMBL491571,False,100.5
dorsomorphin,CHEMBL478629,False,96.5
dorzolamide,CHEMBL218490,False,100.0
dosulepin,CHEMBL1492500,False,99.5
dovitinib,CHEMBL4578973,False,102.5
doxepin,CHEMBL1628227,False,105.0
doxercalciferol,CHEMBL1200810,False,106.0
doxifluridine,CHEMBL1130,False,107.5
doxofylline,CHEMBL1527608,False,105.5
doxycycline,CHEMBL1433,False,104.5
doxycycline,CHEMBL1433,False,89.5
doxylamine,CHEMBL1004,False,96.0
drofenine,CHEMBL442444,False,99.5
droloxifene,CHEMBL487,True,24.0
dronedarone,CHEMBL184412,False,115.5
droperidol,CHEMBL1108,False,112.0
dropropizine,CHEMBL151445,False,110.0
dropropizine,CHEMBL151445,False,95.5
drospirenone,CHEMBL1509,False,101.0
drotaverine,CHEMBL551978,False,104.0
droxidopa,CHEMBL2103827,False,121.5
droxinostat,CHEMBL1526649,False,90.0
duloxetine,CHEMBL1175,True,47.0
dutasteride,CHEMBL1200969,False,111.0
duvelisib,CHEMBL3039502,False,99.0
dyclonine,CHEMBL1201217,False,91.5
dynasore,CHEMBL1209885,False,108.5
dynole-34-2,CHEMBL483059,True,35.5
dyphylline,CHEMBL1752,False,96.0
eact,CHEMBL4303488,False,85.0
ebastine,CHEMBL305660,True,50.0
ebrotidine,CHEMBL1742471,False,97.0
ebselen,CHEMBL51085,False,84.0
ecabet,CHEMBL2104585,False,102.5
echinomycin,CHEMBL503868,False,96.0
econazole,CHEMBL808,False,101.0
edaglitazone,CHEMBL3990804,False,90.5
edaravone,CHEMBL290916,False,101.0
edoxaban,CHEMBL1269025,False,94.5
edoxudine,CHEMBL318153,False,107.5
efaproxiral,CHEMBL18901,False,107.0
efaroxan,CHEMBL57895,False,95.0
efatutazone,CHEMBL3545280,False,93.5
efavirenz,CHEMBL223228,False,108.5
efinaconazole,CHEMBL2103877,False,92.0
efloxate,CHEMBL1349073,False,96.5
efonidipine-monoethanolate,CHEMBL2074922,False,85.5
eglumetad,CHEMBL8759,False,114.0
elacridar,CHEMBL396298,False,102.0
elafibranor,CHEMBL3707395,False,110.5
elbasvir,CHEMBL3039514,False,120.0
elesclomol,CHEMBL1972860,True,19.5
eletriptan,CHEMBL1510,False,102.5
eliglustat,CHEMBL2110588,False,92.5
elinogrel,CHEMBL2103828,False,87.5
eliprodil,CHEMBL28564,False,87.0
ellagic-acid,CHEMBL6246,False,94.0
eltoprazine,CHEMBL282614,False,94.5
eltrombopag,CHEMBL3186485,False,99.0
eluxadoline,CHEMBL2159122,False,117.0
elvitegravir,CHEMBL204656,False,107.0
embelin,CHEMBL221137,False,106.5
emedastine,CHEMBL594,False,100.0
emetine,CHEMBL50588,False,108.0
emodin,CHEMBL289277,False,106.0
emorfazone,CHEMBL2103954,False,100.0
emoxipin,CHEMBL3338326,False,99.5
empagliflozin,CHEMBL2107830,False,105.5
emtricitabine,CHEMBL885,False,113.5
enalapril,CHEMBL578,False,96.5
enalaprilat,CHEMBL577,False,107.0
enasidenib,CHEMBL3989908,False,100.0
enciprazine,CHEMBL101284,False,110.5
endo-IWR-1,CHEMBL562310,False,98.5
enflurane,CHEMBL1257,False,98.5
enisamium-iodide,CHEMBL1740071,False,90.0
enocitabine,CHEMBL2106589,False,94.5
enoxacin,CHEMBL826,False,105.0
enoximone,CHEMBL249856,False,88.5
enoxolone,CHEMBL230006,False,109.5
enprofylline,CHEMBL279898,False,94.0
enrofloxacin,CHEMBL15511,False,111.5
entacapone,CHEMBL953,False,102.5
entrectinib,CHEMBL1983268,False,96.5
enzastaurin,CHEMBL300138,False,112.5
epalrestat,CHEMBL56337,False,106.5
eperezolid,CHEMBL47955,False,112.5
eperisone,CHEMBL1902981,False,80.0
ephedrine,CHEMBL211456,False,106.0
epicatechin-gallate-(-),CHEMBL36327,False,100.0
epigallocatechin-gallate-(-),CHEMBL297453,False,100.0
epinastine,CHEMBL1106,False,113.5
epinephrine,CHEMBL679,False,104.0
epirizole,CHEMBL1411693,False,111.0
eplerenone,CHEMBL1095097,False,102.0
epomediol,CHEMBL3707255,False,100.5
epothilone-B,CHEMBL94657,False,115.0
epothilone-D,CHEMBL96172,False,107.0
eprazinone,CHEMBL1885437,False,96.0
eprobemide,CHEMBL2104298,False,108.5
eprosartan,CHEMBL813,False,106.0
eptifibatide,CHEMBL1174,False,117.5
equol,CHEMBL198877,False,113.5
erastin,CHEMBL401989,False,86.0
erbstatin-analog,CHEMBL17329,False,115.5
ercalcitriol,CHEMBL4303615,False,97.5
erdafitinib,CHEMBL3545376,False,108.5
erdosteine,CHEMBL1697744,False,103.5
ergocalciferol,CHEMBL1536,False,93.5
ergosterol,CHEMBL1232562,False,104.0
erlotinib,CHEMBL553,False,115.5
ertapenem,CHEMBL1359,False,106.5
erteberel,CHEMBL278703,False,113.0
ertugliflozin,CHEMBL1770248,False,107.0
erythritol,CHEMBL349605,False,87.5
erythromycin,CHEMBL532,False,101.5
erythromycin-estolate,CHEMBL2220427,False,114.0
erythromycin-ethylsuccinate,CHEMBL1200688,False,117.5
erythrosine,CHEMBL1332616,False,115.5
esaprazole,CHEMBL1983100,False,104.5
escin,CHEMBL4594473,False,117.5
esculin,CHEMBL482581,False,111.0
eseroline-(-),CHEMBL310934,False,97.0
eslicarbazepine-acetate,CHEMBL87992,False,105.5
esmolol,CHEMBL768,False,115.5
esomeprazole,CHEMBL1201320,False,110.5
estradiol,CHEMBL135,False,116.5
estradiol-benzoate,CHEMBL282575,False,111.0
estradiol-cypionate,CHEMBL1200973,False,99.0
estramustine-phosphate,CHEMBL1756,False,100.5
estriol,CHEMBL193482,False,108.5
estrone,CHEMBL1405,False,108.5
estropipate,CHEMBL1200980,False,99.0
etacrynic-acid,CHEMBL456,False,98.5
etafenone,CHEMBL1736151,False,97.5
etamsylate,CHEMBL1514715,False,94.5
etanidazole,CHEMBL47405,False,94.5
etazolate,CHEMBL356388,False,100.5
etebenecid,CHEMBL1705586,False,105.0
eterobarb,CHEMBL327407,False,105.5
ethacizin,CHEMBL1997663,False,112.0
ethacridine-lactate-monohydrate,CHEMBL2355915,False,95.5
ethambutol,CHEMBL44884,False,109.0
ethaverine,CHEMBL1555736,False,100.5
ethenzamide,CHEMBL1483877,False,118.5
ethimizol,CHEMBL4303294,False,96.5
ethionamide,CHEMBL1441,False,101.5
ethisterone,CHEMBL241694,False,107.0
ethosuximide,CHEMBL696,False,104.5
ethotoin,CHEMBL1095,False,97.0
ethoxzolamide,CHEMBL18,False,97.5
ethyl-2-(carbamoyloxy)benzoate,CHEMBL4303377,False,107.5
ethyl-paraben,CHEMBL15841,False,104.5
ethyl-vanillin,CHEMBL508676,False,100.0
ethylenediaminetetraacetic-acid,CHEMBL858,False,109.0
ethylnorepinephrine,CHEMBL31159,False,105.5
ethynodiol-diacetate,CHEMBL1200624,False,113.0
eticlopride,CHEMBL8946,False,63.5
etidronic-acid,CHEMBL871,False,103.0
etifenin,CHEMBL1323453,False,109.0
etifoxine,CHEMBL2106227,False,106.5
etilefrine,CHEMBL86882,False,100.0
etilevodopa,CHEMBL1823681,False,110.0
etizolam,CHEMBL1289779,False,103.0
etodolac,CHEMBL622,False,115.0
etofenamate,CHEMBL1451633,False,112.0
etofibrate,CHEMBL358150,False,105.0
etofylline,CHEMBL699,False,104.0
etofylline-clofibrate,CHEMBL1318939,False,113.5
etomidate,CHEMBL681,False,110.5
etomoxir,CHEMBL2051959,False,109.0
etonogestrel,CHEMBL1531,False,90.5
etoposide,CHEMBL44657,False,104.5
