chembl_id,drug_name,smiles,associated_targets,associated_pathway_ids,associated_pathway_names,associated_moas,max_phase,status,is_in_known_drugs,n_targets,n_pathways,n_moas,has_smiles,CYP3A4_inhibition_p1,CYP3A4_inhibition,CYP2C19_inhibition_p1,CYP2C19_inhibition,CYP2D6_inhibition_p1,CYP2D6_inhibition,CYP1A2_inhibition_p1,CYP1A2_inhibition,CYP2C9_inhibition_p1,CYP2C9_inhibition,hERG_inhibition_p1,hERG_inhibition,AMES_mutagenic_p1,AMES_mutagenic,PGP_inhibition_p1,PGP_inhibition,PAMPA_permeability_p1,PAMPA_permeability,BBB_penetration_p1,BBB_penetration,logS,logS_lower_bound,logS_upper_bound,logP,mechanistic_score,key_target_boost,n_cyp_inhib,solubility_flag_low,logP_flag_high,admet_missing,ADMET_score,mechanistic_score_norm,combined_score
CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET,R-HSA-109704|R-HSA-1257604|R-HSA-1433557|R-HSA-1433559|R-HSA-186763|R-HSA-186797|R-HSA-194306|R-HSA-195399|R-HSA-2028269|R-HSA-216083|R-HSA-2219530|R-HSA-4420097|R-HSA-5218921|R-HSA-5673001|R-HSA-6811558|R-HSA-8853659|R-HSA-8866910|R-HSA-9013695|R-HSA-9607240|R-HSA-9645135|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9670439|R-HSA-9673767|R-HSA-9673768|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-9680187|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674|R-HSA-9856530|R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance|Constitutive Signaling by Aberrant PI3K in Cancer|Dasatinib-resistant KIT mutant|Dasatinib-resistant KIT mutants|Downstream signal transductio|Downstream signal transduction|FLT3 Signalin|FLT3 Signaling|FLT3 mutants bind TKI|FLT3 mutants bind TKIs|FLT3 signaling by CBL mutant|FLT3 signaling by CBL mutants|FLT3 signaling through SRC family kinase|FLT3 signaling through SRC family kinases|Formation of the nephric duc|Formation of the nephric duct|Formation of the ureteric bu|Formation of the ureteric bud|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Imatinib-resistant KIT mutant|Imatinib-resistant KIT mutants|Imatinib-resistant PDGFR mutant|Imatinib-resistant PDGFR mutants|Integrin cell surface interaction|Integrin cell surface interactions|KIT mutants bind TKI|KIT mutants bind TKIs|KW2449-resistant FLT3 mutant|KW2449-resistant FLT3 mutants|Masitinib-resistant KIT mutant|Masitinib-resistant KIT mutants|NOTCH4 Intracellular Domain Regulates Transcriptio|NOTCH4 Intracellular Domain Regulates Transcription|NPAS4 regulates expression of target gene|NPAS4 regulates expression of target genes|Negative regulation of FLT|Negative regulation of FLT3|Neurophilin interactions with VEGF and VEGF|Neurophilin interactions with VEGF and VEGFR|Nilotinib-resistant KIT mutant|Nilotinib-resistant KIT mutants|PDGFR mutants bind TKI|PDGFR mutants bind TKIs|PI3K Cascad|PI3K Cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PIP3 activates AKT signalin|PIP3 activates AKT signaling|RAF/MAP kinase cascad|RAF/MAP kinase cascade|RET signalin|RET signaling|Regorafenib-resistant KIT mutant|Regorafenib-resistant KIT mutants|Regorafenib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutants|Regulation of KIT signalin|Regulation of KIT signaling|STAT5 Activatio|STAT5 Activation|STAT5 activation downstream of FLT3 ITD mutant|STAT5 activation downstream of FLT3 ITD mutants|Signaling by FLT3 ITD and TKD mutant|Signaling by FLT3 ITD and TKD mutants|Signaling by PDG|Signaling by PDGF|Signaling by PDGFRA extracellular domain mutant|Signaling by PDGFRA extracellular domain mutants|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by SCF-KI|Signaling by SCF-KIT|Signaling by extracellular domain mutants of KI|Signaling by extracellular domain mutants of KIT|Signaling by juxtamembrane domain KIT mutant|Signaling by juxtamembrane domain KIT mutants|Signaling by kinase domain mutants of KI|Signaling by kinase domain mutants of KIT|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Sorafenib-resistant KIT mutant|Sorafenib-resistant KIT mutants|Sorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutants|Sunitinib-resistant KIT mutant|Sunitinib-resistant KIT mutants|Sunitinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutants|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Transcriptional and post-translational regulation of MITF-M expression and activit|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerizatio|VEGF binds to VEGFR leading to receptor dimerization|VEGFA-VEGFR2 Pathwa|VEGFA-VEGFR2 Pathway|VEGFR2 mediated cell proliferatio|VEGFR2 mediated cell proliferation|crenolanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutant|linifanib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutant|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutants|semaxanib-resistant FLT3 mutant|semaxanib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutants",Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Tyrosine-protein kinase receptor RET inhibitor | Vascular endothelial growth factor receptor inhibitor,4.0,Completed,False,7,65,6,True,0.00404,0.0,0.133,0.0,0.0701,0.0,0.0089,0.0,0.0375,0.0,0.169,0.0,0.0515,0.0,0.135,0.0,0.0761,0.0,0.702,1.0,-0.594,-1.09,-0.0959,2.24154,10.620179061748361,4.5,0,0.0,0.0,0,1.0,0.9222765207036642,0.9417073905277481
CHEMBL1278146,FAMITINIB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,R-HSA-109704|R-HSA-1257604|R-HSA-1433557|R-HSA-1433559|R-HSA-186763|R-HSA-186797|R-HSA-194306|R-HSA-195399|R-HSA-2028269|R-HSA-216083|R-HSA-2219530|R-HSA-4420097|R-HSA-5218921|R-HSA-5673001|R-HSA-6811558|R-HSA-8866910|R-HSA-9013695|R-HSA-9607240|R-HSA-9645135|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9670439|R-HSA-9673767|R-HSA-9673768|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-9680187|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-9856530|R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance|Constitutive Signaling by Aberrant PI3K in Cancer|Dasatinib-resistant KIT mutant|Dasatinib-resistant KIT mutants|Downstream signal transductio|Downstream signal transduction|FLT3 Signalin|FLT3 Signaling|FLT3 mutants bind TKI|FLT3 mutants bind TKIs|FLT3 signaling by CBL mutant|FLT3 signaling by CBL mutants|FLT3 signaling through SRC family kinase|FLT3 signaling through SRC family kinases|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Imatinib-resistant KIT mutant|Imatinib-resistant KIT mutants|Imatinib-resistant PDGFR mutant|Imatinib-resistant PDGFR mutants|Integrin cell surface interaction|Integrin cell surface interactions|KIT mutants bind TKI|KIT mutants bind TKIs|KW2449-resistant FLT3 mutant|KW2449-resistant FLT3 mutants|Masitinib-resistant KIT mutant|Masitinib-resistant KIT mutants|NOTCH4 Intracellular Domain Regulates Transcriptio|NOTCH4 Intracellular Domain Regulates Transcription|Negative regulation of FLT|Negative regulation of FLT3|Neurophilin interactions with VEGF and VEGF|Neurophilin interactions with VEGF and VEGFR|Nilotinib-resistant KIT mutant|Nilotinib-resistant KIT mutants|PDGFR mutants bind TKI|PDGFR mutants bind TKIs|PI3K Cascad|PI3K Cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PIP3 activates AKT signalin|PIP3 activates AKT signaling|RAF/MAP kinase cascad|RAF/MAP kinase cascade|Regorafenib-resistant KIT mutant|Regorafenib-resistant KIT mutants|Regorafenib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutants|Regulation of KIT signalin|Regulation of KIT signaling|STAT5 Activatio|STAT5 Activation|STAT5 activation downstream of FLT3 ITD mutant|STAT5 activation downstream of FLT3 ITD mutants|Signaling by FLT3 ITD and TKD mutant|Signaling by FLT3 ITD and TKD mutants|Signaling by PDG|Signaling by PDGF|Signaling by PDGFRA extracellular domain mutant|Signaling by PDGFRA extracellular domain mutants|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by SCF-KI|Signaling by SCF-KIT|Signaling by extracellular domain mutants of KI|Signaling by extracellular domain mutants of KIT|Signaling by juxtamembrane domain KIT mutant|Signaling by juxtamembrane domain KIT mutants|Signaling by kinase domain mutants of KI|Signaling by kinase domain mutants of KIT|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Sorafenib-resistant KIT mutant|Sorafenib-resistant KIT mutants|Sorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutants|Sunitinib-resistant KIT mutant|Sunitinib-resistant KIT mutants|Sunitinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutants|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Transcriptional and post-translational regulation of MITF-M expression and activit|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerizatio|VEGF binds to VEGFR leading to receptor dimerization|VEGFA-VEGFR2 Pathwa|VEGFA-VEGFR2 Pathway|VEGFR2 mediated cell proliferatio|VEGFR2 mediated cell proliferation|crenolanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutant|linifanib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutant|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutants|semaxanib-resistant FLT3 mutant|semaxanib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutants",Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Vascular endothelial growth factor receptor 2 inhibitor,3.0,Completed,False,6,61,4,True,0.137,0.0,0.352,1.0,0.11,0.0,0.192,0.5,0.164,0.0,0.0793,0.0,0.0997,0.0,0.176,1.0,0.892,1.0,0.777,1.0,-3.45,-4.19,-2.72,3.295020000000001,10.11891525401196,4.5,1,0.0,0.0,0,0.95,0.8740216432733734,0.8930162324550301
CHEMBL522892,DOVITINIB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,R-HSA-109704|R-HSA-1257604|R-HSA-1433557|R-HSA-1433559|R-HSA-186763|R-HSA-186797|R-HSA-194306|R-HSA-195399|R-HSA-2028269|R-HSA-216083|R-HSA-2219530|R-HSA-4420097|R-HSA-5218921|R-HSA-5673001|R-HSA-6811558|R-HSA-8866910|R-HSA-9013695|R-HSA-9607240|R-HSA-9645135|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9670439|R-HSA-9673767|R-HSA-9673768|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-9680187|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-9856530|R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance|Constitutive Signaling by Aberrant PI3K in Cancer|Dasatinib-resistant KIT mutant|Dasatinib-resistant KIT mutants|Downstream signal transductio|Downstream signal transduction|FLT3 Signalin|FLT3 Signaling|FLT3 mutants bind TKI|FLT3 mutants bind TKIs|FLT3 signaling by CBL mutant|FLT3 signaling by CBL mutants|FLT3 signaling through SRC family kinase|FLT3 signaling through SRC family kinases|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Imatinib-resistant KIT mutant|Imatinib-resistant KIT mutants|Imatinib-resistant PDGFR mutant|Imatinib-resistant PDGFR mutants|Integrin cell surface interaction|Integrin cell surface interactions|KIT mutants bind TKI|KIT mutants bind TKIs|KW2449-resistant FLT3 mutant|KW2449-resistant FLT3 mutants|Masitinib-resistant KIT mutant|Masitinib-resistant KIT mutants|NOTCH4 Intracellular Domain Regulates Transcriptio|NOTCH4 Intracellular Domain Regulates Transcription|Negative regulation of FLT|Negative regulation of FLT3|Neurophilin interactions with VEGF and VEGF|Neurophilin interactions with VEGF and VEGFR|Nilotinib-resistant KIT mutant|Nilotinib-resistant KIT mutants|PDGFR mutants bind TKI|PDGFR mutants bind TKIs|PI3K Cascad|PI3K Cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PIP3 activates AKT signalin|PIP3 activates AKT signaling|RAF/MAP kinase cascad|RAF/MAP kinase cascade|Regorafenib-resistant KIT mutant|Regorafenib-resistant KIT mutants|Regorafenib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutants|Regulation of KIT signalin|Regulation of KIT signaling|STAT5 Activatio|STAT5 Activation|STAT5 activation downstream of FLT3 ITD mutant|STAT5 activation downstream of FLT3 ITD mutants|Signaling by FLT3 ITD and TKD mutant|Signaling by FLT3 ITD and TKD mutants|Signaling by PDG|Signaling by PDGF|Signaling by PDGFRA extracellular domain mutant|Signaling by PDGFRA extracellular domain mutants|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by SCF-KI|Signaling by SCF-KIT|Signaling by extracellular domain mutants of KI|Signaling by extracellular domain mutants of KIT|Signaling by juxtamembrane domain KIT mutant|Signaling by juxtamembrane domain KIT mutants|Signaling by kinase domain mutants of KI|Signaling by kinase domain mutants of KIT|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Sorafenib-resistant KIT mutant|Sorafenib-resistant KIT mutants|Sorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutants|Sunitinib-resistant KIT mutant|Sunitinib-resistant KIT mutants|Sunitinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutants|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Transcriptional and post-translational regulation of MITF-M expression and activit|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerizatio|VEGF binds to VEGFR leading to receptor dimerization|VEGFA-VEGFR2 Pathwa|VEGFA-VEGFR2 Pathway|VEGFR2 mediated cell proliferatio|VEGFR2 mediated cell proliferation|crenolanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutant|linifanib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutant|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutants|semaxanib-resistant FLT3 mutant|semaxanib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutants",Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Vascular endothelial growth factor receptor inhibitor,3.0,Completed,False,6,61,4,True,0.0781,0.0,0.0161,0.0,0.196,0.0,0.0534,0.0,0.36,1.0,0.112,0.0,0.139,0.0,0.085,0.0,0.318,0.5,0.255,1.0,-2.89,-3.43,-2.35,2.5445,10.11891525401196,4.5,1,0.0,0.0,0,0.95,0.8740216432733734,0.8930162324550301
