chembl_id,drug_name,targets_x,diseases,min_phase,max_phase,any_status,smiles,n_target_links,drug_name_path,pathways,pathway_ids,n_pathway_links,max_phase_path,drug_name_mech,mechanisms_x,smiles_mech,n_mech_links,preferred_name,trade_names,url,targets_y,mechanisms_y,drug_name_final,smiles_final,name_upper,exclude_approved_aml,in_known_drugs_kg
CHEMBL2096646,,,,,,,,,,,,,,AMINOSALICYLATE SODIUM,['Dihydrofolate reductase inhibitor'],Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],1.0,,,,,,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],AMINOSALICYLATE SODIUM,False,False
CHEMBL2103743,TOFACITINIB CITRATE,['JAK2'],['rheumatoid arthritis'],4.0,4.0,[],C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.0,TOFACITINIB CITRATE,"['Cyclin D associated events in G', 'Cyclin D associated events in G1', 'Erythropoietin activates Phosphoinositide-3-kinase (PI3K', 'Erythropoietin activates Phosphoinositide-3-kinase (PI3K)', 'Erythropoietin activates Phospholipase C gamma (PLCG', 'Erythropoietin activates Phospholipase C gamma (PLCG)', 'Erythropoietin activates RA', 'Erythropoietin activates RAS', 'Erythropoietin activates STAT', 'Erythropoietin activates STAT5', 'Factors involved in megakaryocyte development and platelet productio', 'Factors involved in megakaryocyte development and platelet production', 'Growth hormone receptor signalin', 'Growth hormone receptor signaling', 'IFNG signaling activates MAPK', 'IFNG signaling activates MAPKs', 'IL-6-type cytokine receptor ligand interaction', 'IL-6-type cytokine receptor ligand interactions', 'Inactivation of CSF3 (G-CSF) signalin', 'Inactivation of CSF3 (G-CSF) signaling', 'Interferon gamma signalin', 'Interferon gamma signaling', 'Interleukin receptor SHC signalin', 'Interleukin receptor SHC signaling', 'Interleukin-12 signalin', 'Interleukin-12 signaling', 'Interleukin-20 family signalin', 'Interleukin-20 family signaling', 'Interleukin-23 signalin', 'Interleukin-23 signaling', 'Interleukin-27 signalin', 'Interleukin-27 signaling', 'Interleukin-3, Interleukin-5 and GM-CSF signalin', 'Interleukin-3, Interleukin-5 and GM-CSF signaling', 'Interleukin-35 Signallin', 'Interleukin-35 Signalling', 'Interleukin-4 and Interleukin-13 signalin', 'Interleukin-4 and Interleukin-13 signaling', 'Interleukin-6 signalin', 'Interleukin-6 signaling', 'MAPK1 (ERK2) activatio', 'MAPK1 (ERK2) activation', 'MAPK3 (ERK1) activatio', 'MAPK3 (ERK1) activation', 'Paradoxical activation of RAF signaling by kinase inactive BRA', 'Paradoxical activation of RAF signaling by kinase inactive BRAF', 'Potential therapeutics for SAR', 'Potential therapeutics for SARS', 'Prolactin receptor signalin', 'Prolactin receptor signaling', 'RAF activatio', 'RAF activation', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'RMTs methylate histone arginine', 'RMTs methylate histone arginines', 'Regulation of IFNG signalin', 'Regulation of IFNG signaling', 'Signaling by BRAF and RAF1 fusion', 'Signaling by BRAF and RAF1 fusions', 'Signaling by CSF3 (G-CSF', 'Signaling by CSF3 (G-CSF)', 'Signaling by Erythropoieti', 'Signaling by Erythropoietin', 'Signaling by Lepti', 'Signaling by Leptin', 'Signaling by RAF1 mutant', 'Signaling by RAF1 mutants', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Signaling by moderate kinase activity BRAF mutant', 'Signaling by moderate kinase activity BRAF mutants', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants', 'Signaling downstream of RAS mutant', 'Signaling downstream of RAS mutants']","['R-HSA-1059683', 'R-HSA-110056', 'R-HSA-112411', 'R-HSA-1170546', 'R-HSA-1433557', 'R-HSA-2586552', 'R-HSA-3214858', 'R-HSA-512988', 'R-HSA-5673000', 'R-HSA-5673001', 'R-HSA-6785807', 'R-HSA-6788467', 'R-HSA-6802946', 'R-HSA-6802952', 'R-HSA-6802955', 'R-HSA-69231', 'R-HSA-877300', 'R-HSA-877312', 'R-HSA-8854691', 'R-HSA-8984722', 'R-HSA-9006335', 'R-HSA-9020591', 'R-HSA-9020933', 'R-HSA-9020956', 'R-HSA-9027276', 'R-HSA-9027277', 'R-HSA-9027283', 'R-HSA-9027284', 'R-HSA-912526', 'R-HSA-9649948', 'R-HSA-9656223', 'R-HSA-9670439', 'R-HSA-9674555', 'R-HSA-9679191', 'R-HSA-9705462', 'R-HSA-9732724', 'R-HSA-982772', 'R-HSA-983231']",76.0,4.0,,,,,,,,,,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOFACITINIB CITRATE,False,False
CHEMBL2103796,BERUBICIN HYDROCHLORIDE,['TOP2A'],['carcinoma'],1.0,1.0,['Terminated'],COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1.Cl,1.0,BERUBICIN HYDROCHLORIDE,"['SUMOylation of DNA replication protein', 'SUMOylation of DNA replication proteins', 'Transcription of E2F targets under negative control by DREAM comple', 'Transcription of E2F targets under negative control by DREAM complex']","['R-HSA-1362277', 'R-HSA-4615885']",4.0,1.0,,,,,,,,,,BERUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1.Cl,BERUBICIN HYDROCHLORIDE,False,False
CHEMBL2103830,,,,,,,,,,,,,,FOSTAMATINIB,['Tyrosine-protein kinase SYK inhibitor'],COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.0,,,,,,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,FOSTAMATINIB,False,False
CHEMBL2103851,AMUVATINIB,"['FLT3', 'KIT', 'PDGFRA']",['small cell lung carcinoma'],2.0,2.0,['Completed'],S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3.0,AMUVATINIB,"['Constitutive Signaling by Aberrant PI3K in Cance', 'Constitutive Signaling by Aberrant PI3K in Cancer', 'Dasatinib-resistant KIT mutant', 'Dasatinib-resistant KIT mutants', 'Downstream signal transductio', 'Downstream signal transduction', 'FLT3 Signalin', 'FLT3 Signaling', 'FLT3 mutants bind TKI', 'FLT3 mutants bind TKIs', 'FLT3 signaling by CBL mutant', 'FLT3 signaling by CBL mutants', 'FLT3 signaling through SRC family kinase', 'FLT3 signaling through SRC family kinases', 'Imatinib-resistant KIT mutant', 'Imatinib-resistant KIT mutants', 'Imatinib-resistant PDGFR mutant', 'Imatinib-resistant PDGFR mutants', 'KIT mutants bind TKI', 'KIT mutants bind TKIs', 'KW2449-resistant FLT3 mutant', 'KW2449-resistant FLT3 mutants', 'Masitinib-resistant KIT mutant', 'Masitinib-resistant KIT mutants', 'Negative regulation of FLT', 'Negative regulation of FLT3', 'Nilotinib-resistant KIT mutant', 'Nilotinib-resistant KIT mutants', 'PDGFR mutants bind TKI', 'PDGFR mutants bind TKIs', 'PI3K Cascad', 'PI3K Cascade', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'PIP3 activates AKT signalin', 'PIP3 activates AKT signaling', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'Regorafenib-resistant KIT mutant', 'Regorafenib-resistant KIT mutants', 'Regorafenib-resistant PDGFR mutant', 'Regorafenib-resistant PDGFR mutants', 'Regulation of KIT signalin', 'Regulation of KIT signaling', 'STAT5 Activatio', 'STAT5 Activation', 'STAT5 activation downstream of FLT3 ITD mutant', 'STAT5 activation downstream of FLT3 ITD mutants', 'Signaling by FLT3 ITD and TKD mutant', 'Signaling by FLT3 ITD and TKD mutants', 'Signaling by PDG', 'Signaling by PDGF', 'Signaling by PDGFRA extracellular domain mutant', 'Signaling by PDGFRA extracellular domain mutants', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Signaling by extracellular domain mutants of KI', 'Signaling by extracellular domain mutants of KIT', 'Signaling by juxtamembrane domain KIT mutant', 'Signaling by juxtamembrane domain KIT mutants', 'Signaling by kinase domain mutants of KI', 'Signaling by kinase domain mutants of KIT', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants', 'Sorafenib-resistant KIT mutant', 'Sorafenib-resistant KIT mutants', 'Sorafenib-resistant PDGFR mutant', 'Sorafenib-resistant PDGFR mutants', 'Sunitinib-resistant KIT mutant', 'Sunitinib-resistant KIT mutants', 'Sunitinib-resistant PDGFR mutant', 'Sunitinib-resistant PDGFR mutants', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptor', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptors', 'Transcriptional and post-translational regulation of MITF-M expression and activit', 'Transcriptional and post-translational regulation of MITF-M expression and activity', 'crenolanib-resistant FLT3 mutant', 'crenolanib-resistant FLT3 mutants', 'gilteritinib-resistant FLT3 mutant', 'gilteritinib-resistant FLT3 mutants', 'lestaurtinib-resistant FLT3 mutant', 'lestaurtinib-resistant FLT3 mutants', 'linifanib-resistant FLT3 mutant', 'linifanib-resistant FLT3 mutants', 'midostaurin-resistant FLT3 mutant', 'midostaurin-resistant FLT3 mutants', 'pexidartinib-resistant FLT3 mutant', 'pexidartinib-resistant FLT3 mutants', 'ponatinib-resistant FLT3 mutant', 'ponatinib-resistant FLT3 mutants', 'quizartinib-resistant FLT3 mutant', 'quizartinib-resistant FLT3 mutants', 'semaxanib-resistant FLT3 mutant', 'semaxanib-resistant FLT3 mutants', 'sorafenib-resistant FLT3 mutant', 'sorafenib-resistant FLT3 mutants', 'sunitinib-resistant FLT3 mutant', 'sunitinib-resistant FLT3 mutants', 'tamatinib-resistant FLT3 mutant', 'tamatinib-resistant FLT3 mutants', 'tandutinib-resistant FLT3 mutant', 'tandutinib-resistant FLT3 mutants']","['R-HSA-109704', 'R-HSA-1257604', 'R-HSA-1433557', 'R-HSA-1433559', 'R-HSA-186763', 'R-HSA-186797', 'R-HSA-2028269', 'R-HSA-2219530', 'R-HSA-5673001', 'R-HSA-6811558', 'R-HSA-8866910', 'R-HSA-9607240', 'R-HSA-9645135', 'R-HSA-9669914', 'R-HSA-9669917', 'R-HSA-9669921', 'R-HSA-9669924', 'R-HSA-9669926', 'R-HSA-9669929', 'R-HSA-9669933', 'R-HSA-9669934', 'R-HSA-9669935', 'R-HSA-9669936', 'R-HSA-9670439', 'R-HSA-9673767', 'R-HSA-9673770', 'R-HSA-9674396', 'R-HSA-9674401', 'R-HSA-9674403', 'R-HSA-9674404', 'R-HSA-9674428', 'R-HSA-9680187', 'R-HSA-9702509', 'R-HSA-9702518', 'R-HSA-9702569', 'R-HSA-9702577', 'R-HSA-9702581', 'R-HSA-9702590', 'R-HSA-9702596', 'R-HSA-9702600', 'R-HSA-9702605', 'R-HSA-9702614', 'R-HSA-9702620', 'R-HSA-9702624', 'R-HSA-9702632', 'R-HSA-9702636', 'R-HSA-9702998', 'R-HSA-9703009', 'R-HSA-9703648', 'R-HSA-9706369', 'R-HSA-9706374', 'R-HSA-9706377', 'R-HSA-9856649']",120.0,2.0,,,,,,,,,,AMUVATINIB,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,AMUVATINIB,False,False
CHEMBL2103868,CABOZANTINIB S-MALATE,['KDR'],['hepatocellular carcinoma'],4.0,4.0,[],COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,1.0,CABOZANTINIB S-MALATE,"['High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-9673768', 'R-HSA-9856530']",14.0,4.0,CABOZANTINIB S-MALATE,['Vascular endothelial growth factor receptor 2 inhibitor'],COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,1.0,,,,,,CABOZANTINIB S-MALATE,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,CABOZANTINIB S-MALATE,False,False
CHEMBL2103876,,,,,,,,,,,,,,MAPRACORAT,['Glucocorticoid receptor agonist'],Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,1.0,,,,,,MAPRACORAT,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,MAPRACORAT,False,False
CHEMBL2103883,AVATROMBOPAG,['MPL'],['hemorrhage'],4.0,4.0,[],O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,1.0,AVATROMBOPAG,['Platelet Aggregation (Plug Formation'],['R-HSA-76009'],1.0,4.0,,,,,,,,,,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,AVATROMBOPAG,False,False
CHEMBL2105629,,,,,,,,,,,,,,VINFLUNINE DITARTRATE,['Tubulin inhibitor'],CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,1.0,,,,,,VINFLUNINE DITARTRATE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,VINFLUNINE DITARTRATE,False,False
CHEMBL2105648,PALOVAROTENE,['RARG'],['fibrodysplasia ossificans progressiva'],4.0,4.0,[],CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,1.0,PALOVAROTENE,"['Activation of anterior HOX genes in hindbrain development during early embryogenesi', 'Activation of anterior HOX genes in hindbrain development during early embryogenesis', 'Nuclear Receptor transcription pathwa', 'Nuclear Receptor transcription pathway', 'Signaling by Retinoic Aci', 'Signaling by Retinoic Acid']","['R-HSA-383280', 'R-HSA-5362517', 'R-HSA-5617472']",6.0,4.0,,,,,,,,,,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,PALOVAROTENE,False,False
CHEMBL2105665,,,,,,,,,,,,,,ELACYTARABINE,"['DNA inhibitor', 'RNA inhibitor']",CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,1.0,,,,,,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,ELACYTARABINE,False,False
CHEMBL2105681,,,,,,,,,,,,,,SAPACITABINE,['DNA inhibitor'],CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,1.0,,,,,,SAPACITABINE,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,SAPACITABINE,False,False
CHEMBL2105704,LENVATINIB MESYLATE,"['FLT4', 'KDR']",['renal cell carcinoma'],4.0,4.0,[],COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,2.0,LENVATINIB MESYLATE,"['High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'NOTCH4 Intracellular Domain Regulates Transcriptio', 'NOTCH4 Intracellular Domain Regulates Transcription', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-9013695', 'R-HSA-9673768', 'R-HSA-9856530']",20.0,4.0,LENVATINIB MESYLATE,['Vascular endothelial growth factor receptor inhibitor'],COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,1.0,,,,,,LENVATINIB MESYLATE,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,LENVATINIB MESYLATE,False,False
CHEMBL2105708,PONATINIB HYDROCHLORIDE,"['ABL1', 'BCR']",['acute lymphoblastic leukemia'],4.0,4.0,[],Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,2.0,PONATINIB HYDROCHLORIDE,"['CDC42 GTPase cycl', 'Cyclin D associated events in G', 'Cyclin D associated events in G1', 'FCGR3A-mediated phagocytosi', 'FCGR3A-mediated phagocytosis', 'Factors involved in megakaryocyte development and platelet productio', 'Factors involved in megakaryocyte development and platelet production', 'HDR through Single Strand Annealing (SSA', 'HDR through Single Strand Annealing (SSA)', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis', 'Myogenesi', 'Myogenesis', 'RAC1 GTPase cycl', 'RAC2 GTPase cycl', 'RAC3 GTPase cycl', 'RHO GTPases Activate WASPs and WAVE', 'RHO GTPases Activate WASPs and WAVEs', 'RHOA GTPase cycl', 'RHOB GTPase cycl', 'RHOC GTPase cycl', 'RUNX1 regulates transcription of genes involved in differentiation of HSC', 'RUNX1 regulates transcription of genes involved in differentiation of HSCs', 'RUNX2 regulates osteoblast differentiatio', 'RUNX2 regulates osteoblast differentiation', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Regulation of actin dynamics for phagocytic cup formatio', 'Regulation of actin dynamics for phagocytic cup formation', 'Role of ABL in ROBO-SLIT signalin', 'Role of ABL in ROBO-SLIT signaling', 'Signaling by FGFR1 in diseas', 'Signaling by cytosolic FGFR1 fusion mutant', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells']","['R-HSA-1839117', 'R-HSA-2029482', 'R-HSA-428890', 'R-HSA-525793', 'R-HSA-5654736', 'R-HSA-5663213', 'R-HSA-5685938', 'R-HSA-5693565', 'R-HSA-69231', 'R-HSA-8939236', 'R-HSA-8940973', 'R-HSA-8980692', 'R-HSA-9013026', 'R-HSA-9013106', 'R-HSA-9013148', 'R-HSA-9013149', 'R-HSA-9013404', 'R-HSA-9013423', 'R-HSA-9664422', 'R-HSA-983231', 'R-HSA-9841922', 'R-HSA-9860927']",35.0,4.0,PONATINIB HYDROCHLORIDE,['Bcr/Abl fusion protein inhibitor'],Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,1.0,,,,,,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,PONATINIB HYDROCHLORIDE,False,False
CHEMBL2105709,,,,,,,,,,,,,,QUIZARTINIB DIHYDROCHLORIDE,['Tyrosine-protein kinase receptor FLT3 inhibitor'],CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,1.0,,,,,,QUIZARTINIB DIHYDROCHLORIDE,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,QUIZARTINIB DIHYDROCHLORIDE,False,False
CHEMBL2105712,,,,,,,,,,,,,,AFATINIB DIMALEATE,['Epidermal growth factor receptor erbB1 inhibitor'],CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,1.0,,,,,,AFATINIB DIMALEATE,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,AFATINIB DIMALEATE,False,False
CHEMBL2105717,CABOZANTINIB,['KDR'],['neoplasm'],4.0,4.0,[],COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,1.0,CABOZANTINIB,"['High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-9673768', 'R-HSA-9856530']",14.0,4.0,,,,,,,,,,CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,CABOZANTINIB,False,False
CHEMBL2105719,,,,,,,,,,,,,,DACOMITINIB,['Epidermal growth factor receptor erbB1 inhibitor'],COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,1.0,,,,,,DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,DACOMITINIB,False,False
