chembl_id,drug_name,targets_x,diseases,min_phase,max_phase,any_status,smiles,n_target_links,drug_name_path,pathways,pathway_ids,n_pathway_links,max_phase_path,drug_name_mech,mechanisms_x,smiles_mech,n_mech_links,preferred_name,trade_names,url,targets_y,mechanisms_y,drug_name_final,smiles_final,name_upper,exclude_approved_aml,in_known_drugs_kg
CHEMBL538867,PATIDEGIB,['SMO'],['nevoid basal cell carcinoma syndrome'],3.0,3.0,['Terminated'],CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,1.0,PATIDEGIB,"['Activation of SM', 'Activation of SMO', 'BBSome-mediated cargo-targeting to ciliu', 'BBSome-mediated cargo-targeting to cilium', 'Class B/2 (Secretin family receptors', 'Class B/2 (Secretin family receptors)', ""Hedgehog 'off' stat"", ""Hedgehog 'off' state"", ""Hedgehog 'on' stat"", ""Hedgehog 'on' state""]","['R-HSA-165158', 'R-HSA-373080', 'R-HSA-5610787', 'R-HSA-5620922', 'R-HSA-5632684', 'R-HSA-5635838']",10.0,3.0,PATIDEGIB,['Smoothened homolog antagonist'],CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,1.0,,,,,,PATIDEGIB,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,PATIDEGIB,False,False
CHEMBL538943,,,,,,,,,,,,,,VINORELBINE TARTRATE,['Tubulin inhibitor'],CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,1.0,,,,,,VINORELBINE TARTRATE,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,VINORELBINE TARTRATE,False,False
CHEMBL5416410,,,,,,,,,,,,,,DASATINIB,['Bcr/Abl fusion protein inhibitor'],Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,1.0,,,,,,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,DASATINIB,False,False
CHEMBL545315,,,,,,,,,,,,,,CANERTINIB DIHYDROCHLORIDE,['Epidermal growth factor receptor erbB1 inhibitor'],C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,1.0,,,,,,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CANERTINIB DIHYDROCHLORIDE,False,False
CHEMBL547,ISOTRETINOIN,"['RARA', 'RARB', 'RARG']",['acne'],4.0,4.0,[],CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,3.0,ISOTRETINOIN,"['Activation of anterior HOX genes in hindbrain development during early embryogenesi', 'Activation of anterior HOX genes in hindbrain development during early embryogenesis', 'Nuclear Receptor transcription pathwa', 'Nuclear Receptor transcription pathway', 'SUMOylation of intracellular receptor', 'SUMOylation of intracellular receptors', 'Signaling by Retinoic Aci', 'Signaling by Retinoic Acid', 'TGFBR3 expressio', 'TGFBR3 expression', 'Transcriptional regulation of granulopoiesi', 'Transcriptional regulation of granulopoiesis']","['R-HSA-383280', 'R-HSA-4090294', 'R-HSA-5362517', 'R-HSA-5617472', 'R-HSA-9616222', 'R-HSA-9839394']",24.0,4.0,ISOTRETINOIN,['Retinoic acid receptor agonist'],CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,1.0,,,,,,ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,ISOTRETINOIN,False,False
CHEMBL550348,,,,,,,,,,,,,,DEFERASIROX,['Iron chelating agent'],O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1.0,,,,,,DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,DEFERASIROX,False,False
CHEMBL558752,RAF-265,"['BRAF', 'KDR']",['neoplasm'],1.0,1.0,['Completed'],Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,2.0,RAF-265,"['ARMS-mediated activatio', 'ARMS-mediated activation', 'Frs2-mediated activatio', 'Frs2-mediated activation', 'Gain-of-function MRAS complexes activate RAF signalin', 'Gain-of-function MRAS complexes activate RAF signaling', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'MAP2K and MAPK activatio', 'MAP2K and MAPK activation', 'Negative feedback regulation of MAPK pathwa', 'Negative feedback regulation of MAPK pathway', 'Negative regulation of MAPK pathwa', 'Negative regulation of MAPK pathway', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Paradoxical activation of RAF signaling by kinase inactive BRA', 'Paradoxical activation of RAF signaling by kinase inactive BRAF', 'RAF activatio', 'RAF activation', 'SHOC2 M1731 mutant abolishes MRAS complex functio', 'SHOC2 M1731 mutant abolishes MRAS complex function', 'Signaling by BRAF and RAF1 fusion', 'Signaling by BRAF and RAF1 fusions', 'Signaling by RAF1 mutant', 'Signaling by RAF1 mutants', 'Signaling by high-kinase activity BRAF mutant', 'Signaling by high-kinase activity BRAF mutants', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'Signaling by moderate kinase activity BRAF mutant', 'Signaling by moderate kinase activity BRAF mutants', 'Signaling downstream of RAS mutant', 'Signaling downstream of RAS mutants', 'Signalling to p38 via RIT and RI', 'Signalling to p38 via RIT and RIN', 'Spry regulation of FGF signalin', 'Spry regulation of FGF signaling', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-1295596', 'R-HSA-170968', 'R-HSA-170984', 'R-HSA-187706', 'R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-5673000', 'R-HSA-5674135', 'R-HSA-5674499', 'R-HSA-5675221', 'R-HSA-6802946', 'R-HSA-6802948', 'R-HSA-6802952', 'R-HSA-6802955', 'R-HSA-9649948', 'R-HSA-9656223', 'R-HSA-9673768', 'R-HSA-9726840', 'R-HSA-9726842', 'R-HSA-9856530']",46.0,1.0,,,,,,,,,,RAF-265,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,RAF-265,False,False
CHEMBL562,,,,,,,,,,,,,,GRISEOFULVIN,['Tubulin inhibitor'],COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1.0,,,,,,GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,GRISEOFULVIN,False,False
CHEMBL565612,SOTRASTAURIN,"['PRKCA', 'PRKCB', 'PRKCD', 'PRKCE', 'PRKCG', 'PRKCH', 'PRKCI', 'PRKCQ', 'PRKCZ', 'PRKD1', 'PRKD3']","['psoriasis', 'ulcerative colitis']",2.0,2.0,['Completed'],CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,11.0,SOTRASTAURIN,"['Acetylcholine regulates insulin secretio', 'Acetylcholine regulates insulin secretion', 'Activation of NF-kappaB in B cell', 'Apoptotic cleavage of cellular protein', 'Apoptotic cleavage of cellular proteins', 'CLEC7A (Dectin-1) signalin', 'CLEC7A (Dectin-1) signaling', 'Ca2+ pathwa', 'Ca2+ pathway', 'Calmodulin induced event', 'Calmodulin induced events', 'DAG and IP3 signalin', 'DAG and IP3 signaling', 'Depolymerization of the Nuclear Lamin', 'Depolymerization of the Nuclear Lamina', 'Disinhibition of SNARE formatio', 'Disinhibition of SNARE formation', 'Downstream TCR signalin', 'Downstream TCR signaling', 'EGFR Transactivation by Gastri', 'EGFR Transactivation by Gastrin', 'Effects of PIP2 hydrolysi', 'Effects of PIP2 hydrolysis', 'Estrogen-stimulated signaling through PRKC', 'FCERI mediated NF-kB activatio', 'FCERI mediated NF-kB activation', 'G alpha (z) signalling event', 'G alpha (z) signalling events', 'GPVI-mediated activation cascad', 'HuR (ELAVL1) binds and stabilizes mRN', 'HuR (ELAVL1) binds and stabilizes mRNA', 'Inactivation, recovery and regulation of the phototransduction cascad', 'Inactivation, recovery and regulation of the phototransduction cascade', 'Interferon gamma signalin', 'Interferon gamma signaling', 'KEAP1-NFE2L2 pathwa', 'KEAP1-NFE2L2 pathway', 'Netrin-1 signalin', 'Netrin-1 signaling', 'Neutrophil degranulatio', 'Neutrophil degranulation', 'Pre-NOTCH Transcription and Translatio', 'RAS processin', 'RAS processing', 'RET signalin', 'RET signaling', 'RHO GTPases Activate NADPH Oxidase', 'RHO GTPases Activate NADPH Oxidases', 'ROBO receptors bind AKAP', 'ROBO receptors bind AKAP5', 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet functio', 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function', 'RUNX1 regulates transcription of genes involved in differentiation of myeloid cell', 'Regulation of KIT signalin', 'Regulation of KIT signaling', 'Response to elevated platelet cytosolic Ca2', 'Response to elevated platelet cytosolic Ca2+', 'Role of phospholipids in phagocytosi', 'Role of phospholipids in phagocytosis', 'SHC1 events in ERBB2 signalin', 'SHC1 events in ERBB2 signaling', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Sphingolipid de novo biosynthesi', 'Sphingolipid de novo biosynthesis', 'Syndecan interaction', 'Syndecan interactions', 'TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition', 'Tight junction interaction', 'Trafficking of GluR2-containing AMPA receptor', 'Trafficking of GluR2-containing AMPA receptors', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation', 'WNT5A-dependent internalization of FZD', 'WNT5A-dependent internalization of FZD4', 'p75NTR recruits signalling complexe']","['R-HSA-111465', 'R-HSA-111933', 'R-HSA-114508', 'R-HSA-114516', 'R-HSA-114604', 'R-HSA-1169091', 'R-HSA-1250196', 'R-HSA-1433557', 'R-HSA-1433559', 'R-HSA-1489509', 'R-HSA-1660661', 'R-HSA-1912408', 'R-HSA-202424', 'R-HSA-2029485', 'R-HSA-209543', 'R-HSA-2173791', 'R-HSA-2179392', 'R-HSA-2514859', 'R-HSA-2871837', 'R-HSA-3000170', 'R-HSA-373752', 'R-HSA-399997', 'R-HSA-4086398', 'R-HSA-416993', 'R-HSA-418597', 'R-HSA-420029', 'R-HSA-4419969', 'R-HSA-450520', 'R-HSA-5099900', 'R-HSA-5218921', 'R-HSA-5607764', 'R-HSA-5668599', 'R-HSA-6798695', 'R-HSA-76005', 'R-HSA-877300', 'R-HSA-8853659', 'R-HSA-8936459', 'R-HSA-8939246', 'R-HSA-9010642', 'R-HSA-9634635', 'R-HSA-9648002', 'R-HSA-9755511']",128.0,2.0,,,,,,,,,,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,SOTRASTAURIN,False,False
CHEMBL571546,,,,,,,,,,,,,,TIRBANIBULIN,['Tyrosine-protein kinase SRC inhibitor'],O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,1.0,,,,,,TIRBANIBULIN,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,TIRBANIBULIN,False,False
CHEMBL572,,,,,,,,,,,,,,NITROFURANTOIN,['DNA inhibitor'],O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1.0,,,,,,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NITROFURANTOIN,False,False
CHEMBL572284,,,,,,,,,,,,,,OMBRABULIN,['Tubulin inhibitor'],COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,1.0,,,,,,OMBRABULIN,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,OMBRABULIN,False,False
CHEMBL572881,MOTESANIB,"['FLT4', 'KDR', 'KIT', 'PDGFRA', 'PDGFRB', 'RET']",['non-small cell lung carcinoma'],3.0,3.0,['Terminated'],CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,6.0,MOTESANIB,"['Constitutive Signaling by Aberrant PI3K in Cance', 'Constitutive Signaling by Aberrant PI3K in Cancer', 'Dasatinib-resistant KIT mutant', 'Dasatinib-resistant KIT mutants', 'Downstream signal transductio', 'Downstream signal transduction', 'Formation of the nephric duc', 'Formation of the nephric duct', 'Formation of the ureteric bu', 'Formation of the ureteric bud', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Imatinib-resistant KIT mutant', 'Imatinib-resistant KIT mutants', 'Imatinib-resistant PDGFR mutant', 'Imatinib-resistant PDGFR mutants', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'KIT mutants bind TKI', 'KIT mutants bind TKIs', 'Masitinib-resistant KIT mutant', 'Masitinib-resistant KIT mutants', 'NOTCH4 Intracellular Domain Regulates Transcriptio', 'NOTCH4 Intracellular Domain Regulates Transcription', 'NPAS4 regulates expression of target gene', 'NPAS4 regulates expression of target genes', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Nilotinib-resistant KIT mutant', 'Nilotinib-resistant KIT mutants', 'PDGFR mutants bind TKI', 'PDGFR mutants bind TKIs', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'PIP3 activates AKT signalin', 'PIP3 activates AKT signaling', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'RET signalin', 'RET signaling', 'Regorafenib-resistant KIT mutant', 'Regorafenib-resistant KIT mutants', 'Regorafenib-resistant PDGFR mutant', 'Regorafenib-resistant PDGFR mutants', 'Regulation of KIT signalin', 'Regulation of KIT signaling', 'Signaling by PDG', 'Signaling by PDGF', 'Signaling by PDGFRA extracellular domain mutant', 'Signaling by PDGFRA extracellular domain mutants', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Signaling by extracellular domain mutants of KI', 'Signaling by extracellular domain mutants of KIT', 'Signaling by juxtamembrane domain KIT mutant', 'Signaling by juxtamembrane domain KIT mutants', 'Signaling by kinase domain mutants of KI', 'Signaling by kinase domain mutants of KIT', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants', 'Sorafenib-resistant KIT mutant', 'Sorafenib-resistant KIT mutants', 'Sorafenib-resistant PDGFR mutant', 'Sorafenib-resistant PDGFR mutants', 'Sunitinib-resistant KIT mutant', 'Sunitinib-resistant KIT mutants', 'Sunitinib-resistant PDGFR mutant', 'Sunitinib-resistant PDGFR mutants', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptor', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptors', 'Transcriptional and post-translational regulation of MITF-M expression and activit', 'Transcriptional and post-translational regulation of MITF-M expression and activity', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-1257604', 'R-HSA-1433557', 'R-HSA-1433559', 'R-HSA-186763', 'R-HSA-186797', 'R-HSA-194306', 'R-HSA-195399', 'R-HSA-2028269', 'R-HSA-216083', 'R-HSA-2219530', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-5673001', 'R-HSA-6811558', 'R-HSA-8853659', 'R-HSA-8866910', 'R-HSA-9013695', 'R-HSA-9669914', 'R-HSA-9669917', 'R-HSA-9669921', 'R-HSA-9669924', 'R-HSA-9669926', 'R-HSA-9669929', 'R-HSA-9669933', 'R-HSA-9669934', 'R-HSA-9669935', 'R-HSA-9669936', 'R-HSA-9670439', 'R-HSA-9673767', 'R-HSA-9673768', 'R-HSA-9673770', 'R-HSA-9674396', 'R-HSA-9674401', 'R-HSA-9674403', 'R-HSA-9674404', 'R-HSA-9674428', 'R-HSA-9680187', 'R-HSA-9768919', 'R-HSA-9830364', 'R-HSA-9830674', 'R-HSA-9856530', 'R-HSA-9856649']",108.0,3.0,MOTESANIB,"['Platelet-derived growth factor receptor inhibitor', 'Stem cell growth factor receptor inhibitor', 'Tyrosine-protein kinase receptor RET inhibitor', 'Vascular endothelial growth factor receptor inhibitor']",CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,1.0,,,,,,MOTESANIB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,MOTESANIB,False,False
CHEMBL574737,UCN-01,"['PRKCA', 'PRKCB', 'PRKCD', 'PRKCE', 'PRKCG', 'PRKCH', 'PRKCI', 'PRKCQ', 'PRKCZ', 'PRKD1', 'PRKD3']",['lymphoma'],2.0,2.0,['Terminated'],CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,11.0,UCN-01,"['Acetylcholine regulates insulin secretio', 'Acetylcholine regulates insulin secretion', 'Activation of NF-kappaB in B cell', 'Apoptotic cleavage of cellular protein', 'Apoptotic cleavage of cellular proteins', 'CLEC7A (Dectin-1) signalin', 'CLEC7A (Dectin-1) signaling', 'Ca2+ pathwa', 'Ca2+ pathway', 'Calmodulin induced event', 'Calmodulin induced events', 'DAG and IP3 signalin', 'DAG and IP3 signaling', 'Depolymerization of the Nuclear Lamin', 'Depolymerization of the Nuclear Lamina', 'Disinhibition of SNARE formatio', 'Disinhibition of SNARE formation', 'Downstream TCR signalin', 'Downstream TCR signaling', 'EGFR Transactivation by Gastri', 'EGFR Transactivation by Gastrin', 'Effects of PIP2 hydrolysi', 'Effects of PIP2 hydrolysis', 'Estrogen-stimulated signaling through PRKC', 'FCERI mediated NF-kB activatio', 'FCERI mediated NF-kB activation', 'G alpha (z) signalling event', 'G alpha (z) signalling events', 'GPVI-mediated activation cascad', 'HuR (ELAVL1) binds and stabilizes mRN', 'HuR (ELAVL1) binds and stabilizes mRNA', 'Inactivation, recovery and regulation of the phototransduction cascad', 'Inactivation, recovery and regulation of the phototransduction cascade', 'Interferon gamma signalin', 'Interferon gamma signaling', 'KEAP1-NFE2L2 pathwa', 'KEAP1-NFE2L2 pathway', 'Netrin-1 signalin', 'Netrin-1 signaling', 'Neutrophil degranulatio', 'Neutrophil degranulation', 'Pre-NOTCH Transcription and Translatio', 'RAS processin', 'RAS processing', 'RET signalin', 'RET signaling', 'RHO GTPases Activate NADPH Oxidase', 'RHO GTPases Activate NADPH Oxidases', 'ROBO receptors bind AKAP', 'ROBO receptors bind AKAP5', 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet functio', 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function', 'RUNX1 regulates transcription of genes involved in differentiation of myeloid cell', 'Regulation of KIT signalin', 'Regulation of KIT signaling', 'Response to elevated platelet cytosolic Ca2', 'Response to elevated platelet cytosolic Ca2+', 'Role of phospholipids in phagocytosi', 'Role of phospholipids in phagocytosis', 'SHC1 events in ERBB2 signalin', 'SHC1 events in ERBB2 signaling', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Sphingolipid de novo biosynthesi', 'Sphingolipid de novo biosynthesis', 'Syndecan interaction', 'Syndecan interactions', 'TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition', 'Tight junction interaction', 'Trafficking of GluR2-containing AMPA receptor', 'Trafficking of GluR2-containing AMPA receptors', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation', 'WNT5A-dependent internalization of FZD', 'WNT5A-dependent internalization of FZD4', 'p75NTR recruits signalling complexe']","['R-HSA-111465', 'R-HSA-111933', 'R-HSA-114508', 'R-HSA-114516', 'R-HSA-114604', 'R-HSA-1169091', 'R-HSA-1250196', 'R-HSA-1433557', 'R-HSA-1433559', 'R-HSA-1489509', 'R-HSA-1660661', 'R-HSA-1912408', 'R-HSA-202424', 'R-HSA-2029485', 'R-HSA-209543', 'R-HSA-2173791', 'R-HSA-2179392', 'R-HSA-2514859', 'R-HSA-2871837', 'R-HSA-3000170', 'R-HSA-373752', 'R-HSA-399997', 'R-HSA-4086398', 'R-HSA-416993', 'R-HSA-418597', 'R-HSA-420029', 'R-HSA-4419969', 'R-HSA-450520', 'R-HSA-5099900', 'R-HSA-5218921', 'R-HSA-5607764', 'R-HSA-5668599', 'R-HSA-6798695', 'R-HSA-76005', 'R-HSA-877300', 'R-HSA-8853659', 'R-HSA-8936459', 'R-HSA-8939246', 'R-HSA-9010642', 'R-HSA-9634635', 'R-HSA-9648002', 'R-HSA-9755511']",128.0,2.0,,,,,,,,,,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,UCN-01,False,False
