chembl_id,mechanism_of_action,action_type,target_chembl_id,protein_symbol,ensg_id,disease_id,protein_association_score,moa_association_score_x,moa_protein_count_x,moa_protein_symbols_x,moa_association_score_y,moa_protein_count_y,moa_protein_symbols_y
CHEMBL395280,Acetylcholinesterase inhibitor,INHIBITOR,CHEMBL220,ACHE,ENSG00000087085,MONDO_0100096,0.09755646305334503,,,,0.09755646305334503,1.0,ACHE
CHEMBL18794,,,,,,MONDO_0100096,,,,,,,
CHEMBL444236,,,,,,MONDO_0100096,,,,,,,
CHEMBL158507,,,,,,MONDO_0100096,,,,,,,
CHEMBL171623,,,,,,MONDO_0100096,,,,,,,
CHEMBL3306352,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303426,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303224,,,,,,MONDO_0100096,,,,,,,
CHEMBL452887,,,,,,MONDO_0100096,,,,,,,
CHEMBL575239,,,,,,MONDO_0100096,,,,,,,
CHEMBL336961,,,,,,MONDO_0100096,,,,,,,
CHEMBL84844,,,,,,MONDO_0100096,,,,,,,
CHEMBL12221,,,,,,MONDO_0100096,,,,,,,
CHEMBL1235338,,,,,,MONDO_0100096,,,,,,,
CHEMBL706,Surfactant,,,,,MONDO_0100096,0.0,,,,0.0,0.0,
CHEMBL264406,,,,,,MONDO_0100096,,,,,,,
CHEMBL1951714,,,,,,MONDO_0100096,,,,,,,
CHEMBL13791,,,,,,MONDO_0100096,,,,,,,
CHEMBL1398474,,,,,,MONDO_0100096,,,,,,,
CHEMBL393912,,,,,,MONDO_0100096,,,,,,,
CHEMBL273862,,,,,,MONDO_0100096,,,,,,,
CHEMBL1568415,,,,,,MONDO_0100096,,,,,,,
CHEMBL107251,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303423,,,,,,MONDO_0100096,,,,,,,
CHEMBL1395,Androgen Receptor agonist,AGONIST,CHEMBL1871,AR,ENSG00000169083,MONDO_0100096,0.4069456596579756,,,,0.4069456596579756,1.0,AR
CHEMBL1200848,Progesterone receptor agonist,AGONIST,CHEMBL208,PGR,ENSG00000082175,MONDO_0100096,0.08650399627078231,,,,0.08650399627078231,1.0,PGR
CHEMBL2092846,,,,,,MONDO_0100096,,,,,,,
CHEMBL251997,,,,,,MONDO_0100096,,,,,,,
CHEMBL1356094,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303395,,,,,,MONDO_0100096,,,,,,,
CHEMBL273386,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303433,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303278,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303207,,,,,,MONDO_0100096,,,,,,,
CHEMBL169233,,,,,,MONDO_0100096,,,,,,,
CHEMBL404505,,,,,,MONDO_0100096,,,,,,,
CHEMBL90882,,,,,,MONDO_0100096,,,,,,,
CHEMBL71492,,,,,,MONDO_0100096,,,,,,,
CHEMBL37081,,,,,,MONDO_0100096,,,,,,,
CHEMBL24909,,,,,,MONDO_0100096,,,,,,,
CHEMBL6705,,,,,,MONDO_0100096,,,,,,,
CHEMBL284969,,,,,,MONDO_0100096,,,,,,,
CHEMBL285819,,,,,,MONDO_0100096,,,,,,,
CHEMBL3352946,,,,,,MONDO_0100096,,,,,,,
CHEMBL2074932,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303266,,,,,,MONDO_0100096,,,,,,,
CHEMBL1451179,,,,,,MONDO_0100096,,,,,,,
CHEMBL1234222,,,,,,MONDO_0100096,,,,,,,
CHEMBL569170,,,,,,MONDO_0100096,,,,,,,
CHEMBL173562,,,,,,MONDO_0100096,,,,,,,
CHEMBL491,,,,,,MONDO_0100096,,,,,,,
CHEMBL1256573,,,,,,MONDO_0100096,,,,,,,
CHEMBL1233598,,,,,,MONDO_0100096,,,,,,,
CHEMBL1681,,,,,,MONDO_0100096,,,,,,,
CHEMBL289233,,,,,,MONDO_0100096,,,,,,,
CHEMBL299613,,,,,,MONDO_0100096,,,,,,,
CHEMBL266591,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303614,,,,,,MONDO_0100096,,,,,,,
CHEMBL293391,,,,,,MONDO_0100096,,,,,,,
CHEMBL1572050,,,,,,MONDO_0100096,,,,,,,
CHEMBL1686,,,,,,MONDO_0100096,,,,,,,
CHEMBL15060,,,,,,MONDO_0100096,,,,,,,
CHEMBL32813,,,,,,MONDO_0100096,,,,,,,
CHEMBL345768,,,,,,MONDO_0100096,,,,,,,
CHEMBL224128,,,,,,MONDO_0100096,,,,,,,
CHEMBL137648,,,,,,MONDO_0100096,,,,,,,
CHEMBL3334990,,,,,,MONDO_0100096,,,,,,,
CHEMBL446452,,,,,,MONDO_0100096,,,,,,,
CHEMBL1331443,,,,,,MONDO_0100096,,,,,,,
CHEMBL596380,,,,,,MONDO_0100096,,,,,,,
CHEMBL2104261,,,,,,MONDO_0100096,,,,,,,
CHEMBL90769,,,,,,MONDO_0100096,,,,,,,
CHEMBL540034,,,,,,MONDO_0100096,,,,,,,
CHEMBL1322301,,,,,,MONDO_0100096,,,,,,,
CHEMBL301707,,,,,,MONDO_0100096,,,,,,,
CHEMBL1552961,,,,,,MONDO_0100096,,,,,,,
CHEMBL85799,,,,,,MONDO_0100096,,,,,,,
CHEMBL81977,,,,,,MONDO_0100096,,,,,,,
CHEMBL2357012,,,,,,MONDO_0100096,,,,,,,
CHEMBL479014,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303364,,,,,,MONDO_0100096,,,,,,,
CHEMBL177837,,,,,,MONDO_0100096,,,,,,,
CHEMBL128772,,,,,,MONDO_0100096,,,,,,,
CHEMBL202701,,,,,,MONDO_0100096,,,,,,,
CHEMBL154745,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303634,,,,,,MONDO_0100096,,,,,,,
CHEMBL582878,,,,,,MONDO_0100096,,,,,,,
CHEMBL275655,,,,,,MONDO_0100096,,,,,,,
CHEMBL292268,,,,,,MONDO_0100096,,,,,,,
CHEMBL3105848,,,,,,MONDO_0100096,,,,,,,
CHEMBL416898,,,,,,MONDO_0100096,,,,,,,
CHEMBL2078948,,,,,,MONDO_0100096,,,,,,,
CHEMBL177820,,,,,,MONDO_0100096,,,,,,,
CHEMBL19259,,,,,,MONDO_0100096,,,,,,,
CHEMBL610463,,,,,,MONDO_0100096,,,,,,,
CHEMBL76897,,,,,,MONDO_0100096,,,,,,,
CHEMBL266540,,,,,,MONDO_0100096,,,,,,,
CHEMBL50112,,,,,,MONDO_0100096,,,,,,,
CHEMBL1402435,,,,,,MONDO_0100096,,,,,,,
CHEMBL325238,,,,,,MONDO_0100096,,,,,,,
CHEMBL356911,,,,,,MONDO_0100096,,,,,,,
CHEMBL463,,,,,,MONDO_0100096,,,,,,,
CHEMBL1357932,,,,,,MONDO_0100096,,,,,,,
CHEMBL41040,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303712,,,,,,MONDO_0100096,,,,,,,
CHEMBL1526434,,,,,,MONDO_0100096,,,,,,,
CHEMBL497802,,,,,,MONDO_0100096,,,,,,,
CHEMBL1235284,,,,,,MONDO_0100096,,,,,,,
CHEMBL131921,,,,,,MONDO_0100096,,,,,,,
CHEMBL275443,,,,,,MONDO_0100096,,,,,,,
CHEMBL272357,,,,,,MONDO_0100096,,,,,,,
CHEMBL1398657,,,,,,MONDO_0100096,,,,,,,
CHEMBL1316537,,,,,,MONDO_0100096,,,,,,,
CHEMBL116159,,,,,,MONDO_0100096,,,,,,,
CHEMBL3352956,,,,,,MONDO_0100096,,,,,,,
CHEMBL16217,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303195,,,,,,MONDO_0100096,,,,,,,
CHEMBL4577351,,,,,,MONDO_0100096,,,,,,,
CHEMBL3310197,,,,,,MONDO_0100096,,,,,,,
CHEMBL4283683,,,,,,MONDO_0100096,,,,,,,
CHEMBL449575,,,,,,MONDO_0100096,,,,,,,
CHEMBL50267,,,,,,MONDO_0100096,,,,,,,
CHEMBL94841,,,,,,MONDO_0100096,,,,,,,
CHEMBL2180179,,,,,,MONDO_0100096,,,,,,,
CHEMBL185885,,,,,,MONDO_0100096,,,,,,,
CHEMBL2105116,,,,,,MONDO_0100096,,,,,,,
CHEMBL601,,,,,,MONDO_0100096,,,,,,,
CHEMBL18840,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303401,,,,,,MONDO_0100096,,,,,,,
CHEMBL185,Thymidylate synthase inhibitor,INHIBITOR,CHEMBL1952,TYMS,ENSG00000176890,MONDO_0100096,0.025893570400707215,,,,0.025893570400707215,1.0,TYMS
CHEMBL185,DNA inhibitor,INHIBITOR,CHEMBL2311221,,,MONDO_0100096,0.0,,,,0.0,0.0,
CHEMBL185,RNA inhibitor,INHIBITOR,CHEMBL2311222,,,MONDO_0100096,0.0,,,,0.0,0.0,
CHEMBL3348932,,,,,,MONDO_0100096,,,,,,,
CHEMBL162789,,,,,,MONDO_0100096,,,,,,,
CHEMBL123433,,,,,,MONDO_0100096,,,,,,,
CHEMBL1316369,,,,,,MONDO_0100096,,,,,,,
CHEMBL1394088,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303675,,,,,,MONDO_0100096,,,,,,,
CHEMBL313154,,,,,,MONDO_0100096,,,,,,,
CHEMBL228862,,,,,,MONDO_0100096,,,,,,,
CHEMBL34730,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303391,,,,,,MONDO_0100096,,,,,,,
CHEMBL177809,,,,,,MONDO_0100096,,,,,,,
CHEMBL1192114,,,,,,MONDO_0100096,,,,,,,
CHEMBL1615585,,,,,,MONDO_0100096,,,,,,,
CHEMBL311389,,,,,,MONDO_0100096,,,,,,,
CHEMBL1255966,,,,,,MONDO_0100096,,,,,,,
CHEMBL110239,,,,,,MONDO_0100096,,,,,,,
CHEMBL1875999,,,,,,MONDO_0100096,,,,,,,
CHEMBL1256415,,,,,,MONDO_0100096,,,,,,,
CHEMBL247378,,,,,,MONDO_0100096,,,,,,,
CHEMBL99377,,,,,,MONDO_0100096,,,,,,,
CHEMBL1626177,,,,,,MONDO_0100096,,,,,,,
CHEMBL1741141,,,,,,MONDO_0100096,,,,,,,
CHEMBL56,,,,,,MONDO_0100096,,,,,,,
CHEMBL284716,,,,,,MONDO_0100096,,,,,,,
CHEMBL43184,,,,,,MONDO_0100096,,,,,,,
CHEMBL1513985,,,,,,MONDO_0100096,,,,,,,
CHEMBL1982660,,,,,,MONDO_0100096,,,,,,,
CHEMBL1230001,,,,,,MONDO_0100096,,,,,,,
CHEMBL596234,,,,,,MONDO_0100096,,,,,,,
CHEMBL204738,,,,,,MONDO_0100096,,,,,,,
CHEMBL3109630,,,,,,MONDO_0100096,,,,,,,
CHEMBL375596,,,,,,MONDO_0100096,,,,,,,
CHEMBL377219,,,,,,MONDO_0100096,,,,,,,
CHEMBL526281,,,,,,MONDO_0100096,,,,,,,
CHEMBL379218,,,,,,MONDO_0100096,,,,,,,
CHEMBL1331148,,,,,,MONDO_0100096,,,,,,,
CHEMBL512504,,,,,,MONDO_0100096,,,,,,,
CHEMBL482834,,,,,,MONDO_0100096,,,,,,,
CHEMBL250699,,,,,,MONDO_0100096,,,,,,,
CHEMBL1628690,,,,,,MONDO_0100096,,,,,,,
CHEMBL1628691,,,,,,MONDO_0100096,,,,,,,
CHEMBL490153,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303253,,,,,,MONDO_0100096,,,,,,,
CHEMBL469169,,,,,,MONDO_0100096,,,,,,,
CHEMBL3697701,,,,,,MONDO_0100096,,,,,,,
CHEMBL1935450,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303462,,,,,,MONDO_0100096,,,,,,,
CHEMBL267678,,,,,,MONDO_0100096,,,,,,,
CHEMBL109783,,,,,,MONDO_0100096,,,,,,,
CHEMBL3218581,,,,,,MONDO_0100096,,,,,,,
CHEMBL255787,,,,,,MONDO_0100096,,,,,,,
CHEMBL291143,,,,,,MONDO_0100096,,,,,,,
CHEMBL430405,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303215,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303288,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,CHEMBL247,pol,,MONDO_0100096,0.0,,,,0.0,1.0,pol
CHEMBL2158685,Sphingosine kinase 2 inhibitor,INHIBITOR,CHEMBL3023,SPHK2,ENSG00000063176,MONDO_0100096,0.003952451223711395,,,,0.003952451223711395,1.0,SPHK2
CHEMBL5498530,,,,,,MONDO_0100096,,,,,,,
CHEMBL351231,,,,,,MONDO_0100096,,,,,,,
CHEMBL369225,,,,,,MONDO_0100096,,,,,,,
CHEMBL3590674,Voltage-gated T-type calcium channel alpha-1H subunit blocker,BLOCKER,CHEMBL1859,CACNA1H,ENSG00000196557,MONDO_0100096,0.0036957985468470188,,,,0.0036957985468470188,1.0,CACNA1H
CHEMBL66089,,,,,,MONDO_0100096,,,,,,,
CHEMBL440687,,,,,,MONDO_0100096,,,,,,,
CHEMBL376408,,,,,,MONDO_0100096,,,,,,,
CHEMBL20684,Tubulin beta inhibitor,INHIBITOR,CHEMBL3832942,TUBB4B,ENSG00000188229,MONDO_0100096,0.4087837285152862,,,,0.4087837285152862,1.0,TUBB4B
CHEMBL4303689,,,,,,MONDO_0100096,,,,,,,
CHEMBL198997,,,,,,MONDO_0100096,,,,,,,
CHEMBL494502,,,,,,MONDO_0100096,,,,,,,
CHEMBL493076,,,,,,MONDO_0100096,,,,,,,
CHEMBL425027,,,,,,MONDO_0100096,,,,,,,
CHEMBL2206278,,,,,,MONDO_0100096,,,,,,,
CHEMBL192359,,,,,,MONDO_0100096,,,,,,,
CHEMBL1616372,,,,,,MONDO_0100096,,,,,,,
CHEMBL265325,,,,,,MONDO_0100096,,,,,,,
CHEMBL2165326,"Endothelin receptor, ET-A/ET-B antagonist",ANTAGONIST,CHEMBL2096678,EDNRB,ENSG00000136160,MONDO_0100096,0.07391597093694036,,,,0.07391597093694036,1.0,EDNRB
CHEMBL3597952,,,,,,MONDO_0100096,,,,,,,
CHEMBL3991934,,,,,,MONDO_0100096,,,,,,,
CHEMBL2364628,Histone deacetylase 6 inhibitor,INHIBITOR,CHEMBL1865,HDAC6,ENSG00000094631,MONDO_0100096,0.004381163855145648,,,,0.004381163855145648,1.0,HDAC6
CHEMBL164603,,,,,,MONDO_0100096,,,,,,,
CHEMBL1516308,,,,,,MONDO_0100096,,,,,,,
CHEMBL2106579,,,,,,MONDO_0100096,,,,,,,
CHEMBL494480,Delta opioid receptor agonist,AGONIST,CHEMBL236,OPRD1,ENSG00000116329,MONDO_0100096,0.10773252764059056,,,,0.10773252764059056,1.0,OPRD1
CHEMBL3545036,Metabotropic glutamate receptor 5 modulator,MODULATOR,CHEMBL3227,GRM5,ENSG00000168959,MONDO_0100096,0.005543697820270528,,,,0.005543697820270528,1.0,GRM5
CHEMBL381055,,,,,,MONDO_0100096,,,,,,,
CHEMBL587723,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,CHEMBL203,EGFR,ENSG00000146648,MONDO_0100096,0.11550953798431027,,,,0.11550953798431027,1.0,EGFR
CHEMBL587723,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,CHEMBL1824,ERBB2,ENSG00000141736,MONDO_0100096,0.029106266144025412,,,,0.029106266144025412,1.0,ERBB2
CHEMBL587723,Vascular endothelial growth factor receptor 2 inhibitor,INHIBITOR,CHEMBL279,KDR,ENSG00000128052,MONDO_0100096,0.2834717995736035,,,,0.2834717995736035,1.0,KDR
CHEMBL587723,Vascular endothelial growth factor receptor 1 inhibitor,INHIBITOR,CHEMBL1868,FLT1,ENSG00000102755,MONDO_0100096,0.2873662931042196,,,,0.2873662931042196,1.0,FLT1
CHEMBL19231,,,,,,MONDO_0100096,,,,,,,
CHEMBL3098745,,,,,,MONDO_0100096,,,,,,,
CHEMBL1652621,Enoyl-[acyl-carrier-protein] reductase (FabI) inhibitor,INHIBITOR,CHEMBL3994,fabI,,MONDO_0100096,0.0,,,,0.0,1.0,fabI
CHEMBL1652621,Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor,INHIBITOR,CHEMBL4630896,fabI,,MONDO_0100096,0.0,,,,0.0,1.0,fabI
CHEMBL2218926,,,,,,MONDO_0100096,,,,,,,
CHEMBL65892,,,,,,MONDO_0100096,,,,,,,
CHEMBL56543,,,,,,MONDO_0100096,,,,,,,
CHEMBL53898,,,,,,MONDO_0100096,,,,,,,
CHEMBL440298,,,,,,MONDO_0100096,,,,,,,
CHEMBL2180727,,,,,,MONDO_0100096,,,,,,,
CHEMBL3392845,,,,,,MONDO_0100096,,,,,,,
CHEMBL430112,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303670,,,,,,MONDO_0100096,,,,,,,
CHEMBL107430,Retinoic acid receptor alpha agonist,AGONIST,CHEMBL2055,RARA,ENSG00000131759,MONDO_0100096,0.34611546808931076,,,,0.34611546808931076,1.0,RARA
CHEMBL1173474,,,,,,MONDO_0100096,,,,,,,
CHEMBL3311302,,,,,,MONDO_0100096,,,,,,,
CHEMBL1356346,,,,,,MONDO_0100096,,,,,,,
CHEMBL1317823,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303677,,,,,,MONDO_0100096,,,,,,,
CHEMBL247070,,,,,,MONDO_0100096,,,,,,,
CHEMBL27441,,,,,,MONDO_0100096,,,,,,,
CHEMBL3222141,,,,,,MONDO_0100096,,,,,,,
CHEMBL2087742,,,,,,MONDO_0100096,,,,,,,
CHEMBL3417243,,,,,,MONDO_0100096,,,,,,,
CHEMBL180966,,,,,,MONDO_0100096,,,,,,,
CHEMBL408430,,,,,,MONDO_0100096,,,,,,,
CHEMBL81721,,,,,,MONDO_0100096,,,,,,,
CHEMBL285932,,,,,,MONDO_0100096,,,,,,,
CHEMBL476833,,,,,,MONDO_0100096,,,,,,,
CHEMBL39878,,,,,,MONDO_0100096,,,,,,,
CHEMBL69367,,,,,,MONDO_0100096,,,,,,,
CHEMBL181633,,,,,,MONDO_0100096,,,,,,,
CHEMBL2182052,,,,,,MONDO_0100096,,,,,,,
CHEMBL595092,,,,,,MONDO_0100096,,,,,,,
CHEMBL477121,,,,,,MONDO_0100096,,,,,,,
CHEMBL518924,C-X-C chemokine receptor type 4 antagonist,ANTAGONIST,CHEMBL2107,CXCR4,ENSG00000121966,MONDO_0100096,0.03832494460877645,,,,0.03832494460877645,1.0,CXCR4
CHEMBL496102,Hepatocyte growth factor receptor inhibitor,INHIBITOR,CHEMBL3717,MET,ENSG00000105976,MONDO_0100096,0.009908936638707226,,,,0.009908936638707226,1.0,MET
CHEMBL3125702,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,INHIBITOR,CHEMBL1907611,TP53,ENSG00000141510,MONDO_0100096,0.08181127172688006,,,,0.08181127172688006,1.0,TP53
CHEMBL3785909,Hepatocyte growth factor receptor inhibitor,INHIBITOR,CHEMBL3717,MET,ENSG00000105976,MONDO_0100096,0.009908936638707226,,,,0.009908936638707226,1.0,MET
CHEMBL397983,,,,,,MONDO_0100096,,,,,,,
CHEMBL229430,Vanilloid receptor antagonist,ANTAGONIST,CHEMBL4794,TRPV1,ENSG00000196689,MONDO_0100096,0.3657185391368823,,,,0.3657185391368823,1.0,TRPV1
CHEMBL585902,MAP kinase p38 alpha inhibitor,INHIBITOR,CHEMBL260,MAPK14,ENSG00000112062,MONDO_0100096,0.26522905635086896,,,,0.26522905635086896,1.0,MAPK14
CHEMBL1829173,,,,,,MONDO_0100096,,,,,,,
CHEMBL3237719,,,,,,MONDO_0100096,,,,,,,
CHEMBL195789,,,,,,MONDO_0100096,,,,,,,
CHEMBL3407862,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303596,PI3-kinase p110-delta subunit inhibitor,INHIBITOR,CHEMBL3130,PIK3CD,ENSG00000171608,MONDO_0100096,0.11750956623869542,,,,0.11750956623869542,1.0,PIK3CD
CHEMBL460472,,,,,,MONDO_0100096,,,,,,,
CHEMBL2140408,Serine/threonine-protein kinase Aurora inhibitor,INHIBITOR,CHEMBL3430911,AURKB,ENSG00000178999,MONDO_0100096,0.009997818312401771,,,,0.009997818312401771,1.0,AURKB
CHEMBL3109656,,,,,,MONDO_0100096,,,,,,,
CHEMBL1387826,,,,,,MONDO_0100096,,,,,,,
CHEMBL14815,,,,,,MONDO_0100096,,,,,,,
CHEMBL1550905,,,,,,MONDO_0100096,,,,,,,
CHEMBL211538,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303548,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303273,,,,,,MONDO_0100096,,,,,,,
CHEMBL593902,,,,,,MONDO_0100096,,,,,,,
CHEMBL3397300,,,,,,MONDO_0100096,,,,,,,
CHEMBL37676,Androgen Receptor antagonist,ANTAGONIST,CHEMBL1871,AR,ENSG00000169083,MONDO_0100096,0.4069456596579756,,,,0.4069456596579756,1.0,AR
CHEMBL1951032,,,,,,MONDO_0100096,,,,,,,
CHEMBL1775179,,,,,,MONDO_0100096,,,,,,,
CHEMBL2170062,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303566,,,,,,MONDO_0100096,,,,,,,
CHEMBL3186011,Cellular tumor antigen p53 stabiliser,STABILISER,CHEMBL4096,TP53,ENSG00000141510,MONDO_0100096,0.08181127172688006,,,,0.08181127172688006,1.0,TP53
CHEMBL4297261,,,,,,MONDO_0100096,,,,,,,
CHEMBL1231018,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303292,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303655,,,,,,MONDO_0100096,,,,,,,
CHEMBL43383,,,,,,MONDO_0100096,,,,,,,
CHEMBL1650595,3-phosphoinositide dependent protein kinase-1 inhibitor,INHIBITOR,CHEMBL2534,PDPK1,ENSG00000140992,MONDO_0100096,0.37031901439407117,,,,0.37031901439407117,1.0,PDPK1
CHEMBL191482,,,,,,MONDO_0100096,,,,,,,
CHEMBL259850,,,,,,MONDO_0100096,,,,,,,
CHEMBL375166,,,,,,MONDO_0100096,,,,,,,
CHEMBL362051,,,,,,MONDO_0100096,,,,,,,
CHEMBL4297188,Serine/threonine-protein kinase AKT inhibitor,INHIBITOR,CHEMBL2111353,AKT2,ENSG00000105221,MONDO_0100096,0.006098067602297579,,,,0.006098067602297579,1.0,AKT2
CHEMBL4303449,,,,,,MONDO_0100096,,,,,,,
CHEMBL2103842,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,CHEMBL203,EGFR,ENSG00000146648,MONDO_0100096,0.11550953798431027,,,,0.11550953798431027,1.0,EGFR
CHEMBL2103842,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,CHEMBL1824,ERBB2,ENSG00000141736,MONDO_0100096,0.029106266144025412,,,,0.029106266144025412,1.0,ERBB2
CHEMBL307261,Ferriprotoporphyrin IX binding agent,BINDING AGENT,CHEMBL613897,,,MONDO_0100096,0.0,,,,0.0,0.0,
CHEMBL4226052,,,,,,MONDO_0100096,,,,,,,
CHEMBL1956589,,,,,,MONDO_0100096,,,,,,,
CHEMBL2023158,,,,,,MONDO_0100096,,,,,,,
CHEMBL2337806,,,,,,MONDO_0100096,,,,,,,
CHEMBL4303234,,,,,,MONDO_0100096,,,,,,,
CHEMBL3546136,,,,,,MONDO_0100096,,,,,,,
CHEMBL379156,,,,,,MONDO_0100096,,,,,,,
CHEMBL1231533,,,,,,MONDO_0100096,,,,,,,
CHEMBL2107832,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,INHIBITOR,CHEMBL3587,MAP2K1,ENSG00000169032,MONDO_0100096,0.007047647970819741,,,,0.007047647970819741,1.0,MAP2K1
CHEMBL2107832,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,INHIBITOR,CHEMBL2964,MAP2K2,ENSG00000126934,MONDO_0100096,0.012011345277252809,,,,0.012011345277252809,1.0,MAP2K2
CHEMBL444449,,,,,,MONDO_0100096,,,,,,,
CHEMBL71263,,,,,,MONDO_0100096,,,,,,,
CHEMBL128748,Androgen Receptor degrader,DEGRADER,CHEMBL1871,AR,ENSG00000169083,MONDO_0100096,0.4069456596579756,,,,0.4069456596579756,1.0,AR
CHEMBL196,Supplement,,,,,MONDO_0100096,0.0,,,,0.0,0.0,
CHEMBL4303475,,,,,,MONDO_0100096,,,,,,,
CHEMBL3545360,ALK tyrosine kinase receptor inhibitor,INHIBITOR,CHEMBL4247,ALK,ENSG00000171094,MONDO_0100096,0.008705395814237763,,,,0.008705395814237763,1.0,ALK
CHEMBL1947204,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,CHEMBL203,EGFR,ENSG00000146648,MONDO_0100096,0.11550953798431027,,,,0.11550953798431027,1.0,EGFR
CHEMBL1947204,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,CHEMBL1824,ERBB2,ENSG00000141736,MONDO_0100096,0.029106266144025412,,,,0.029106266144025412,1.0,ERBB2
CHEMBL4303347,,,,,,MONDO_0100096,,,,,,,
CHEMBL445813,Cyclin-dependent kinase inhibitor,INHIBITOR,CHEMBL3559691,CDK1,ENSG00000170312,MONDO_0100096,0.031340402956565684,,,,0.031340402956565684,1.0,CDK1
CHEMBL495727,Tyrosine-protein kinase ABL inhibitor,INHIBITOR,CHEMBL1862,ABL1,ENSG00000097007,MONDO_0100096,0.3770658612121069,,,,0.3770658612121069,1.0,ABL1
CHEMBL495727,Serine/threonine-protein kinase Aurora-A inhibitor,INHIBITOR,CHEMBL4722,AURKA,ENSG00000087586,MONDO_0100096,0.008549203327423118,,,,0.008549203327423118,1.0,AURKA
CHEMBL495727,Serine/threonine-protein kinase Aurora-B inhibitor,INHIBITOR,CHEMBL2185,AURKB,ENSG00000178999,MONDO_0100096,0.009997818312401771,,,,0.009997818312401771,1.0,AURKB
CHEMBL495727,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR,CHEMBL1974,FLT3,ENSG00000122025,MONDO_0100096,0.07609794615375957,,,,0.07609794615375957,1.0,FLT3
CHEMBL495727,Tyrosine-protein kinase JAK2 inhibitor,INHIBITOR,CHEMBL2971,JAK2,ENSG00000096968,MONDO_0100096,0.4152410587652289,,,,0.4152410587652289,1.0,JAK2
CHEMBL495727,Tyrosine-protein kinase JAK3 inhibitor,INHIBITOR,CHEMBL2148,JAK3,ENSG00000105639,MONDO_0100096,0.2966470842822493,,,,0.2966470842822493,1.0,JAK3
CHEMBL3544960,Rho-associated protein kinase inhibitor,INHIBITOR,CHEMBL2111459,ROCK2,ENSG00000134318,MONDO_0100096,0.007761176948378739,,,,0.007761176948378739,1.0,ROCK2
CHEMBL3544960,MAP kinase-activated protein kinase 2 inhibitor,INHIBITOR,CHEMBL2208,MAPKAPK2,ENSG00000162889,MONDO_0100096,0.0073915970936940375,,,,0.0073915970936940375,1.0,MAPKAPK2
CHEMBL1214827,Heat shock protein HSP90 inhibitor,INHIBITOR,CHEMBL2095165,HSP90AA1,ENSG00000080824,MONDO_0100096,0.27675609658130823,,,,0.27675609658130823,1.0,HSP90AA1
CHEMBL428462,,,,,,MONDO_0100096,,,,,,,
CHEMBL4211107,,,,,,MONDO_0100096,,,,,,,
CHEMBL4297456,Integrin alpha-5/beta-1 antagonist,ANTAGONIST,CHEMBL2095226,ITGB1,ENSG00000150093,MONDO_0100096,0.20537034162350631,,,,0.20537034162350631,1.0,ITGB1
CHEMBL4297456,Integrin alpha-V/beta-3 antagonist,ANTAGONIST,CHEMBL1907598,ITGB3,ENSG00000259207,MONDO_0100096,0.08490464855844679,,,,0.08490464855844679,1.0,ITGB3
CHEMBL113180,,,,,,MONDO_0100096,,,,,,,
CHEMBL3185794,,,,,,MONDO_0100096,,,,,,,
CHEMBL1765508,,,,,,MONDO_0100096,,,,,,,
