compound_name,chembl_id,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
saroglitazar,CHEMBL4297530,False,10000.0,1.31
sarpogrelate,CHEMBL52939,False,833.33,-0.22
sasapyrine,CHEMBL154111,False,100.0,-2.49
satraplatin,CHEMBL3833367,True,10000.0,23.75
savolitinib,CHEMBL3334567,False,10000.0,1.9
schisandrin-B,CHEMBL479488,False,100.0,-0.03
schisandrol-B,CHEMBL1834755,False,1.0,3.78
sclareol,CHEMBL294740,False,1.0,0.36
scopine,CHEMBL4303435,False,833.33,1.5
scopolamine-N-oxide,CHEMBL1740879,False,833.33,13.6
scriptaid,CHEMBL96051,False,1.0,4.82
seclazone,CHEMBL2105593,False,10000.0,1.99
secnidazole,CHEMBL498847,False,1.0,-4.41
secoisolariciresinol-(-),CHEMBL368347,False,8.33,5.68
secoisolariciresinol-diglucoside,CHEMBL2425486,False,100.0,3.12
securinine,CHEMBL303062,True,10000.0,18.45
selamectin,CHEMBL1908325,True,10000.0,16.1
selegiline,CHEMBL972,False,100.0,1.02
selexipag,CHEMBL238804,False,100.0,-0.43
selinexor,CHEMBL3545185,False,1.0,-0.07
semagacestat,CHEMBL520733,False,8.33,3.54
semapimod,CHEMBL2107779,False,833.33,7.62
semaxanib,CHEMBL276711,False,10000.0,9.7
semustine,CHEMBL12948,False,1.0,1.43
senicapoc,CHEMBL405821,False,833.33,0.14
sennoside-A,CHEMBL5394285,False,100.0,0.82
seocalcitol,CHEMBL1908376,False,833.33,1.95
seratrodast,CHEMBL70972,False,833.33,2.24
serdemetan,CHEMBL2137530,True,10000.0,22.1
serotonin,CHEMBL39,False,100.0,2.41
sertaconazole,CHEMBL1201196,False,833.33,1.68
sertindole,CHEMBL12713,False,100.0,-2.36
sesamin,CHEMBL252915,False,833.33,0.48
setipiprant,CHEMBL2386081,False,100.0,-0.37
shikimic-acid,CHEMBL290345,False,833.33,2.68
siguazodan,CHEMBL1256712,False,833.33,1.67
sildenafil,CHEMBL192,False,1.0,2.67
silibinin,CHEMBL431701,False,10000.0,1.72
silodosin,CHEMBL24778,False,1.0,3.7
silver-sulfadiazine,CHEMBL1382627,False,10000.0,0.29
silymarin,CHEMBL5308485,False,1.0,0.76
simeprevir,CHEMBL501849,False,8.33,3.7
simvastatin,CHEMBL1064,False,10000.0,5.01
sinefungin,CHEMBL1214186,False,10000.0,-7.24
sinomenine,CHEMBL248095,False,833.33,2.51
sipatrigine,CHEMBL28854,False,10000.0,2.7
siponimod,CHEMBL2336071,False,10000.0,1.37
siramesine,CHEMBL61479,True,10000.0,28.74
sirolimus,CHEMBL413,False,833.33,-0.23
sirtinol,CHEMBL380797,False,1.0,3.41
sitafloxacin,CHEMBL108821,False,10000.0,5.19
sitagliptin,CHEMBL1422,False,833.33,3.7
sitaxentan,CHEMBL282724,False,10000.0,1.37
sivelestat,CHEMBL76688,False,833.33,1.84
skepinone-L,CHEMBL2152944,False,1.0,-0.76
sobetirome,CHEMBL107400,False,1.0,1.8
sobrepin,CHEMBL2374961,False,1.0,-10.04
sodium-ascorbate,CHEMBL591665,False,10000.0,2.74
sodium-butyrate,CHEMBL14227,False,100.0,1.57
sodium-danshensu,CHEMBL3392011,False,100.0,2.17
sodium-gluconate,CHEMBL464345,False,10000.0,-9.32
sodium-gualenate,CHEMBL1852533,False,10000.0,-0.7
sodium-nitrite,CHEMBL93268,False,100.0,3.46
sodium-nitroprusside,CHEMBL136478,False,8.33,4.32
sodium-orthovanadate,CHEMBL179166,False,10000.0,0.64
sodium-picosulfate,CHEMBL1741134,False,833.33,5.9
sodium-tanshinone-II-A-sulfonate,CHEMBL1621346,False,100.0,-4.77
sodium-tetradecyl-sulfate,CHEMBL1200354,False,1.0,3.58
solamargine,CHEMBL443114,False,100.0,0.07
solcitinib,CHEMBL3301606,False,10000.0,4.4
solithromycin,CHEMBL1232510,False,1.0,0.98
somantadine,CHEMBL2111145,False,100.0,-0.66
somatostatin,CHEMBL1823872,False,833.33,1.09
sonidegib,CHEMBL2105737,False,1.0,1.64
sophocarpine,CHEMBL377725,False,1.0,-8.47
sorafenib,CHEMBL1336,True,10000.0,16.38
sorbic-acid,CHEMBL250212,False,10000.0,2.55
sorbinil,CHEMBL266497,False,10000.0,-0.07
sorbitan-monostearate,CHEMBL3186117,False,833.33,2.62
sorbitol,CHEMBL1682,False,833.33,1.86
sotagliflozin,CHEMBL3039507,False,1.0,-0.94
sotrastaurin,CHEMBL565612,False,10000.0,4.89
spaglumic-acid,CHEMBL1329032,False,10000.0,-1.24
sparfloxacin,CHEMBL850,False,8.33,2.09
sparteine-sulfate,CHEMBL1908348,False,8.33,4.17
spautin-1,CHEMBL2391504,False,100.0,-0.05
spectinomycin,CHEMBL1167,False,833.33,4.54
spermine,CHEMBL23194,False,10000.0,2.37
sphingosylphosphorylcholine,CHEMBL1481114,False,100.0,3.74
spiperone,CHEMBL267930,True,10000.0,81.1
spiradoline,CHEMBL70586,False,8.33,2.02
spiramycin,CHEMBL453514,False,8.33,-0.92
spirobromin,CHEMBL2106677,False,1.0,-0.01
spironolactone,CHEMBL1393,False,10000.0,6.39
spiroxatrine,CHEMBL300555,False,100.0,1.03
spizofurone,CHEMBL18098,False,8.33,5.43
stanozolol,CHEMBL2079587,False,833.33,-3.19
stattic,CHEMBL1337170,False,833.33,5.41
stavudine,CHEMBL991,False,100.0,4.0
stemregenin-1,CHEMBL4303221,True,10000.0,18.08
stepronin,CHEMBL2107531,False,1.0,2.01
stobadine,CHEMBL479176,False,8.33,2.65
streptozotocin,CHEMBL1977579,False,10000.0,3.27
strychnine,CHEMBL227934,False,100.0,5.93
substance-P,CHEMBL235363,False,1.0,-5.5
succinic-acid,CHEMBL576,False,10000.0,2.3
succinylcholine-chloride,CHEMBL703,False,1.0,2.27
succinylsulfathiazole,CHEMBL1484857,False,833.33,0.85
sucralfate,CHEMBL6067980,False,833.33,2.23
sucralose,CHEMBL3185084,False,1.0,0.95
sucrose-octaacetate,CHEMBL2105790,False,8.33,1.07
sudan-IV,CHEMBL1707454,False,1.0,8.71
sulbactam,CHEMBL403,False,8.33,2.68
sulbactam-pivoxil,CHEMBL423875,False,833.33,5.91
sulbutiamine,CHEMBL1874002,False,100.0,3.99
sulconazole,CHEMBL1221,False,8.33,2.09
sulfabenzamide,CHEMBL1243,False,8.33,-0.25
sulfacetamide,CHEMBL455,False,833.33,2.14
sulfachlorpyridazine,CHEMBL1443577,False,100.0,1.77
sulfadiazine,CHEMBL439,False,8.33,4.66
sulfafurazole,CHEMBL453,False,100.0,0.89
sulfaguanidine,CHEMBL338802,False,1.0,1.47
sulfamerazine,CHEMBL438,False,8.33,2.7
sulfameter,CHEMBL1200359,False,10000.0,2.89
sulfamethazine,CHEMBL446,False,833.33,0.92
sulfamethizole,CHEMBL1191,False,1.0,3.32
sulfamethoxazole,CHEMBL443,False,1.0,2.98
sulfamethoxypyridazine,CHEMBL268869,False,833.33,3.71
sulfametopyrazine,CHEMBL1525826,False,8.33,0.06
sulfamonomethoxine,CHEMBL462990,False,8.33,1.44
sulfanilamide,CHEMBL21,False,100.0,4.19
sulfanilate-zinc,CHEMBL4303436,False,1.0,4.25
sulfanitran,CHEMBL493636,False,100.0,0.76
sulfaphenazole,CHEMBL1109,False,8.33,2.26
sulfapyridine,CHEMBL700,False,100.0,0.38
sulfaquinoxaline,CHEMBL1437847,False,8.33,1.74
sulfasalazine,CHEMBL100848,False,10000.0,0.47
sulfathiazole,CHEMBL437,False,8.33,2.25
sulfinpyrazone,CHEMBL832,False,8.33,1.51
sulfisoxazole-acetyl,CHEMBL1200910,False,10000.0,0.37
sulforaphane,CHEMBL48802,True,10000.0,35.24
sulindac,CHEMBL15770,False,833.33,-0.62
sulisobenzone,CHEMBL2059073,False,10000.0,1.98
sulmazole,CHEMBL286020,False,8.33,3.93
sulmetozine,CHEMBL1414826,False,10000.0,2.55
suloctidil,CHEMBL1520837,False,833.33,0.21
sulphadimethoxine,CHEMBL62193,False,100.0,2.74
sulpiride,CHEMBL26,False,833.33,2.82
sulpiride,CHEMBL26,False,833.33,2.82
sumatriptan,CHEMBL128,False,100.0,1.25
sunitinib,CHEMBL535,True,10000.0,30.32
suplatast,CHEMBL1180156,False,1.0,2.01
suprofen,CHEMBL956,False,1.0,2.14
suramin,CHEMBL265502,False,10000.0,1.44
suritozole,CHEMBL278764,False,1.0,3.45
suxibuzone,CHEMBL1414320,False,10000.0,0.42
swainsonine,CHEMBL371197,False,8.33,2.85
tabimorelin,CHEMBL281764,False,833.33,2.19
tacalcitol,CHEMBL2105611,False,100.0,1.63
tacedinaline,CHEMBL235191,False,8.33,1.48
tacrolimus,CHEMBL269732,False,100.0,2.56
tafamidis-meglumine,CHEMBL2103837,False,833.33,1.34
tagatose,CHEMBL1236183,False,10000.0,0.74
taladegib,CHEMBL2142592,False,1.0,0.16
talampanel,CHEMBL61872,False,833.33,1.19
talarozole,CHEMBL459505,False,10000.0,4.15
talazoparib,CHEMBL3137320,False,8.33,2.94
talinolol,CHEMBL152067,False,833.33,0.83
talipexole,CHEMBL279085,False,8.33,1.41
talmapimod,CHEMBL514201,False,833.33,-0.03
talnetant,CHEMBL10188,False,10000.0,2.11
talniflumate,CHEMBL1081506,False,1.0,2.12
talopram,CHEMBL299233,False,100.0,0.91
taltirelin,CHEMBL2107016,False,10000.0,4.65
taltobulin,CHEMBL182319,False,1.0,-0.53
tamibarotene,CHEMBL25202,False,1.0,4.56
tamoxifen,CHEMBL83,False,10000.0,11.17
tanaproget,CHEMBL539163,False,8.33,4.95
tandospirone,CHEMBL274047,False,1.0,2.41
tandutinib,CHEMBL124660,False,10000.0,0.92
tanespimycin,CHEMBL109480,False,10000.0,3.92
tangeritin,CHEMBL73930,False,1.0,2.13
tannic-acid,CHEMBL506247,False,8.33,0.91
tanshinone-I,CHEMBL363535,False,1.0,1.07
tanshinone-IIA,CHEMBL187266,False,8.33,2.92
taprenepag,CHEMBL2107783,False,10000.0,0.98
tarafenacin,CHEMBL1779046,False,100.0,2.28
taranabant,CHEMBL220360,False,833.33,1.39
targinine,CHEMBL256147,False,100.0,8.19
tariquidar,CHEMBL348475,False,100.0,2.75
tartaric-acid,CHEMBL1236315,False,10000.0,-0.64
taselisib,CHEMBL2387080,False,1.0,3.71
tasimelteon,CHEMBL2103822,False,8.33,1.68
tasisulam,CHEMBL2110587,False,8.33,5.25
tasquinimod,CHEMBL2107784,False,8.33,3.29
tasuldine,CHEMBL358392,False,1.0,1.94
taurine,CHEMBL239243,False,833.33,0.1
taurocholate,CHEMBL224867,False,8.33,-4.1
taurolidine,CHEMBL2105420,False,8.33,2.04
tavaborole,CHEMBL443052,False,833.33,2.11
taxifolin,CHEMBL66,False,10000.0,2.25
tazarotene,CHEMBL1657,False,833.33,3.69
tazemetostat,CHEMBL3414621,False,100.0,3.47
tazobactam,CHEMBL404,False,100.0,2.92
tebipenem,CHEMBL576981,False,833.33,-0.12
tecalcet,CHEMBL292376,False,100.0,3.52
tecastemizole,CHEMBL61301,False,1.0,-7.23
tecovirimat,CHEMBL1257073,False,100.0,2.71
tedizolid,CHEMBL1257051,False,8.33,1.38
tedizolid-phosphate,CHEMBL2105669,False,833.33,1.74
tegaserod,CHEMBL76370,False,8.33,-0.54
tegobuvir,CHEMBL1957287,False,100.0,3.4
teijin-compound-1,CHEMBL255408,False,100.0,0.66
telaprevir,CHEMBL231813,False,833.33,5.12
telatinib,CHEMBL2079588,False,8.33,2.23
telbivudine,CHEMBL374731,False,10000.0,2.12
telcagepant,CHEMBL236593,False,100.0,7.5
telithromycin,CHEMBL1136,False,833.33,0.65
telmesteine,CHEMBL2107621,False,833.33,4.95
telmisartan,CHEMBL1017,False,833.33,2.3
telotristat-ethyl,CHEMBL2105695,False,833.33,4.77
temocapril,CHEMBL2110627,False,100.0,1.38
temoporfin,CHEMBL2067974,False,8.33,3.96
temozolomide,CHEMBL810,False,1.0,0.73
tempol,CHEMBL607023,False,1.0,9.35
tenatoprazole,CHEMBL1475252,False,10000.0,2.26
teneligliptin,CHEMBL2147777,False,8.33,1.21
tenidap,CHEMBL1097558,False,833.33,1.99
tenilsetam,CHEMBL2104853,False,1.0,3.34
teniposide,CHEMBL452231,False,100.0,4.69
tenofovir,CHEMBL483,False,10000.0,0.69
tenofovir-alafenamide,CHEMBL4303549,False,10000.0,3.48
tenofovir-disoproxil,CHEMBL1538,False,100.0,3.17
tenovin-1,CHEMBL1436543,False,100.0,1.6
tenovin-6,CHEMBL595354,True,10000.0,18.02
tenoxicam,CHEMBL302795,False,833.33,0.7
tepoxalin,CHEMBL316040,False,833.33,1.81
teprenone,CHEMBL5314356,False,833.33,1.98
terazosin,CHEMBL611,False,1.0,1.36
terbinafine,CHEMBL822,False,100.0,8.59
terciprazine,CHEMBL2107617,False,833.33,3.5
terconazole,CHEMBL1714574,False,10000.0,11.49
terfenadine,CHEMBL17157,False,1.0,1.94
terguride,CHEMBL73151,False,10000.0,-0.04
teriflunomide,CHEMBL973,False,1.0,3.27
terlipressin,CHEMBL2135460,False,1.0,2.67
teroxirone,CHEMBL453863,False,10000.0,9.05
terreic-acid-(-),CHEMBL1455300,False,10000.0,1.39
terutroban,CHEMBL2107786,False,10000.0,0.09
tesaglitazar,CHEMBL282686,False,10000.0,1.52
tetrabenazine,CHEMBL117785,False,833.33,2.22
tetracaine,CHEMBL698,False,1.0,2.75
tetracycline,CHEMBL1440,False,1.0,1.65
tetradecylthioacetic-acid,CHEMBL187734,False,10000.0,1.48
tetrahydropapaverine,CHEMBL160919,False,1.0,1.62
tetrahydrouridine,CHEMBL2311128,False,1.0,2.54
tetrahydrozoline,CHEMBL1266,False,100.0,2.06
tetramethylthiuram-monosulfide,CHEMBL571700,False,833.33,11.89
tetramisole,CHEMBL277775,False,833.33,11.38
tetramisole,CHEMBL277775,False,833.33,11.38
tetrandrine,CHEMBL176045,True,10000.0,69.35
tetrazol-5-yl-glycine-(RS),CHEMBL140784,False,833.33,1.56
tetrindole,CHEMBL4303571,True,10000.0,20.76
tetroquinone,CHEMBL1329029,False,100.0,1.71
tezacaftor,CHEMBL3544914,False,833.33,1.62
thaliblastine,CHEMBL507100,True,10000.0,45.46
thalidomide,CHEMBL468,False,1.0,5.17
theobromine,CHEMBL1114,False,8.33,1.86
thiamine,CHEMBL1547,False,10000.0,0.13
thiamine-pyrophosphate,CHEMBL1236376,False,1.0,2.5
thiamphenicol,CHEMBL1236282,False,1.0,-1.6
thiazovivin,CHEMBL3184878,False,8.33,1.22
thiethylperazine,CHEMBL1378,True,10000.0,22.49
thiocolchicoside,CHEMBL213907,False,8.33,2.05
thioctic-acid,CHEMBL1234071,False,833.33,1.13
thioguanine,CHEMBL727,False,10000.0,5.44
thiopental,CHEMBL441,False,833.33,1.29
thioperamide,CHEMBL260374,False,8.33,1.61
thiophanate,CHEMBL2103777,False,1.0,3.21
thioproperazine,CHEMBL609109,False,8.33,6.36
thioridazine,CHEMBL479,True,10000.0,41.91
thiorphan,CHEMBL10247,False,8.33,-1.61
thiostrepton,CHEMBL410968,False,10000.0,7.51
thiotepa,CHEMBL671,False,10000.0,2.21
thiothixene,CHEMBL1201,False,10000.0,14.03
thonzonium,CHEMBL1201322,False,100.0,3.19
thonzylamine,CHEMBL1623738,False,833.33,3.55
thymol,CHEMBL29411,False,1.0,2.55
thymol-iodide,CHEMBL1482931,False,833.33,1.69
tiabendazole,CHEMBL625,False,1.0,2.1
tiagabine,CHEMBL1027,False,8.33,1.98
tianeptine,CHEMBL1289110,False,1.0,6.9
tiapride,CHEMBL84158,False,10000.0,2.27
tiaramide,CHEMBL274239,False,10000.0,2.14
ticagrelor,CHEMBL398435,False,10000.0,1.32
ticarcillin,CHEMBL1449,False,833.33,0.92
ticlopidine,CHEMBL833,False,833.33,1.94
tideglusib,CHEMBL3545157,False,833.33,0.87
tie2-kinase-inhibitor,CHEMBL237352,False,10000.0,9.27
tilorone,CHEMBL47298,True,10000.0,24.89
timofibrate,CHEMBL2106730,False,8.33,4.22
timolol,CHEMBL499,False,833.33,3.77
timonacic,CHEMBL358722,False,833.33,10.61
tinidazole,CHEMBL1220,False,833.33,4.13
tioconazole,CHEMBL1200438,False,1.0,6.75
tioguanine,CHEMBL727,False,1.0,4.16
tiotidine,CHEMBL269646,False,10000.0,-1.02
tiotropium,CHEMBL1900528,False,1.0,0.89
tioxolone,CHEMBL442687,False,1.0,1.22
tipifarnib,CHEMBL289228,False,833.33,2.2
tipiracil,CHEMBL235668,False,10000.0,2.84
tiplaxtinin,CHEMBL325441,False,10000.0,4.09
tipranavir,CHEMBL183041,False,10000.0,4.99
tiprenolol,CHEMBL2111163,False,10000.0,3.9
tiquizium,CHEMBL4297146,False,100.0,2.71
tiracizine,CHEMBL1625260,False,1.0,3.29
tirapazamine,CHEMBL50882,False,10000.0,2.74
tirasemtiv,CHEMBL3039529,False,833.33,2.57
tirofiban,CHEMBL916,False,10000.0,2.44
titanocene-dichloride,CHEMBL4303407,False,1.0,3.56
tivantinib,CHEMBL2103882,False,10000.0,2.92
tizanidine,CHEMBL1079,False,8.33,4.56
tobramycin,CHEMBL1747,False,8.33,1.78
tocainide,CHEMBL1762,False,1.0,1.21
toceranib,CHEMBL13608,False,100.0,-1.03
tocofersolan,CHEMBL2108106,False,8.33,3.06
todralazine,CHEMBL1079787,False,1.0,2.18
tofogliflozin,CHEMBL2110731,False,833.33,1.52
tolazamide,CHEMBL817,False,10000.0,2.51
tolazoline,CHEMBL770,False,833.33,2.41
tolbutamide,CHEMBL782,False,833.33,0.89
tolcapone,CHEMBL1324,False,10000.0,1.15
tolfenamic-acid,CHEMBL121626,False,100.0,1.25
tolimidone,CHEMBL8030,False,10000.0,0.88
tolmetin,CHEMBL1020,False,10000.0,0.75
tolnaftate,CHEMBL83668,False,10000.0,3.31
tolonidine,CHEMBL304253,False,1.0,1.65
tolperisone,CHEMBL1076211,False,10000.0,0.32
tolrestat,CHEMBL436,False,1.0,0.38
tolterodine,CHEMBL1382,False,1.0,2.11
toltrazuril,CHEMBL2104931,False,1.0,1.91
tolvaptan,CHEMBL344159,False,8.33,1.94
tomelukast,CHEMBL162358,False,10000.0,-6.02
tonabersat,CHEMBL318191,False,833.33,1.11
topiramate,CHEMBL220492,False,8.33,1.71
topiroxostat,CHEMBL1078685,False,100.0,3.87
topotecan,CHEMBL84,False,8.33,1.66
torasemide,CHEMBL1148,False,1.0,-0.3
torcitabine,CHEMBL554563,False,10000.0,1.92
toremifene,CHEMBL1655,True,10000.0,23.67
torin-1,CHEMBL1256459,False,1.0,1.59
torin-2,CHEMBL1765602,False,1.0,0.99
tosedostat,CHEMBL2103847,False,8.33,6.05
tosufloxacin,CHEMBL273348,False,8.33,0.34
toyocamycin,CHEMBL99668,False,100.0,4.68
tozadenant,CHEMBL2105747,False,8.33,8.03
tozasertib,CHEMBL572878,False,833.33,0.2
tracazolate,CHEMBL84567,False,8.33,1.49
trametinib,CHEMBL2103875,False,1.0,-1.42
tramiprosate,CHEMBL149082,False,8.33,3.61
trandolapril,CHEMBL1519,False,10000.0,1.62
tranexamic-acid,CHEMBL292500,False,100.0,2.74
tranilast,CHEMBL415324,False,10000.0,1.42
"trans-10,cis-12-conjugated-linoleic-acid",CHEMBL1093743,False,10000.0,7.84
trans-2-undecenoic-acid,CHEMBL3307202,False,833.33,1.97
"trans-4-[8-(3-fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid",CHEMBL2172374,False,10000.0,1.21
trans-4-hydroxycrotonic-acid,CHEMBL507046,False,833.33,5.18
trans-4-methoxycinnamic-acid,CHEMBL95770,False,1.0,1.02
tranylcypromine,CHEMBL313833,False,10000.0,2.21
trap-101,CHEMBL3182208,False,833.33,1.48
trapidil,CHEMBL132767,False,8.33,2.6
traxoprodil,CHEMBL17350,False,1.0,4.34
trazodone,CHEMBL621,False,8.33,4.07
trelagliptin,CHEMBL1650443,False,10000.0,3.01
tremorine,CHEMBL1483237,False,1.0,8.56
treosulfan,CHEMBL455186,False,10000.0,1.56
trepibutone,CHEMBL1725880,False,8.33,0.72
trequinsin,CHEMBL1411581,False,10000.0,6.34
tretinoin,CHEMBL38,False,10000.0,9.2
tretinoin,CHEMBL38,False,10000.0,9.2
triamterene,CHEMBL585,False,100.0,4.04
triapine,CHEMBL231616,False,100.0,4.4
tribenoside,CHEMBL3301681,False,10000.0,1.9
tribomsalan,CHEMBL24944,False,10000.0,6.65
tribromoethanol,CHEMBL1697852,False,833.33,4.01
trichlormethiazide,CHEMBL1054,False,1.0,-3.15
trichostatin-a,CHEMBL99,False,1.0,-3.04
triciribine,CHEMBL331237,False,1.0,2.99
triclocarban,CHEMBL1076347,False,100.0,0.35
triclosan,CHEMBL849,False,10000.0,7.81
tridihexethyl,CHEMBL1201354,False,100.0,-0.23
trientine,CHEMBL609,False,833.33,2.74
trifluoperazine,CHEMBL422,False,10000.0,14.48
triflupromazine,CHEMBL570,False,833.33,1.78
trifluridine,CHEMBL1129,False,833.33,1.01
triflusal,CHEMBL1332032,False,10000.0,4.74
trigonelline,CHEMBL350675,False,1.0,5.14
trihexyphenidyl,CHEMBL1490,False,100.0,-2.35
trilostane,CHEMBL1200907,False,10000.0,2.15
trimebutine,CHEMBL190044,False,10000.0,2.51
trimethadione,CHEMBL695,False,8.33,-1.8
trimethobenzamide,CHEMBL1201256,False,100.0,2.21
trimethoprim,CHEMBL22,False,833.33,2.08
trimethoquinol,CHEMBL1788290,False,100.0,1.88
trimetozine,CHEMBL1697853,False,833.33,4.1
trimipramine,CHEMBL644,False,100.0,-0.5
trioxsalen,CHEMBL1475,False,833.33,3.62
tripelennamine,CHEMBL1241,False,8.33,2.84
triptolide,CHEMBL463763,False,1.0,-1.16
triptorelin,CHEMBL1201334,False,8.33,2.79
trofinetide,CHEMBL197084,False,8.33,2.5
troglitazone,CHEMBL408,False,10000.0,5.84
trolox,CHEMBL153,False,833.33,6.02
tromaril,CHEMBL2106178,False,833.33,1.39
trometamol,CHEMBL1200391,False,10000.0,4.11
"tropanyl-3,5-dimethylbenzoate",CHEMBL1476871,False,100.0,2.71
tropicamide,CHEMBL1200604,False,8.33,4.91
tropisetron,CHEMBL1289230,False,833.33,1.27
trospium,CHEMBL1888176,False,100.0,1.21
trovafloxacin,CHEMBL428,False,833.33,-0.82
troventol,,False,8.33,6.67
trovirdine,CHEMBL39999,False,8.33,2.79
troxipide,CHEMBL1566956,False,10000.0,2.03
tryptanthrin,CHEMBL306946,False,1.0,3.12
tryptophan,CHEMBL54976,False,100.0,-3.29
tuaminoheptane,CHEMBL123693,False,833.33,3.02
tubastatin-A,CHEMBL2018302,False,100.0,1.09
tubocurarine,CHEMBL339427,False,10000.0,1.45
tucatinib,CHEMBL3989868,False,8.33,0.54
tulobuterol,CHEMBL1159717,False,1.0,2.01
tyrphostin-A9,CHEMBL78150,False,833.33,8.55
tyrphostin-AG-1296,CHEMBL71191,False,1.0,1.41
tyrphostin-AG-1478,CHEMBL7917,True,10000.0,17.87
tyrphostin-AG-18,CHEMBL76904,False,8.33,2.46
tyrphostin-AG-494,CHEMBL56731,False,100.0,5.3
tyrphostin-AG-825,CHEMBL118109,False,1.0,2.84
tyrphostin-AG-835,CHEMBL261557,False,10000.0,3.48
tyrphostin-AG-879,CHEMBL539947,False,10000.0,8.93
tyrphostin-AG-99,CHEMBL296407,False,1.0,3.54
ubenimex,CHEMBL29292,False,100.0,2.6
ufenamate,CHEMBL2105605,False,1.0,2.83
ulifloxacin,CHEMBL345937,False,833.33,1.61
umeclidinium,CHEMBL1187833,False,8.33,1.77
unbs-5162,CHEMBL4303530,False,8.33,4.76
uprosertib,CHEMBL3137336,False,833.33,0.21
uracil,CHEMBL566,False,8.33,2.2
urapidil,CHEMBL279229,False,833.33,2.04
urea,CHEMBL985,False,833.33,-2.47
urethane,CHEMBL462547,False,10000.0,1.53
uric-acid,CHEMBL792,False,8.33,0.2
uridine,CHEMBL100259,False,10000.0,2.27
uridine-triacetate,CHEMBL2107381,False,100.0,0.84
ursodeoxycholyltaurine,CHEMBL272427,False,8.33,3.52
ursodiol,CHEMBL1551,False,100.0,5.87
ursodiol,CHEMBL1551,False,100.0,5.87
usniacin-(+),CHEMBL1314537,False,1.0,3.22
valaciclovir,CHEMBL1349,False,100.0,1.58
valdecoxib,CHEMBL865,False,833.33,3.3
valethamate,CHEMBL2111176,False,100.0,3.26
valganciclovir,CHEMBL1201314,False,833.33,8.72
valnemulin,CHEMBL1688852,False,8.33,-0.46
valrocemide,CHEMBL471638,False,10000.0,3.56
valrubicin,CHEMBL1096885,False,8.33,0.16
valsartan,CHEMBL1069,False,833.33,0.99
vandetanib,CHEMBL24828,False,8.33,2.63
vanillin,CHEMBL13883,False,1.0,1.74
vanitiolide,CHEMBL1380480,False,833.33,2.4
vanoxerine,CHEMBL281594,False,100.0,2.06
vardenafil,CHEMBL1520,False,10000.0,1.4
varenicline,CHEMBL1076903,False,10000.0,3.97
varespladib,CHEMBL148674,False,1.0,2.9
vasopressin,CHEMBL1201528,False,1.0,3.02
vatalanib,CHEMBL101253,False,833.33,3.79
veliparib,CHEMBL506871,False,10000.0,8.58
velneperit,CHEMBL2016681,False,1.0,2.37
vemurafenib,CHEMBL1229517,False,10000.0,4.29
venlafaxine,CHEMBL637,False,100.0,1.86
verbascoside,CHEMBL444478,False,100.0,0.7
vercirnon,CHEMBL2178578,False,833.33,4.3
verinurad,CHEMBL3707347,False,10000.0,1.75
vernakalant,CHEMBL2111112,False,833.33,1.67
verteporfin,CHEMBL5314346,False,1.0,-0.2
verubulin,CHEMBL492399,False,833.33,2.89
vesamicol,CHEMBL20943,False,8.33,1.74
vicriviroc,CHEMBL82301,False,833.33,0.02
vigabatrin,CHEMBL89598,False,8.33,-9.03
vilanterol,CHEMBL1198857,False,100.0,0.86
vilazodone,CHEMBL439849,False,833.33,1.56
vildagliptin,CHEMBL142703,False,10000.0,1.3
viloxazine,CHEMBL306700,False,100.0,7.67
vinburnine,CHEMBL1892145,False,833.33,0.35
vincamine,CHEMBL1165342,False,8.33,2.12
vindesine,CHEMBL3989543,False,833.33,0.62
vinorelbine,CHEMBL553025,False,100.0,-1.35
vinpocetine,CHEMBL71752,False,100.0,4.53
vipadenant,CHEMBL447664,False,1.0,3.17
vitamin-B12,CHEMBL5308454,False,100.0,7.12
vitamin-B12,CHEMBL5308454,False,100.0,7.12
vitamin-E,CHEMBL47,False,1.0,3.32
voglibose,CHEMBL476960,False,833.33,2.63
volasertib,CHEMBL1233528,False,1.0,4.01
volinanserin,CHEMBL74355,False,8.33,-0.6
vonoprazan,CHEMBL2079130,False,833.33,-1.21
vorapaxar,CHEMBL493982,False,10000.0,0.22
voreloxin,CHEMBL68117,False,100.0,2.62
voriconazole,CHEMBL638,False,8.33,2.08
vorinostat,CHEMBL98,False,8.33,0.67
voxelotor,CHEMBL4101807,False,10000.0,6.93
voxtalisib,CHEMBL3545366,False,8.33,3.03
walrycin-B,CHEMBL1096283,False,833.33,12.46
warfarin,CHEMBL1464,False,8.33,-9.65
wiskostatin,CHEMBL1476463,True,10000.0,57.26
wnt-c59,CHEMBL2139947,False,10000.0,7.2
wortmannin,CHEMBL428496,False,8.33,-1.71
xaliproden,CHEMBL1512580,False,100.0,1.4
xamoterol,CHEMBL75753,False,10000.0,3.26
xanomeline,CHEMBL21536,False,1.0,0.86
xanthone,CHEMBL186784,False,100.0,1.84
xenalipin,CHEMBL2104509,False,100.0,4.8
xibenolol,CHEMBL347795,False,100.0,-0.78
xilobam,CHEMBL4303146,False,100.0,1.82
xylazine,CHEMBL297362,False,1.0,1.43
xylometazoline,CHEMBL312448,False,100.0,-5.88
