chembl_id,n_protein_targets,protein_targets,drug_name,smiles_x,max_phase,status_any,n_pathways,pathways,pathway_ids,moa_from_path,drug_name_path,smiles_path,max_phase_path,n_moa,moa_terms,drug_name_moa,smiles_moa,is_known_AML_drug_in_KG,preferred_name,trade_names,targets,mechanisms,drug_name_final,smiles_final,max_phase_final,excluded_for_AML_repurposing,kg_evidence_raw,smiles_key,smiles_y,CYP3A4_inhibition_p1,CYP3A4_inhibition,CYP2C19_inhibition_p1,CYP2C19_inhibition,CYP2D6_inhibition_p1,CYP2D6_inhibition,CYP1A2_inhibition_p1,CYP1A2_inhibition,CYP2C9_inhibition_p1,CYP2C9_inhibition,hERG_inhibition_p1,hERG_inhibition,AMES_mutagenic_p1,AMES_mutagenic,PGP_inhibition_p1,PGP_inhibition,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound,Lipophilicity_pred,PAMPA_permeability_p1,PAMPA_permeability,BBB_penetration_p1,BBB_penetration,score_base,score_penalty,score_final,ic50_assay_series_uM_10pt_3fold_top50uM,ic50_assay_top_uM_suggested,ic50_assay_series_uM_suggested_10pt_3fold
CHEMBL256997,18,RPL11;RPL15;RPL23;RPL26;RPL31;RPL35A;RPL36;RPL5;RPS10;RPS17;RPS19;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS7,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,4.0,,202,"ABC-family proteins mediated transpor;APC-Cdc20 mediated degradation of Nek2;APC/C:Cdc20 mediated degradation of Cyclin;APC/C:Cdc20 mediated degradation of Securi;APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G;AUF1 (hnRNP D0) binds and destabilizes mRN;Activated NOTCH1 Transmits Signal to the Nucleu;Activation of IRF3, IRF7 mediated by TBK1, IKKEpsilon (IKBKE;Activation of NF-kappaB in B cell;Aggrephag;Alpha-protein kinase 1 signaling pathwa;Amplification of signal from unattached kinetochores via a MAD2 inhibitory signa;Amyloid fiber formatio;Antigen processing: Ubiquitination & Proteasome degradatio;Assembly Of The HIV Virio;Assembly of the pre-replicative comple;Asymmetric localization of PCP protein;Autodegradation of Cdh1 by Cdh1:APC/;Autodegradation of the E3 ubiquitin ligase COP;Budding and maturation of HIV virio;CDK-mediated phosphorylation and removal of Cdc;CLEC7A (Dectin-1) signalin;Cargo recognition for clathrin-mediated endocytosi;Cdc20:Phospho-APC/C mediated degradation of Cyclin;Chaperone Mediated Autophag;Circadian Cloc;Clathrin-mediated endocytosi;Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant;Constitutive Signaling by NOTCH1 HD Domain Mutant;Constitutive Signaling by NOTCH1 HD+PEST Domain Mutant;Constitutive Signaling by NOTCH1 PEST Domain Mutant;Cyclin D associated events in G;DDX58/IFIH1-mediated induction of interferon-alpha/bet;DNA Damage Recognition in GG-NE;Deactivation of the beta-catenin transactivating comple;Dectin-1 mediated noncanonical NF-kB signalin;Defective CFTR causes cystic fibrosi;Degradation of AXI;Degradation of DV;Degradation of GLI1 by the proteasom;Degradation of GLI2 by the proteasom;Degradation of beta-catenin by the destruction comple;Downregulation of ERBB2 signalin;Downregulation of ERBB2:ERBB3 signalin;Downregulation of ERBB4 signalin;Downregulation of SMAD2/3:SMAD4 transcriptional activit;Downregulation of TGF-beta receptor signalin;Downstream TCR signalin;Dual Incision in GG-NE;Dual incision in TC-NE;E3 ubiquitin ligases ubiquitinate target protein;EGFR downregulatio;EML4 and NUDC in mitotic spindle formatio;ER Quality Control Compartment (ERQC;ER-Phagosome pathwa;Endosomal Sorting Complex Required For Transport (ESCRT;Eukaryotic Translation Terminatio;Evasion by RSV of host interferon response;FBXL7 down-regulates AURKA during mitotic entry and in early mitosi;FCERI mediated NF-kB activatio;FLT3 signaling by CBL mutant;Fanconi Anemia Pathwa;Formation of Incision Complex in GG-NE;Formation of TC-NER Pre-Incision Comple;Formation of a pool of free 40S subunit;Formation of the ternary complex, and subsequently, the 43S comple;G2/M Checkpoint;GLI3 is processed to GLI3R by the proteasom;GSK3B and BTRC:CUL1-mediated-degradation of NFE2L;GTP hydrolysis and joining of the 60S ribosomal subuni;Gap-filling DNA repair synthesis and ligation in GG-NE;Gap-filling DNA repair synthesis and ligation in TC-NE;Glycogen synthesi;HDR through Homologous Recombination (HRR;Hedgehog 'on' stat;Hedgehog ligand biogenesi;Hh mutants are degraded by ERA;IKK complex recruitment mediated by RIP;IRAK1 recruits IKK comple;IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulatio;IRAK2 mediated activation of TAK1 comple;IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulatio;ISG15 antiviral mechanis;Inactivation of CSF3 (G-CSF) signalin;InlA-mediated entry of Listeria monocytogenes into host cell;InlB-mediated entry of Listeria monocytogenes into host cel;Interferon alpha/beta signalin;Interleukin-1 signalin;Iron uptake and transpor;JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK;Josephin domain DUB;KEAP1-NFE2L2 pathwa;L13a-mediated translational silencing of Ceruloplasmin expressio;Late endosomal microautophag;MAP3K8 (TPL2)-dependent MAPK1/3 activatio;MAPK6/MAPK4 signalin;Major pathway of rRNA processing in the nucleolus and cytoso;Maturation of protein;Membrane binding and targetting of GAG protein;Metalloprotease DUB;Mitotic Prometaphas;Modulation by Mtb of host immune syste;Myoclonic epilepsy of Lafor;N-glycan trimming in the ER and Calnexin/Calreticulin cycl;NF-kB is activated and signals surviva;NIK-->noncanonical NF-kB signalin;NOD1/2 Signaling Pathwa;NOTCH1 Intracellular Domain Regulates Transcriptio;NOTCH2 Activation and Transmission of Signal to the Nucleu;NOTCH3 Activation and Transmission of Signal to the Nucleu;NRIF signals cell death from the nucleu;Neddylatio;Negative regulation of FGFR1 signalin;Negative regulation of FGFR2 signalin;Negative regulation of FGFR3 signalin;Negative regulation of FGFR4 signalin;Negative regulation of FLT;Negative regulation of MAPK pathwa;Negative regulation of MET activit;Negative regulation of NOTCH4 signalin;Negative regulators of DDX58/IFIH1 signalin;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC;Oncogene Induced Senescenc;Orc1 removal from chromati;Ovarian tumor domain protease;Oxidative Stress Induced Senescenc;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alph;PINK1-PRKN Mediated Mitophag;PTK6 Regulates RTKs and Their Effectors AKT1 and DOK;Peptide chain elongatio;Peroxisomal protein impor;Pexophag;Prevention of phagosomal-lysosomal fusio;Processing of DNA double-strand break end;RAS processin;RHO GTPases Activate Formin;RUNX1 regulates transcription of genes involved in differentiation of HSC;Recognition of DNA damage by PCNA-containing replication comple;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Regulation of BACH1 activit;Regulation of FZD by ubiquitinatio;Regulation of NF-kappa B signalin;Regulation of PLK1 Activity at G2/M Transitio;Regulation of PTEN localizatio;Regulation of PTEN stability and activit;Regulation of RAS by GAP;Regulation of RUNX2 expression and activit;Regulation of RUNX3 expression and activit;Regulation of TBK1, IKKEpsilon (IKBKE)-mediated activation of IRF3, IRF;Regulation of TBK1, IKKEpsilon-mediated activation of IRF3, IRF7 upon TLR3 ligatio;Regulation of TNFR1 signalin;Regulation of TP53 Activity through Methylatio;Regulation of TP53 Activity through Phosphorylatio;Regulation of TP53 Degradatio;Regulation of activated PAK-2p34 by proteasome mediated degradatio;Regulation of expression of SLITs and ROBO;Regulation of innate immune responses to cytosolic DN;Regulation of necroptotic cell deat;Regulation of pyruvate metabolis;Regulation of signaling by CB;Resolution of Sister Chromatid Cohesio;Response of EIF2AK4 (GCN2) to amino acid deficienc;Ribosomal scanning and start codon recognitio;SARS-CoV-1 activates/modulates innate immune response;SARS-CoV-1 modulates host translation machiner;SARS-CoV-2 activates/modulates innate and adaptive immune response;SARS-CoV-2 modulates host translation machiner;SCF(Skp2)-mediated degradation of p27/p2;SCF-beta-TrCP mediated degradation of Emi;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcriptio;SRP-dependent cotranslational protein targeting to membran;Selenocysteine synthesi;Senescence-Associated Secretory Phenotype (SASP;Separation of Sister Chromatid;Signaling by ALK fusions and activated point mutant;Signaling by CSF1 (M-CSF) in myeloid cell;Spry regulation of FGF signalin;Stabilization of p5;Stimuli-sensing channel;Synthesis of active ubiquitin: roles of E1 and E2 enzyme;TAK1-dependent IKK and NF-kappa-B activatio;TCF dependent signaling in response to WN;TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition;TICAM1, RIP1-mediated IKK complex recruitmen;TICAM1,TRAF6-dependent induction of TAK1 comple;TICAM1-dependent activation of IRF3/IRF;TNFR1-induced NF-kappa-B signaling pathwa;TNFR2 non-canonical NF-kB pathwa;TRAF6 mediated IRF7 activation in TLR7/8 or 9 signalin;TRAF6-mediated induction of TAK1 complex within TLR4 comple;Termination of translesion DNA synthesi;The role of GTSE1 in G2/M progression after G2 checkpoin;Transcription-Coupled Nucleotide Excision Repair (TC-NER;Translation initiation complex formatio;Translesion synthesis by POL;Translesion synthesis by REV;UCH proteinase;Ub-specific processing protease;Ubiquitin Mediated Degradation of Phosphorylated Cdc25;Ubiquitin-dependent degradation of Cyclin;VLDLR internalisation and degradatio;Vif-mediated degradation of APOBEC3;Viral mRNA Translatio;Vpu mediated degradation of CD;activated TAK1 mediates p38 MAPK activatio;p75NTR recruits signalling complexe;rRNA modification in the nucleus and cytoso",R-HSA-110314;R-HSA-112409;R-HSA-1169091;R-HSA-1169408;R-HSA-1234176;R-HSA-1236382;R-HSA-1236974;R-HSA-1253288;R-HSA-1295596;R-HSA-1358803;R-HSA-141444;R-HSA-1442490;R-HSA-156827;R-HSA-156902;R-HSA-162588;R-HSA-168638;R-HSA-168927;R-HSA-168928;R-HSA-174048;R-HSA-174113;R-HSA-174154;R-HSA-174178;R-HSA-174184;R-HSA-174490;R-HSA-175474;R-HSA-179409;R-HSA-1799339;R-HSA-180534;R-HSA-180585;R-HSA-182971;R-HSA-192823;R-HSA-195253;R-HSA-201681;R-HSA-202424;R-HSA-205043;R-HSA-209543;R-HSA-209560;R-HSA-211733;R-HSA-2122947;R-HSA-2122948;R-HSA-2173788;R-HSA-2173791;R-HSA-2173795;R-HSA-2173796;R-HSA-2408557;R-HSA-2467813;R-HSA-2500257;R-HSA-2559580;R-HSA-2559582;R-HSA-2559585;R-HSA-2565942;R-HSA-2644606;R-HSA-2672351;R-HSA-2691232;R-HSA-2871837;R-HSA-2894862;R-HSA-2979096;R-HSA-3134975;R-HSA-3322077;R-HSA-349425;R-HSA-3769402;R-HSA-3785653;R-HSA-382556;R-HSA-445989;R-HSA-450302;R-HSA-450321;R-HSA-450408;R-HSA-4608870;R-HSA-4641257;R-HSA-4641263;R-HSA-5205685;R-HSA-532668;R-HSA-5357905;R-HSA-5357956;R-HSA-5358346;R-HSA-5362768;R-HSA-5607761;R-HSA-5607764;R-HSA-5610780;R-HSA-5610783;R-HSA-5610785;R-HSA-5632684;R-HSA-5654726;R-HSA-5654727;R-HSA-5654732;R-HSA-5654733;R-HSA-5655862;R-HSA-5656169;R-HSA-5658442;R-HSA-5663220;R-HSA-5668541;R-HSA-5675221;R-HSA-5675482;R-HSA-5676590;R-HSA-5678895;R-HSA-5685942;R-HSA-5687128;R-HSA-5689603;R-HSA-5689877;R-HSA-5689880;R-HSA-5689896;R-HSA-5689901;R-HSA-5693565;R-HSA-5693607;R-HSA-5696394;R-HSA-5696395;R-HSA-5696400;R-HSA-6781823;R-HSA-6781827;R-HSA-6782135;R-HSA-6782210;R-HSA-6783310;R-HSA-6790901;R-HSA-6791226;R-HSA-6804756;R-HSA-6804757;R-HSA-6804760;R-HSA-6807004;R-HSA-6807070;R-HSA-68867;R-HSA-68877;R-HSA-68949;R-HSA-69017;R-HSA-69231;R-HSA-69473;R-HSA-69541;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-75815;R-HSA-8849469;R-HSA-8852276;R-HSA-8854050;R-HSA-8856825;R-HSA-8856828;R-HSA-8863795;R-HSA-8866427;R-HSA-8866652;R-HSA-8866654;R-HSA-8875360;R-HSA-8876493;R-HSA-8939236;R-HSA-8939902;R-HSA-8941858;R-HSA-8948751;R-HSA-8951664;R-HSA-901032;R-HSA-9010553;R-HSA-9013507;R-HSA-9013973;R-HSA-9014325;R-HSA-9020702;R-HSA-9033241;R-HSA-909733;R-HSA-917729;R-HSA-917937;R-HSA-918233;R-HSA-936440;R-HSA-936964;R-HSA-937039;R-HSA-937041;R-HSA-937042;R-HSA-937072;R-HSA-9604323;R-HSA-9613829;R-HSA-9615710;R-HSA-9633012;R-HSA-9636383;R-HSA-9637628;R-HSA-9645460;R-HSA-9646399;R-HSA-9648002;R-HSA-9648025;R-HSA-9664873;R-HSA-9680350;R-HSA-9683612;R-HSA-9692916;R-HSA-9705462;R-HSA-9705671;R-HSA-9706369;R-HSA-9706377;R-HSA-9708530;R-HSA-9725370;R-HSA-9735869;R-HSA-975110;R-HSA-975144;R-HSA-975163;R-HSA-9754678;R-HSA-9755511;R-HSA-9758274;R-HSA-975956;R-HSA-975957;R-HSA-9762114;R-HSA-9766229;R-HSA-977225;R-HSA-9828211;R-HSA-983168;R-HSA-9833109;R-HSA-9861718;nan,,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,4.0,0,,,,False,,,,,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,4.0,False,220,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0.0274,0.0,0.29,1.0,0.0828,0.0,0.125,0.0,0.42,1.0,0.0175,0,0.117,0.0,0.0515,0,-4.77,-5.54,-4.0,-5.54,-4.0,3.240900000000001,0.0409,0.0,0.196,0,0.8500000000000001,0.0,0.8500000000000001,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026,50.0,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026
CHEMBL1637,11,POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;PRIM1;PRIM2,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,4.0,,22,Activation of the pre-replicative comple;Activation of the pre-replicative complex;Cytosolic iron-sulfur cluster assembl;DNA replication initiatio;DNA replication initiation;Defective pyroptosi;Defective pyroptosis;Dual Incision in GG-NE;Dual incision in TC-NE;G1/S-Specific Transcriptio;G1/S-Specific Transcription;Gap-filling DNA repair synthesis and ligation in GG-NE;Gap-filling DNA repair synthesis and ligation in TC-NE;HDR through Homologous Recombination (HRR;Inhibition of replication initiation of damaged DNA by RB1/E2F;Inhibition of replication initiation of damaged DNA by RB1/E2F1;Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta;Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha;PCNA-Dependent Long Patch Base Excision Repai;Polymerase switchin;Polymerase switching;Polymerase switching on the C-strand of the telomer;Polymerase switching on the C-strand of the telomere;Processive synthesis on the C-strand of the telomer;Processive synthesis on the lagging stran;Processive synthesis on the lagging strand;Recognition of DNA damage by PCNA-containing replication comple;Removal of the Flap Intermediat;Removal of the Flap Intermediate;Removal of the Flap Intermediate from the C-stran;Telomere C-strand (Lagging Strand) Synthesi;Telomere C-strand synthesis initiatio;Telomere C-strand synthesis initiation;Termination of translesion DNA synthesi,R-HSA-110314;R-HSA-113501;R-HSA-174411;R-HSA-174414;R-HSA-174417;R-HSA-174430;R-HSA-2564830;R-HSA-5358565;R-HSA-5358606;R-HSA-5651801;R-HSA-5656169;R-HSA-5685942;R-HSA-5696400;R-HSA-6782135;R-HSA-6782210;R-HSA-68952;R-HSA-68962;R-HSA-69091;R-HSA-69166;R-HSA-69183;R-HSA-69205;R-HSA-9710421;nan,,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,4.0,1,DNA polymerase (alpha/delta/epsilon) inhibitor | Ribonucleoside-diphosphate reductase RR1 inhibitor,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,False,,,,,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,4.0,False,34,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.0592,0.0,0.0521,0.0,0.0903,0.0,0.0113,0.0,0.358,1.0,0.0512,0,0.106,0.0,0.0997,0,-1.04,-1.82,-0.261,-1.82,-0.261,-0.8668,0.0056,0.0,0.978,1,0.6216721672167218,0.0,0.6216721672167218,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026,50.0,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026
CHEMBL1567,7,FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB;RET,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,4.0,Completed;nan,65,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;Downstream signal transductio;Downstream signal transduction;FLT3 Signalin;FLT3 Signaling;FLT3 mutants bind TKI;FLT3 mutants bind TKIs;FLT3 signaling by CBL mutant;FLT3 signaling by CBL mutants;FLT3 signaling through SRC family kinase;FLT3 signaling through SRC family kinases;Formation of the nephric duc;Formation of the nephric duct;Formation of the ureteric bu;Formation of the ureteric bud;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Imatinib-resistant PDGFR mutant;Imatinib-resistant PDGFR mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;KW2449-resistant FLT3 mutant;KW2449-resistant FLT3 mutants;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;NPAS4 regulates expression of target gene;NPAS4 regulates expression of target genes;Negative regulation of FLT;Negative regulation of FLT3;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PDGFR mutants bind TKI;PDGFR mutants bind TKIs;PI3K Cascad;PI3K Cascade;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RET signalin;RET signaling;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regorafenib-resistant PDGFR mutant;Regorafenib-resistant PDGFR mutants;Regulation of KIT signalin;Regulation of KIT signaling;STAT5 Activatio;STAT5 Activation;STAT5 activation downstream of FLT3 ITD mutant;STAT5 activation downstream of FLT3 ITD mutants;Signaling by FLT3 ITD and TKD mutant;Signaling by FLT3 ITD and TKD mutants;Signaling by PDG;Signaling by PDGF;Signaling by PDGFRA extracellular domain mutant;Signaling by PDGFRA extracellular domain mutants;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sorafenib-resistant PDGFR mutant;Sorafenib-resistant PDGFR mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;Sunitinib-resistant PDGFR mutant;Sunitinib-resistant PDGFR mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation;crenolanib-resistant FLT3 mutant;crenolanib-resistant FLT3 mutants;gilteritinib-resistant FLT3 mutant;gilteritinib-resistant FLT3 mutants;lestaurtinib-resistant FLT3 mutant;lestaurtinib-resistant FLT3 mutants;linifanib-resistant FLT3 mutant;linifanib-resistant FLT3 mutants;midostaurin-resistant FLT3 mutant;midostaurin-resistant FLT3 mutants;pexidartinib-resistant FLT3 mutant;pexidartinib-resistant FLT3 mutants;ponatinib-resistant FLT3 mutant;ponatinib-resistant FLT3 mutants;quizartinib-resistant FLT3 mutant;quizartinib-resistant FLT3 mutants;semaxanib-resistant FLT3 mutant;semaxanib-resistant FLT3 mutants;sorafenib-resistant FLT3 mutant;sorafenib-resistant FLT3 mutants;sunitinib-resistant FLT3 mutant;sunitinib-resistant FLT3 mutants;tamatinib-resistant FLT3 mutant;tamatinib-resistant FLT3 mutants;tandutinib-resistant FLT3 mutant;tandutinib-resistant FLT3 mutants",R-HSA-109704;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8853659;R-HSA-8866910;R-HSA-9013695;R-HSA-9607240;R-HSA-9645135;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377;R-HSA-9768919;R-HSA-9830364;R-HSA-9830674;R-HSA-9856530;R-HSA-9856649,,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,4.0,1,Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Tyrosine-protein kinase receptor RET inhibitor | Vascular endothelial growth factor receptor inhibitor,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,False,,,,,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,4.0,False,73,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,0.00445,0.0,0.133,0.0,0.0709,0.0,0.00926,0.0,0.038,0.0,0.169,0,0.052,0.0,0.138,0,-0.594,-1.09,-0.0959,-1.09,-0.0959,2.24154,0.0773,0.0,0.703,1,0.5860011001100109,0.0,0.5860011001100109,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026,50.0,50;16.6667;5.55556;1.85185;0.617284;0.205761;0.0685871;0.0228624;0.00762079;0.00254026
