batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1896583,LSN-2463359,N,N,N,glutamate receptor positive allosteric modulator,GRM5,CC(C)NC(=O)C1=NC=C(C=C1)C#CC2=CC=NC=C2,72551298
BJ1897838,aceneuramic-acid,N,N,N,,"CES1, SELE, SELP",CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,445063
BJ1895386,telithromycin,N,N,N,"bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor","CYP1A2, CYP2D6, CYP3A4, CYP3A5, CYP3A7",CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,3002190
BJ1896650,PFI-4,N,N,N,bromodomain inhibitor,BRPF1,CN1C2=C(C=C(C(=C2)NC(=O)C3=CC=CC=C3OC)N4CCCC4)N(C1=O)C,40642506
BJ1897990,"5-amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",N,N,N,,TLR7,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=C(C(=O)NC(=N3)N)SC2=O)O)O)O,135409474
BJ1897703,CCG-63808,N,N,N,G protein signaling inhibitor,RGS4,CC1=CC=CN2C1=NC(=C(C2=O)/C=C(\C#N)/C3=NC4=CC=CC=C4S3)OC5=CC=C(C=C5)F,5948316
BJ1895668,S18986,N,N,N,glutamate receptor modulator,"GRIA1, GRIA2, GRIA3, GRIA4",C1C[C@@H]2NS(=O)(=O)C3=CC=CC=C3N2C1,637863
BJ1895981,KF-38789,N,N,N,P selectin inhibitor,SELP,CC1=CC(=C(C(=O)O1)C2=NCCSC(C2)C3=C(C=C(C=C3)OC)OC)O,135400439
BJ1897333,ipragliflozin-L-proline,N,N,N,sodium/glucose cotransporter inhibitor,SLC5A2,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)F,10453870
BJ1895633,SCH-28080,N,N,N,ATPase inhibitor,ATP4A,CC1=C(N2C=CC=C(C2=N1)OCC3=CC=CC=C3)CC#N,108137
BJ1894926,memantine,N,N,N,glutamate receptor antagonist,,CC12CC3CC(C1)(CC(C3)(C2)N)C,4054
BJ1899147,2-(1-adamantylamino)benzoic-acid,N,N,N,,,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=CC=CC=C4C(=O)O,2847479
BJ1895171,cyclothiazide,N,N,N,glutamate receptor modulator,"CA2, GRIA1, GRIA2, GRIA3, GRIA4, SLC12A3",C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,2910
BJ1894415,farnesyl-thiosalicylic-acid-amide,N,N,N,Ras GTPase inhibitor,HRAS,CC(=CCC/C(=C/CC/C(=C/CSC1=CC=CC=C1C(=O)N)/C)/C)C,25187973
BJ1897970,BRL-26314,N,N,N,cholesterol inhibitor,LPL,C1=CC=C(C=C1)CC(C(=O)O)NCC2=CC=C(C=C2)Cl,10039824
BJ1896480,PF-04885614,N,N,N,voltage-gated sodium channel blocker,SCN10A,CC(C)(C1=NC=C(N1)C2=CC=C(C=C2)OC(F)(F)F)N,65459349
BJ1898334,lubiprostone,N,N,N,chloride channel activator,CLCN2,CCCCC(C(=O)CC[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)(F)F,9800568
BJ1894186,NCS-382,N,N,N,GABA receptor antagonist,"GABBR1, GABBR2, SLC52A2",C1CC2=CC=CC=C2C(/C(=C/C(=O)O)/C1)O,5875451
BJ1897682,laropiprant,N,N,N,prostanoid receptor antagonist,"PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR, TBXA2R",CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F,9867642
BJ1894671,isoxsuprine,N,N,N,adrenergic receptor agonist,ADRB2,CC(COC1=CC=CC=C1)NC(C)[C@@H](C2=CC=C(C=C2)O)O,5702076
BJ1897717,iloprost,N,N,N,"platelet aggregation inhibitor, prostanoid receptor agonist","PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R",CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)C2)O)O,89077401
BJ1896446,DSR-6434,N,N,N,toll-like receptor agonist,TLR7,CCCCNC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CN=C(C=C3)OCCN(C)C)N,25071151
BJ1896393,TC-FPR-43,N,N,N,formyl peptide receptor agonist,FPR2,CC(C)C1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)NC3=CC=C(C=C3)Cl,24776341
BJ1894157,pirlindole,N,N,N,monoamine oxidase inhibitor,MAOA,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,68802
BJ1897539,relebactam,N,N,N,beta lactamase inhibitor,,C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,44129647
BJ1898611,CAY10505,N,N,N,PI3K inhibitor,PIK3CG,C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)NC(=O)S3)F,1204893
BJ1895291,zoxazolamine,N,N,N,myorelaxant,,C1=CC2=C(C=C1Cl)N=C(O2)N,6103
BJ1897671,MK-571,N,N,N,leukotriene receptor antagonist,"ABCC2, CYSLTR1",CN(C)C(=O)CCSC(C1=CC=CC(=C1)/C=C/C2=NC3=C(C=CC(=C3)Cl)C=C2)SCCC(=O)[O-],16760063
BJ1895327,chlorindione,N,N,N,,,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl,70846
BJ1898099,zuclopenthixol,N,N,N,dopamine receptor antagonist,"ADRA1A, ADRA2A, DRD1, DRD2, DRD5, HRH1, HTR2A",C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,5311507
BJ1894498,adenosine,N,N,N,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B, ADORA3, PI4K2A, PI4K2B, TRPM4",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,60961
BJ1896866,cholic-acid,N,N,N,bile acid,"ADH1C, CES1, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, FECH, GPBAR1, MT-CO1, MT-CO2, MT-CO3, PLA2G1B",C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,221493
BJ1897533,lemborexant,N,N,N,orexin receptor antagonist,"HCRTR1, HCRTR2",CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,56944144
BJ1898691,OC000459,N,N,N,CRTH receptor antagonist,PTGDR2,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,11462174
BJ1899080,EG00229,N,N,N,neuropilin receptor antagonist,NRP1,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=C(SC=C3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,44631827
BJ1898533,polydatin,N,N,N,ICAM1 expression inhibitor,ICAM1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,5281718
BJ1896845,brivudine,N,N,N,DNA directed DNA polymerase inhibitor,,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,446727
DI1202007,Ritonavir,N,N,N,,,0,0
BJ1897518,resveratrol,N,N,N,"cytochrome P450 inhibitor, SIRT activator","CSNK2A1, NQO2, PTGS1, PTGS2",C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,445154
BJ1895643,VLX600,N,N,N,"antitumor agent, ubiquitin C-terminal hydrolase inhibitor","TP53, USP14",CC1=C2C(=CC=C1)C3=C(N2)N=C(N=N3)N/N=C(\C)/C4=CC=CC=N4,6410104
BJ1898389,almotriptan,N,N,N,serotonin receptor agonist,"HTR1B, HTR1D",CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,123606
BJ1898199,MK-8245,N,N,N,stearoyl-CoA desaturase inhibitor,SCD,C1CN(CCC1OC2=C(C=CC(=C2)F)Br)C3=NOC(=C3)C4=NN(N=N4)CC(=O)O,24988881
BJ1896322,bosutinib,N,N,N,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, SRC inhibitor","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,5328940
BJ1895284,bupropion,N,N,N,dopamine reuptake inhibitor,"SLC6A2, SLC6A3",CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,444
BJ1894962,tolfenamic-acid,N,N,N,"cyclooxygenase inhibitor, prostanoid receptor antagonist",,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,610479
BJ1894199,ICI-162846,N,N,N,histamine receptor antagonist,HRH2,C1=CN(N=C1NC(=NCC(F)(F)F)N)CCCCC(=O)N,134778
BJ1897972,ozolinone,N,N,N,diuretic,,CN1/C(=C/C(=O)O)/SC(C1=O)N2CCCCC2,6436036
BJ1897388,trovirdine,N,N,N,non-nucleoside reverse transcriptase inhibitor,,C1=CC=NC(=C1)CCNC(=S)NC2=NC=C(C=C2)Br,3000870
BJ1895030,lornoxicam,N,N,N,cyclooxygenase inhibitor,"PTGS1, PTGS2",CN1C(C(=O)C2=C(S1(=O)=O)C=C(S2)Cl)C(=O)NC3=CC=CC=N3,17756939
BJ1897742,rabeprazole,N,N,N,"ATPase inhibitor, gastrin inhibitor",ATP4A,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,5029
BJ1895717,SANT-1,N,N,N,smoothened receptor antagonist,"SHH, SMO",CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N\N3CCN(CC3)CC4=CC=CC=C4,5508795
BJ1898851,JZL-184,N,N,N,monoacylglucerol lipase inhibitor,MGLL,C1CN(CCC1C(C2=CC3=C(C=C2)OCO3)(C4=CC5=C(C=C4)OCO5)O)C(=O)OC6=CC=C(C=C6)[N+](=O)[O-],25021165
BJ1899120,ethacizin,N,N,N,anticonvulsant,,CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)NC(=O)OCC,107841
BJ1896060,robalzotan,N,N,N,serotonin receptor antagonist,HTR1A,C1CC(C1)N([C@@H]2CC3=C(C=CC(=C3OC2)F)C(=O)N)C4CCC4,3055171
BJ1896590,OF-1,N,N,N,bromodomain inhibitor,BRD1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,35397514
BJ1896642,CW-008,N,N,N,PKA activator,PRKACA,COC1=CC2=C(C=NN2C=C1)C3=C(C=C4C(=N3)NN=C4NC(=O)C5=CC=C(C=C5)F)F,59528098
BJ1899250,pincainide,N,N,N,antiarrhythmic,,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCCCC2,71267
BJ1898923,ABC-294640,N,N,N,sphingosine kinase inhibitor,SPHK2,C1C2CC3(CC1CC(C2)(C3)C(=O)NCC4=CC=NC=C4)C5=CC=C(C=C5)Cl,15604015
BJ1897065,preladenant,N,N,N,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,10117987
BJ1895299,betamipron,N,N,N,panipenem uptake inhibitor,,C1=CC=C(C=C1)C(=O)NCCC(=O)O,71651
BJ1897279,PF-04457845,N,N,N,FAAH inhibitor,FAAH,C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4,24771824
BJ1896327,CPSI-1306-(+/-),N,N,N,macrophage migration inhibiting factor inhibitor,MIF,C1COCCN1C(=O)CC2CC(=NO2)C3=C(C=C(C=C3)F)F,59723793
BJ1896605,PSNCBAM-1,N,N,N,cannabinoid receptor modulator,CNR1,C1CCN(C1)C2=CC=CC(=N2)C3=CC(=CC=C3)NC(=O)NC4=CC=C(C=C4)Cl,11560249
BJ1897958,ZAMI-633,N,N,N,urease inhibitor,,CCC(=O)NO,75743
BJ1898107,begacestat,N,N,N,gamma secretase inhibitor,PSEN1,C1=C(SC(=C1)Cl)S(=O)(=O)N[C@H](CO)C(C(F)(F)F)C(F)(F)F,11269353
BJ1895777,INCA-6,N,N,N,calcineurin inhibitor,NFATC1,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=C3C(=O)C=CC5=O,230748
BJ1896844,cabagin,N,N,N,,,CSCC[C@@H](C(=O)O)N,6137
BJ1894760,procainamide,N,N,N,sodium channel blocker,"DNMT1, SCN5A",CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,4913
BJ1897975,tiaramide,N,N,N,anti-inflammatory agent,,C1CN(CCN1CCO)C(=O)CN2C3=C(C=CC(=C3)Cl)SC2=O,5469
BJ1898240,WYE-354,N,N,N,mTOR inhibitor,MTOR,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5,44219749
BJ1894211,luzindole,N,N,N,melatonin receptor antagonist,"MTNR1A, MTNR1B",CC(=O)NCCC1=C(NC2=CC=CC=C21)CC3=CC=CC=C3,122162
BJ1895282,venlafaxine,N,N,N,"adrenergic inhibitor, norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)","SLC6A2, SLC6A4",CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,5656
BJ1895680,indirubin-3-monoxime,N,N,N,"CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, CDK2, CDK5, CDK5R1, GSK3B",C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O,3707
BJ1895371,valsartan,N,N,N,angiotensin receptor antagonist,AGTR1,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,60846
BJ1894869,captopril,N,N,N,angiotensin converting enzyme inhibitor,"ACE, LTA4H, MMP2, MMP9",C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,44093
BJ1894341,SKF-96365,N,N,N,calcium channel blocker,"CYP3A4, PKD2, TRPC1, TRPC3, TRPC4, TRPC5, TRPV2",COC1=CC=C(C=C1)CCCOC(CN2C=CN=C2)C3=CC=C(C=C3)OC,104956
BJ1894897,enoxolone,N,N,N,gap junction modulator,HSD11B1,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,10114
BJ1895385,trandolapril,N,N,N,angiotensin converting enzyme inhibitor,ACE,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H](C)C(=O)N2[C@@H](CC3C2CCCC3)C(=O)O,6710733
BJ1894280,methyllycaconitine,N,N,N,acetylcholine receptor antagonist,CHRNA7,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]1[C@@]([C@H](C23)OC)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6OC)OC)O)O)OC)COC(=O)C7=CC=CC=C7N8C(=O)C[C@@H](C8=O)C,129010075
BJ1895508,desonide,N,N,N,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,5311066
BJ1895836,L-lysine,N,N,N,serotonin receptor agonist,"GPRC6A, KARS, SLC7A1, SLC7A2, SLC7A3, SLC7A4",C(CCN)C[C@@H](C(=O)O)N,5962
BJ1896613,ML348,N,N,N,lysophospholipase inhibitor,LYPLA1,C1CN(CCN1CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl)C(=O)C3=CC=CO3,3238952
BJ1899040,vonoprazan,N,N,N,potassium-competitive acid antagonist,ATP4A,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3,15981397
BJ1894316,paclitaxel,N,N,N,tubulin polymerization inhibitor,"BCL2, MAP2, MAP4, MAPT, NR1I2, TLR4, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,441276
BJ1895527,topiramate,N,N,N,"carbonic anhydrase inhibitor, glutamate receptor antagonist, kainate receptor antagonist","CA1, CA12, CA2, CA4, CA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,5284627
BJ1895784,ZK-164015,N,N,N,estrogen receptor antagonist,"ESR1, ESR2",CCCCCS(=O)(=O)CCCCCCCCCCN1C2=C(C=C(C=C2)O)C(=C1C3=CC=C(C=C3)O)C,9806489
BJ1898191,ADL5859,N,N,N,opioid receptor agonist,OPRD1,CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=CC=CC(=C42)O,11417954
BJ1897467,voxtalisib,N,N,N,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA",CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N,16123056
BJ1894282,CP-93129,N,N,N,serotonin receptor agonist,HTR1A,C1CNCC=C1C2=CNC3=C2NC(=O)C=C3,124007
BJ1895297,hydroquinone,N,N,N,melanin inhibitor,TYR,C1=CC(=CC=C1O)O,785
BJ1898630,peramivir,N,N,N,neuraminidase inhibitor,,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,154234
BJ1896769,mCPP,N,N,N,serotonin receptor agonist,"HTR1A, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR6",C1CN(CCN1)C2=CC(=CC=C2)Cl,1355
BJ1895533,ramelteon,N,N,N,melatonin receptor agonist,"MTNR1A, MTNR1B",CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,208902
BJ1899224,amflutizole,N,N,N,xanthine oxidase inhibitor,XDH,C1=CC(=CC(=C1)C(F)(F)F)C2=NSC(=C2N)C(=O)O,54833
BJ1896171,CITCO,N,N,N,constitutive androstane receptor (CAR) agonist,NR1I3,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)/C=N\OCC4=CC(=C(C=C4)Cl)Cl)Cl,5912745
BJ1897789,norvancomycin,N,N,N,,,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)N)O)Cl)CO)O)O)(C)N)O,10419027
BJ1895676,2-methoxyestradiol,N,N,N,hypoxia inducible factor inhibitor,"COMT, CYP19A1, CYP1A1, CYP1B1, HIF1A, TUBB",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)OC)O,66414
BJ1896295,PF-4800567,N,N,N,casein kinase inhibitor,"CSNK1D, CSNK1E",C1COCCC1N2C3=NC=NC(=C3C(=N2)COC4=CC(=CC=C4)Cl)N,53472153
BJ1897672,PD1-PDL-inhibitor-1,N,N,N,programmed death ligand inhibitor,CD274,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=CC(=C(C(=C3)OC)CN4CCCC[C@H]4C(=O)O)OC,91663303
BJ1897289,YK-4-279,N,N,N,apoptosis inhibitor,"EWSR1, FLI1",COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,44632017
BJ1895724,Ro-15-4513,N,N,N,GABA benzodiazepine site receptor inverse agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB2, GABRG2",CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C,5081
BJ1894856,theobromine,N,N,N,phosphodiesterase inhibitor,"ADORA1, ADORA2A, PDE4B",CN1C=NC2=C1C(=O)NC(=O)N2C,5429
BJ1899150,telmesteine,N,N,N,mucolytic agent,,CCOC(=O)N1CSCC1C(=O)O,11615393
BJ1896864,coenzyme-I,N,N,N,,"AASS, ACADS, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH7, AKR1B1, AKR1C1, AKR1C2, AKR1C3, AKR1C4, ALDH1A1, ALDH1A2, ALDH1A3, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH4A1, ALDH5A1, ALDH6A1, ALDH7A1, ALDH9A1, AMT, BDH1, BLVRA, BLVRB, CDO1, CYB5R3, CYP17A1, CYP4A11, DHCR7, DHFR, DLAT, DLD, EHHADH, GAPDH, GAPDHS, GLUD1, GLUD2, GPD1, GSR, H6PD, HADH, HADHA, HIBADH, HMGCR, HMOX1, HMOX2, HPGD, HSD11B1, HSD11B2, HSD17B1, HSD17B10, HSD17B2, HSD17B3, HSD17B4, HSD17B7, HSD17B8, HSD3B1, HSD3B2, IDH3A, IDH3B, IDH3G, IMPDH1, IMPDH2, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MDH1, MDH2, ME1, ME2, ME3, MSMO1, MT-ND1, MT-ND2, MT-ND3, MT-ND4, MT-ND4L, MT-ND5, MT-ND6, MTHFD1, MTHFD2, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, NNT, NQO2, NSDHL, OGDH, PDHA1, PDHA2, PDHB, PHGDH, PYCR1, PYCR2, QDPR, RDH5, SORD, TSTA3, TYR, UGDH",C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,439153
BJ1898496,neohesperidin,N,N,N,,,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=CC(=C5)OC)O)O)CO)O)O)O)O)O,24721685
BJ1896201,CCMI,N,N,N,acetylcholine receptor allosteric modulator,CHRNA7,CC1=NOC(=C1)C(=CNC2=CC=C(C=C2)Cl)C(=O)NC3=CC=C(C=C3)Cl,67042344
BJ1897072,tavaborole,N,N,N,leucyl-tRNA synthetase inhibitor,,B1(C2=C(CO1)C=C(C=C2)F)O,11499245
BJ1894889,cephalosporin-c-zn,N,N,N,bacterial cell wall synthesis inhibitor,,CC(=O)OCC1=C(N2C([C@@H](C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O.[Zn],129010050
BJ1894532,camphor-(+),N,N,N,,,C[C@]12CC[C@@H](C1(C)C)CC2=O,5284500
BJ1894566,cloxacillin,N,N,N,bacterial cell wall synthesis inhibitor,,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,6098
BJ1894462,glycitein,N,N,N,tumor necrosis factor release inhibitor,TNF,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,5317750
BJ1894391,LFM-A13,N,N,N,Bruton's tyrosine kinase (BTK) inhibitor,BTK,C/C(=C(\C#N)/C(=O)NC1=C(C=CC(=C1)Br)Br)/O,54676905
BJ1896011,sparteine-sulfate,N,N,N,,,C1CCN2C[C@@H]3C[C@@H]([C@H]2C1)CN4[C@H]3CCCC4,442965
BJ1895602,SB-216763,Y,N,N,glycogen synthase kinase inhibitor,"CCNA2, CDK2, GSK3A, GSK3B",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,176158
BJ1897537,elafibranor,N,N,N,PPAR receptor agonist,"PPARA, PPARD, PPARG",CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)/C=C/C(=O)C2=CC=C(C=C2)SC,9864881
BJ1896486,AIM-100,N,N,N,tyrosine kinase inhibitor,TNK2,C1C[C@H](OC1)CNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5,11501591
BJ1895031,lomerizine,N,N,N,calcium channel blocker,"CACNA1B, SCN5A",COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC,3949
BJ1897067,camicinal,N,N,N,motilin receptor agonist,MLNR,C[C@H]1CN(CCN1)CC2=CC=C(C=C2)CC(=O)N3CCC(CC3)NC4=CC(=CC=C4)F,15984937
BJ1894769,propylthiouracil,N,N,N,thyroid peroxidase inhibitor,"DIO1, TPO",CCCC1=CC(=O)NC(=S)N1,657298
BJ1895860,SDZ-NKT-343,N,N,N,tachykinin antagonist,TACR1,CN(CC1=CC=CC=C1)C(=O)[C@H](CC2=CC3=CC=CC=C3C=C2)NC(=O)[C@@H]4CCCN4C(=O)NC5=CC=CC=C5[N+](=O)[O-],9851211
