compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
nefiracetam,833.33,1.22,101.9134075,0
nefopam,100.0,2.72,98.79480516,0
nelarabine,10000.0,1.12,98.53352286,0
nelfinavir,10000.0,43.19,93.64552888,0
nemonapride,10000.0,2.33,99.97860605,0
nemorubicin,1.0,1.94,72.64881849,0
neo-gilurytmal,833.33,1.4,97.36696088,0
neohesperidin,100.0,2.24,93.63685147,0
Neohesperidin dihydrochalcone (Nhdc),833.33,0.9,103.4696777,0
NEOMYCIN TRISULFATE,833.33,1.17,,0
neostigmine,1.0,1.41,91.1304706,0
nepafenac,8.33,1.07,104.3511102,0
nepicastat,100.0,2.16,105.9631175,0
neratinib,1.0,0.12,104.4743495,0
neridronic-acid,10000.0,3.47,96.77647148,0
nesbuvir,1.0,0.34,98.44289767,0
netupitant,10000.0,8.28,97.4944817,0
neurodazine,833.33,5.51,101.553896,0
neuropathiazol,10000.0,2.67,96.26655611,0
nevirapine,8.33,2.22,107.1013612,0
nexturastat-A,1.0,0.96,96.19385516,0
NFKB-activation-inhibitor-II,10000.0,2.24,105.9319837,0
NG-nitro-arginine,1.0,4.03,103.7326522,0
NGB-2904,8.33,2.85,91.17267943,0
NGD-94-1,8.33,-0.03,97.49074573,0
NGD-98-2,8.33,3.16,104.145056,0
NH125,100.0,0.65,99.47149937,0
NHI-2,1.0,2.26,104.4373793,0
NI-57,8.33,1.53,103.0718571,0
niacin,10000.0,4.53,100.9633186,0
nicaraven,833.33,0.88,97.29289936,0
nicardipine,1.0,0.9,93.21019001,0
nicergoline,1.0,0.73,93.68100965,0
niceritrol,10000.0,6.17,73.79421409,0
niclosamide,833.33,11.44,102.45732,0
nicotinamide,10000.0,7.29,99.48214005,0
nicotinyl-alcohol-tartrate,833.33,0.73,101.2306526,0
NIDA-41020,10000.0,-1.1,98.11219538,0
nifedipine,10000.0,4.43,94.92850001,0
nifekalant,8.33,0.0,102.3356117,0
nifenalol,833.33,0.11,93.31230404,0
nifenazone,100.0,1.34,99.33098265,0
niflumic-acid,8.33,2.42,96.00899191,0
nifursol,8.33,3.21,111.4638393,0
nifurtimox,833.33,2.01,98.44987001,0
nilotinib,10000.0,6.03,105.8227082,0
nilutamide,1.0,3.3,105.9396267,0
nilvadipine,833.33,5.15,97.89332551,0
nimesulide,10000.0,2.92,100.7287279,0
nimodipine,833.33,1.52,102.354085,0
nimorazole,100.0,0.99,105.9374612,0
nintedanib,833.33,0.19,100.1690711,0
niraparib,10000.0,5.55,73.01849808,0
niridazole,1.0,0.2,101.7266663,0
nisin,10000.0,7.73,103.3288604,0
nisoldipine,10000.0,1.64,60.65572141,0
nisoxetine,833.33,7.73,102.6794877,0
nitarsone,8.33,1.59,98.95002056,0
nitazoxanide,10000.0,8.82,96.90776032,0
nitecapone,8.33,2.97,107.2311613,0
nitenpyram,10000.0,1.08,104.8060657,0
nithiamide,10000.0,-1.53,98.03626685,0
nitisinone,8.33,0.93,94.91421542,0
nitrendipine,10000.0,4.26,103.2271593,0
nitrocaramiphen,100.0,1.69,97.16535838,0
nitrofurantoin,10000.0,1.5,97.44538088,0
nitrofurazone,8.33,0.46,100.8792169,0
nitromide,100.0,1.48,93.62627705,0
nitrosodimethylurea,833.33,1.42,86.33155877,0
nizofenone,10000.0,1.83,92.94011167,0
NK-252,833.33,2.66,102.7186468,0
NKP-1339,10000.0,17.98,102.9910866,0
NKY-80,833.33,4.74,97.67339786,0
NLG919,833.33,3.39,89.80103602,0
NM107,1.0,5.4,95.97783972,0
NMDA,10000.0,1.88,106.5666611,0
NMS-1286937,100.0,2.06,99.72455736,0
NMS-873,833.33,5.04,88.040088,0
NMS-E973,100.0,3.95,106.3991008,0
NMS-P715,10000.0,5.39,84.67406575,0
NNC-05-2090,10000.0,42.36,74.46488063,0
NNC-55-0396,100.0,7.24,93.51731538,0
NNC-63-0532,100.0,2.01,96.49492434,0
NNC-711,10000.0,2.06,113.9304529,0
NO-ASA,10000.0,3.31,104.8340261,0
nobiletin,10000.0,-0.29,91.63642938,0
nocodazole,8.33,3.05,108.468035,0
nolatrexed,8.33,3.11,97.1742012,0
nomegestrol-acetate,833.33,1.28,98.63358155,0
nomifensine,100.0,2.41,94.23477941,0
nor-binaltorphimine,100.0,2.76,91.21146748,0
norcyclobenzaprine,8.33,3.83,97.47341068,0
norelgestromin,833.33,2.43,99.08810853,0
norepinephrine,1.0,1.39,99.88876499,0
Norethindrone (Norethisterone),10000.0,2.33,109.0717671,0
norethindrone-acetate,10000.0,1.02,98.08235488,0
norethisterone-enanthate,1.0,2.31,96.64218472,0
noretynodrel,100.0,1.22,93.73368978,0
norfloxacin,10000.0,3.46,104.1087543,0
norfluoxetine,8.33,2.75,94.51493068,0
norgestimate,100.0,1.62,99.24878415,0
norgestrel,100.0,4.23,94.60681996,0
nortriptyline,1.0,1.29,105.6324881,0
norvancomycin,100.0,11.9,101.7664726,0
noscapine,8.33,0.3,101.5002991,0
NOV-002,8.33,0.65,93.58519126,0
novobiocin,100.0,2.34,101.2108937,0
NPC-15199,833.33,3.51,94.51440932,0
NPPB,10000.0,0.67,105.2530273,0
NPS-2143,10000.0,62.48,84.39869392,0
NPY-5RA972,833.33,2.48,108.7144932,0
NQDI-1,100.0,5.31,102.1702448,0
NS_EX3r2,8.33,0.41,101.3657558,0
NS-018,100.0,2.86,99.7311999,0
NS-11021,833.33,3.36,101.9234383,0
NS-1643,100.0,6.17,100.3241704,0
NS-19504,100.0,2.74,100.5286642,0
NS-309,8.33,-0.08,102.3567399,0
NS-3623,10000.0,4.81,109.9656078,0
NS-3861,1.0,24.22,98.92543605,0
NS-5806,1.0,1.22,98.76206523,0
NS-8,10000.0,5.33,108.6333536,0
NS-8593,1.0,2.74,93.95546809,0
NS-9283,10000.0,2.85,99.70705981,0
NSC-23766,100.0,1.43,103.4695977,0
NSC-319726,10000.0,20.06,14.53590666,0
NSC-3852,10000.0,19.55,30.14757949,0
NSC-405020,8.33,1.88,101.3731994,0
NSC-4644,1.0,-5.94,84.14886848,0
NSC-5844,100.0,5.21,96.21458438,0
NSC-625987,8.33,4.64,103.5259867,0
NSC-632839,10000.0,0.13,50.24782272,0
NSC-636819,1.0,2.0,103.0750715,0
NSC-663284,833.33,6.0,99.27540904,0
NSC-697923,833.33,13.52,98.52591563,0
NSC-9965,1.0,1.56,92.49668179,0
NSI-189,100.0,1.38,94.87309137,0
NT157,10000.0,19.83,32.9467538,0
NTNCB,10000.0,42.43,79.20095855,0
NTRC-824,10000.0,3.55,95.36670632,0
nTZDpa,833.33,3.75,95.35399283,0
NU-1025,10000.0,4.88,98.13762032,0
NU-2058,833.33,1.35,102.188009,0
NU-6027,10000.0,18.51,89.74724578,0
NU-7026,8.33,2.98,102.932921,0
NU-7441,10000.0,36.79,14.36221183,0
nuclomedone,833.33,0.58,103.7821465,0
nutlin-3,100.0,5.23,94.45552031,0
NVP-231,8.33,3.1,96.11613133,0
NVP-ADW742,10000.0,27.91,58.17849162,0
NVP-AEW541,10000.0,34.78,69.57044632,0
NVP-AUY922,1.0,0.97,103.788684,0
NVP-BEZ235,1.0,1.43,98.40368847,0
NVP-BGJ398,10000.0,23.86,66.21505917,0
NVP-BHG712,10000.0,28.14,107.6972052,0
NVP-BSK805,10000.0,63.29,48.40670638,0
NVP-BVU972,10000.0,3.49,87.77305368,0
NVP-DPP728,833.33,3.35,91.64170283,0
NVP-HSP990,8.33,0.26,112.2503643,0
NVP-TAE226,1.0,-0.14,99.59865141,0
NVP-TAE684,1.0,-0.23,100.0278434,0
NVP-TNKS656,1.0,1.44,104.7116479,0
NVS-PAK1-1,833.33,8.12,92.29796095,0
NXY-059,10000.0,0.8,101.3766358,0
nystatin,10000.0,3.99,107.2602267,0
O-1918,8.33,4.01,102.4081701,0
o-3M3FBS,8.33,6.17,98.39957243,0
O-acetyl-L-serine,833.33,1.65,103.1732339,0
o-mercapto-benzoic-acid,100.0,0.12,96.15699878,0
O4I1,10000.0,6.66,87.41645698,0
O6-benzylguanine,8.33,2.87,107.6697694,0
OAC1,833.33,1.73,99.10144314,0
OAC2,10000.0,2.85,95.4618557,0
obeticholic-acid,833.33,3.68,96.88348097,0
obidoxime,1.0,1.54,102.2468736,0
OC000459,1.0,1.64,102.1206692,0
ochromycinone,8.33,-1.61,100.1205395,0
ocinaplon,1.0,0.32,103.5932093,0
octadecan-1-ol,10000.0,2.04,107.0036329,0
octenidine,8.33,2.35,94.6675965,0
octopamine,10000.0,0.96,100.4765424,0
octreotide,833.33,3.26,107.2602789,0
odanacatib,10000.0,0.04,105.6863481,0
ODM-201,1.0,1.69,95.56887067,0
ODQ,100.0,0.8,97.56539357,0
OF-1,8.33,2.97,102.2373199,0
ofloxacin,10000.0,2.7,104.594985,0
OG-L002,1.0,1.62,95.99860738,0
oglemilast,10000.0,1.89,99.8309332,0
OICR-9429,833.33,1.71,100.0662022,0
olanzapine,833.33,8.51,92.65619011,0
OLDA,833.33,5.47,99.19740328,0
oleamide,833.33,0.76,100.3106712,0
oleandrin,1.0,-3.22,100.9546073,0
oleanolic-acid,100.0,0.47,94.93703724,0
oleoylethanolamide,1.0,1.05,105.9146778,0
olesoxime,10000.0,3.9,94.34968141,0
oleuropein,1.0,0.9,98.76582608,0
olmesartan,1.0,1.89,98.82789892,0
olmesartan-medoxomil,833.33,1.87,88.96790781,0
olmutinib,100.0,11.62,96.69212234,0
olomoucine,8.33,1.88,98.12684894,0
Olopatadine hydrochloride (Opatanol),833.33,6.26,95.87060282,0
olprinone,8.33,1.36,105.7305784,0
olsalazine,833.33,2.78,102.560119,0
oltipraz,833.33,5.97,93.02251438,0
olvanil,100.0,4.43,95.50997871,0
omadacycline,100.0,1.58,97.09782874,0
omarigliptin,833.33,1.96,98.74274867,0
Omaveloxolone (RTA-408),833.33,17.21,7.733235344,0
ombitasvir,8.33,-0.6,96.18569463,0
OMDM-2,100.0,1.38,97.39161148,0
omecamtiv-mecarbil,10000.0,3.03,99.07955467,0
omeprazole,833.33,3.07,106.6302142,0
omeprazole-magnesium,10000.0,6.97,109.987444,0
omeprazole-sulfide,10000.0,-13.67,95.67799017,0
ON123300,1.0,1.39,104.6930858,0
ONC201,833.33,3.83,102.2328978,0
oncrasin-1,100.0,2.77,94.09556917,0
ondansetron,10000.0,3.44,102.7342839,0
ONO-4059,8.33,2.19,97.42826616,0
ONO-4817,8.33,13.48,101.7894351,0
ONO-8130,100.0,3.16,99.34710232,0
OPC-21268,10000.0,3.15,106.3695958,0
opicapone,1.0,2.55,97.31444589,0
opipramol,1.0,2.92,107.1094674,0
oprozomib,100.0,38.6,72.40590271,0
OR-486,833.33,1.93,100.247974,0
orantinib,8.33,2.48,102.795631,0
orbifloxacin,8.33,-2.82,109.5904301,0
ORG-12962,833.33,1.94,95.64262026,0
ORG-25543,100.0,5.81,107.2330751,0
ORG-26576,8.33,1.33,98.48768251,0
ORG-27569,100.0,4.96,104.8683137,0
ORG-9768,1.0,4.53,91.23322295,0
Oridonin (Isodonol),10000.0,43.54,79.69470928,0
oritavancin,8.33,3.58,113.2479122,0
orlistat,8.33,3.04,98.24864449,0
ornidazole,10000.0,1.51,104.2120142,0
ornithine,10000.0,2.35,104.2346351,0
orotic-acid,8.33,1.49,109.104902,0
orphanin-fq,1.0,1.63,92.24364711,0
orphenadrine,833.33,1.65,100.4683991,0
orteronel,100.0,4.35,99.83862916,0
ORY-1001,8.33,2.24,103.3202109,0
oseltamivir-carboxylate,833.33,1.32,95.93639019,0
oseltamivir-phosphate,10000.0,0.67,103.1674695,0
osemozotan,100.0,3.35,102.982721,0
OSI-027,100.0,4.58,98.31774705,0
OSI-420,1.0,2.26,103.2840134,0
OSI-930,10000.0,5.44,110.8499002,0
osimertinib,1.0,1.08,95.91935159,0
ospemifene,10000.0,8.11,94.16615956,0
ostarine,10000.0,1.37,104.9721872,0
osthol,8.33,6.22,94.37740012,0
OT-R-antagonist-1,8.33,1.59,90.81771697,0
otamixaban,833.33,-0.51,97.91755552,0
otenzepad,833.33,5.55,92.37181358,0
otilonium,1.0,2.76,103.287021,0
OTS167,8.33,0.72,100.4708917,0
OTS514,833.33,3.77,85.37499764,0
OTX015,1.0,1.01,97.53604986,0
OXA-06,1.0,4.68,103.4058067,0
oxacillin,833.33,3.32,93.89261681,0
oxacyclohexadecan-2-one,833.33,1.81,88.82025289,0
oxaliplatin,100.0,10.32,97.41766574,0
Oxandrolone,1.0,1.55,104.3933074,0
oxaprozin,10000.0,0.84,97.17885057,0
oxatomide,8.33,2.61,93.12108118,0
oxcarbazepine,10000.0,4.57,101.1373288,0
oxelaidin,100.0,0.38,101.5000333,0
oxethazaine,100.0,0.87,93.69478406,0
OXF-BD-02,8.33,1.84,102.831881,0
oxfendazole,100.0,6.94,100.4968602,0
oxfenicine,8.33,3.82,96.27344323,0
oxibendazole,10000.0,-0.04,41.91458913,0
oxiconazole,100.0,1.05,95.3942228,0
oxidopamine,8.33,0.45,99.58309932,0
oxiperomide,10000.0,2.21,78.67247261,0
oxiracetam,833.33,4.22,99.24751739,0
oxolinic-acid,8.33,0.26,109.3773276,0
oxonic-acid,100.0,1.25,98.5301105,0
oxotremorine-M,100.0,2.23,93.45382765,0
oxotremorine-sesquifumarate,100.0,4.01,103.6991031,0
oxprenolol,1.0,1.58,98.56440917,0
oxybenzone,8.33,2.31,109.1407792,0
oxybuprocaine,100.0,5.2,101.2698059,0
oxybutynin,10000.0,8.9,96.15147588,0
oxyclozanide,100.0,0.71,96.22430661,0
oxyfedrine,10000.0,1.77,101.201186,0
oxymatrine,1.0,2.76,101.8811473,0
oxymetazoline,100.0,1.85,102.5400558,0
Oxymetholone,100.0,1.73,105.4902351,0
oxyphenbutazone,10000.0,10.95,50.30925732,0
oxyphencyclimine,833.33,2.86,91.69254297,0
oxyphenonium,833.33,0.58,99.43661293,0
oxypurinol,10000.0,1.11,100.1433079,0
oxyquinoline,833.33,2.84,103.1389258,0
oxytetracycline,1.0,-0.32,95.1174709,0
oxytocin,1.0,5.14,106.5472101,0
ozagrel,8.33,3.28,103.4439831,0
ozanimod,10000.0,59.17,76.66951125,0
ozolinone,100.0,4.18,97.01945326,0
P22077,10000.0,19.55,95.56851156,0
P276-00,8.33,0.11,95.82464916,0
P5091,10000.0,8.82,90.43198308,0
P7C3,10000.0,8.34,102.2789457,0
PA-452,10000.0,5.06,,0
PAC-1,100.0,4.72,104.182779,0
paclitaxel,8.33,-0.27,98.32664544,0
PACOCF3,8.33,0.3,101.1179784,0
pacritinib,100.0,0.95,94.70902586,0
paeoniflorin,833.33,0.8,101.7861085,0
paeonol,100.0,2.76,96.90413176,0
pafuramidine,10000.0,2.7,106.979863,0
palbociclib,10000.0,5.01,26.94944695,0
palifosfamide,100.0,3.57,91.73636175,0
paliperidone,1.0,-1.5,112.6519742,0
palmatine-chloride,10000.0,2.04,100.6404695,0
palmitoylcarnitine,8.33,0.65,104.0283643,0
palomid-529,10000.0,1.22,99.70848297,0
palonosetron,833.33,-0.13,99.33788188,0
palosuran,833.33,2.2,104.4815293,0
palovarotene,1.0,3.77,99.98900212,0
pamabrom,833.33,1.95,104.1026974,0
pamidronate,8.33,2.17,94.80804023,0
pancuronium,100.0,-0.15,106.147975,0
panobinostat,8.33,-0.99,97.8364248,0
pantoprazole,10000.0,0.79,99.18524103,0
pantothenic-acid,10000.0,2.81,94.04101928,0
PAOPA,1.0,1.05,95.38148536,0
papaverine,8.33,0.26,105.2091477,0
para-toluenesulfonamide,1.0,3.73,102.012831,0
paracetamol,8.33,1.77,95.38550688,0
parachlorophenol,833.33,2.25,97.74945439,0
paraxanthine,833.33,2.99,93.5437639,0
parbendazole,8.33,0.63,98.22052949,0
pardoprunox,100.0,3.14,101.4379025,0
parecoxib,100.0,1.66,95.62998036,0
parethoxycaine,1.0,0.82,94.57723459,0
pargyline,10000.0,2.9,107.4400797,0
paricalcitol,8.33,3.37,97.30358158,0
paritaprevir,10000.0,1.71,98.80601736,0
paroxetine,833.33,-1.89,100.6855994,0
parthenolide-(alternate-stereo),10000.0,27.39,66.83878523,0
pasireotide,833.33,-4.91,83.6014744,0
pazufloxacin,100.0,2.15,103.3333583,0
PCA-4248,10000.0,3.1,98.8483377,0
PCI-24781,8.33,3.14,96.17759262,0
PCI-29732,1.0,3.63,94.23280449,0
PCI-34051,100.0,3.29,104.408697,0
PCO-400,8.33,6.13,97.30486707,0
PD-102807,10000.0,24.08,80.12610929,0
PD-123319,10000.0,0.19,103.4463933,0
PD-128907,100.0,2.39,101.9505822,0
PD-153035,10000.0,36.34,49.61994377,0
PD-156707,10000.0,17.81,104.067727,0
PD-158780,8.33,-0.58,97.28483086,0
PD-160170,10000.0,9.31,99.99957896,0
PD-161570,10000.0,13.39,25.24186958,0
PD-166285,8.33,-0.21,95.33451993,0
PD-166793,10000.0,1.89,102.3919112,0
PD-168077,8.33,0.9,100.2561795,0
PD-168393,1.0,-0.46,96.83554856,0
PD-168568,8.33,4.6,97.71740299,0
PD-173074,10000.0,45.14,35.86979411,0
PD-173212,8.33,3.29,102.6378182,0
PD-184352,8.33,-0.84,98.48566278,0
PD-198306,100.0,7.71,90.38758971,0
PD-318088,8.33,-0.08,88.58974991,0
PD-407824,833.33,6.0,93.62162728,0
PD-81723,1.0,1.09,98.07852219,0
PD-98059,1.0,1.12,109.0644322,0
PD1-PDL-inhibitor-1,100.0,5.72,99.30089471,0
PDE10-IN-1,10000.0,4.45,104.9978047,0
PDP-EA,833.33,1.46,104.9693739,0
"Peficitinib (ASP015K, JNJ-54781532)",833.33,-0.12,106.9053515,0
pefloxacin,100.0,2.84,94.20376543,0
pelanserin,8.33,1.75,105.151168,0
pelitinib,10000.0,2.95,7.852907935,0
pemetrexed,100.0,1.39,91.64474472,0
pemirolast,833.33,3.15,96.40674094,0
pempidine,8.33,-0.7,99.97206433,0
penciclovir,833.33,0.81,95.05666012,0
penfluridol,10000.0,33.87,0.147327782,0
penicillamine-(racemic),1.0,2.12,99.29999495,0
penicillin-v-potassium,8.33,1.87,101.0657952,0
pentacosanoic-acid,100.0,-0.07,102.4987806,0
pentamidine,10000.0,1.08,82.92107707,0
pentobarbital,1.0,2.05,101.9063285,0
pentolinium,100.0,5.22,101.7495329,0
pentoxifylline,1.0,3.31,103.6753339,0
pepstatin,1.0,1.4,90.29314633,0
peramivir,100.0,0.34,101.250263,0
Perampanel,100.0,4.1,95.35457472,0
perchlozone,10000.0,3.63,108.0767735,0
peretinoin,1.0,0.75,101.0920109,0
perfluamine,8.33,-1.58,97.92686786,0
perflubron,8.33,1.61,100.990792,0
pergolide,100.0,0.68,95.56494259,0
perhexiline,10000.0,48.55,71.14524119,0
perifosine,1.0,0.3,92.66445051,0
perillyl-alcohol,100.0,2.99,98.00024732,0
perindopril,8.33,1.32,104.9927709,0
perindoprilat,1.0,4.13,104.5404572,0
perospirone,8.33,3.93,98.73518731,0
perphenazine,10000.0,2.67,71.50248524,0
PETCM,100.0,3.16,95.96095756,0
pevonedistat,100.0,2.73,102.7031198,0
pexidartinib,10000.0,11.64,113.0706599,0
pexmetinib,833.33,5.81,103.7534422,0
PF-02545920,10000.0,52.35,101.7203707,0
PF-03049423,1.0,0.37,109.328612,0
PF-03084014,1.0,2.54,99.71149017,0
PF-03758309,1.0,3.94,97.89175976,0
PF-03814735,8.33,-1.15,98.55235413,0
PF-03882845,100.0,18.27,90.01907664,0
PF-04136309,100.0,1.06,100.7146855,0
PF-04217903,833.33,2.71,97.69293429,0
PF-04418948,1.0,2.48,99.21398161,0
PF-04447943,8.33,1.47,97.70826245,0
PF-04457845,8.33,1.24,93.2811062,0
PF-04620110,833.33,5.58,106.7293681,0
PF-04691502,8.33,2.83,98.35545685,0
PF-04885614,100.0,2.45,94.60735887,0
PF-05212384,10000.0,2.14,106.7602756,0
PF-06447475,833.33,-0.07,97.69400515,0
PF-06463922,10000.0,1.5,78.02014185,0
PF-3274167,100.0,-0.12,100.610994,0
PF-3845,833.33,3.15,101.013527,0
PF-429242,1.0,-1.07,90.31918026,0
PF-431396,1.0,-0.17,96.97738099,0
PF-4708671,833.33,8.5,101.0730058,0
PF-477736,8.33,3.44,99.38652166,0
PF-4800567,100.0,-0.3,97.60254686,0
PF-4981517,100.0,0.89,103.0968881,0
PF-5274857,100.0,0.43,95.41837894,0
PF-562271,8.33,0.22,100.6325777,0
PF-573228,833.33,1.33,87.03115645,0
PF-670462,8.33,3.92,102.6182044,0
PF-750,100.0,0.72,102.9869493,0
PF-8380,8.33,5.29,109.6586314,0
PF-915275,8.33,3.14,96.31269867,0
PFI-1,8.33,3.07,101.9743793,0
PFI-3,1.0,-0.57,99.29189979,0
PFI-4,100.0,2.09,96.15647381,0
PFK-015,8.33,-0.71,94.92252056,0
PFK-158,10000.0,5.19,87.33265017,0
PG-9,8.33,4.95,95.43688558,0
PGL5001,10000.0,6.87,98.82935554,0
PH-797804,1.0,-1.52,98.72861682,0
PHA-568487,833.33,-0.26,91.33844456,0
PHA-665752,10000.0,50.22,56.95820099,0
PHA-680632,8.33,1.98,97.45071682,0
PHA-767491,1.0,-0.31,98.01915247,0
PHA-793887,10000.0,1.78,85.671537,0
PHA-848125,100.0,1.17,85.04409605,0
PHCCC,8.33,3.35,91.46977297,0
phenacemide,833.33,0.89,99.73409897,0
phenacetin,100.0,1.64,107.753302,0
phenazone,1.0,1.97,101.2906923,0
phenazopyridine,1.0,1.34,109.113176,0
phenelzine,10000.0,3.0,97.96448997,0
phenformin,8.33,0.38,95.29348852,0
phenindamine,833.33,2.57,99.72018241,0
phenindione,100.0,-1.06,109.0121474,0
pheniramine,8.33,3.08,57.34795906,0
phenolphthalein,8.33,2.66,93.19289762,0
phenolsulfonphthalein,10000.0,3.89,100.3532984,0
phenoxybenzamine,8.33,2.51,98.29358611,0
phenprobamate,8.33,0.93,108.1613901,0
phenprocoumon,100.0,1.1,97.34066453,0
phensuximide,8.33,3.13,102.7297026,0
phentermine,833.33,3.73,100.46958,0
phentolamine,833.33,1.86,103.5532651,0
phenyl-aminosalicylate,8.33,-5.77,105.5302368,0
phenyl-salicylate,10000.0,5.08,104.5064605,0
phenylacetylglutamine,833.33,-3.21,100.2245701,0
phenylbenzimidazole-sulfonic-acid,833.33,4.9,96.67938087,0
phenylbutazone,8.33,0.89,96.33410043,0
phenylbutyrate,1.0,-7.85,105.6452431,0
phenylephrine,8.33,1.75,99.65241998,0
phenylmercuric-acetate,100.0,-0.22,101.8130785,0
phenylmethylsulfonyl-fluoride,100.0,2.93,100.5501596,0
phenylpiracetam,100.0,2.27,107.9374985,0
phenytoin,8.33,0.49,103.250413,0
PhiKan-083,8.33,4.54,103.02785,0
phloretin,100.0,6.09,99.88938953,0
phlorizin,10000.0,1.43,97.28740324,0
phloroglucin,1.0,3.42,101.0107993,0
phortress,100.0,-0.54,94.35456738,0
PHP-501,8.33,1.61,92.09979836,0
PHT-427,8.33,0.48,108.3120136,0
phthalylsulfacetamide,833.33,0.53,104.1453451,0
phthalylsulfathiazole,8.33,1.91,98.9347917,0
PHTPP,10000.0,11.95,96.5148929,0
phytosphingosine,8.33,-0.27,98.20532846,0
PI-103,8.33,0.46,96.15776983,0
PI3K-IN-2,8.33,5.6,105.8126572,0
PI4KIII-beta-inhibitor-1,10000.0,5.19,88.75391938,0
pibenzimol,10000.0,4.07,98.33310865,0
piboserod,8.33,1.75,92.72989586,0
picartamide,10000.0,6.75,93.72750804,0
piceatannol,1.0,2.41,103.1259273,0
piclamilast,100.0,0.16,92.43432591,0
picotamide,8.33,2.62,101.2031862,0
picrotin,10000.0,3.22,104.6043745,0
picrotoxinin,8.33,-1.67,95.62506646,0
pidotimod,833.33,2.73,100.709253,0
pifithrin-alpha,8.33,-0.83,97.15064031,0
pifithrin-cyclic,100.0,1.98,108.9712368,0
pifithrin-mu,10000.0,22.54,77.91606413,0
PIK-293,10000.0,54.31,103.8590265,0
PIK-294,10000.0,2.73,88.65076735,0
PIK-75,1.0,0.29,105.0135743,0
PIK-93,10000.0,2.47,78.56851637,0
pikamilone,833.33,0.63,102.0298154,0
piketoprofen,10000.0,3.81,96.07224662,0
pilaralisib,100.0,1.1,93.80372067,0
pilocarpine,833.33,3.49,105.6380915,0
pilsicainide,833.33,6.65,99.96259046,0
PIM-1-Inhibitor-2,100.0,3.66,104.1695847,0
pimavanserin,10000.0,23.99,98.42724385,0
pimethixene,1.0,1.38,102.8983541,0
pimobendan,1.0,2.75,105.4305154,0
pimonidazole,833.33,2.08,107.5376672,0
pimozide,8.33,1.6,88.74211366,0
pinaverium,1.0,1.66,108.8393271,0
pincainide,10000.0,0.04,106.8762465,0
pindolol,8.33,1.72,96.80193841,0
pinitol,10000.0,1.55,93.35898649,0
pioglitazone,100.0,1.49,98.87601002,0
pipecuronium,100.0,-0.11,92.53023279,0
pipemidic-acid,8.33,2.63,105.9920128,0
pipenzolate,8.33,-0.02,101.0681497,0
piperacetazine,1.0,4.15,87.26167152,0
piperacillin,8.33,0.86,99.08106456,0
piperaquine-phosphate,8.33,1.25,106.2516519,0
piperazinedione,8.33,-0.79,96.43136373,0
piperidolate,833.33,-6.63,97.98059726,0
piperine,10000.0,5.15,93.22433082,0
pipobroman,1.0,0.26,104.818564,0
piracetam,100.0,3.28,91.72717102,0
pirarubicin,100.0,-0.19,96.72430428,0
pirenoxine,10000.0,3.17,95.03311197,0
pirenperone,8.33,1.73,100.7050847,0
pirenzepine,1.0,-0.09,103.0544535,0
piretanide,8.33,5.18,100.3009546,0
pirfenidone,8.33,6.69,104.0413076,0
piribedil,8.33,15.43,104.5534965,0
piricapiron,10000.0,1.64,103.7853263,0
pirinixic-acid,10000.0,2.81,100.045849,0
pirlindole,833.33,0.99,101.0727526,0
piroctone-olamine,8.33,3.7,96.06880928,0
pirodavir,1.0,2.32,89.9313137,0
piromidic-acid,8.33,1.01,108.1497751,0
piroxicam,10000.0,1.41,114.520583,0
piroximone,8.33,5.0,94.57822363,0
PIT,10000.0,2.03,97.47539524,0
pitavastatin,10000.0,6.01,6.407827414,0
pitolisant,1.0,1.67,94.99414018,0
pivagabine,833.33,0.86,98.30639617,0
pivampicillin,8.33,3.24,104.4073251,0
pivmecillinam,1.0,1.02,106.5011256,0
pixantrone,833.33,1.22,94.4240137,0
pizotifen,1.0,2.55,98.26291217,0
PJ-34,10000.0,6.44,101.5035095,0
PK-11195,833.33,2.81,101.9754438,0
PK-44,10000.0,7.49,100.1523979,0
PK-THPP,100.0,2.34,99.6724336,0
pleconaril,1.0,2.59,94.17551213,0
plerixafor,10000.0,1.12,99.99457953,0
plicamycin,100.0,3.85,95.57132118,0
plinabulin,8.33,3.39,100.8383465,0
plovamer-acetate,10000.0,-5.19,95.51625229,0
plurisin-1,100.0,1.76,106.5450889,0
PLX4720,833.33,2.16,105.4670547,0
PLX647,1.0,3.02,95.71326785,0
PLX8394,1.0,3.26,101.9451118,0
PMPA,1.0,0.48,101.2456826,0
PNU-120596,833.33,4.04,104.0648965,0
PNU-142633,10000.0,3.34,106.9884737,0
PNU-177864,8.33,3.37,106.2432848,0
PNU-22394,1.0,3.79,101.9647995,0
PNU-282987,10000.0,1.51,92.46960836,0
PNU-37883,1.0,7.27,88.28957111,0
PNU-74654,10000.0,0.97,93.71953009,0
PNU-89843,8.33,5.02,96.03755305,0
polidocanol,8.33,2.03,89.70574043,0
polydatin,833.33,9.49,100.0723314,0
polythiazide,100.0,3.31,86.60766191,0
pomalidomide,10000.0,2.41,102.8771685,0
ponatinib,100.0,5.2,109.1001038,0
ponesimod,10000.0,-0.58,93.69959495,0
posaconazole,833.33,2.23,92.8144906,0
potassium-canrenoate,833.33,3.81,88.00485805,0
potassium-iodide,833.33,0.38,101.3554557,0
