gene_symbol,druggability,uniprot_url,opentargets_url
ATP11A,No,https://www.uniprot.org/uniprotkb/P98196,https://platform.opentargets.org/target/ENSG00000068650
RPS20,No,https://www.uniprot.org/uniprotkb/P60866,https://platform.opentargets.org/target/ENSG00000008988
ADAMTS9,No,https://www.uniprot.org/uniprotkb/Q9P2N4,https://platform.opentargets.org/target/ENSG00000163638
DYNC2I1,No,https://www.uniprot.org/uniprotkb/Q8WVS4,https://platform.opentargets.org/target/ENSG00000126870
RPS13,No,https://www.uniprot.org/uniprotkb/P62277,https://platform.opentargets.org/target/ENSG00000110700
IFNAR2,No,https://www.uniprot.org/uniprotkb/P48551,https://platform.opentargets.org/target/ENSG00000159110
PARP8,No,https://www.uniprot.org/uniprotkb/Q8N3A8,https://platform.opentargets.org/target/ENSG00000151883
PROX1,No,https://www.uniprot.org/uniprotkb/Q92786,https://platform.opentargets.org/target/ENSG00000117707
BARX2,No,https://www.uniprot.org/uniprotkb/Q9UMQ3,https://platform.opentargets.org/target/ENSG00000043039
ANAPC4,No,https://www.uniprot.org/uniprotkb/Q9UJX5,https://platform.opentargets.org/target/ENSG00000053900
RARB,Yes,https://www.uniprot.org/uniprotkb/P10826,https://platform.opentargets.org/target/ENSG00000077092
NUP205,No,https://www.uniprot.org/uniprotkb/Q92621,https://platform.opentargets.org/target/ENSG00000155561
MOGS,No,https://www.uniprot.org/uniprotkb/Q13724,https://platform.opentargets.org/target/ENSG00000115275
OST4,No,https://www.uniprot.org/uniprotkb/P0C6T2,https://platform.opentargets.org/target/ENSG00000228474
NUP153,No,https://www.uniprot.org/uniprotkb/P49790,https://platform.opentargets.org/target/ENSG00000124789
SRGAP3,No,https://www.uniprot.org/uniprotkb/O43295,https://platform.opentargets.org/target/ENSG00000196220
CETP,Yes,https://www.uniprot.org/uniprotkb/P11597,https://platform.opentargets.org/target/ENSG00000087237
CHMP4A,No,https://www.uniprot.org/uniprotkb/Q9BY43,https://platform.opentargets.org/target/ENSG00000254505
ITPR3,Yes,https://www.uniprot.org/uniprotkb/Q14573,https://platform.opentargets.org/target/ENSG00000096433
DDOST,No,https://www.uniprot.org/uniprotkb/P39656,https://platform.opentargets.org/target/ENSG00000244038
ZMAT4,No,https://www.uniprot.org/uniprotkb/Q9H898,https://platform.opentargets.org/target/ENSG00000165061
ELF5,No,https://www.uniprot.org/uniprotkb/Q9UKW6,https://platform.opentargets.org/target/ENSG00000135374
ADCY7,No,https://www.uniprot.org/uniprotkb/P51828,https://platform.opentargets.org/target/ENSG00000121281
CYP3A43,Yes,https://www.uniprot.org/uniprotkb/Q9HB55,https://platform.opentargets.org/target/ENSG00000021461
AAAS,No,https://www.uniprot.org/uniprotkb/Q9NRG9,https://platform.opentargets.org/target/ENSG00000094914
CDIN1,No,https://www.uniprot.org/uniprotkb/Q9Y2V0,https://platform.opentargets.org/target/ENSG00000186073
NUP37,No,https://www.uniprot.org/uniprotkb/Q8NFH4,https://platform.opentargets.org/target/ENSG00000075188
NDUFA2,No,https://www.uniprot.org/uniprotkb/O43678,https://platform.opentargets.org/target/ENSG00000131495
CDH6,No,https://www.uniprot.org/uniprotkb/P55285,https://platform.opentargets.org/target/ENSG00000113361
MGAT2,No,https://www.uniprot.org/uniprotkb/Q10469,https://platform.opentargets.org/target/ENSG00000168282
FUBP1,No,https://www.uniprot.org/uniprotkb/Q96AE4,https://platform.opentargets.org/target/ENSG00000162613
YWHAZ,No,https://www.uniprot.org/uniprotkb/P63104,https://platform.opentargets.org/target/ENSG00000164924
OAS3,No,https://www.uniprot.org/uniprotkb/Q9Y6K5,https://platform.opentargets.org/target/ENSG00000111331
THSD4,No,https://www.uniprot.org/uniprotkb/Q6ZMP0,https://platform.opentargets.org/target/ENSG00000187720
PARP4,Yes,https://www.uniprot.org/uniprotkb/Q9UKK3,https://platform.opentargets.org/target/ENSG00000102699
CSNK1A1,Yes,https://www.uniprot.org/uniprotkb/P48729,https://platform.opentargets.org/target/ENSG00000113712
RPS15A,No,https://www.uniprot.org/uniprotkb/P62244,https://platform.opentargets.org/target/ENSG00000134419
MXI1,No,https://www.uniprot.org/uniprotkb/P50539,https://platform.opentargets.org/target/ENSG00000119950
HLA-G,No,https://www.uniprot.org/uniprotkb/P17693,https://platform.opentargets.org/target/ENSG00000204632
CREB5,No,https://www.uniprot.org/uniprotkb/Q02930,https://platform.opentargets.org/target/ENSG00000146592
ZDHHC2,No,https://www.uniprot.org/uniprotkb/Q9UIJ5,https://platform.opentargets.org/target/ENSG00000104219
NDUFB11,No,https://www.uniprot.org/uniprotkb/Q9NX14,https://platform.opentargets.org/target/ENSG00000147123
CACNA1A,Yes,https://www.uniprot.org/uniprotkb/O00555,https://platform.opentargets.org/target/ENSG00000141837
CHMP4C,No,https://www.uniprot.org/uniprotkb/Q96CF2,https://platform.opentargets.org/target/ENSG00000164695
EDNRA,Yes,https://www.uniprot.org/uniprotkb/P25101,https://platform.opentargets.org/target/ENSG00000151617
GABRA4,Yes,https://www.uniprot.org/uniprotkb/P48169,https://platform.opentargets.org/target/ENSG00000109158
MECOM,No,https://www.uniprot.org/uniprotkb/Q03112,https://platform.opentargets.org/target/ENSG00000085276
PALM2AKAP2,No,https://www.uniprot.org/uniprotkb/Q9Y2D5,https://platform.opentargets.org/target/ENSG00000157654
OSTC,No,https://www.uniprot.org/uniprotkb/Q9NRP0,https://platform.opentargets.org/target/ENSG00000198856
PRMT1,No,https://www.uniprot.org/uniprotkb/Q99873,https://platform.opentargets.org/target/ENSG00000126457
NDUFV1,No,https://www.uniprot.org/uniprotkb/P49821,https://platform.opentargets.org/target/ENSG00000167792
NDUFB4,No,https://www.uniprot.org/uniprotkb/O95168,https://platform.opentargets.org/target/ENSG00000065518
LIPC,Yes,https://www.uniprot.org/uniprotkb/P11150,https://platform.opentargets.org/target/ENSG00000166035
RPS2,No,https://www.uniprot.org/uniprotkb/P15880,https://platform.opentargets.org/target/ENSG00000140988
GPC6,No,https://www.uniprot.org/uniprotkb/Q9Y625,https://platform.opentargets.org/target/ENSG00000183098
ANO6,No,https://www.uniprot.org/uniprotkb/Q4KMQ2,https://platform.opentargets.org/target/ENSG00000177119
EDEM2,No,https://www.uniprot.org/uniprotkb/Q9BV94,https://platform.opentargets.org/target/ENSG00000088298
MNDA,No,https://www.uniprot.org/uniprotkb/P41218,https://platform.opentargets.org/target/ENSG00000163563
KLF12,No,https://www.uniprot.org/uniprotkb/Q9Y4X4,https://platform.opentargets.org/target/ENSG00000118922
UNC13C,No,https://www.uniprot.org/uniprotkb/Q8NB66,https://platform.opentargets.org/target/ENSG00000137766
HTATIP2,No,https://www.uniprot.org/uniprotkb/Q9BUP3,https://platform.opentargets.org/target/ENSG00000109854
NUP188,No,https://www.uniprot.org/uniprotkb/Q5SRE5,https://platform.opentargets.org/target/ENSG00000095319
HLA-B,No,https://www.uniprot.org/uniprotkb/P01889,https://platform.opentargets.org/target/ENSG00000234745
NDUFS7,No,https://www.uniprot.org/uniprotkb/O75251,https://platform.opentargets.org/target/ENSG00000115286
ZNF212,No,https://www.uniprot.org/uniprotkb/Q9UDV6,https://platform.opentargets.org/target/ENSG00000170260
NDUFA4,Yes,https://www.uniprot.org/uniprotkb/O00483,https://platform.opentargets.org/target/ENSG00000189043
EMCN,No,https://www.uniprot.org/uniprotkb/Q9ULC0,https://platform.opentargets.org/target/ENSG00000164035
GPC4,No,https://www.uniprot.org/uniprotkb/O75487,https://platform.opentargets.org/target/ENSG00000076716
HLA-C,No,https://www.uniprot.org/uniprotkb/P10321,https://platform.opentargets.org/target/ENSG00000204525
NDUFS3,No,https://www.uniprot.org/uniprotkb/O75489,https://platform.opentargets.org/target/ENSG00000213619
NDUFS2,No,https://www.uniprot.org/uniprotkb/O75306,https://platform.opentargets.org/target/ENSG00000158864
TPR,No,https://www.uniprot.org/uniprotkb/P12270,https://platform.opentargets.org/target/ENSG00000047410
ST3GAL2,No,https://www.uniprot.org/uniprotkb/Q16842,https://platform.opentargets.org/target/ENSG00000157350
TMEM258,No,https://www.uniprot.org/uniprotkb/P61165,https://platform.opentargets.org/target/ENSG00000134825
CTSL,Yes,https://www.uniprot.org/uniprotkb/P07711,https://platform.opentargets.org/target/ENSG00000135047
UBC,No,https://www.uniprot.org/uniprotkb/P0CG48,https://platform.opentargets.org/target/ENSG00000150991
GRIN2C,Yes,https://www.uniprot.org/uniprotkb/Q14957,https://platform.opentargets.org/target/ENSG00000161509
LMO7,No,https://www.uniprot.org/uniprotkb/Q8WWI1,https://platform.opentargets.org/target/ENSG00000136153
TNIP1,No,https://www.uniprot.org/uniprotkb/Q15025,https://platform.opentargets.org/target/ENSG00000145901
NUP133,No,https://www.uniprot.org/uniprotkb/Q8WUM0,https://platform.opentargets.org/target/ENSG00000069248
ZDHHC3,No,https://www.uniprot.org/uniprotkb/Q9NYG2,https://platform.opentargets.org/target/ENSG00000163812
TGFBR1,Yes,https://www.uniprot.org/uniprotkb/P36897,https://platform.opentargets.org/target/ENSG00000106799
MT-ND4L,No,https://www.uniprot.org/uniprotkb/P03901,https://platform.opentargets.org/target/ENSG00000212907
MT-ND1,No,https://www.uniprot.org/uniprotkb/P03886,https://platform.opentargets.org/target/ENSG00000198888
NUP62,No,https://www.uniprot.org/uniprotkb/P37198,https://platform.opentargets.org/target/ENSG00000213024
CHMP4B,No,https://www.uniprot.org/uniprotkb/Q9H444,https://platform.opentargets.org/target/ENSG00000101421
CAV1,No,https://www.uniprot.org/uniprotkb/Q03135,https://platform.opentargets.org/target/ENSG00000105974
NUP43,No,https://www.uniprot.org/uniprotkb/Q8NFH3,https://platform.opentargets.org/target/ENSG00000120253
RHOBTB1,No,https://www.uniprot.org/uniprotkb/O94844,https://platform.opentargets.org/target/ENSG00000072422
RPS4Y2,No,https://www.uniprot.org/uniprotkb/Q8TD47,https://platform.opentargets.org/target/ENSG00000280969
TUBB3,Yes,https://www.uniprot.org/uniprotkb/Q13509,https://platform.opentargets.org/target/ENSG00000258947
NDUFA6,No,https://www.uniprot.org/uniprotkb/P56556,https://platform.opentargets.org/target/ENSG00000184983
NDUFB8,No,https://www.uniprot.org/uniprotkb/O95169,https://platform.opentargets.org/target/ENSG00000166136
GABRA5,Yes,https://www.uniprot.org/uniprotkb/P31644,https://platform.opentargets.org/target/ENSG00000186297
GABRA3,Yes,https://www.uniprot.org/uniprotkb/P34903,https://platform.opentargets.org/target/ENSG00000011677
SPEF2,No,https://www.uniprot.org/uniprotkb/Q9C093,https://platform.opentargets.org/target/ENSG00000152582
CHRNA4,Yes,https://www.uniprot.org/uniprotkb/P43681,https://platform.opentargets.org/target/ENSG00000101204
VPS39,No,https://www.uniprot.org/uniprotkb/Q96JC1,https://platform.opentargets.org/target/ENSG00000166887
DNAH14,No,https://www.uniprot.org/uniprotkb/Q0VDD8,https://platform.opentargets.org/target/ENSG00000185842
PLSCR1,No,https://www.uniprot.org/uniprotkb/O15162,https://platform.opentargets.org/target/ENSG00000188313
NDUFV2,No,https://www.uniprot.org/uniprotkb/P19404,https://platform.opentargets.org/target/ENSG00000178127
SLC2A3,No,https://www.uniprot.org/uniprotkb/P11169,https://platform.opentargets.org/target/ENSG00000059804
VHL,No,https://www.uniprot.org/uniprotkb/P40337,https://platform.opentargets.org/target/ENSG00000134086
PIEZO2,No,https://www.uniprot.org/uniprotkb/Q9H5I5,https://platform.opentargets.org/target/ENSG00000154864
ANO7,No,https://www.uniprot.org/uniprotkb/Q6IWH7,https://platform.opentargets.org/target/ENSG00000146205
NUP88,No,https://www.uniprot.org/uniprotkb/Q99567,https://platform.opentargets.org/target/ENSG00000108559
PDE4C,Yes,https://www.uniprot.org/uniprotkb/Q08493,https://platform.opentargets.org/target/ENSG00000105650
STT3B,No,https://www.uniprot.org/uniprotkb/Q8TCJ2,https://platform.opentargets.org/target/ENSG00000163527
GPD2,Yes,https://www.uniprot.org/uniprotkb/P43304,https://platform.opentargets.org/target/ENSG00000115159
HLA-F,No,https://www.uniprot.org/uniprotkb/P30511,https://platform.opentargets.org/target/ENSG00000204642
GPC5,No,https://www.uniprot.org/uniprotkb/P78333,https://platform.opentargets.org/target/ENSG00000179399
VPS18,No,https://www.uniprot.org/uniprotkb/Q9P253,https://platform.opentargets.org/target/ENSG00000104142
MAP1LC3B,No,https://www.uniprot.org/uniprotkb/Q9GZQ8,https://platform.opentargets.org/target/ENSG00000140941
ANO1,No,https://www.uniprot.org/uniprotkb/Q5XXA6,https://platform.opentargets.org/target/ENSG00000131620
NUP98,No,https://www.uniprot.org/uniprotkb/P52948,https://platform.opentargets.org/target/ENSG00000110713
GRIN3B,Yes,https://www.uniprot.org/uniprotkb/O60391,https://platform.opentargets.org/target/ENSG00000116032
RPS28,No,https://www.uniprot.org/uniprotkb/P62857,https://platform.opentargets.org/target/ENSG00000233927
PRKCSH,No,https://www.uniprot.org/uniprotkb/P14314,https://platform.opentargets.org/target/ENSG00000130175
YWHAH,No,https://www.uniprot.org/uniprotkb/Q04917,https://platform.opentargets.org/target/ENSG00000128245
DTNB,No,https://www.uniprot.org/uniprotkb/O60941,https://platform.opentargets.org/target/ENSG00000138101
LIMD1,No,https://www.uniprot.org/uniprotkb/Q9UGP4,https://platform.opentargets.org/target/ENSG00000144791
METTL24,No,https://www.uniprot.org/uniprotkb/Q5JXM2,https://platform.opentargets.org/target/ENSG00000053328
SLC6A20,Yes,https://www.uniprot.org/uniprotkb/Q9NP91,https://platform.opentargets.org/target/ENSG00000163817
TJP1,No,https://www.uniprot.org/uniprotkb/Q07157,https://platform.opentargets.org/target/ENSG00000104067
HTRA1,No,https://www.uniprot.org/uniprotkb/Q92743,https://platform.opentargets.org/target/ENSG00000166033
SLC22A31,Yes,https://www.uniprot.org/uniprotkb/A6NKX4,https://platform.opentargets.org/target/ENSG00000259803
OAS1,No,https://www.uniprot.org/uniprotkb/P00973,https://platform.opentargets.org/target/ENSG00000089127
ANO8,No,https://www.uniprot.org/uniprotkb/Q9HCE9,https://platform.opentargets.org/target/ENSG00000074855
FARS2,Yes,https://www.uniprot.org/uniprotkb/O95363,https://platform.opentargets.org/target/ENSG00000145982
GNAQ,No,https://www.uniprot.org/uniprotkb/P50148,https://platform.opentargets.org/target/ENSG00000156052
NDUFB5,No,https://www.uniprot.org/uniprotkb/O43674,https://platform.opentargets.org/target/ENSG00000136521
GOLGA7,No,https://www.uniprot.org/uniprotkb/Q7Z5G4,https://platform.opentargets.org/target/ENSG00000147533
THSD7A,No,https://www.uniprot.org/uniprotkb/Q9UPZ6,https://platform.opentargets.org/target/ENSG00000005108
NDUFB2,No,https://www.uniprot.org/uniprotkb/O95178,https://platform.opentargets.org/target/ENSG00000090266
SHISA6,No,https://www.uniprot.org/uniprotkb/Q6ZSJ9,https://platform.opentargets.org/target/ENSG00000188803
MT-ND2,No,https://www.uniprot.org/uniprotkb/P03891,https://platform.opentargets.org/target/ENSG00000198763
BCR,Yes,https://www.uniprot.org/uniprotkb/P11274,https://platform.opentargets.org/target/ENSG00000186716
MASP1,No,https://www.uniprot.org/uniprotkb/P48740,https://platform.opentargets.org/target/ENSG00000127241
TUBB6,Yes,https://www.uniprot.org/uniprotkb/Q9BUF5,https://platform.opentargets.org/target/ENSG00000176014
GPC3,No,https://www.uniprot.org/uniprotkb/P51654,https://platform.opentargets.org/target/ENSG00000147257
PARP9,No,https://www.uniprot.org/uniprotkb/Q8IXQ6,https://platform.opentargets.org/target/ENSG00000138496
DAD1,No,https://www.uniprot.org/uniprotkb/P61803,https://platform.opentargets.org/target/ENSG00000129562
ZDHHC20,No,https://www.uniprot.org/uniprotkb/Q5W0Z9,https://platform.opentargets.org/target/ENSG00000180776
DPT,No,https://www.uniprot.org/uniprotkb/Q07507,https://platform.opentargets.org/target/ENSG00000143196
ANO5,No,https://www.uniprot.org/uniprotkb/Q75V66,https://platform.opentargets.org/target/ENSG00000171714
TUSC3,No,https://www.uniprot.org/uniprotkb/Q13454,https://platform.opentargets.org/target/ENSG00000104723
RPS8,No,https://www.uniprot.org/uniprotkb/P62241,https://platform.opentargets.org/target/ENSG00000142937
NUP58,No,https://www.uniprot.org/uniprotkb/Q9BVL2,https://platform.opentargets.org/target/ENSG00000139496
TRIM25,No,https://www.uniprot.org/uniprotkb/Q14258,https://platform.opentargets.org/target/ENSG00000121060
FRMD4A,No,https://www.uniprot.org/uniprotkb/Q9P2Q2,https://platform.opentargets.org/target/ENSG00000151474
SLC2A5,No,https://www.uniprot.org/uniprotkb/P22732,https://platform.opentargets.org/target/ENSG00000142583
NDUFA7,No,https://www.uniprot.org/uniprotkb/O95182,https://platform.opentargets.org/target/ENSG00000267855
NUP214,No,https://www.uniprot.org/uniprotkb/P35658,https://platform.opentargets.org/target/ENSG00000126883
NUP93,No,https://www.uniprot.org/uniprotkb/Q8N1F7,https://platform.opentargets.org/target/ENSG00000102900
ST6GAL1,No,https://www.uniprot.org/uniprotkb/P15907,https://platform.opentargets.org/target/ENSG00000073849
KCNIP4,No,https://www.uniprot.org/uniprotkb/Q6PIL6,https://platform.opentargets.org/target/ENSG00000185774
PHF14,No,https://www.uniprot.org/uniprotkb/O94880,https://platform.opentargets.org/target/ENSG00000106443
RPS3A,No,https://www.uniprot.org/uniprotkb/P61247,https://platform.opentargets.org/target/ENSG00000145425
MBL2,No,https://www.uniprot.org/uniprotkb/P11226,https://platform.opentargets.org/target/ENSG00000165471
POM121C,No,https://www.uniprot.org/uniprotkb/A8CG34,https://platform.opentargets.org/target/ENSG00000272391
CHMP2A,No,https://www.uniprot.org/uniprotkb/O43633,https://platform.opentargets.org/target/ENSG00000130724
ADAMTS17,No,https://www.uniprot.org/uniprotkb/Q8TE56,https://platform.opentargets.org/target/ENSG00000140470
ANO2,No,https://www.uniprot.org/uniprotkb/Q9NQ90,https://platform.opentargets.org/target/ENSG00000047617
RPS27A,No,https://www.uniprot.org/uniprotkb/P62979,https://platform.opentargets.org/target/ENSG00000143947
MYO10,No,https://www.uniprot.org/uniprotkb/Q9HD67,https://platform.opentargets.org/target/ENSG00000145555
MT-ND3,No,https://www.uniprot.org/uniprotkb/P03897,https://platform.opentargets.org/target/ENSG00000198840
ST6GALNAC4,No,https://www.uniprot.org/uniprotkb/Q9H4F1,https://platform.opentargets.org/target/ENSG00000136840
ESR1,Yes,https://www.uniprot.org/uniprotkb/P03372,https://platform.opentargets.org/target/ENSG00000091831
TUBB8,Yes,https://www.uniprot.org/uniprotkb/Q3ZCM7,https://platform.opentargets.org/target/ENSG00000261456
ATG14,No,https://www.uniprot.org/uniprotkb/Q6ZNE5,https://platform.opentargets.org/target/ENSG00000126775
NDUFAF3,No,https://www.uniprot.org/uniprotkb/Q9BU61,https://platform.opentargets.org/target/ENSG00000178057
FUT2,No,https://www.uniprot.org/uniprotkb/Q10981,https://platform.opentargets.org/target/ENSG00000176920
TUBB,Yes,https://www.uniprot.org/uniprotkb/P07437,https://platform.opentargets.org/target/ENSG00000196230
MT-ND5,No,https://www.uniprot.org/uniprotkb/P03915,https://platform.opentargets.org/target/ENSG00000198786
FUT6,No,https://www.uniprot.org/uniprotkb/P51993,https://platform.opentargets.org/target/ENSG00000156413
MT-ND6,No,https://www.uniprot.org/uniprotkb/P03923,https://platform.opentargets.org/target/ENSG00000198695
NLRP12,No,https://www.uniprot.org/uniprotkb/P59046,https://platform.opentargets.org/target/ENSG00000142405
GABRG3,Yes,https://www.uniprot.org/uniprotkb/Q99928,https://platform.opentargets.org/target/ENSG00000182256
NDUFS5,No,https://www.uniprot.org/uniprotkb/O43920,https://platform.opentargets.org/target/ENSG00000168653
YWHAQ,No,https://www.uniprot.org/uniprotkb/P27348,https://platform.opentargets.org/target/ENSG00000134308
CACNA2D1,Yes,https://www.uniprot.org/uniprotkb/P54289,https://platform.opentargets.org/target/ENSG00000153956
ADRA2C,Yes,https://www.uniprot.org/uniprotkb/P18825,https://platform.opentargets.org/target/ENSG00000184160
NDUFB3,No,https://www.uniprot.org/uniprotkb/O43676,https://platform.opentargets.org/target/ENSG00000119013
CHSY3,No,https://www.uniprot.org/uniprotkb/Q70JA7,https://platform.opentargets.org/target/ENSG00000198108
NDUFA13,No,https://www.uniprot.org/uniprotkb/Q9P0J0,https://platform.opentargets.org/target/ENSG00000186010
UVRAG,No,https://www.uniprot.org/uniprotkb/Q9P2Y5,https://platform.opentargets.org/target/ENSG00000198382
NRP1,No,https://www.uniprot.org/uniprotkb/O14786,https://platform.opentargets.org/target/ENSG00000099250
NDUFAF2,No,https://www.uniprot.org/uniprotkb/Q8N183,https://platform.opentargets.org/target/ENSG00000164182
CFH,No,https://www.uniprot.org/uniprotkb/P08603,https://platform.opentargets.org/target/ENSG00000000971
GANAB,Yes,https://www.uniprot.org/uniprotkb/Q14697,https://platform.opentargets.org/target/ENSG00000089597
FAU,No,https://www.uniprot.org/uniprotkb/P62861,https://platform.opentargets.org/target/ENSG00000149806
RPS21,No,https://www.uniprot.org/uniprotkb/P63220,https://platform.opentargets.org/target/ENSG00000171858
ANO9,No,https://www.uniprot.org/uniprotkb/A1A5B4,https://platform.opentargets.org/target/ENSG00000185101
CREBBP,Yes,https://www.uniprot.org/uniprotkb/Q92793,https://platform.opentargets.org/target/ENSG00000005339
GABRD,Yes,https://www.uniprot.org/uniprotkb/O14764,https://platform.opentargets.org/target/ENSG00000187730
NUP160,No,https://www.uniprot.org/uniprotkb/Q12769,https://platform.opentargets.org/target/ENSG00000030066
VPS41,No,https://www.uniprot.org/uniprotkb/P49754,https://platform.opentargets.org/target/ENSG00000006715
NDUFS1,No,https://www.uniprot.org/uniprotkb/P28331,https://platform.opentargets.org/target/ENSG00000023228
HLA-E,No,https://www.uniprot.org/uniprotkb/P13747,https://platform.opentargets.org/target/ENSG00000204592
SLFN5,No,https://www.uniprot.org/uniprotkb/Q08AF3,https://platform.opentargets.org/target/ENSG00000166750
RPS6,No,https://www.uniprot.org/uniprotkb/P62753,https://platform.opentargets.org/target/ENSG00000137154
RPS14,No,https://www.uniprot.org/uniprotkb/P62263,https://platform.opentargets.org/target/ENSG00000164587
CHMP7,No,https://www.uniprot.org/uniprotkb/Q8WUX9,https://platform.opentargets.org/target/ENSG00000147457
NDUFC2,No,https://www.uniprot.org/uniprotkb/O95298,https://platform.opentargets.org/target/ENSG00000151366
CTBP2,No,https://www.uniprot.org/uniprotkb/P56545,https://platform.opentargets.org/target/ENSG00000175029
RPS12,No,https://www.uniprot.org/uniprotkb/P25398,https://platform.opentargets.org/target/ENSG00000112306
NUP35,No,https://www.uniprot.org/uniprotkb/Q8NFH5,https://platform.opentargets.org/target/ENSG00000163002
ISG15,No,https://www.uniprot.org/uniprotkb/P05161,https://platform.opentargets.org/target/ENSG00000187608
SULT2A1,No,https://www.uniprot.org/uniprotkb/Q06520,https://platform.opentargets.org/target/ENSG00000105398
ST3GAL4,No,https://www.uniprot.org/uniprotkb/Q11206,https://platform.opentargets.org/target/ENSG00000110080
RGMA,No,https://www.uniprot.org/uniprotkb/Q96B86,https://platform.opentargets.org/target/ENSG00000182175
NDUFAF4,No,https://www.uniprot.org/uniprotkb/Q9P032,https://platform.opentargets.org/target/ENSG00000123545
NDUFA3,No,https://www.uniprot.org/uniprotkb/O95167,https://platform.opentargets.org/target/ENSG00000170906
CFHR1,No,https://www.uniprot.org/uniprotkb/Q03591,https://platform.opentargets.org/target/ENSG00000244414
ST3GAL1,No,https://www.uniprot.org/uniprotkb/Q11201,https://platform.opentargets.org/target/ENSG00000008513
SDC1,No,https://www.uniprot.org/uniprotkb/P18827,https://platform.opentargets.org/target/ENSG00000115884
POM121,No,https://www.uniprot.org/uniprotkb/Q96HA1,https://platform.opentargets.org/target/ENSG00000196313
SEC13,No,https://www.uniprot.org/uniprotkb/P55735,https://platform.opentargets.org/target/ENSG00000157020
ZCRB1,No,https://www.uniprot.org/uniprotkb/Q8TBF4,https://platform.opentargets.org/target/ENSG00000139168
RBFOX1,No,https://www.uniprot.org/uniprotkb/Q9NWB1,https://platform.opentargets.org/target/ENSG00000078328
ATP5PO,No,https://www.uniprot.org/uniprotkb/P48047,https://platform.opentargets.org/target/ENSG00000241837
RPS25,No,https://www.uniprot.org/uniprotkb/P62851,https://platform.opentargets.org/target/ENSG00000118181
STT3A,No,https://www.uniprot.org/uniprotkb/P46977,https://platform.opentargets.org/target/ENSG00000134910
TMPRSS2,No,https://www.uniprot.org/uniprotkb/O15393,https://platform.opentargets.org/target/ENSG00000184012
GALNT1,No,https://www.uniprot.org/uniprotkb/Q10472,https://platform.opentargets.org/target/ENSG00000141429
CEP57,No,https://www.uniprot.org/uniprotkb/Q86XR8,https://platform.opentargets.org/target/ENSG00000166037
CAT,No,https://www.uniprot.org/uniprotkb/P04040,https://platform.opentargets.org/target/ENSG00000121691
NDUFA11,No,https://www.uniprot.org/uniprotkb/Q86Y39,https://platform.opentargets.org/target/ENSG00000174886
RPS11,No,https://www.uniprot.org/uniprotkb/P62280,https://platform.opentargets.org/target/ENSG00000142534
STAT1,Yes,https://www.uniprot.org/uniprotkb/P42224,https://platform.opentargets.org/target/ENSG00000115415
RPS7,No,https://www.uniprot.org/uniprotkb/P62081,https://platform.opentargets.org/target/ENSG00000171863
VPS33A,No,https://www.uniprot.org/uniprotkb/Q96AX1,https://platform.opentargets.org/target/ENSG00000139719
CNTN6,No,https://www.uniprot.org/uniprotkb/Q9UQ52,https://platform.opentargets.org/target/ENSG00000134115
SNCA,Yes,https://www.uniprot.org/uniprotkb/P37840,https://platform.opentargets.org/target/ENSG00000145335
GABRB2,Yes,https://www.uniprot.org/uniprotkb/P47870,https://platform.opentargets.org/target/ENSG00000145864
TOX3,No,https://www.uniprot.org/uniprotkb/O15405,https://platform.opentargets.org/target/ENSG00000103460
ZDHHC5,No,https://www.uniprot.org/uniprotkb/Q9C0B5,https://platform.opentargets.org/target/ENSG00000156599
ALCAM,No,https://www.uniprot.org/uniprotkb/Q13740,https://platform.opentargets.org/target/ENSG00000170017
GRIN2B,Yes,https://www.uniprot.org/uniprotkb/Q13224,https://platform.opentargets.org/target/ENSG00000273079
CANX,No,https://www.uniprot.org/uniprotkb/P27824,https://platform.opentargets.org/target/ENSG00000127022
ABCC3,Yes,https://www.uniprot.org/uniprotkb/O15438,https://platform.opentargets.org/target/ENSG00000108846
IRF5,No,https://www.uniprot.org/uniprotkb/Q13568,https://platform.opentargets.org/target/ENSG00000128604
TRMT9B,No,https://www.uniprot.org/uniprotkb/Q9P272,https://platform.opentargets.org/target/ENSG00000250305
HAVCR1,No,https://www.uniprot.org/uniprotkb/Q96D42,https://platform.opentargets.org/target/ENSG00000113249
IKBKG,Yes,https://www.uniprot.org/uniprotkb/Q9Y6K9,https://platform.opentargets.org/target/ENSG00000269335
NUP42,No,https://www.uniprot.org/uniprotkb/O15504,https://platform.opentargets.org/target/ENSG00000136243
GABRP,Yes,https://www.uniprot.org/uniprotkb/O00591,https://platform.opentargets.org/target/ENSG00000094755
SDC4,No,https://www.uniprot.org/uniprotkb/P31431,https://platform.opentargets.org/target/ENSG00000124145
GRIN2A,Yes,https://www.uniprot.org/uniprotkb/Q12879,https://platform.opentargets.org/target/ENSG00000183454
MUC5B,No,https://www.uniprot.org/uniprotkb/Q9HC84,https://platform.opentargets.org/target/ENSG00000117983
SFN,No,https://www.uniprot.org/uniprotkb/P31947,https://platform.opentargets.org/target/ENSG00000175793
MGAT4C,No,https://www.uniprot.org/uniprotkb/Q9UBM8,https://platform.opentargets.org/target/ENSG00000182050
GRIN2D,Yes,https://www.uniprot.org/uniprotkb/O15399,https://platform.opentargets.org/target/ENSG00000105464
RPS27L,No,https://www.uniprot.org/uniprotkb/Q71UM5,https://platform.opentargets.org/target/ENSG00000185088
