gene_symbol,druggability,uniprot_url,opentargets_url
CYSLTR1,Yes,https://www.uniprot.org/uniprotkb/Q9Y271,https://platform.opentargets.org/target/ENSG00000173198
CHUK,Yes,https://www.uniprot.org/uniprotkb/O15111,https://platform.opentargets.org/target/ENSG00000213341
IKBKB,Yes,https://www.uniprot.org/uniprotkb/O14920,https://platform.opentargets.org/target/ENSG00000104365
CA6,Yes,https://www.uniprot.org/uniprotkb/P23280,https://platform.opentargets.org/target/ENSG00000131686
SLC6A4,Yes,https://www.uniprot.org/uniprotkb/P31645,https://platform.opentargets.org/target/ENSG00000108576
ACE2,Yes,https://www.uniprot.org/uniprotkb/Q9BYF1,https://platform.opentargets.org/target/ENSG00000130234
ADRA2A,Yes,https://www.uniprot.org/uniprotkb/P08913,https://platform.opentargets.org/target/ENSG00000150594
ADRA2B,Yes,https://www.uniprot.org/uniprotkb/P18089,https://platform.opentargets.org/target/ENSG00000274286
FASLG,No,https://www.uniprot.org/uniprotkb/P48023,https://platform.opentargets.org/target/ENSG00000117560
GLRA1,Yes,https://www.uniprot.org/uniprotkb/P23415,https://platform.opentargets.org/target/ENSG00000145888
LBH,No,https://www.uniprot.org/uniprotkb/Q53QV2,https://platform.opentargets.org/target/ENSG00000213626
CADM2,No,https://www.uniprot.org/uniprotkb/Q8N3J6,https://platform.opentargets.org/target/ENSG00000175161
CTRB2,No,https://www.uniprot.org/uniprotkb/Q6GPI1,https://platform.opentargets.org/target/ENSG00000168928
RPS23,No,https://www.uniprot.org/uniprotkb/P62266,https://platform.opentargets.org/target/ENSG00000186468
ISCU,No,https://www.uniprot.org/uniprotkb/Q9H1K1,https://platform.opentargets.org/target/ENSG00000136003
ST6GALNAC3,No,https://www.uniprot.org/uniprotkb/Q8NDV1,https://platform.opentargets.org/target/ENSG00000184005
RAE1,No,https://www.uniprot.org/uniprotkb/P78406,https://platform.opentargets.org/target/ENSG00000101146
NDC1,No,https://www.uniprot.org/uniprotkb/Q9BTX1,https://platform.opentargets.org/target/ENSG00000058804
SLC16A8,No,https://www.uniprot.org/uniprotkb/O95907,https://platform.opentargets.org/target/ENSG00000100156
NDUFC1,No,https://www.uniprot.org/uniprotkb/O43677,https://platform.opentargets.org/target/ENSG00000109390
NDUFAF1,No,https://www.uniprot.org/uniprotkb/Q9Y375,https://platform.opentargets.org/target/ENSG00000137806
VPS16,No,https://www.uniprot.org/uniprotkb/Q9H269,https://platform.opentargets.org/target/ENSG00000215305
CHMP6,No,https://www.uniprot.org/uniprotkb/Q96FZ7,https://platform.opentargets.org/target/ENSG00000176108
VCP,Yes,https://www.uniprot.org/uniprotkb/P55072,https://platform.opentargets.org/target/ENSG00000165280
IRF3,No,https://www.uniprot.org/uniprotkb/Q14653,https://platform.opentargets.org/target/ENSG00000126456
HSPG2,No,https://www.uniprot.org/uniprotkb/P98160,https://platform.opentargets.org/target/ENSG00000142798
TUFM,No,https://www.uniprot.org/uniprotkb/P49411,https://platform.opentargets.org/target/ENSG00000178952
GABRG1,Yes,https://www.uniprot.org/uniprotkb/Q8N1C3,https://platform.opentargets.org/target/ENSG00000163285
AJAP1,No,https://www.uniprot.org/uniprotkb/Q9UKB5,https://platform.opentargets.org/target/ENSG00000196581
NDUFB1,No,https://www.uniprot.org/uniprotkb/O75438,https://platform.opentargets.org/target/ENSG00000183648
ST8SIA2,No,https://www.uniprot.org/uniprotkb/Q92186,https://platform.opentargets.org/target/ENSG00000140557
EYA4,No,https://www.uniprot.org/uniprotkb/O95677,https://platform.opentargets.org/target/ENSG00000112319
RAD51B,No,https://www.uniprot.org/uniprotkb/O15315,https://platform.opentargets.org/target/ENSG00000182185
DYNLRB2,No,https://www.uniprot.org/uniprotkb/Q8TF09,https://platform.opentargets.org/target/ENSG00000168589
PIK3C3,Yes,https://www.uniprot.org/uniprotkb/Q8NEB9,https://platform.opentargets.org/target/ENSG00000078142
ADRA1D,Yes,https://www.uniprot.org/uniprotkb/P25100,https://platform.opentargets.org/target/ENSG00000171873
MAN2A1,No,https://www.uniprot.org/uniprotkb/Q16706,https://platform.opentargets.org/target/ENSG00000112893
NDUFB9,No,https://www.uniprot.org/uniprotkb/Q9Y6M9,https://platform.opentargets.org/target/ENSG00000147684
AGRN,No,https://www.uniprot.org/uniprotkb/O00468,https://platform.opentargets.org/target/ENSG00000188157
MYB,No,https://www.uniprot.org/uniprotkb/P10242,https://platform.opentargets.org/target/ENSG00000118513
NUP54,No,https://www.uniprot.org/uniprotkb/Q7Z3B4,https://platform.opentargets.org/target/ENSG00000138750
YWHAE,No,https://www.uniprot.org/uniprotkb/P62258,https://platform.opentargets.org/target/ENSG00000108953
NDUFV3,No,https://www.uniprot.org/uniprotkb/P56181,https://platform.opentargets.org/target/ENSG00000160194
NUP85,No,https://www.uniprot.org/uniprotkb/Q9BW27,https://platform.opentargets.org/target/ENSG00000125450
ANO4,No,https://www.uniprot.org/uniprotkb/Q32M45,https://platform.opentargets.org/target/ENSG00000151572
DMD,No,https://www.uniprot.org/uniprotkb/P11532,https://platform.opentargets.org/target/ENSG00000198947
RANBP2,No,https://www.uniprot.org/uniprotkb/P49792,https://platform.opentargets.org/target/ENSG00000153201
C3,No,https://www.uniprot.org/uniprotkb/P01024,https://platform.opentargets.org/target/ENSG00000125730
B2M,No,https://www.uniprot.org/uniprotkb/P61769,https://platform.opentargets.org/target/ENSG00000166710
ST6GALNAC2,No,https://www.uniprot.org/uniprotkb/Q9UJ37,https://platform.opentargets.org/target/ENSG00000070731
GABRB3,Yes,https://www.uniprot.org/uniprotkb/P28472,https://platform.opentargets.org/target/ENSG00000166206
NPNT,No,https://www.uniprot.org/uniprotkb/Q6UXI9,https://platform.opentargets.org/target/ENSG00000168743
EFNA5,No,https://www.uniprot.org/uniprotkb/P52803,https://platform.opentargets.org/target/ENSG00000184349
TOMM70,No,https://www.uniprot.org/uniprotkb/O94826,https://platform.opentargets.org/target/ENSG00000154174
MUC4,No,https://www.uniprot.org/uniprotkb/Q99102,https://platform.opentargets.org/target/ENSG00000145113
MT-ND4,Yes,https://www.uniprot.org/uniprotkb/P03905,https://platform.opentargets.org/target/ENSG00000198886
UBA52,No,https://www.uniprot.org/uniprotkb/P62987,https://platform.opentargets.org/target/ENSG00000221983
RPS18,No,https://www.uniprot.org/uniprotkb/P62269,https://platform.opentargets.org/target/ENSG00000231500
LAMB1,No,https://www.uniprot.org/uniprotkb/P07942,https://platform.opentargets.org/target/ENSG00000091136
FBRSL1,No,https://www.uniprot.org/uniprotkb/Q9HCM7,https://platform.opentargets.org/target/ENSG00000112787
MGAT4A,No,https://www.uniprot.org/uniprotkb/Q9UM21,https://platform.opentargets.org/target/ENSG00000071073
NDUFB7,No,https://www.uniprot.org/uniprotkb/P17568,https://platform.opentargets.org/target/ENSG00000099795
SEPTIN9,No,https://www.uniprot.org/uniprotkb/Q9UHD8,https://platform.opentargets.org/target/ENSG00000184640
AK5,No,https://www.uniprot.org/uniprotkb/Q9Y6K8,https://platform.opentargets.org/target/ENSG00000154027
TUBB4A,Yes,https://www.uniprot.org/uniprotkb/P04350,https://platform.opentargets.org/target/ENSG00000104833
TNFRSF10A,No,https://www.uniprot.org/uniprotkb/O00220,https://platform.opentargets.org/target/ENSG00000104689
DPP9,Yes,https://www.uniprot.org/uniprotkb/Q86TI2,https://platform.opentargets.org/target/ENSG00000142002
RPS4X,No,https://www.uniprot.org/uniprotkb/P62701,https://platform.opentargets.org/target/ENSG00000198034
SEH1L,No,https://www.uniprot.org/uniprotkb/Q96EE3,https://platform.opentargets.org/target/ENSG00000085415
DCC,No,https://www.uniprot.org/uniprotkb/P43146,https://platform.opentargets.org/target/ENSG00000187323
VPS45,No,https://www.uniprot.org/uniprotkb/Q9NRW7,https://platform.opentargets.org/target/ENSG00000136631
FUT8,No,https://www.uniprot.org/uniprotkb/Q9BYC5,https://platform.opentargets.org/target/ENSG00000033170
RDH5,No,https://www.uniprot.org/uniprotkb/Q92781,https://platform.opentargets.org/target/ENSG00000135437
GRIN3A,Yes,https://www.uniprot.org/uniprotkb/Q8TCU5,https://platform.opentargets.org/target/ENSG00000198785
NDUFS4,No,https://www.uniprot.org/uniprotkb/O43181,https://platform.opentargets.org/target/ENSG00000164258
SEMA3A,No,https://www.uniprot.org/uniprotkb/Q14563,https://platform.opentargets.org/target/ENSG00000075213
KPNA2,No,https://www.uniprot.org/uniprotkb/P52292,https://platform.opentargets.org/target/ENSG00000182481
CYP3A7,Yes,https://www.uniprot.org/uniprotkb/P24462,https://platform.opentargets.org/target/ENSG00000160870
GSG1L,No,https://www.uniprot.org/uniprotkb/Q6UXU4,https://platform.opentargets.org/target/ENSG00000169181
PARP10,No,https://www.uniprot.org/uniprotkb/Q53GL7,https://platform.opentargets.org/target/ENSG00000178685
RPS5,No,https://www.uniprot.org/uniprotkb/P46782,https://platform.opentargets.org/target/ENSG00000083845
LZTFL1,No,https://www.uniprot.org/uniprotkb/Q9NQ48,https://platform.opentargets.org/target/ENSG00000163818
ST3GAL3,No,https://www.uniprot.org/uniprotkb/Q11203,https://platform.opentargets.org/target/ENSG00000126091
ZDHHC8,No,https://www.uniprot.org/uniprotkb/Q9ULC8,https://platform.opentargets.org/target/ENSG00000099904
PIK3R4,Yes,https://www.uniprot.org/uniprotkb/Q99570,https://platform.opentargets.org/target/ENSG00000196455
VSTM2A,No,https://www.uniprot.org/uniprotkb/Q8TAG5,https://platform.opentargets.org/target/ENSG00000170419
NDUFA8,No,https://www.uniprot.org/uniprotkb/P51970,https://platform.opentargets.org/target/ENSG00000119421
PDPK1,Yes,https://www.uniprot.org/uniprotkb/O15530,https://platform.opentargets.org/target/ENSG00000140992
MGAT1,No,https://www.uniprot.org/uniprotkb/P26572,https://platform.opentargets.org/target/ENSG00000131446
RIGI,No,https://www.uniprot.org/uniprotkb/O95786,
PRR5L,No,https://www.uniprot.org/uniprotkb/Q6MZQ0,https://platform.opentargets.org/target/ENSG00000135362
NDUFS6,No,https://www.uniprot.org/uniprotkb/O75380,https://platform.opentargets.org/target/ENSG00000145494
GABRG2,Yes,https://www.uniprot.org/uniprotkb/P18507,https://platform.opentargets.org/target/ENSG00000113327
MAGT1,No,https://www.uniprot.org/uniprotkb/Q9H0U3,https://platform.opentargets.org/target/ENSG00000102158
RPS17,No,https://www.uniprot.org/uniprotkb/P08708,https://platform.opentargets.org/target/ENSG00000182774
NDUFB6,No,https://www.uniprot.org/uniprotkb/O95139,https://platform.opentargets.org/target/ENSG00000165264
MAN1B1,Yes,https://www.uniprot.org/uniprotkb/Q9UKM7,https://platform.opentargets.org/target/ENSG00000177239
NDUFA10,No,https://www.uniprot.org/uniprotkb/O95299,https://platform.opentargets.org/target/ENSG00000130414
CYP24A1,Yes,https://www.uniprot.org/uniprotkb/Q07973,https://platform.opentargets.org/target/ENSG00000019186
MGAT5,No,https://www.uniprot.org/uniprotkb/Q09328,https://platform.opentargets.org/target/ENSG00000152127
NDUFA5,No,https://www.uniprot.org/uniprotkb/Q16718,https://platform.opentargets.org/target/ENSG00000128609
YWHAB,No,https://www.uniprot.org/uniprotkb/P31946,https://platform.opentargets.org/target/ENSG00000166913
NDUFAB1,No,https://www.uniprot.org/uniprotkb/O14561,https://platform.opentargets.org/target/ENSG00000004779
NUP210,No,https://www.uniprot.org/uniprotkb/Q8TEM1,https://platform.opentargets.org/target/ENSG00000132182
DDX5,No,https://www.uniprot.org/uniprotkb/P17844,https://platform.opentargets.org/target/ENSG00000108654
PARP6,No,https://www.uniprot.org/uniprotkb/Q2NL67,https://platform.opentargets.org/target/ENSG00000137817
ANO10,No,https://www.uniprot.org/uniprotkb/Q9NW15,https://platform.opentargets.org/target/ENSG00000160746
GABRA2,Yes,https://www.uniprot.org/uniprotkb/P47869,https://platform.opentargets.org/target/ENSG00000151834
ADAMTS3,No,https://www.uniprot.org/uniprotkb/O15072,https://platform.opentargets.org/target/ENSG00000156140
MARCHF1,No,https://www.uniprot.org/uniprotkb/Q8TCQ1,https://platform.opentargets.org/target/ENSG00000145416
PALS1,No,https://www.uniprot.org/uniprotkb/Q8N3R9,https://platform.opentargets.org/target/ENSG00000072415
XCR1,Yes,https://www.uniprot.org/uniprotkb/P46094,https://platform.opentargets.org/target/ENSG00000173578
RPS16,No,https://www.uniprot.org/uniprotkb/P62249,https://platform.opentargets.org/target/ENSG00000105193
NR1H2,Yes,https://www.uniprot.org/uniprotkb/P55055,https://platform.opentargets.org/target/ENSG00000131408
PPARGC1A,No,https://www.uniprot.org/uniprotkb/Q9UBK2,https://platform.opentargets.org/target/ENSG00000109819
NDUFA12,No,https://www.uniprot.org/uniprotkb/Q9UI09,https://platform.opentargets.org/target/ENSG00000184752
DDX60L,No,https://www.uniprot.org/uniprotkb/Q5H9U9,https://platform.opentargets.org/target/ENSG00000181381
DOK6,No,https://www.uniprot.org/uniprotkb/Q6PKX4,https://platform.opentargets.org/target/ENSG00000206052
STAT2,No,https://www.uniprot.org/uniprotkb/P52630,https://platform.opentargets.org/target/ENSG00000170581
TRIM29,No,https://www.uniprot.org/uniprotkb/Q14134,https://platform.opentargets.org/target/ENSG00000137699
FURIN,No,https://www.uniprot.org/uniprotkb/P09958,https://platform.opentargets.org/target/ENSG00000140564
PDZD2,No,https://www.uniprot.org/uniprotkb/O15018,https://platform.opentargets.org/target/ENSG00000133401
RPS27,Yes,https://www.uniprot.org/uniprotkb/P42677,https://platform.opentargets.org/target/ENSG00000177954
RPS10,No,https://www.uniprot.org/uniprotkb/P46783,https://platform.opentargets.org/target/ENSG00000124614
YWHAG,Yes,https://www.uniprot.org/uniprotkb/P61981,https://platform.opentargets.org/target/ENSG00000170027
BANK1,No,https://www.uniprot.org/uniprotkb/Q8NDB2,https://platform.opentargets.org/target/ENSG00000153064
HLA-A,Yes,https://www.uniprot.org/uniprotkb/P04439,https://platform.opentargets.org/target/ENSG00000206503
NDUFS8,No,https://www.uniprot.org/uniprotkb/O00217,https://platform.opentargets.org/target/ENSG00000110717
SUMO1,No,https://www.uniprot.org/uniprotkb/P63165,https://platform.opentargets.org/target/ENSG00000116030
BECN1,No,https://www.uniprot.org/uniprotkb/Q14457,https://platform.opentargets.org/target/ENSG00000126581
CHMP2B,No,https://www.uniprot.org/uniprotkb/Q9UQN3,https://platform.opentargets.org/target/ENSG00000083937
RB1,Yes,https://www.uniprot.org/uniprotkb/P06400,https://platform.opentargets.org/target/ENSG00000139687
PARP14,No,https://www.uniprot.org/uniprotkb/Q460N5,https://platform.opentargets.org/target/ENSG00000173193
GYPC,No,https://www.uniprot.org/uniprotkb/P04921,https://platform.opentargets.org/target/ENSG00000136732
FRMD5,No,https://www.uniprot.org/uniprotkb/Q7Z6J6,https://platform.opentargets.org/target/ENSG00000171877
RELN,No,https://www.uniprot.org/uniprotkb/P78509,https://platform.opentargets.org/target/ENSG00000189056
TKFC,No,https://www.uniprot.org/uniprotkb/Q3LXA3,https://platform.opentargets.org/target/ENSG00000149476
NDUFA9,No,https://www.uniprot.org/uniprotkb/Q16795,https://platform.opentargets.org/target/ENSG00000139180
GPC2,No,https://www.uniprot.org/uniprotkb/Q8N158,https://platform.opentargets.org/target/ENSG00000213420
NUP50,No,https://www.uniprot.org/uniprotkb/Q9UKX7,https://platform.opentargets.org/target/ENSG00000093000
UBB,No,https://www.uniprot.org/uniprotkb/P0CG47,https://platform.opentargets.org/target/ENSG00000170315
SP100,No,https://www.uniprot.org/uniprotkb/P23497,https://platform.opentargets.org/target/ENSG00000067066
RPN1,No,https://www.uniprot.org/uniprotkb/P04843,https://platform.opentargets.org/target/ENSG00000163902
GABRB1,Yes,https://www.uniprot.org/uniprotkb/P18505,https://platform.opentargets.org/target/ENSG00000163288
NUP155,No,https://www.uniprot.org/uniprotkb/O75694,https://platform.opentargets.org/target/ENSG00000113569
RPS4Y1,No,https://www.uniprot.org/uniprotkb/P22090,https://platform.opentargets.org/target/ENSG00000129824
RARA,Yes,https://www.uniprot.org/uniprotkb/P10276,https://platform.opentargets.org/target/ENSG00000131759
TAB3,No,https://www.uniprot.org/uniprotkb/Q8N5C8,https://platform.opentargets.org/target/ENSG00000157625
EPHA7,Yes,https://www.uniprot.org/uniprotkb/Q15375,https://platform.opentargets.org/target/ENSG00000135333
IL17RA,No,https://www.uniprot.org/uniprotkb/Q96F46,https://platform.opentargets.org/target/ENSG00000177663
NUP107,No,https://www.uniprot.org/uniprotkb/P57740,https://platform.opentargets.org/target/ENSG00000111581
JPH1,No,https://www.uniprot.org/uniprotkb/Q9HDC5,https://platform.opentargets.org/target/ENSG00000104369
ANO3,No,https://www.uniprot.org/uniprotkb/Q9BYT9,https://platform.opentargets.org/target/ENSG00000134343
GABRA6,Yes,https://www.uniprot.org/uniprotkb/Q16445,https://platform.opentargets.org/target/ENSG00000145863
SCARF2,No,https://www.uniprot.org/uniprotkb/Q96GP6,https://platform.opentargets.org/target/ENSG00000244486
UBE2I,No,https://www.uniprot.org/uniprotkb/P63279,https://platform.opentargets.org/target/ENSG00000103275
CCR1,Yes,https://www.uniprot.org/uniprotkb/P32246,https://platform.opentargets.org/target/ENSG00000163823
SDC2,No,https://www.uniprot.org/uniprotkb/P34741,https://platform.opentargets.org/target/ENSG00000169439
NTN1,No,https://www.uniprot.org/uniprotkb/O95631,https://platform.opentargets.org/target/ENSG00000065320
GABRE,Yes,https://www.uniprot.org/uniprotkb/P78334,https://platform.opentargets.org/target/ENSG00000102287
APOE,No,https://www.uniprot.org/uniprotkb/P02649,https://platform.opentargets.org/target/ENSG00000130203
ZDHHC9,No,https://www.uniprot.org/uniprotkb/Q9Y397,https://platform.opentargets.org/target/ENSG00000188706
RAP1GAP2,No,https://www.uniprot.org/uniprotkb/Q684P5,https://platform.opentargets.org/target/ENSG00000132359
RPS24,No,https://www.uniprot.org/uniprotkb/P62847,https://platform.opentargets.org/target/ENSG00000138326
ADRA1B,Yes,https://www.uniprot.org/uniprotkb/P35368,https://platform.opentargets.org/target/ENSG00000170214
TAB1,Yes,https://www.uniprot.org/uniprotkb/Q15750,https://platform.opentargets.org/target/ENSG00000100324
RPSA,No,https://www.uniprot.org/uniprotkb/P08865,https://platform.opentargets.org/target/ENSG00000168028
VPS33B,No,https://www.uniprot.org/uniprotkb/Q9H267,https://platform.opentargets.org/target/ENSG00000184056
ANTXR2,No,https://www.uniprot.org/uniprotkb/P58335,https://platform.opentargets.org/target/ENSG00000163297
ADCY5,Yes,https://www.uniprot.org/uniprotkb/O95622,https://platform.opentargets.org/target/ENSG00000173175
ZDHHC11,No,https://www.uniprot.org/uniprotkb/Q9H8X9,https://platform.opentargets.org/target/ENSG00000188818
RPS9,No,https://www.uniprot.org/uniprotkb/P46781,https://platform.opentargets.org/target/ENSG00000170889
TMEM163,No,https://www.uniprot.org/uniprotkb/Q8TC26,https://platform.opentargets.org/target/ENSG00000152128
CYP2R1,Yes,https://www.uniprot.org/uniprotkb/Q6VVX0,https://platform.opentargets.org/target/ENSG00000186104
MGAT4B,No,https://www.uniprot.org/uniprotkb/Q9UQ53,https://platform.opentargets.org/target/ENSG00000161013
GABRQ,Yes,https://www.uniprot.org/uniprotkb/Q9UN88,https://platform.opentargets.org/target/ENSG00000268089
G3BP1,No,https://www.uniprot.org/uniprotkb/Q13283,https://platform.opentargets.org/target/ENSG00000145907
THBS3,No,https://www.uniprot.org/uniprotkb/P49746,https://platform.opentargets.org/target/ENSG00000169231
NDUFA1,No,https://www.uniprot.org/uniprotkb/O15239,https://platform.opentargets.org/target/ENSG00000125356
HDDC2,No,https://www.uniprot.org/uniprotkb/Q7Z4H3,https://platform.opentargets.org/target/ENSG00000111906
MTHFD1L,No,https://www.uniprot.org/uniprotkb/Q6UB35,https://platform.opentargets.org/target/ENSG00000120254
S1PR4,Yes,https://www.uniprot.org/uniprotkb/O95977,https://platform.opentargets.org/target/ENSG00000125910
TAB2,No,https://www.uniprot.org/uniprotkb/Q9NYJ8,https://platform.opentargets.org/target/ENSG00000055208
