smiles,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.04,-6.99,-3.09,-6.99,-3.09
C#C[C@]1(O)CCC2C3CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C,-6.1,-6.77,-5.44,-6.77,-5.44
Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,-4.23,-5.1,-3.36,-5.1,-3.36
CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,-1.96,-2.69,-1.22,-2.69,-1.22
NC(=O)OCC(COC(N)=O)c1ccccc1,-1.3,-2.31,-0.301,-2.31,-0.301
Cl.NC12CC3CC(CC(C3)C1)C2,-1.36,-2.33,-0.382,-2.33,-0.382
Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.82,-2.44,-1.2,-2.44,-1.2
CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,-1.1,-2.5,0.305,-2.5,0.305
CN[C@]1(c2ccccc2Cl)CCCCC1=O,-0.906,-1.74,-0.0712,-1.74,-0.0712
CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,-0.189,-1.09,0.715,-1.09,0.715
CC12CC3CC(C)(C1)CC(N)(C3)C2,-1.77,-3.05,-0.49,-3.05,-0.49
Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,-1.76,-2.41,-1.11,-2.41,-1.11
NC12CC3CC(CC(C3)C1)C2,-2.03,-2.94,-1.12,-2.94,-1.12
CC(=O)NCCCS(=O)(=O)O,-0.829,-2.42,0.759,-2.42,0.759
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],-0.759,-2.6,1.08,-2.6,1.08
CNC1(c2ccccc2Cl)CCCCC1=O.Cl,-0.189,-1.09,0.715,-1.09,0.715
CNC1(c2ccccc2Cl)CCCCC1=O,-0.906,-1.74,-0.0712,-1.74,-0.0712
Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,-2.95,-3.67,-2.22,-3.67,-2.22
C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,-3.24,-4.39,-2.1,-4.39,-2.1
CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O,-0.0723,-2.02,1.88,-2.02,1.88
C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)[C@@H](C)O,0.571,0.0688,1.07,0.0688,1.07
CC1(C)CC(C)(C)CC(C)(N)C1,-2.1,-4.34,0.139,-4.34,0.139
Cc1ccccc1C(OCCN(C)C)c1ccccc1,-2.42,-3.04,-1.81,-3.04,-1.81
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,-2.59,-3.22,-1.96,-3.22,-1.96
O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,-4.6,-5.34,-3.86,-5.34,-3.86
O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,-3.91,-4.78,-3.04,-4.78,-3.04
Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,-3.81,-4.7,-2.92,-4.7,-2.92
C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@]1(Cc1ccccc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O,-0.943,-1.37,-0.512,-1.37,-0.512
N[C@@H](Cc1ccccn1)c1ccccc1,-0.463,-1.56,0.634,-1.56,0.634
Cc1nccn1Cc1cc(-c2ccc(F)c(C(F)F)c2)cnn1,-3.08,-3.66,-2.49,-3.66,-2.49
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,-6.03,-6.97,-5.08,-6.97,-5.08
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,-2.32,-2.75,-1.9,-2.75,-1.9
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,-3.36,-4.15,-2.57,-4.15,-2.57
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,-5.31,-6.1,-4.51,-6.1,-4.51
Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,-5.24,-5.64,-4.83,-5.64,-4.83
CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,-6.9,-7.35,-6.46,-7.35,-6.46
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,-5.93,-6.31,-5.54,-6.31,-5.54
CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,-5.53,-5.96,-5.1,-5.96,-5.1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,-3.02,-3.43,-2.62,-3.43,-2.62
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,-3.64,-4.02,-3.25,-4.02,-3.25
Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,-0.793,-1.3,-0.287,-1.3,-0.287
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,-2.33,-3.39,-1.28,-3.39,-1.28
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-3.52,-4.16,-2.89,-4.16,-2.89
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-4.77,-5.44,-4.11,-5.44,-4.11
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,-3.31,-4.3,-2.33,-4.3,-2.33
Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,-3.09,-4.14,-2.04,-4.14,-2.04
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,-3.95,-4.99,-2.91,-4.99,-2.91
Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,-4.85,-5.39,-4.3,-5.39,-4.3
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,-3.89,-4.4,-3.37,-4.4,-3.37
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,-3.04,-3.64,-2.44,-3.64,-2.44
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,-6.37,-6.89,-5.84,-6.89,-5.84
CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,-4.15,-4.65,-3.65,-4.65,-3.65
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,-4.46,-5.53,-3.38,-5.53,-3.38
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,-5.55,-6.17,-4.93,-6.17,-4.93
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,-0.403,-1.02,0.214,-1.02,0.214
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,-2.88,-3.57,-2.2,-3.57,-2.2
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,-1.61,-3.22,-0.00668,-3.22,-0.00668
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,-3.31,-4.94,-1.67,-4.94,-1.67
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.58,-2.53,-0.623,-2.53,-0.623
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,-4.59,-5.6,-3.58,-5.6,-3.58
Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,-0.282,-0.859,0.294,-0.859,0.294
C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O,0.963,0.484,1.44,0.484,1.44
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.0639,-0.658,0.53,-0.658,0.53
CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,-5.12,-5.5,-4.74,-5.5,-4.74
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,-3.49,-4.45,-2.53,-4.45,-2.53
CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,-6.8,-7.3,-6.3,-7.3,-6.3
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,-3.26,-4.0,-2.52,-4.0,-2.52
CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,-4.16,-5.06,-3.25,-5.06,-3.25
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,-5.06,-5.79,-4.33,-5.79,-4.33
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,-2.06,-2.94,-1.17,-2.94,-1.17
O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,-4.63,-5.62,-3.64,-5.62,-3.64
CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,-2.84,-3.62,-2.05,-3.62,-2.05
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,-6.13,-6.63,-5.62,-6.63,-5.62
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,-3.54,-3.93,-3.15,-3.93,-3.15
CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,-6.54,-7.24,-5.83,-7.24,-5.83
O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O,-2.27,-2.77,-1.78,-2.77,-1.78
O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12,-4.28,-4.87,-3.68,-4.87,-3.68
COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,-3.8,-4.4,-3.19,-4.4,-3.19
CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC,-3.57,-4.07,-3.08,-4.07,-3.08
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,-3.88,-5.35,-2.4,-5.35,-2.4
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,-2.45,-3.44,-1.46,-3.44,-1.46
O=C([O-])[O-].[Li+].[Li+],-1.09,-3.97,1.79,-3.97,1.79
O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],-1.05,-5.31,3.2,-5.31,2.14
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,-3.96,-4.52,-3.39,-4.52,-3.39
Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,-5.41,-6.01,-4.81,-6.01,-4.81
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,-4.79,-5.51,-4.06,-5.51,-4.06
Cc1cc(=O)n(-c2ccccc2)n1C,-0.749,-1.68,0.177,-1.68,0.177
C=CCOc1ccc(CC(=O)O)cc1Cl,-2.84,-3.81,-1.88,-3.81,-1.88
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,-2.83,-4.12,-1.53,-4.12,-1.53
COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,-2.83,-4.12,-1.53,-4.12,-1.53
O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,-5.57,-6.12,-5.02,-6.12,-5.02
Cc1cc(Cl)cc2c1N(Cc1cccc(C(F)(F)F)c1)C(=O)C21NC(=O)NC1=O,-4.56,-5.23,-3.88,-5.23,-3.88
FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,-3.66,-4.3,-3.02,-4.3,-3.02
FC(F)(F)c1cccnc1-c1ccc(-c2nc3ccc(Br)cc3[nH]2)nc1,-4.13,-4.75,-3.52,-4.75,-3.52
C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Cc1ccc(O)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,-5.43,-5.8,-5.06,-5.8,-5.06
CC(C)(O)c1ccccc1-c1ccc2[nH]c(/C=C/c3ccc(C(F)(F)F)cc3)nc2c1,-5.98,-6.54,-5.42,-6.54,-5.42
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,-2.49,-3.2,-1.79,-3.2,-1.79
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,-1.6,-2.6,-0.598,-2.6,-0.598
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,-1.63,-2.45,-0.804,-2.45,-0.804
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-1.86,-2.73,-0.993,-2.73,-0.993
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-2.28,-3.19,-1.36,-3.19,-1.36
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],-4.41,-5.71,-3.11,-5.71,-3.11
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,-1.65,-2.22,-1.09,-2.22,-1.09
O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0.05,-0.9,1.0,-0.9,1.0
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],-0.77,-1.26,-0.279,-1.26,-0.279
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-3.84,-4.33,-3.35,-4.33,-3.35
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-4.36,-4.89,-3.83,-4.89,-3.83
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,-6.01,-6.95,-5.07,-6.95,-5.07
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,-3.66,-4.15,-3.16,-4.15,-3.16
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.O,-4.99,-5.52,-4.46,-5.52,-4.46
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-5.4,-6.08,-4.72,-6.08,-4.72
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,-6.11,-6.79,-5.44,-6.79,-5.44
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/C=C/C(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-5.04,-5.46,-4.61,-5.46,-4.61
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,-4.52,-4.99,-4.05,-4.99,-4.05
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-4.54,-4.99,-4.08,-4.99,-4.08
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-5.34,-6.21,-4.47,-6.21,-4.47
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,-2.46,-2.85,-2.07,-2.85,-2.07
C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,-4.06,-4.82,-3.31,-4.82,-3.31
C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CC)CC[C@@H]23)C[C@H]1O,-4.8,-5.62,-3.99,-5.62,-3.99
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-3.75,-4.35,-3.16,-4.35,-3.16
C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O,-3.71,-4.17,-3.26,-4.17,-3.26
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CC#CC(C)(C)O)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-3.4,-4.05,-2.75,-4.05,-2.75
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,-3.58,-5.83,-1.33,-5.83,-1.33
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-4.72,-5.64,-3.81,-5.64,-3.81
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-4.43,-5.74,-3.12,-5.74,-3.12
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,-1.8,-2.35,-1.26,-2.35,-1.26
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,-4.43,-5.24,-3.62,-5.24,-3.62
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-4.67,-5.84,-3.5,-5.84,-3.5
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-7.69,-9.06,-6.32,-9.06,-6.32
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-3.93,-4.69,-3.17,-4.69,-3.17
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],-3.69,-5.16,-2.22,-5.16,-2.22
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,-2.39,-3.08,-1.7,-3.08,-1.7
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],-5.97,-6.73,-5.22,-6.73,-5.22
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,-4.28,-4.71,-3.85,-4.71,-3.85
CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,-1.27,-1.83,-0.716,-1.83,-0.716
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-6.17,-7.43,-4.91,-7.43,-4.91
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,-6.95,-7.59,-6.3,-7.59,-6.3
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-4.19,-5.13,-3.25,-5.13,-3.25
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-3.88,-5.34,-2.43,-5.34,-2.43
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,-5.9,-6.63,-5.16,-6.63,-5.16
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,-3.92,-5.11,-2.72,-5.11,-2.72
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,0.0113,-0.454,0.477,-0.454,0.477
CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,-3.07,-4.78,-1.35,-4.78,-1.35
Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,-1.86,-2.58,-1.13,-2.58,-1.13
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-3.37,-4.24,-2.49,-4.24,-2.49
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-2.43,-3.39,-1.47,-3.39,-1.47
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,-4.43,-5.82,-3.05,-5.82,-3.05
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,-2.9,-3.52,-2.27,-3.52,-2.27
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-2.22,-3.43,-1.01,-3.43,-1.01
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,-2.1,-3.09,-1.11,-3.09,-1.11
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,-2.33,-2.95,-1.71,-2.95,-1.71
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,-2.89,-3.92,-1.87,-3.92,-1.87
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O,-1.4,-3.22,0.421,-3.22,0.421
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,-4.07,-4.7,-3.45,-4.7,-3.45
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,-2.07,-3.05,-1.1,-3.05,-1.1
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,-3.39,-4.23,-2.55,-4.23,-2.55
Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-1.86,-2.58,-1.13,-2.58,-1.13
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-2.43,-3.39,-1.47,-3.39,-1.47
NC1=NCC2c3ccccc3Cc3ccccc3N12,-4.36,-5.4,-3.32,-5.4,-3.32
CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,-2.78,-3.42,-2.13,-3.42,-2.13
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,-3.91,-4.58,-3.23,-4.58,-3.23
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,-3.51,-4.0,-3.02,-4.0,-3.02
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,-4.88,-5.53,-4.23,-5.53,-4.23
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,-4.2,-4.9,-3.5,-4.9,-3.5
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,-0.11,-1.12,0.901,-1.12,0.901
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-2.22,-3.43,-1.01,-3.43,-1.01
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-1.57,-2.6,-0.54,-2.6,-0.54
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-2.52,-3.58,-1.45,-3.58,-1.45
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-2.9,-3.55,-2.24,-3.55,-2.24
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-3.55,-4.5,-2.6,-4.5,-2.6
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,-3.95,-4.56,-3.34,-4.56,-3.34
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,-2.04,-3.0,-1.08,-3.0,-1.08
