smiles,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,-1.68,-2.28,-1.09,-2.28,-1.09
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,-5.34,-5.92,-4.76,-5.92,-4.76
CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,-1.6,-2.16,-1.04,-2.16,-1.04
O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,-1.55,-2.87,-0.227,-2.87,-0.227
CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],-3.91,-4.51,-3.31,-4.51,-3.31
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,-4.09,-4.56,-3.62,-4.56,-3.62
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,-3.48,-4.06,-2.89,-4.06,-2.89
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,-4.13,-4.71,-3.54,-4.71,-3.54
Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,-6.0,-6.71,-5.3,-6.71,-5.3
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,-7.23,-7.69,-6.78,-7.69,-6.78
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-0.156,-0.851,0.539,-0.851,0.539
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,-0.156,-0.679,0.366,-0.679,0.366
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-4.01,-4.95,-3.07,-4.95,-3.07
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,-0.789,-1.83,0.252,-1.83,0.252
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO,-3.24,-3.74,-2.74,-3.74,-2.74
O=NN(CCCl)C(=O)NCCCl,-1.9,-2.65,-1.14,-2.65,-1.14
O=c1[nH]c(=O)n(C2CCCO2)cc1F,-1.04,-1.45,-0.634,-1.45,-0.634
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,-1.64,-2.58,-0.693,-2.58,-0.693
O=c1[nH]cc(F)c(=O)[nH]1,-1.41,-2.14,-0.668,-2.14,-0.668
NC(=O)c1nc(F)cnc1O,-1.19,-2.03,-0.349,-2.03,-0.349
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-1.04,-1.85,-0.222,-1.85,-0.222
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,-1.63,-2.01,-1.26,-2.01,-1.26
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,-0.457,-1.28,0.361,-1.28,0.361
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,-6.09,-7.62,-4.55,-7.62,-4.55
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+],-7.35,-7.85,-6.85,-7.85,-6.85
CCc1cc(CC[C@]2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1,-4.54,-5.04,-4.05,-5.04,-4.05
CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,-3.25,-3.92,-2.58,-3.92,-2.58
CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,-3.49,-4.09,-2.9,-4.09,-2.9
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,-3.87,-4.29,-3.45,-4.29,-3.45
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,-2.71,-3.09,-2.33,-3.09,-2.33
CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F,-3.3,-3.87,-2.72,-3.87,-2.72
Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,-4.83,-5.29,-4.37,-5.29,-4.37
CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,-5.15,-5.52,-4.78,-5.52,-4.78
COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,-6.0,-6.44,-5.56,-6.44,-5.56
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,-0.789,-1.18,-0.4,-1.18,-0.4
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,-2.59,-3.54,-1.64,-3.54,-1.64
CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O,-0.76,-1.34,-0.181,-1.34,-0.181
Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,-1.48,-2.04,-0.919,-2.04,-0.919
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,-4.4,-5.19,-3.6,-5.19,-3.6
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,-3.25,-3.78,-2.72,-3.78,-2.72
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,-6.47,-7.78,-5.17,-7.78,-5.17
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,-5.13,-7.03,-3.22,-7.03,-3.22
Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,-5.35,-5.95,-4.76,-5.95,-4.76
COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,-6.58,-7.31,-5.86,-7.31,-5.86
CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,-1.71,-2.08,-1.33,-2.08,-1.33
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,-7.11,-7.84,-6.37,-7.84,-6.37
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,-6.22,-7.69,-4.76,-7.69,-4.76
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,-3.59,-4.48,-2.71,-4.48,-2.71
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,-4.69,-5.61,-3.77,-5.61,-3.77
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,-2.86,-3.44,-2.28,-3.44,-2.28
Cl.c1ccc(CC2=NCCN2)cc1,-1.45,-2.3,-0.601,-2.3,-0.601
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,-1.73,-2.61,-0.859,-2.61,-0.859
O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],-2.16,-3.04,-1.27,-3.04,-1.27
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,-3.69,-4.94,-2.45,-4.94,-2.45
N#C/C(=C\C=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,-2.41,-3.65,-1.17,-3.65,-1.17
Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1.O,-4.23,-5.54,-2.93,-5.54,-2.93
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,-3.44,-3.94,-2.93,-3.94,-2.93
O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,-2.97,-3.53,-2.41,-3.53,-2.41
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,-3.51,-4.21,-2.82,-4.21,-2.82
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,-2.11,-2.58,-1.65,-2.58,-1.65
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,-3.34,-3.81,-2.88,-3.81,-2.88
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,-2.84,-3.76,-1.91,-3.76,-1.91
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,-1.52,-2.31,-0.732,-2.31,-0.732
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,-1.51,-2.45,-0.564,-2.45,-0.564
Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,-0.947,-1.68,-0.213,-1.68,-0.213
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,-1.98,-2.61,-1.36,-2.61,-1.36
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,-0.731,-1.47,0.00665,-1.47,0.00665
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,-1.3,-1.94,-0.661,-1.94,-0.661
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,-1.92,-2.47,-1.37,-2.47,-1.37
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,-2.09,-2.68,-1.5,-2.68,-1.5
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,-3.42,-3.98,-2.86,-3.98,-2.86
N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O,-1.67,-2.26,-1.08,-2.26,-1.08
O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O,-0.734,-1.58,0.109,-1.58,0.109
CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,-2.53,-3.12,-1.95,-3.12,-1.95
CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,-0.219,-0.978,0.54,-0.978,0.54
Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1,-1.27,-2.03,-0.498,-2.03,-0.498
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,-0.739,-1.45,-0.0235,-1.45,-0.0235
O=C(O)[C@H](O)[C@@H](O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.569,-1.09,2.23,-1.09,2.14
Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O,-1.01,-1.78,-0.238,-1.78,-0.238
CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1,-5.26,-5.86,-4.65,-5.86,-4.65
C#Cc1cncc([C@@H]2CCCN2C)c1,-1.16,-1.73,-0.596,-1.73,-0.596
Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-4.47,-4.87,-4.06,-4.87,-4.06
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-5.18,-5.68,-4.67,-5.68,-4.67
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-5.69,-6.26,-5.12,-6.26,-5.12
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-1.23,-1.6,-0.867,-1.6,-0.867
CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,-3.62,-4.6,-2.64,-4.6,-2.64
CS(=O)(=O)O.Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.993,-1.49,-0.499,-1.49,-0.499
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-4.15,-4.62,-3.67,-4.62,-3.67
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.O,-4.12,-5.01,-3.24,-5.01,-3.24
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,-2.0,-2.82,-1.17,-2.82,-1.17
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,-5.57,-6.84,-4.3,-6.84,-4.3
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,-3.03,-3.49,-2.57,-3.49,-2.57
CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,-5.44,-6.05,-4.83,-6.05,-4.83
O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1,-4.81,-5.97,-3.64,-5.97,-3.64
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.[Cl-],-1.91,-2.38,-1.44,-2.38,-1.44
Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-5.36,-5.79,-4.94,-5.79,-4.94
C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,-4.53,-4.96,-4.11,-4.96,-4.11
Cl.Cl.N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,-3.39,-3.87,-2.9,-3.87,-2.9
Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,-3.33,-4.48,-2.18,-4.48,-2.18
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,-4.43,-4.87,-3.98,-4.87,-3.98
C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl,-2.67,-3.09,-2.25,-3.09,-2.25
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,-3.97,-4.66,-3.28,-4.66,-3.28
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,-2.49,-2.9,-2.08,-2.9,-2.08
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,-1.95,-2.36,-1.54,-2.36,-1.54
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,-2.51,-3.12,-1.9,-3.12,-1.9
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,-3.13,-3.6,-2.66,-3.6,-2.66
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,-2.77,-3.78,-1.76,-3.78,-1.76
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,-0.34,-1.14,0.456,-1.14,0.456
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-4.51,-5.02,-3.99,-5.02,-3.99
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,-3.55,-4.12,-2.97,-4.12,-2.97
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,-4.91,-5.46,-4.37,-5.46,-4.37
CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-3.3,-4.58,-2.03,-4.58,-2.03
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,-5.47,-5.93,-5.0,-5.93,-5.0
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-4.31,-4.9,-3.71,-4.9,-3.71
CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-3.16,-4.02,-2.29,-4.02,-2.29
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,-3.77,-4.34,-3.21,-4.34,-3.21
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,-3.62,-4.81,-2.43,-4.81,-2.43
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,-5.67,-6.17,-5.18,-6.17,-5.18
CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,-2.76,-4.37,-1.16,-4.37,-1.16
O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-2.52,-3.02,-2.03,-3.02,-2.03
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,-2.14,-2.48,-1.8,-2.48,-1.8
Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],1.74,1.18,2.29,1.18,2.14
Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,-2.1,-3.28,-0.93,-3.28,-0.93
OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-4.18,-4.72,-3.65,-4.72,-3.65
CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F,-5.2,-5.69,-4.71,-5.69,-4.71
C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.83,-3.23,-2.43,-3.23,-2.43
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1.O=C1CC[C@@H](C(=O)O)N1,-4.49,-4.88,-4.1,-4.88,-4.1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,-2.01,-2.98,-1.03,-2.98,-1.03
Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,-2.08,-2.91,-1.25,-2.91,-1.25
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,-3.11,-3.9,-2.32,-3.9,-2.32
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,-3.24,-4.21,-2.27,-4.21,-2.27
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl,-2.21,-3.02,-1.39,-3.02,-1.39
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,-2.71,-3.54,-1.88,-3.54,-1.88
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl,-1.62,-2.98,-0.27,-2.98,-0.27
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,-4.55,-5.22,-3.87,-5.22,-3.87
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-3.75,-5.0,-2.5,-5.0,-2.5
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,-5.64,-6.45,-4.82,-6.45,-4.82
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.33,-6.08,-4.57,-6.08,-4.57
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,-4.92,-6.29,-3.56,-6.29,-3.56
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,-4.63,-5.44,-3.83,-5.44,-3.83
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,-4.67,-5.96,-3.39,-5.96,-3.39
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,-3.95,-5.2,-2.7,-5.2,-2.7
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,-4.94,-5.81,-4.07,-5.81,-4.07
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,-3.87,-4.61,-3.13,-4.61,-3.13
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,-3.67,-4.46,-2.88,-4.46,-2.88
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,-3.92,-4.63,-3.2,-4.63,-3.2
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-4.44,-5.26,-3.61,-5.26,-3.61
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,-2.84,-3.56,-2.12,-3.56,-2.12
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-5.43,-6.07,-4.78,-6.07,-4.78
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,-4.73,-5.98,-3.49,-5.98,-3.49
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,-2.49,-3.22,-1.77,-3.22,-1.77
