chembl_id,drug_name,smiles,max_phase,status_mode,target_genes,pathway_ids,pathway_names,moa_terms,n_target_genes,n_pathways,n_moa_terms
CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,1.0,Completed,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL3545252,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,,,,,,Tubulin inhibitor,0,0,1
CHEMBL3545308,ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3545311,BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,1.0,Terminated,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL3545365,ALTIRATINIB,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,1.0,Terminated,KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation,,1,7,0
CHEMBL3545396,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,2.0,Completed,FLT4;KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9013695;R-HSA-9673768;R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation,,2,8,0
CHEMBL3545403,BMS-833923,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,2.0,Terminated,SMO,R-HSA-165158;R-HSA-373080;R-HSA-5610787;R-HSA-5620922;R-HSA-5632684;R-HSA-5635838,Activation of SM;Activation of SMO;BBSome-mediated cargo-targeting to ciliu;BBSome-mediated cargo-targeting to cilium;Class B/2 (Secretin family receptors;Class B/2 (Secretin family receptors);Hedgehog 'off' stat;Hedgehog 'off' state;Hedgehog 'on' stat;Hedgehog 'on' state,,1,6,0
CHEMBL3545413,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,3.0,Recruiting,ABL1,R-HSA-2029482;R-HSA-428890;R-HSA-525793;R-HSA-5663213;R-HSA-5685938;R-HSA-5693565;R-HSA-69231;R-HSA-8939236;R-HSA-8940973;R-HSA-9664422;R-HSA-983231;R-HSA-9841922;R-HSA-9860927,"Cyclin D associated events in G;Cyclin D associated events in G1;FCGR3A-mediated phagocytosi;FCGR3A-mediated phagocytosis;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;HDR through Single Strand Annealing (SSA;HDR through Single Strand Annealing (SSA);MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi;MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis;Myogenesi;Myogenesis;RHO GTPases Activate WASPs and WAVE;RHO GTPases Activate WASPs and WAVEs;RUNX1 regulates transcription of genes involved in differentiation of HSC;RUNX1 regulates transcription of genes involved in differentiation of HSCs;RUNX2 regulates osteoblast differentiatio;RUNX2 regulates osteoblast differentiation;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;Regulation of actin dynamics for phagocytic cup formatio;Regulation of actin dynamics for phagocytic cup formation;Role of ABL in ROBO-SLIT signalin;Role of ABL in ROBO-SLIT signaling;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Tyrosine-protein kinase ABL inhibitor,1,13,1
CHEMBL3545414,RIVOCERANIB MESYLATE,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,3.0,Recruiting,KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation,Vascular endothelial growth factor receptor 2 inhibitor,1,7,1
CHEMBL3577124,LY-3009120,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,1.0,Terminated,BRAF;RAF1,R-HSA-1295596;R-HSA-170968;R-HSA-170984;R-HSA-187706;R-HSA-2672351;R-HSA-392517;R-HSA-430116;R-HSA-5621575;R-HSA-5673000;R-HSA-5674135;R-HSA-5674499;R-HSA-5675221;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-9726840;R-HSA-9726842;R-HSA-9732724,ARMS-mediated activatio;ARMS-mediated activation;CD209 (DC-SIGN) signalin;CD209 (DC-SIGN) signaling;Frs2-mediated activatio;Frs2-mediated activation;GP1b-IX-V activation signallin;GP1b-IX-V activation signalling;Gain-of-function MRAS complexes activate RAF signalin;Gain-of-function MRAS complexes activate RAF signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;MAP2K and MAPK activatio;MAP2K and MAPK activation;Negative feedback regulation of MAPK pathwa;Negative feedback regulation of MAPK pathway;Negative regulation of MAPK pathwa;Negative regulation of MAPK pathway;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;RAF activatio;RAF activation;Rap1 signallin;Rap1 signalling;SHOC2 M1731 mutant abolishes MRAS complex functio;SHOC2 M1731 mutant abolishes MRAS complex function;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by high-kinase activity BRAF mutant;Signaling by high-kinase activity BRAF mutants;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants;Signalling to p38 via RIT and RI;Signalling to p38 via RIT and RIN;Spry regulation of FGF signalin;Spry regulation of FGF signaling;Stimuli-sensing channel;Stimuli-sensing channels,,2,21,0
CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,2.0,Terminated,POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;PRIM1;PRIM2,R-HSA-110314;R-HSA-113501;R-HSA-174411;R-HSA-174414;R-HSA-174417;R-HSA-174430;R-HSA-2564830;R-HSA-5358565;R-HSA-5358606;R-HSA-5651801;R-HSA-5656169;R-HSA-5685942;R-HSA-5696400;R-HSA-6782135;R-HSA-6782210;R-HSA-68952;R-HSA-68962;R-HSA-69091;R-HSA-69166;R-HSA-69183;R-HSA-69205;R-HSA-9710421,Activation of the pre-replicative comple;Activation of the pre-replicative complex;Cytosolic iron-sulfur cluster assembl;DNA replication initiatio;DNA replication initiation;Defective pyroptosi;Defective pyroptosis;Dual Incision in GG-NE;Dual incision in TC-NE;G1/S-Specific Transcriptio;G1/S-Specific Transcription;Gap-filling DNA repair synthesis and ligation in GG-NE;Gap-filling DNA repair synthesis and ligation in TC-NE;HDR through Homologous Recombination (HRR;Inhibition of replication initiation of damaged DNA by RB1/E2F;Inhibition of replication initiation of damaged DNA by RB1/E2F1;Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta;Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha;PCNA-Dependent Long Patch Base Excision Repai;Polymerase switchin;Polymerase switching;Polymerase switching on the C-strand of the telomer;Polymerase switching on the C-strand of the telomere;Processive synthesis on the C-strand of the telomer;Processive synthesis on the lagging stran;Processive synthesis on the lagging strand;Recognition of DNA damage by PCNA-containing replication comple;Removal of the Flap Intermediat;Removal of the Flap Intermediate;Removal of the Flap Intermediate from the C-stran;Telomere C-strand (Lagging Strand) Synthesi;Telomere C-strand synthesis initiatio;Telomere C-strand synthesis initiation;Termination of translesion DNA synthesi,,11,22,0
CHEMBL36,PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,,,,,,Dihydrofolate reductase inhibitor,0,0,1
CHEMBL361506,PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,,,,,,DNA inhibitor | Kinetoplast DNA inhibitor,0,0,1
CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,2.0,Completed,ELANE,R-HSA-1442490;R-HSA-1474228;R-HSA-1592389;R-HSA-5620971;R-HSA-6798695;R-HSA-6803157;R-HSA-977606;R-HSA-9911233,Activation of Matrix Metalloproteinase;Antimicrobial peptide;Collagen degradatio;Degradation of the extracellular matri;Expression of NOTCH2NL gene;Neutrophil degranulatio;Pyroptosi;Regulation of Complement cascad,,1,8,0
CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,3.0,"Active, not recruiting",JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL3647420,PYROTINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3653256,SIREMADLIN,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,2.0,Recruiting,TP53,R-HSA-111448;R-HSA-139915;R-HSA-1912408;R-HSA-2559580;R-HSA-2559584;R-HSA-2559585;R-HSA-2559586;R-HSA-3232118;R-HSA-349425;R-HSA-390471;R-HSA-5620971;R-HSA-5628897;R-HSA-5689880;R-HSA-5689896;R-HSA-5693565;R-HSA-6785807;R-HSA-6796648;R-HSA-6803204;R-HSA-6803205;R-HSA-6803207;R-HSA-6803211;R-HSA-6804114;R-HSA-6804115;R-HSA-6804116;R-HSA-6804754;R-HSA-6804756;R-HSA-6804757;R-HSA-6804758;R-HSA-6804759;R-HSA-6804760;R-HSA-6807070;R-HSA-6811555;R-HSA-69473;R-HSA-69481;R-HSA-69541;R-HSA-69895;R-HSA-8852276;R-HSA-8853884;R-HSA-8941855;R-HSA-8943724;R-HSA-9723905;R-HSA-9725370;R-HSA-9758274;R-HSA-9819196;R-HSA-983231;R-HSA-9833482,Activation of NOXA and translocation to mitochondri;Activation of NOXA and translocation to mitochondria;Activation of PUMA and translocation to mitochondri;Activation of PUMA and translocation to mitochondria;Association of TriC/CCT with target proteins during biosynthesi;Association of TriC/CCT with target proteins during biosynthesis;Autodegradation of the E3 ubiquitin ligase COP;Autodegradation of the E3 ubiquitin ligase COP1;DNA Damage/Telomere Stress Induced Senescenc;DNA Damage/Telomere Stress Induced Senescence;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Formation of Senescence-Associated Heterochromatin Foci (SAHF;Formation of Senescence-Associated Heterochromatin Foci (SAHF);G2/M Checkpoint;G2/M Checkpoints;G2/M DNA damage checkpoin;G2/M DNA damage checkpoint;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Loss of function of TP53 in cancer due to loss of tetramerization abilit;Loss of function of TP53 in cancer due to loss of tetramerization ability;Oncogene Induced Senescenc;Oncogene Induced Senescence;Ovarian tumor domain protease;Ovarian tumor domain proteases;Oxidative Stress Induced Senescenc;Oxidative Stress Induced Senescence;PI5P Regulates TP53 Acetylatio;PI5P Regulates TP53 Acetylation;PKR-mediated signalin;PKR-mediated signaling;Pre-NOTCH Transcription and Translatio;Pre-NOTCH Transcription and Translation;Pyroptosi;Pyroptosis;RUNX3 regulates CDKN1A transcriptio;RUNX3 regulates CDKN1A transcription;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;Regulation of NF-kappa B signalin;Regulation of NF-kappa B signaling;Regulation of PTEN gene transcriptio;Regulation of PTEN gene transcription;Regulation of TP53 Activity through Acetylatio;Regulation of TP53 Activity through Acetylation;Regulation of TP53 Activity through Association with Co-factor;Regulation of TP53 Activity through Association with Co-factors;Regulation of TP53 Activity through Methylatio;Regulation of TP53 Activity through Methylation;Regulation of TP53 Activity through Phosphorylatio;Regulation of TP53 Activity through Phosphorylation;Regulation of TP53 Degradatio;Regulation of TP53 Degradation;Regulation of TP53 Expressio;Regulation of TP53 Expression;SUMOylation of transcription factor;SUMOylation of transcription factors;Signaling by ALK fusions and activated point mutant;Signaling by ALK fusions and activated point mutants;Stabilization of p5;Stabilization of p53;TP53 Regulates Metabolic Gene;TP53 Regulates Metabolic Genes;TP53 Regulates Transcription of Caspase Activators and Caspase;TP53 Regulates Transcription of Caspase Activators and Caspases;TP53 Regulates Transcription of DNA Repair Gene;TP53 Regulates Transcription of DNA Repair Genes;TP53 Regulates Transcription of Death Receptors and Ligand;TP53 Regulates Transcription of Death Receptors and Ligands;TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas;TP53 Regulates Transcription of Genes Involved in Cytochrome C Release;TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres;TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest;TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arres;TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest;TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai;TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain;TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai;TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain;The role of GTSE1 in G2/M progression after G2 checkpoin;The role of GTSE1 in G2/M progression after G2 checkpoint;Transcriptional Regulation by VENT;Transcriptional Regulation by VENTX;Transcriptional activation of cell cycle inhibitor p2;Transcriptional activation of cell cycle inhibitor p21;Ub-specific processing protease;Ub-specific processing proteases;Zygotic genome activation (ZGA;Zygotic genome activation (ZGA),,1,46,0
