rank,compound_name,chembl_id,composite_score,ab_activity_z_max,cpe_activity_z_max,cp_morph_z_max,toxicity_z_max,flag_ab_toxicity,flag_cpe_toxicity,flag_cp_only,flag_ab_no_cpe
56,L-733060,CHEMBL27006,7.6495850878885925,10.730681818181818,5.846732227488151,5.093097348103026,1.180375113676096,False,False,False,True
57,NVP-BSK805,CHEMBL1092926,7.536896011410672,-1.4052083333333334,20.276556872037915,-0.05821702035579854,6.584598249946457,False,True,False,False
58,KU-60019,CHEMBL2140173,7.5107862056410175,5.334681818181818,11.463303317535546,3.957960756770356,2.3031721479290317,True,True,False,False
59,STA-5326,CHEMBL4297643,7.5084131702237435,7.358181818181818,12.825135714285716,-2.8245692138163565,10.284000843397893,True,True,False,False
60,GSK461364,CHEMBL1908394,7.4848791886314405,1.1241666666666668,17.556180094786733,0.0637024202504027,8.21685370034791,False,True,False,False
61,thiethylperazine,CHEMBL1378,7.463192217402815,9.075090909090909,7.2340924170616105,4.697594434709034,1.9983161241566005,True,True,False,False
62,pyrintegrin,CHEMBL4303620,7.435373451728953,4.890125,11.556007109004739,4.284603040635283,3.046450065411563,True,True,False,False
64,wiskostatin,CHEMBL1476463,7.211372818592925,-0.6182916666666667,18.348957345971563,0.5955327343548283,6.61029180722335,False,True,False,False
65,VE-822,CHEMBL3989870,7.164049018749577,5.845666666666666,10.394984177215193,3.338943405984165,12.690452680123494,True,True,False,False
66,DDR1-IN-1,CHEMBL3421914,7.160636047107179,0.05620833333333333,17.933388625592418,-0.17601368231561082,3.3540014225391923,False,True,False,False
68,AMG-PERK-44,CHEMBL3407862,6.922211150610358,3.3724999999999996,13.931142180094788,0.003771392862210337,2.7898952625841877,True,True,False,False
70,CID-5458317,CHEMBL1241589,6.8779109601372355,2.079708333333333,14.596052132701425,1.038033868616653,11.582285706944067,True,True,False,False
71,cycloheximide,CHEMBL123292,6.856649205956458,4.230954545454545,11.735446202531646,2.3504445338099034,11.417301649156252,True,True,False,False
73,oprozomib,CHEMBL2103884,6.751991860196972,-0.44966666666666666,18.529478571428573,-2.399664508538957,15.12031733999734,False,True,False,False
74,lasofoxifene,CHEMBL328190,6.747875530912915,0.7869166666666666,15.913085308056875,0.33937370511749343,4.899432841804097,False,True,False,False
75,harringtonine,CHEMBL433257,6.7390671342547455,6.683681818181818,8.409905063291141,3.5081619083278035,11.80642424729044,True,True,False,False
76,NU-7441,CHEMBL188678,6.730501369676112,4.047,11.805348341232229,1.947810165916101,11.07160716474234,True,True,False,False
77,SNAP-5089,CHEMBL5483012,6.713809948403975,0.6182916666666667,15.650957345971564,1.0305517167434113,3.1663580049559705,False,True,False,False
78,fingolimod,CHEMBL314854,6.665420162706088,9.443,4.8877274881516595,4.665645837227118,1.79960896482963,True,True,False,False
79,metixene,CHEMBL1201342,6.652101071622582,2.0235,13.531556872037916,2.150391614037073,3.2106925649670592,True,True,False,False
80,URMC-099,CHEMBL2436978,6.614357776071244,4.833916666666666,9.135632911392406,5.132689724238074,12.850563681784976,True,True,False,False
81,bazedoxifene,CHEMBL46740,6.601359807069916,0.33725,15.68612085308057,0.9600573291884366,10.575464604223699,False,True,False,False
82,prochlorperazine,CHEMBL728,6.574404500623745,9.320363636363636,4.69592654028436,4.83944214982273,2.2950571482679267,True,True,False,False
84,PHA-665752,CHEMBL450786,6.485636416281342,-0.22483333333333333,16.09849289099526,0.6808629660828543,5.457525192846277,False,True,False,False
85,emetine,CHEMBL50588,6.451305149343564,-0.44966666666666666,17.38764642857143,-1.619433777091711,15.55638277712499,False,True,False,False
