chembl_id,compound_name,cp_morph_z_max,cp_morph_z_mean,ab_activity_z_max,ab_activity_z_mean,concentration_uM_min,concentration_uM_max,concentration_uM_nunique,cpe_activity_z_max,cpe_activity_z_mean,toxicity_z_max,toxicity_z_mean,concentration_uM_min_cpe,concentration_uM_max_cpe,concentration_uM_nunique_cpe,composite_score,flag_ab_toxicity,flag_cpe_toxicity,flag_cp_only,flag_ab_no_cpe,rank
CHEMBL2105717,cabozantinib,1.7948238276306683,1.7948238276306683,0.7307083333333333,0.7307083333333333,0.8333333333333334,0.8333333333333334,1.0,0.8875,-0.7740605886461611,6.632272348707293,1.3707701266900973,0.001,10.0,5.0,1.006248098859467,False,False,False,False,1254
CHEMBL108766,lauric-acid,0.87333408568944,0.87333408568944,0.8584545454545455,0.8584545454545455,10.0,10.0,1.0,1.217142857142857,0.14078801102131416,0.6468487479454728,-1.2829128902169826,0.001,10.0,5.0,1.0049057781768491,False,False,False,False,1255
CHEMBL242004,SNAP-94847,2.0966702425373116,2.0966702425373116,1.517625,1.517625,0.8333333333333334,0.8333333333333334,1.0,-0.06085714285714285,-1.4943835212070309,3.042887714926142,0.14239119367018427,0.001,10.0,5.0,1.0020411913646052,True,False,False,True,1256
CHEMBL1287854,ruxolitinib-(S),3.9748435748919415,3.9748435748919415,-0.18395454545454545,-0.21461363636363637,10.0,10.0,1.0,0.7001139240506331,-0.6558201265394273,0.6627501831515769,0.1775591409284332,0.001,10.0,5.0,1.0014324664168235,False,False,False,False,1257
CHEMBL18786,cinanserin,0.7224067187878701,0.7224067187878701,1.4103181818181818,1.4103181818181818,10.0,10.0,1.0,0.7302857142857142,-0.5371945048121837,1.3786684801562354,0.21823730259823365,0.001,10.0,5.0,1.0007229021991324,False,False,False,False,1258
CHEMBL3644587,E7449,1.1182246118103685,1.1182246118103685,1.5329545454545455,1.5329545454545455,10.0,10.0,1.0,0.405978672985782,0.10389134038377483,1.9333932510273077,0.42430394981145103,0.001,10.0,5.0,0.9992182097382047,True,False,False,False,1259
CHEMBL12344,dimaprit,1.3020626878580086,1.3020626878580086,1.1037272727272727,1.1037272727272727,10.0,10.0,1.0,0.7384336492890996,0.04764734468602969,0.27978016064781325,-0.14615738351189092,0.001,10.0,5.0,0.9972769063781506,False,False,False,False,1260
CHEMBL4211107,ATB-346,0.3911743142621767,0.3911743142621767,0.7971363636363636,0.7971363636363636,10.0,10.0,1.0,1.4992440758293837,0.17430142818576827,1.2715679109174167,0.49535760013747393,0.001,10.0,5.0,0.9967870386387343,False,False,False,False,1261
CHEMBL1474985,PD-198306,0.01894661283798948,0.01894661283798948,-1.1650454545454545,-1.1650454545454545,10.0,10.0,1.0,3.6471178571428577,0.8919095385360336,6.035185168248071,2.7067120450026203,0.001,10.0,5.0,0.9966182836065592,False,True,False,False,1262
CHEMBL1474129,clorsulon,1.022143829545243,1.022143829545243,0.6745,0.6745,10.0,10.0,1.0,1.3008214285714286,0.20011557767626814,0.35173512987887817,-0.5906707732219381,0.001,10.0,5.0,0.9945573373376201,False,False,False,False,1263
CHEMBL104264,H-89,1.994879030859271,1.994879030859271,0.5518636363636363,0.5518636363636363,10.0,10.0,1.0,0.9346642857142857,-0.6772878588140518,2.0428891759555348,0.6066594500957004,0.001,10.0,5.0,0.9935869750030231,False,False,False,False,1264
CHEMBL4577351,4E1RCat,0.8671782348365649,0.8671782348365649,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,0.7612214285714286,-0.7729278884670431,0.32913053348862154,-0.012406662327587064,0.001,10.0,5.0,0.9929969456686116,False,False,False,False,1265
CHEMBL313417,SKF-86002,1.0472269932764107,1.0472269932764107,1.1650454545454545,1.1650454545454545,10.0,10.0,1.0,0.791142857142857,-0.2421714966618959,0.7134139038994181,0.1951692345626063,0.001,10.0,5.0,0.9919207233306068,False,False,False,False,1266
CHEMBL129788,WR99210,1.0145564264953684,1.0145564264953684,1.716909090909091,1.716909090909091,10.0,10.0,1.0,0.25187025316455697,-0.1986107394821868,1.014262541593785,0.20973012761249216,0.001,10.0,5.0,0.9904230229285329,False,False,False,True,1267
CHEMBL1232077,oxfenicine,1.3063801810194093,1.3063801810194093,0.06131818181818182,0.06131818181818182,10.0,10.0,1.0,1.759785714285714,0.9765513954046433,1.2156854487466995,0.27519645335213533,0.001,10.0,5.0,0.9897175946454404,False,False,False,False,1268
CHEMBL1750,clofarabine,0.36184112480367514,0.36184112480367514,1.0679583333333333,1.0679583333333333,0.8333333333333334,0.8333333333333334,1.0,1.224329383886256,0.744374629037649,5.593682807891664,2.0950553144348243,0.001,10.0,5.0,0.9892833118485708,False,False,False,False,1269
CHEMBL36506,novobiocin,0.7327254809762181,0.7327254809762181,1.0424090909090908,1.0424090909090908,10.0,10.0,1.0,1.0599285714285713,-0.3075366432985096,-0.5233618832925324,-1.0891660757654795,0.001,10.0,5.0,0.9874801611303086,False,False,False,False,1270
CHEMBL4303193,L-670596,0.5806526863195127,0.5806526863195127,1.6555909090909091,1.6555909090909091,10.0,10.0,1.0,0.5165474683544306,-0.06564695182674422,0.3896679814415553,-0.021855523986559267,0.001,10.0,5.0,0.9849858882420385,False,False,False,True,1271
CHEMBL1200989,alclometasone-dipropionate,0.5454192026645023,0.5454192026645023,0.6745,0.6745,10.0,10.0,1.0,1.5112857142857141,0.31454096492205375,-0.026676190160616058,-0.7830207003949152,0.001,10.0,5.0,0.983398126247186,False,False,False,False,1272
CHEMBL4303182,EN460,0.8721927124972993,0.8721927124972993,0.7971363636363636,0.7971363636363636,10.0,10.0,1.0,1.224329383886256,0.4180596561624229,-0.45446358181430047,-0.861305693415005,0.001,10.0,5.0,0.9830248415085078,False,False,False,False,1273
CHEMBL1384,kanamycin,1.168966816985415,1.168966816985415,0.42922727272727274,0.42922727272727274,10.0,10.0,1.0,1.4429177215189875,0.8501860933897826,-0.13468217621247813,-0.7865735534570024,0.001,10.0,5.0,0.9826513610955872,False,False,False,False,1274
CHEMBL1371156,BRL-54443,1.0782393443898903,1.0782393443898903,0.3065909090909091,0.3065909090909091,10.0,10.0,1.0,1.6094082278481014,0.5229111513245288,1.1483766369240456,-0.1795133245297583,0.001,10.0,5.0,0.9820475236535823,False,False,False,False,1275
CHEMBL2047943,MPI-0479605,-0.8645757596862542,-0.8645757596862542,1.5942727272727273,1.5942727272727273,10.0,10.0,1.0,1.2892341772151898,-0.5627631848684042,6.997543389062682,2.5288840449231533,0.001,10.0,5.0,0.9804876098579162,True,False,False,True,1276
CHEMBL5308478,Hygromycin B,-0.29445709516675317,-0.29445709516675317,2.0848181818181817,2.0848181818181817,10.0,10.0,1.0,0.5114691943127962,-0.3131543799439506,1.4906872220356167,0.680617205025536,0.001,10.0,5.0,0.9796235314190406,False,False,False,True,1277
CHEMBL6597,Ro-15-4513,-0.4078650934113681,-0.4078650934113681,-0.7358181818181818,-0.7358181818181818,10.0,10.0,1.0,3.387714285714286,1.0778225240609172,1.3440431718765373,0.3355884442502072,0.001,10.0,5.0,0.979185422876168,False,False,False,False,1278
CHEMBL539163,tanaproget,-0.14043521446748397,-0.14043521446748397,0.18395454545454545,0.18395454545454545,10.0,10.0,1.0,2.332857142857143,1.214954375530283,0.0872803759181832,-0.7081438948889259,0.001,10.0,5.0,0.9786376324311786,False,False,False,False,1279
CHEMBL27323,BIBR-1532,1.189952393340651,1.189952393340651,0.06131818181818182,0.06131818181818182,10.0,10.0,1.0,1.7902142857142855,0.727146469879931,0.21388191263833914,-0.5325919197522524,0.001,10.0,5.0,0.9786034656811171,False,False,False,False,1280
CHEMBL373081,micronomicin,0.050718905720251214,0.050718905720251214,0.9197727272727273,0.9197727272727273,10.0,10.0,1.0,1.4984145569620253,0.47315989852849166,0.17165464284090756,-0.043874443716438595,0.001,10.0,5.0,0.9774186948379513,False,False,False,False,1281
CHEMBL306380,PP-1,0.3665189693053848,0.3665189693053848,-0.22483333333333333,-0.22483333333333333,0.8333333333333334,0.8333333333333334,1.0,2.485,-0.0016206513802353938,6.547576254985899,0.35678604192198904,0.001,10.0,5.0,0.9773704605277437,False,True,False,False,1282
CHEMBL4643847,PF-670462,0.9283046937520192,0.9283046937520192,0.11241666666666666,0.11241666666666666,0.8333333333333334,0.8333333333333334,1.0,1.866285714285714,0.5714053689054961,2.4408065650366884,-0.26998637408945114,0.001,10.0,5.0,0.9771418911313563,False,True,False,False,1283
CHEMBL1626223,pyrantel-pamoate,0.28711575705731807,0.28711575705731807,1.2263636363636363,1.2263636363636363,10.0,10.0,1.0,1.0695642857142855,0.34879107333544723,0.4394816978429063,-0.32992679609390974,0.001,10.0,5.0,0.9757943202426325,False,False,False,False,1284
CHEMBL296641,antalarmin,0.9280242755248673,0.9280242755248673,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,0.684090047393365,-0.16662225272747525,1.6557882207666692,0.4310490804301591,0.001,10.0,5.0,0.9743136013350467,False,False,False,False,1285
CHEMBL306700,viloxazine,-0.42245319113881163,-0.42245319113881163,-0.9810909090909091,-0.9810909090909091,10.0,10.0,1.0,3.627846428571429,2.40174692170239,2.403766393581885,0.9224587641146493,0.001,10.0,5.0,0.9742115695644455,False,True,False,False,1286
CHEMBL1215661,pruvanserin,0.3858719616562219,0.3858719616562219,0.6131818181818182,0.6131818181818182,10.0,10.0,1.0,1.6279285714285712,0.5899047988138804,3.0009119332324894,0.33206405928003063,0.001,10.0,5.0,0.9736185481754002,False,True,False,False,1287
CHEMBL3894518,AZD8835,0.943770861647045,0.943770861647045,1.1241666666666668,1.1241666666666668,0.8333333333333334,0.8333333333333334,1.0,0.8334892857142857,-0.33025486347625616,3.7335110550988375,1.2158554751547928,0.001,10.0,5.0,0.9718165532817901,False,False,False,False,1288
CHEMBL128772,3-carboxy-4-hydroxyphenylglycine-(S),0.37646780758647214,0.37646780758647214,1.2876818181818181,1.0424090909090908,10.0,10.0,1.0,0.9534285714285714,-0.2957891577393451,0.2655002827356763,-0.7223078440297989,0.001,10.0,5.0,0.9717377173614503,False,False,False,False,1289
CHEMBL1608183,isoflupredone-acetate,0.6567024870202913,0.6567024870202913,0.6745,0.6745,10.0,10.0,1.0,1.4250714285714285,0.6706753749475073,0.6250670898218801,-0.08219762482092947,0.001,10.0,5.0,0.9711690688326297,False,False,False,False,1290
CHEMBL1554,actinomycin-d,0.7169678663171383,0.7169678663171383,1.2365833333333334,1.2365833333333334,0.8333333333333334,0.8333333333333334,1.0,0.8317142857142857,-1.4746327575996505,16.865582299991765,6.350703939829986,0.001,10.0,5.0,0.9707126208824755,False,False,False,False,1291
CHEMBL349605,erythritol,0.5187959953515543,0.5187959953515543,1.9621818181818182,1.9621818181818182,10.0,10.0,1.0,0.2045876777251185,-0.5636853396810161,0.0363111918492673,-0.5885074455013342,0.001,10.0,5.0,0.9704669974330856,False,False,False,True,1292
CHEMBL404505,2-BFI,-0.24546635265396652,-0.24546635265396652,-0.3679090909090909,-0.3679090909090909,10.0,10.0,1.0,2.9148035714285716,1.1616142739302213,1.61415010143881,0.462209707748671,0.001,10.0,5.0,0.9696645216769991,False,True,False,False,1293
CHEMBL1868702,gestrinone,0.16218278392131139,0.16218278392131139,0.06131818181818182,0.06131818181818182,10.0,10.0,1.0,2.2788464285714287,1.3273222912935048,1.598268011053578,0.40808881137313546,0.001,10.0,5.0,0.9685024009401065,False,True,False,False,1294
CHEMBL3929074,RBC8,-0.024509427335805092,-0.024509427335805092,0.42922727272727274,0.42922727272727274,10.0,10.0,1.0,2.0032142857142854,0.6573577134629722,0.19119459393222546,-0.6123573726386774,0.001,10.0,5.0,0.9680747379094623,False,False,False,False,1295
CHEMBL1185,zolmitriptan,0.45563585989155425,0.45563585989155425,1.349,1.349,10.0,10.0,1.0,0.8418571428571426,-0.6310749900156836,0.3653063093925104,-1.0082093680376338,0.001,10.0,5.0,0.967470029121168,False,False,False,False,1296
CHEMBL1112,aripiprazole,-0.5306004388712,-0.5306004388712,0.06131818181818182,0.06131818181818182,10.0,10.0,1.0,2.6168571428571425,-0.12695021549840174,1.346483506490047,0.8542062742164085,0.001,10.0,5.0,0.9651500420958897,False,False,False,False,1297
CHEMBL466253,VU0238429,-0.1711381724179177,-0.1711381724179177,0.2810416666666667,0.2810416666666667,0.8333333333333334,0.8333333333333334,1.0,2.2153009478672985,0.8015427845101686,9.171502899069798,1.5256679402430966,0.001,10.0,5.0,0.9643094113300026,False,True,False,False,1298
CHEMBL462990,sulfamonomethoxine,0.27936918224403356,0.27936918224403356,1.716909090909091,1.716909090909091,10.0,10.0,1.0,0.5527857142857142,0.21309312577667697,0.175465316660809,-1.0671554808577337,0.001,10.0,5.0,0.9637517585267289,False,False,False,False,1299
CHEMBL1657,tazarotene,-0.7816527268323791,-0.7816527268323791,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,1.511221518987342,0.6184957052869742,0.7444139892167952,-0.011254257178227511,0.001,10.0,5.0,0.9632307895011882,False,False,False,False,1300
CHEMBL2106620,fenaclon,0.02621751513845014,0.02621751513845014,0.12263636363636364,0.12263636363636364,10.0,10.0,1.0,2.2720000000000002,0.015635674605555306,0.9293576106599892,-0.4566384999028437,0.001,10.0,5.0,0.9630980484822357,False,False,False,False,1301
CHEMBL261010,VUF10166,0.709588552617043,0.709588552617043,0.12263636363636364,0.12263636363636364,10.0,10.0,1.0,1.9275995260663505,-0.3976884130507443,0.6830784665928968,-0.17264407849976915,0.001,10.0,5.0,0.9620120664044943,False,False,False,False,1302
CHEMBL356911,"4-acetyl-1,1-dimethylpiperazinium",0.2879476067568427,0.2879476067568427,1.8395454545454546,1.8395454545454546,10.0,10.0,1.0,0.41836075949367085,0.030869687443757888,0.21109533947252807,-0.8787170334421457,0.001,10.0,5.0,0.9607520069670188,False,False,False,False,1303
CHEMBL3301618,motolimod,0.5483598129625967,0.5483598129625967,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,0.8383071428571427,0.2618453019720096,0.8862203123207537,-0.026549820191786866,0.001,10.0,5.0,0.9600675470081037,False,False,False,False,1304
CHEMBL1234973,hyoscyamine,0.5470585968365106,0.5470585968365106,1.5942727272727273,1.5942727272727273,10.0,10.0,1.0,0.5274285714285714,0.08722844668889211,-0.37352907588127315,-1.0785856302827175,0.001,10.0,5.0,0.9580922388478217,False,False,False,False,1305
CHEMBL1085,acetophenazine,0.9877759032961374,0.9877759032961374,0.8584545454545455,0.8584545454545455,10.0,10.0,1.0,1.0406571428571427,0.8619776409588372,2.0816424611344657,-0.009571658669728821,0.001,10.0,5.0,0.9571998559839028,False,False,False,False,1306
CHEMBL189,milrinone,1.2367116437936214,1.2367116437936214,1.2263636363636363,1.2263636363636363,10.0,10.0,1.0,0.5477142857142857,-0.4129388945690461,0.8222269318410845,0.3761138643218757,0.001,10.0,5.0,0.9569734975898931,False,False,False,False,1307
CHEMBL263664,CCT128930,3.1400902078241395,3.1400902078241395,0.505875,0.505875,0.8333333333333334,0.8333333333333334,1.0,0.31590506329113927,-0.7362518275584276,4.3584578081174,1.3514845054349578,0.001,10.0,5.0,0.9567300668812837,False,False,False,False,1308
CHEMBL1271,pentolinium,-0.6050635516988266,-0.6050635516988266,0.24527272727272728,0.24527272727272728,10.0,10.0,1.0,2.4474714285714287,1.6480410131724414,0.6864879435389757,-0.5991426693462273,0.001,10.0,5.0,0.9560849519978971,False,False,False,False,1309
CHEMBL3087498,SGC-0946,-0.5965048344503523,-0.5965048344503523,-1.9621818181818182,-1.9621818181818182,10.0,10.0,1.0,4.650499999999999,0.6938399319523836,1.1260442013251544,0.3433469573044488,0.001,10.0,5.0,0.956026305837202,False,False,False,False,1310
CHEMBL1487804,benzoylpas,1.0218999275472014,1.0218999275472014,1.4716363636363636,1.4716363636363636,10.0,10.0,1.0,0.4057142857142857,-0.22077380419598397,0.6999203967231532,-0.20735923350364183,0.001,10.0,5.0,0.9553202452496999,False,False,False,False,1311
CHEMBL2104509,xenalipin,-0.20710086094165744,-0.20710086094165744,0.24527272727272728,0.24527272727272728,10.0,10.0,1.0,2.2451214285714287,0.3831675156620931,1.2703230499314686,0.08319670301805962,0.001,10.0,5.0,0.954737490149331,False,False,False,False,1312
CHEMBL97858,U-0124,0.6397417568262681,0.6397417568262681,0.3679090909090909,0.3679090909090909,10.0,10.0,1.0,1.6989285714285713,0.5736573916937343,1.487359711961833,0.3930872351732483,0.001,10.0,5.0,0.9546834163003186,False,False,False,False,1313
CHEMBL1587,polythiazide,0.9826094828453078,0.9826094828453078,0.3679090909090909,0.3679090909090909,10.0,10.0,1.0,1.5272607142857142,0.1311126203902882,2.3932807222167187,0.6432834577071186,0.001,10.0,5.0,0.9545898186469837,False,True,False,False,1314
CHEMBL191413,reparixin,0.5185874704741492,0.5185874704741492,0.42922727272727274,0.42922727272727274,10.0,10.0,1.0,1.6958857142857142,1.1445425748395224,0.31969560674426545,-0.21657366358945146,0.001,10.0,5.0,0.9537626889000247,False,False,False,False,1315
CHEMBL278488,acifran,0.4013166309720301,0.4013166309720301,0.24527272727272728,0.24527272727272728,10.0,10.0,1.0,1.937285714285714,0.5537710603944019,0.8604369095759109,0.25827925557666814,0.001,10.0,5.0,0.9532867028177826,False,False,False,False,1316
CHEMBL1917204,CCG-50014,1.1104989699251335,1.1104989699251335,0.9197727272727273,0.9197727272727273,10.0,10.0,1.0,0.9077857142857142,-0.16954129509011598,0.6679786202648894,0.3749974968128805,0.001,10.0,5.0,0.9531231706084033,False,False,False,False,1317
CHEMBL1509,drospirenone,0.8080469581399238,0.8080469581399238,0.3065909090909091,0.3065909090909091,10.0,10.0,1.0,1.6718649289099525,-1.1353270142180094,1.2094193255773242,-0.8288249869291324,0.001,10.0,5.0,0.9529917268283294,False,False,False,False,1318
CHEMBL1483,albendazole,0.007413228728933515,0.007413228728933515,0.6745,0.6745,0.8333333333333334,0.8333333333333334,1.0,1.7039999999999997,0.3888465968478699,8.402331538901292,2.1517159349233452,0.001,10.0,5.0,0.9528826457457867,False,True,False,False,1319
CHEMBL57997,T-62,0.03616580614825353,0.03616580614825353,0.8584545454545455,0.8584545454545455,10.0,10.0,1.0,1.501142857142857,0.4510190476190476,-0.8929272511319055,-1.147106722651676,0.001,0.1,3.0,0.9510721222686117,False,False,False,False,1320
CHEMBL64545,meclofenoxate,-0.9193881360632349,-0.9193881360632349,1.5942727272727273,1.5942727272727273,10.0,10.0,1.0,1.2425,0.5471361112158584,1.472464818749369,0.45597407557501446,0.001,10.0,5.0,0.9508314636964439,False,False,False,False,1321
CHEMBL175247,orlistat,1.167047739598604,1.167047739598604,0.42922727272727274,0.42922727272727274,10.0,10.0,1.0,1.3642142857142856,0.790113225405586,2.805105386524572,1.0172071805052474,0.001,10.0,5.0,0.9507861712963441,False,False,False,False,1322
CHEMBL690,PRAVASTATIN SODIUM,-0.0072594900196442805,-0.0072594900196442805,-0.24527272727272728,-0.24527272727272728,10.0,10.0,1.0,2.625427215189873,1.2405633069513125,0.2749703232281755,-0.8547748670714082,0.001,10.0,5.0,0.9506098971629295,False,False,False,False,1323
CHEMBL1444,letrozole,0.5387565240521915,0.5387565240521915,0.12263636363636364,0.12263636363636364,10.0,10.0,1.0,1.9829285714285714,-0.08953565613671233,-0.3793948499474566,-1.343580205577109,0.001,10.0,5.0,0.9499772788364125,False,False,False,False,1324
CHEMBL473136,beta-funaltrexamine,-0.28595190748876576,-0.28595190748876576,0.5518636363636363,0.5518636363636363,10.0,10.0,1.0,1.96595971563981,0.38253295578618984,1.4778164201247317,0.3720794135975052,0.001,10.0,5.0,0.9499389593036255,False,False,False,False,1325
CHEMBL1201216,dapiprazole,0.32913437553280456,0.32913437553280456,1.9621818181818182,1.9621818181818182,10.0,10.0,1.0,0.2457107142857143,-0.5150166660524669,1.5326687039078954,0.7292147864836298,0.001,10.0,5.0,0.948983888093574,True,False,False,True,1326
CHEMBL102358,brolitene,0.9690108764397519,0.9690108764397519,1.2263636363636363,1.2263636363636363,10.0,10.0,1.0,0.6585165876777251,-0.4115198651045996,-0.16456023181485818,-0.6500262080268243,0.001,10.0,5.0,0.947754264904495,False,False,False,False,1327
CHEMBL127,meropenem,-0.18547528235813734,-0.18547528235813734,-0.12263636363636364,-0.12263636363636364,10.0,10.0,1.0,2.582737341772152,0.5841335076232185,-0.1630959805006083,-0.7590271569736823,0.001,10.0,5.0,0.9469453347826879,False,False,False,False,1328
CHEMBL1437764,climbazole,1.0988462866160886,1.0988462866160886,1.4716363636363636,1.4716363636363636,10.0,10.0,1.0,0.34485714285714286,-0.3384640608743347,1.0587121759410605,0.33770218622970405,0.001,10.0,5.0,0.9463666599206203,False,False,False,False,1329
CHEMBL5090661,Rec-15/2615,-0.9090150465410743,-0.9090150465410743,1.349,1.349,10.0,10.0,1.0,1.4694464285714286,0.7033635904544793,0.38251741767641734,0.04541490698471305,0.001,10.0,5.0,0.9455755621203564,False,False,False,False,1330
CHEMBL1416993,FK-888,0.8312703238170543,0.8312703238170543,-0.06131818181818182,-0.06131818181818182,10.0,10.0,1.0,2.008285714285714,1.1011385880548152,0.5020872679690269,-0.3743096582498381,0.001,10.0,5.0,0.9450410777504238,False,False,False,False,1331
CHEMBL71685,daltroban,0.5242729990888372,0.5242729990888372,0.7358181818181818,0.7358181818181818,10.0,10.0,1.0,1.3642142857142856,0.16737989415767504,1.1625038331968511,-0.7983829494280561,0.001,10.0,5.0,0.9448675868307543,False,False,False,False,1332
CHEMBL480,lansoprazole,0.3741707823634538,0.3741707823634538,0.5518636363636363,0.5518636363636363,10.0,10.0,1.0,1.6228571428571428,0.07566865631668707,-0.22940348489332335,-1.0641703715673914,0.001,10.0,5.0,0.9447224681610025,False,False,False,False,1333
CHEMBL1765291,zaltoprofen,1.2730400534560393,1.2730400534560393,-0.12263636363636364,-0.12263636363636364,10.0,10.0,1.0,1.8452392857142859,0.8959860190858994,1.52972842930229,0.26389940941768036,0.001,10.0,5.0,0.9436491795223768,False,True,False,False,1334
CHEMBL284733,diclazuril,0.6962054439975174,0.6962054439975174,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,0.7214588607594938,-0.3373023815380131,1.2730792164687246,0.06052130126083335,0.001,10.0,5.0,0.9428973603760282,False,False,False,False,1335
CHEMBL4303158,G-15,0.2778154627757734,0.2778154627757734,0.8584545454545455,0.8584545454545455,10.0,10.0,1.0,1.359142857142857,0.6751824081914246,0.898381692739379,0.35582749029114713,0.001,10.0,5.0,0.9426020535941158,False,False,False,False,1336
CHEMBL1387826,AMN-082,0.5508684796716347,0.5508684796716347,0.3065909090909091,0.3065909090909091,10.0,10.0,1.0,1.7681535714285714,-0.1326441680878962,1.1230494600440464,-0.026737511825532922,0.001,10.0,5.0,0.9400714881421192,False,False,False,False,1337
CHEMBL231813,telaprevir,1.18940041206014,1.18940041206014,-0.3679090909090909,-0.3679090909090909,10.0,10.0,1.0,2.1216867088607594,0.2065766884207639,-0.05992888403492702,-0.47157863699309016,0.001,10.0,5.0,0.9393911295926953,False,False,False,False,1338
CHEMBL826,enoxacin,0.43935416541022027,0.43935416541022027,-0.18395454545454545,-0.18395454545454545,10.0,10.0,1.0,2.3125714285714287,0.5265399107410677,0.10716722300885559,-0.831095382367111,0.001,10.0,5.0,0.9393175863287974,False,False,False,False,1339
CHEMBL526281,A-582941,0.6131306897923243,0.6131306897923243,1.5329545454545455,1.5329545454545455,10.0,10.0,1.0,0.5071428571428571,-0.24892401450939722,-0.6542730466509378,-1.3651770125915528,0.001,10.0,5.0,0.938665098997426,False,False,False,True,1340
CHEMBL1456284,NKY-80,-0.3311241191718478,-0.3311241191718478,0.5518636363636363,0.5518636363636363,10.0,10.0,1.0,1.959465189873418,1.4608891314073174,0.04043960631202457,-0.3276364539740249,0.001,10.0,5.0,0.9383067066604521,False,False,False,False,1341
CHEMBL2312139,ICG-001,0.09621740547531667,0.09621740547531667,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,1.006932142857143,0.17146655163991328,1.9538881510331334,0.5338430835152238,0.001,10.0,5.0,0.9370890655106477,False,False,False,False,1342
CHEMBL4297526,remimazolam,0.4931785844738855,0.4931785844738855,1.0424090909090908,1.0424090909090908,10.0,10.0,1.0,1.0502928571428571,0.30962730466306143,0.7696684179340034,0.030505646846909436,0.001,10.0,5.0,0.9357164961155564,False,False,False,False,1343
CHEMBL1368146,halazone,0.4798614760807218,0.4798614760807218,1.0424090909090908,1.0424090909090908,10.0,10.0,1.0,1.0548571428571427,-0.3121844954706342,0.2201402855038779,-0.8696478943230433,0.001,10.0,5.0,0.9348787887226379,False,False,False,False,1344
CHEMBL2178578,vercirnon,-0.09803361787812934,-0.09803361787812934,0.6131818181818182,0.6131818181818182,10.0,10.0,1.0,1.771629746835443,0.9115776453725049,0.773774567174432,0.21377937838307343,0.001,10.0,5.0,0.9343179024312787,False,False,False,False,1345
CHEMBL2107621,telmesteine,-0.4095832815501279,-0.4095832815501279,0.49054545454545456,0.49054545454545456,10.0,10.0,1.0,2.049113924050633,1.0490871720816228,-0.47439806982775334,-0.7956982345574676,0.001,10.0,5.0,0.9339470951284095,False,False,False,False,1346
CHEMBL2104708,meldonium,1.3574359023194793,1.3574359023194793,1.8395454545454546,1.8395454545454546,10.0,10.0,1.0,-0.18356645569620259,-0.7302196113829778,0.6262865299063202,-0.14517420519518082,0.001,10.0,5.0,0.9338787800035968,False,False,False,True,1347
CHEMBL1253853,L-368899,-0.09665453374902767,-0.09665453374902767,1.0424090909090908,1.0424090909090908,10.0,10.0,1.0,1.3393642857142858,0.5463636835700145,1.9038742722449746,0.3369032240824542,0.001,10.0,5.0,0.9333784438995452,False,False,False,False,1348
CHEMBL28,apigenin,0.47660396497757573,0.47660396497757573,0.0,0.0,10.0,10.0,1.0,2.0906303317535544,-0.36563882515019325,0.8437936615707321,0.07405775016040328,0.001,10.0,5.0,0.931572925696937,False,False,False,False,1349
CHEMBL1201338,cyclopentolate,0.8244515565718419,0.8244515565718419,1.2876818181818181,1.2876818181818181,10.0,10.0,1.0,0.6288571428571429,-0.4001384037948973,0.1252736550164874,-0.5756237344986145,0.001,10.0,5.0,0.9315058957299528,False,False,False,False,1350
CHEMBL43185,piperine,-0.19925573970480404,-0.19925573970480404,0.7358181818181818,0.7358181818181818,10.0,10.0,1.0,1.6910450236966825,-0.6403340513185297,0.9959172634703195,-0.5417390069139627,0.001,10.0,5.0,0.9308941342649849,False,False,False,False,1351
CHEMBL278764,suritozole,0.5599990802975481,0.5599990802975481,0.3065909090909091,0.3065909090909091,10.0,10.0,1.0,1.7394999999999998,0.8570803581070079,0.631730715618996,-0.05579651157993794,0.001,10.0,5.0,0.9304361796958732,False,False,False,False,1352
CHEMBL84567,tracazolate,0.7975220033790026,0.7975220033790026,1.349,1.349,10.0,10.0,1.0,0.5781428571428572,-0.33367558753203125,1.3427987680173445,0.5332619868527013,0.001,10.0,5.0,0.9303615435329434,False,False,False,False,1353
CHEMBL3187660,BAM7,-0.0889532624125401,-0.0889532624125401,1.4716363636363636,1.4716363636363636,10.0,10.0,1.0,0.8976428571428571,0.5084070359863905,0.6698294913308507,0.3098154083998688,0.001,10.0,5.0,0.9299210358291803,False,False,False,False,1354
CHEMBL1766,desoximetasone,0.03130946467947476,0.03130946467947476,1.5329545454545455,1.5329545454545455,10.0,10.0,1.0,0.7726867088607595,-0.23261431361038026,1.9544020357878158,1.2075784886131795,0.001,10.0,5.0,0.9285183946620171,True,False,False,True,1355
CHEMBL571987,lersivirine,0.7056024145150128,0.7056024145150128,0.7971363636363636,0.7971363636363636,10.0,10.0,1.0,1.1707392857142855,0.8908723919936923,1.3227111309670985,0.578750166869332,0.001,10.0,5.0,0.9282707426432624,False,False,False,False,1356
