rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroE6_relevant,mechanistic_rationale
161,CHEMBL3360305,0.3411018890364623,0.186810365192383,0.0,1.2454024346158867,0.0,,Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation
162,CHEMBL399530,0.3411018890364623,0.186810365192383,0.0,1.2454024346158867,0.0,,Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation
163,CHEMBL1016,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
164,CHEMBL1069,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
165,CHEMBL1200692,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
166,CHEMBL1516,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
167,CHEMBL1951143,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
168,CHEMBL57242,0.33693063925538597,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
169,CHEMBL3545413,0.3364794618602452,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
170,CHEMBL496,0.336312136230002,0.08369424543596543,0.0,0.5579616362397696,0.0,,Aggrephagy,,False,Relevant pathways: Aggrephagy
171,CHEMBL257167,0.33512394807244833,0.10833533982970432,0.0,0.7222355988646955,0.0,,ER-Phagosome pathway,,False,Relevant pathways: ER-Phagosome pathway
172,CHEMBL1346,0.335016251990151,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
173,CHEMBL1263,0.33501230041232494,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
174,CHEMBL1173655,0.3320369501529563,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
175,CHEMBL539697,0.3315164608639295,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
176,CHEMBL500,0.33149186402193276,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
177,CHEMBL5314356,0.33115958576551335,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
178,CHEMBL321820,0.33007449252635196,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
179,CHEMBL813,0.33007449252635196,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
180,CHEMBL907,0.33007449252635196,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
181,CHEMBL997,0.33007449252635196,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
182,CHEMBL679,0.32968831067146714,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
183,CHEMBL1491,0.32882905327095857,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
184,CHEMBL3786343,0.3285886305707519,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
185,CHEMBL247070,0.32742807251151074,0.22929584584772023,0.0,1.5286389723181348,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
186,CHEMBL24072,0.3248316480534712,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
187,CHEMBL3115681,0.32438558739906637,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
188,CHEMBL300138,0.3236051313752156,0.019839934326242693,0.0360726078658958,0.0,0.0,AAK1,,,True,Host protein hits: AAK1
189,CHEMBL598797,0.32215400577981324,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
190,CHEMBL114655,0.32205020408228247,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
191,CHEMBL29197,0.3210090663023736,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
192,CHEMBL1095777,0.3200252381604947,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
193,CHEMBL182319,0.31980096850413875,0.18391110009822678,0.0,1.2260740006548452,0.0,,Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,False,Relevant pathways: Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
194,CHEMBL67,0.31980096850413875,0.18391110009822678,0.0,1.2260740006548452,0.0,,Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,False,Relevant pathways: Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
195,CHEMBL15245,0.31920276788156643,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
196,CHEMBL926,0.31787697266250226,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
197,CHEMBL1437,0.3153578149446953,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
198,CHEMBL1957266,0.31491981530083146,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
199,CHEMBL445,0.3145342749147251,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
200,CHEMBL297302,0.31057942925841775,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
201,CHEMBL1215,0.3104688799963935,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
202,CHEMBL279229,0.3094425807434379,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
203,CHEMBL3707348,0.3085491886671248,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
204,CHEMBL285063,0.30636959147412174,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
205,CHEMBL490,0.305640918105882,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
206,CHEMBL50,0.29619441731010826,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
207,CHEMBL1650951,0.29279576464360857,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
208,CHEMBL27810,0.2927583868795094,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
209,CHEMBL400402,0.29254187020890143,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
210,CHEMBL4071161,0.29128495733356785,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
211,CHEMBL1230165,0.29112559055835974,0.1146680707890513,0.0,0.764453805260342,0.0,,PINK1-PRKN Mediated Mitophagy,,False,Relevant pathways: PINK1-PRKN Mediated Mitophagy
212,CHEMBL58,0.28804507689673486,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
213,CHEMBL434394,0.28738388073091614,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
214,CHEMBL12998,0.286403269887734,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
215,CHEMBL406845,0.28595889145023023,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
216,CHEMBL3301625,0.28247464560019997,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
217,CHEMBL32800,0.27963282636830505,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
218,CHEMBL27,0.27737755178295426,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
219,CHEMBL1081312,0.2761340832690342,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
220,CHEMBL1471,0.2753674883434735,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
221,CHEMBL314010,0.2745143530311226,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
222,CHEMBL27006,0.27230192328553693,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
223,CHEMBL513389,0.27159342921275137,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
224,CHEMBL22870,0.2705738111970417,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
225,CHEMBL426161,0.2672014439904905,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
226,CHEMBL228043,0.2641831959948903,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
227,CHEMBL2057912,0.264033516153743,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
228,CHEMBL2057915,0.264033516153743,0.21668404061249424,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
229,CHEMBL577784,0.263799136691293,0.1146680707890513,0.0,0.764453805260342,0.0,,PINK1-PRKN Mediated Mitophagy,,False,Relevant pathways: PINK1-PRKN Mediated Mitophagy
230,CHEMBL180672,0.26293783065620535,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
231,CHEMBL499,0.26282581429404517,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
232,CHEMBL546,0.26205904825337567,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
233,CHEMBL16476,0.2617226356271642,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
234,CHEMBL434,0.2614674995346762,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
235,CHEMBL357995,0.2595540246298398,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
236,CHEMBL685,0.2583438070096912,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
237,CHEMBL24,0.25666237111709456,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
238,CHEMBL75753,0.25666237111709456,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
239,CHEMBL1404,0.2539804004056822,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
240,CHEMBL521589,0.2536735096258565,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
241,CHEMBL1256786,0.25276759482998823,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
242,CHEMBL1374751,0.2521791536880893,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
243,CHEMBL284782,0.2521791536880893,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
244,CHEMBL13,0.2520959982207852,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
245,CHEMBL152067,0.2520959982207852,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
246,CHEMBL93298,0.2520959982207852,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
247,CHEMBL1159717,0.25156743564346307,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
248,CHEMBL1315867,0.25156743564346307,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
249,CHEMBL49080,0.25156743564346307,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
250,CHEMBL714,0.25156743564346307,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
251,CHEMBL151,0.24963045257756608,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
252,CHEMBL276711,0.24815685981595847,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
253,CHEMBL306700,0.2474596964621217,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
254,CHEMBL3545085,0.24737046577329014,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
255,CHEMBL1201213,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
256,CHEMBL314639,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
257,CHEMBL324665,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
258,CHEMBL601773,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
259,CHEMBL645,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
260,CHEMBL776,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
261,CHEMBL839,0.24650717113339343,0.21686847900298542,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
262,CHEMBL2111099,0.24605035936768577,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
263,CHEMBL206253,0.24114337214382878,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
264,CHEMBL1078178,0.24079366189388415,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.
265,CHEMBL206834,0.24061006357824838,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation
266,CHEMBL594828,0.238809563752151,0.21029945245101347,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis
267,CHEMBL536151,0.23754203794598483,0.10633220906893696,0.0,0.7088813937929132,0.0,,ER-Phagosome pathway,,False,Relevant pathways: ER-Phagosome pathway
