chembl_id,admet_score,solubility_score,logP_score,pampa_score,pgp_score,herg_score,ames_score,cyp_score,has_admet
CHEMBL3414621,0.6604335,0.644,0.44133499999999914,0.0,1.0,1.0,1.0,0.875,True
CHEMBL348475,0.27363499999999985,0.040000000000000036,0.031349999999998435,1.0,0.0,0.0,0.0,0.625,True
CHEMBL3544910,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3544983,0.4467374999999999,0.20800000000000002,0.17637499999999862,1.0,0.0,0.0,1.0,0.375,True
CHEMBL3545050,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3545063,0.897255,0.738,0.6215499999999996,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3545085,0.502,0.422,0.8009999999999997,0.0,1.0,0.0,1.0,0.875,True
CHEMBL3545155,0.5311524999999999,0.166,0.3545249999999991,0.0,1.0,1.0,1.0,0.625,True
CHEMBL3545215,0.7266145,0.82,0.7511449999999995,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3545235,0.23459499999999994,0.22200000000000006,0.5269499999999991,0.5,0.0,0.0,0.0,0.375,True
CHEMBL3545236,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3545241,0.678357,0.47000000000000003,0.7185699999999997,1.0,0.0,1.0,1.0,0.125,True
CHEMBL3545252,0.6446375000000001,0.0,0.5713750000000006,1.0,0.5,1.0,1.0,0.375,True
CHEMBL3545308,0.6053949999999999,0.0,0.42894999999999905,1.0,0.0,1.0,1.0,0.625,True
CHEMBL3545311,0.35334999999999994,0.027999999999999935,0.35249999999999915,0.5,0.0,0.0,1.0,0.625,True
CHEMBL3545316,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3545328,0.5078425,0.466,0.7714249999999996,0.0,1.0,1.0,0.0,0.875,True
CHEMBL3545365,0.47507249999999995,0.0,0.3757249999999992,1.0,0.0,0.0,1.0,0.875,True
CHEMBL3545396,0.554385,0.85,0.71885,0.5,0.0,0.0,1.0,0.625,True
CHEMBL3545401,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3545402,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3545413,0.824897,1.0,0.373969999999999,1.0,0.0,1.0,1.0,0.875,True
CHEMBL3545414,0.7832905,0.8140000000000001,0.579904999999999,1.0,0.0,1.0,1.0,0.625,True
CHEMBL3545427,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL359164,0.6922325,1.0,0.04732499999999995,0.0,1.0,1.0,1.0,0.875,True
CHEMBL36,0.644105,0.2859999999999999,0.9940499999999999,0.0,1.0,1.0,1.0,0.875,True
CHEMBL361506,0.7403960000000002,1.0,0.5289600000000008,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3622821,0.7043025,0.51,0.8980249999999999,1.0,1.0,0.0,1.0,0.625,True
CHEMBL3647420,0.5634729999999999,0.18800000000000008,0.008729999999998572,1.0,1.0,0.0,1.0,0.75,True
CHEMBL3653256,0.8038625,0.35600000000000004,0.45162499999999905,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3663929,0.7264850000000002,0.662,0.9408500000000004,1.0,1.0,0.0,1.0,0.5,True
CHEMBL3707313,0.40430999999999984,0.019999999999999928,0.1280999999999981,0.0,0.0,1.0,1.0,0.875,True
CHEMBL3707320,0.37012299999999987,0.0,0.32622999999999847,0.0,1.0,0.0,1.0,0.875,True
CHEMBL3707446,0.6079,0.602,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL377300,0.4671389999999999,0.8379999999999999,0.7453899999999996,0.0,0.0,0.0,1.0,0.75,True
CHEMBL378544,0.6815475,0.45,0.7904749999999989,1.0,1.0,0.0,1.0,0.625,True
CHEMBL3786343,0.7227124999999999,0.06400000000000006,0.349124999999999,1.0,1.0,1.0,1.0,0.75,True
CHEMBL3809489,0.3618499999999999,0.23200000000000004,0.40449999999999875,0.0,0.5,1.0,0.0,0.75,True
CHEMBL3813873,0.6745,0.025999999999999978,0.3179999999999994,1.0,1.0,1.0,1.0,0.375,True
CHEMBL3833344,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL3948730,0.2875,0.0,0.0,0.5,0.0,1.0,0.0,0.375,True
CHEMBL3984441,0.7194495,0.01799999999999997,0.2834949999999987,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3989516,0.7861,0.618,0.0,1.0,1.0,1.0,1.0,0.625,True
CHEMBL3989562,0.72473,0.77,0.33229999999999993,0.5,1.0,1.0,1.0,0.375,True
CHEMBL3989677,0.4665,0.77,0.0,0.0,1.0,0.0,1.0,0.625,True
CHEMBL3989691,0.46979100000000007,0.29399999999999993,0.9849100000000001,0.0,1.0,1.0,0.0,0.625,True
CHEMBL3989869,0.6813,0.09399999999999994,0.0,1.0,1.0,1.0,1.0,0.625,True
CHEMBL3989908,0.3531849999999999,0.49000000000000005,0.5518499999999995,0.0,0.0,0.0,1.0,0.5,True
CHEMBL3989914,0.7352875,0.2039999999999999,0.0698749999999988,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3989921,0.41209299999999993,0.266,0.21392999999999907,0.0,1.0,0.0,1.0,0.875,True
CHEMBL3989962,0.6327,0.726,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3989973,0.6915549999999999,0.16400000000000006,0.21254999999999913,1.0,1.0,1.0,1.0,0.375,True
CHEMBL403989,0.4266,0.008000000000000007,0.0,0.0,1.0,1.0,1.0,0.25,True
CHEMBL4080062,0.4703624999999999,0.0,0.32862499999999906,0.5,0.0,1.0,1.0,0.375,True
CHEMBL408194,0.8022265,0.572,0.5032649999999992,1.0,1.0,1.0,1.0,0.375,True
CHEMBL4091801,0.6874,0.06199999999999992,0.0,1.0,1.0,1.0,1.0,0.75,True
CHEMBL4130229,0.47150899999999996,0.23000000000000007,0.38008999999999915,1.0,1.0,0.0,0.0,0.875,True
CHEMBL414804,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL416,0.535705,0.622,0.9880499999999999,0.0,1.0,1.0,0.0,0.625,True
CHEMBL4204794,0.6866075,0.384,0.9730749999999999,1.0,1.0,0.0,1.0,0.625,True
CHEMBL4208229,0.5912275,0.014000000000000058,0.7592749999999997,1.0,1.0,1.0,0.0,0.625,True
CHEMBL4216467,0.6832324999999999,0.0,0.2073249999999991,1.0,1.0,1.0,1.0,0.625,True
CHEMBL427,0.592195,0.974,0.72395,0.0,1.0,1.0,0.0,0.75,True
CHEMBL4279047,0.41389,0.2960000000000001,0.5468999999999997,0.0,1.0,0.0,1.0,0.5,True
CHEMBL428647,0.6441075,0.0,0.6910749999999991,1.0,0.0,1.0,1.0,0.75,True
CHEMBL4297091,0.6830825,0.806,0.3438250000000005,1.0,1.0,0.0,1.0,0.375,True
CHEMBL4297190,0.8106195,0.27599999999999997,0.6791949999999995,1.0,1.0,1.0,1.0,0.875,True
CHEMBL4297216,0.6163369999999999,0.562,0.41436999999999813,0.0,1.0,1.0,1.0,0.625,True
CHEMBL4297220,0.6082825,0.15199999999999997,0.6538249999999992,1.0,1.0,1.0,0.0,0.625,True
CHEMBL4297235,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297258,0.7764675,0.36199999999999993,0.41567499999999913,1.0,1.0,1.0,1.0,0.625,True
CHEMBL4297507,0.7174695000000001,0.55,0.699695,1.0,1.0,0.0,1.0,0.875,True
CHEMBL4297524,0.5638289999999999,0.538,0.18728999999999907,0.5,0.0,1.0,1.0,0.375,True
CHEMBL4297574,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297599,0.6567000000000001,0.8460000000000001,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL4297744,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297764,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297775,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297789,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4297865,0.63247,0.22599999999999998,0.49769999999999937,1.0,1.0,0.0,1.0,0.875,True
CHEMBL4297866,0.46931,0.16799999999999998,0.9821,0.0,1.0,0.0,1.0,0.875,True
CHEMBL4298119,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4298167,0.684775,0.588,0.79675,0.0,1.0,1.0,1.0,0.875,True
CHEMBL4303201,0.6821345,0.39,0.4163449999999991,1.0,0.0,1.0,1.0,0.625,True
CHEMBL4303214,0.725262,0.358,0.6616199999999992,1.0,0.0,1.0,1.0,0.875,True
CHEMBL4303389,0.7057025,0.632,0.5430249999999994,1.0,0.0,1.0,1.0,0.25,True
CHEMBL43452,0.64585,0.708,0.2925000000000001,0.0,1.0,1.0,1.0,0.75,True
CHEMBL443684,0.48750000000000004,0.0,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL444172,0.2947149999999999,0.0,0.3221499999999988,1.0,0.0,0.0,0.0,0.625,True
CHEMBL450449,0.690069,0.502,0.7716899999999995,1.0,1.0,1.0,0.0,0.625,True
CHEMBL452231,0.6420775000000001,0.242,0.9367749999999998,1.0,1.0,1.0,0.0,0.5,True
CHEMBL4535757,0.6427645,0.524,0.5046449999999991,0.0,1.0,1.0,1.0,0.875,True
CHEMBL4558324,0.702895,0.5900000000000001,0.5989499999999992,1.0,1.0,1.0,0.0,0.75,True
CHEMBL4559134,0.8541905000000001,0.49400000000000005,0.8039049999999994,1.0,1.0,1.0,1.0,0.75,True
CHEMBL4582651,0.7913965,0.48200000000000004,0.5749649999999993,1.0,0.5,1.0,1.0,0.875,True
CHEMBL4594260,0.673986,0.784,0.2968599999999988,0.0,1.0,1.0,1.0,0.875,True
CHEMBL4594275,0.6912030000000001,0.462,0.98803,1.0,1.0,0.0,1.0,0.5,True
CHEMBL4594298,0.30481999999999987,0.25199999999999995,0.2941999999999987,1.0,0.0,0.0,0.0,0.25,True
CHEMBL4594350,0.5924754999999999,0.053999999999999916,0.441754999999999,0.5,1.0,1.0,1.0,0.375,True
CHEMBL4594401,0.6313049999999999,0.33399999999999996,0.520049999999999,1.0,1.0,1.0,0.0,0.625,True
CHEMBL461101,0.48587899999999984,0.0,0.48378999999999883,0.0,1.0,1.0,1.0,0.375,True
CHEMBL464,0.6132609999999998,0.2720000000000001,0.2136099999999983,1.0,0.0,1.0,1.0,0.375,True
CHEMBL4650281,0.54869,0.40800000000000003,0.7958999999999998,1.0,1.0,0.0,0.0,0.875,True
CHEMBL4650283,0.7017405000000001,0.9620000000000001,0.8434049999999997,0.5,1.0,0.0,1.0,0.75,True
CHEMBL4650288,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4650295,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4650319,0.7611249999999999,0.19000000000000003,0.35624999999999885,1.0,1.0,1.0,1.0,0.875,True
CHEMBL4650333,0.5037594999999999,0.43,0.30259499999999906,1.0,0.0,1.0,0.0,0.375,True
CHEMBL4650343,0.8076525,0.504,0.6935249999999997,1.0,0.5,1.0,1.0,0.875,True
CHEMBL4650374,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4650387,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL4650521,0.51753,0.316,0.9183000000000001,1.0,1.0,0.0,0.0,0.625,True
CHEMBL468,0.6519950000000001,0.624,0.39695,0.0,1.0,1.0,1.0,0.875,True
CHEMBL476,0.4142225,1.0,0.39222499999999993,0.0,1.0,0.0,0.0,0.75,True
CHEMBL4761468,0.6597074999999999,0.2119999999999999,0.29807499999999876,1.0,1.0,1.0,0.5,0.625,True
CHEMBL477772,0.9059240000000001,0.6719999999999999,0.8402399999999999,1.0,1.0,1.0,1.0,0.875,True
CHEMBL4790100,0.5225574999999999,0.6559999999999999,0.7885749999999998,0.0,0.0,1.0,1.0,0.125,True
CHEMBL4802163,0.6430125,0.502,0.6761249999999994,0.0,1.0,1.0,1.0,0.75,True
CHEMBL4802239,0.59793,0.366,0.3722999999999992,0.0,1.0,1.0,1.0,0.875,True
CHEMBL481958,0.53654,0.6759999999999999,0.6383999999999999,0.0,1.0,1.0,0.0,0.875,True
CHEMBL482967,0.697427,0.496,0.8572699999999998,1.0,1.0,1.0,0.0,0.625,True
CHEMBL482968,0.751652,0.2800000000000001,0.8315199999999996,1.0,0.5,1.0,1.0,0.625,True
CHEMBL491473,0.37789449999999986,0.48,0.3189449999999989,0.0,0.5,0.0,1.0,0.5,True
CHEMBL494089,0.6001050000000001,0.99,0.77105,0.0,1.0,1.0,0.0,0.75,True
CHEMBL495727,0.7642275000000001,1.0,0.8922749999999999,0.0,1.0,1.0,1.0,0.75,True
CHEMBL497,0.42714,0.34800000000000003,0.8253999999999999,0.0,0.5,0.0,1.0,0.75,True
CHEMBL498847,0.562013,1.0,0.49512999999999996,0.0,1.0,1.0,0.0,0.625,True
CHEMBL502835,0.8189025000000001,0.484,0.7210249999999994,1.0,1.0,1.0,1.0,0.5,True
CHEMBL50882,0.5770949999999999,1.0,0.1459499999999999,0.0,1.0,1.0,0.5,0.375,True
CHEMBL5095033,0.3744149999999999,0.0,0.11914999999999898,1.0,0.0,1.0,0.0,0.125,True
CHEMBL5095034,0.5394775,0.606,0.9327749999999999,0.0,1.0,1.0,0.0,0.75,True
CHEMBL5095049,0.4600925,0.39,0.6959249999999999,0.0,1.0,0.0,1.0,0.625,True
CHEMBL513,0.567925,0.82,0.66425,0.0,1.0,1.0,0.0,0.875,True
CHEMBL514,0.5492725,0.5900000000000001,0.9377250000000001,0.0,1.0,1.0,0.0,0.875,True
CHEMBL515,0.5183525,0.514,0.7805249999999995,0.0,1.0,1.0,0.0,0.875,True
CHEMBL522892,0.7857875000000001,0.622,0.988875,0.5,1.0,1.0,1.0,0.625,True
CHEMBL52885,0.608965,0.438,0.8386499999999997,1.0,0.0,1.0,0.0,0.875,True
CHEMBL5314346,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL5314391,0.3705844999999999,0.18599999999999994,0.45884499999999906,0.5,0.0,1.0,0.0,0.375,True
CHEMBL5314406,0.3386744999999999,0.0019999999999999575,0.13274499999999878,0.0,0.0,1.0,1.0,0.25,True
CHEMBL5314408,0.686985,0.36999999999999994,0.7548499999999996,1.0,0.0,1.0,1.0,0.375,True
CHEMBL5315053,0.41624250000000007,0.22599999999999998,0.3354250000000002,0.0,1.0,1.0,0.0,0.875,True
CHEMBL5315119,0.7410224999999999,0.2039999999999999,0.3772249999999986,1.0,1.0,1.0,1.0,0.625,True
CHEMBL535,0.4824265,0.704,0.7912649999999997,1.0,0.0,0.0,0.0,0.625,True
CHEMBL538867,0.6185799999999999,0.03399999999999999,0.3677999999999988,0.5,1.0,1.0,1.0,0.75,True
CHEMBL538943,0.7671100000000003,0.2720000000000001,0.5021000000000024,1.0,1.0,1.0,1.0,0.625,True
CHEMBL5416410,0.8601210000000001,0.5519999999999999,0.9972100000000002,1.0,1.0,1.0,1.0,0.5,True
CHEMBL545315,0.49292249999999993,0.744,0.31622499999999865,0.0,1.0,0.0,1.0,0.625,True
CHEMBL547,0.5735349999999999,0.31799999999999995,0.22434999999999872,0.0,1.0,1.0,1.0,0.875,True
CHEMBL550348,0.6588325,0.508,0.6973249999999998,0.0,1.0,1.0,1.0,0.875,True
CHEMBL558752,0.2375,0.0,0.0,0.0,0.0,0.0,1.0,0.875,True
CHEMBL562,0.8351425,0.40199999999999997,0.9224249999999998,1.0,1.0,1.0,1.0,0.625,True
CHEMBL565612,0.7524525000000002,0.3960000000000001,0.9825250000000001,1.0,0.0,1.0,1.0,0.75,True
CHEMBL571546,0.4929375,0.442,0.7953749999999997,0.0,1.0,1.0,0.0,0.75,True
CHEMBL572,0.4143375,0.5,0.39337500000000003,0.5,1.0,0.0,0.0,0.75,True
CHEMBL572284,0.5781375,0.37200000000000005,0.912375,0.0,1.0,1.0,0.5,0.875,True
CHEMBL572881,0.7426975,0.344,0.6139749999999995,1.0,1.0,1.0,1.0,0.125,True
CHEMBL574737,0.41237749999999995,0.23000000000000007,0.6637749999999994,0.0,1.0,1.0,0.0,0.5,True
CHEMBL58061,0.8456095000000001,0.30600000000000005,0.969095,1.0,1.0,1.0,1.0,0.875,True
CHEMBL587723,0.6278125,0.756,0.3911249999999993,1.0,0.0,0.0,1.0,0.875,True
CHEMBL601719,0.6060574999999999,0.41,0.3655749999999991,0.0,1.0,1.0,1.0,0.875,True
CHEMBL603469,0.26234,0.24600000000000008,0.7563999999999995,0.0,1.0,0.0,0.0,0.375,True
CHEMBL6067642,0.5866075000000001,0.768,0.4550750000000001,0.5,1.0,0.0,1.0,0.375,True
CHEMBL6068329,0.4635,0.63,0.0,0.0,1.0,1.0,0.0,0.875,True
CHEMBL6068478,0.8088125,0.892,0.9291249999999998,1.0,1.0,0.0,1.0,0.875,True
CHEMBL625,0.54864,0.454,0.9534,0.0,1.0,1.0,0.5,0.375,True
CHEMBL632,0.49919250000000004,0.384,0.848925,0.0,1.0,0.0,1.0,0.875,True
CHEMBL64894,0.36779,0.40599999999999997,0.7409000000000001,0.0,0.0,0.0,1.0,0.625,True
CHEMBL671,0.3664425,1.0,0.41442500000000004,0.0,1.0,0.0,0.0,0.25,True
CHEMBL685,0.559795,0.358,0.8819499999999998,0.5,1.0,1.0,0.0,0.5,True
CHEMBL705,0.5735349999999999,0.31799999999999995,0.22434999999999872,0.0,1.0,1.0,1.0,0.875,True
CHEMBL73822,0.42593500000000006,0.992,0.40035,0.0,1.0,0.0,0.0,0.875,True
CHEMBL788,0.6557475,0.806,0.07047499999999995,0.0,1.0,1.0,1.0,0.875,True
CHEMBL810,0.6863,0.994,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL820,0.391575,0.868,0.3047500000000001,0.0,1.0,0.0,0.0,0.875,True
CHEMBL847,0.6147950000000001,0.6599999999999999,0.82795,0.5,1.0,1.0,0.0,0.5,True
CHEMBL852,0.5327250000000001,0.548,0.85625,0.0,1.0,1.0,0.0,0.875,True
CHEMBL866,0.7028695,0.606,0.941695,0.0,1.0,1.0,1.0,0.875,True
CHEMBL869,0.59325,0.63,0.4225,0.5,1.0,1.0,0.0,0.75,True
CHEMBL888,0.638985,0.8560000000000001,0.052850000000000064,0.0,1.0,1.0,1.0,0.625,True
CHEMBL91829,0.6272575,0.638,0.7465749999999995,1.0,0.5,1.0,0.0,0.25,True
CHEMBL939,0.28840999999999994,0.414,0.5560999999999992,0.0,1.0,0.0,0.0,0.5,True
CHEMBL989,0.46057000000000003,0.13200000000000003,0.9667000000000002,0.0,1.0,0.0,1.0,0.875,True
