chembl_id,admet_score,solubility_score,logP_score,pampa_score,pgp_score,herg_score,ames_score,cyp_score,has_admet
CHEMBL1908397,0.6739325,0.592,0.9303249999999998,0.0,1.0,1.0,1.0,0.625,True
CHEMBL1944698,0.6229574999999999,0.572,0.46057499999999907,1.0,1.0,1.0,0.0,0.125,True
CHEMBL1946170,0.65778,0.0,0.20279999999999943,1.0,0.5,1.0,1.0,0.875,True
CHEMBL1977579,0.5125000000000001,1.0,0.0,0.0,1.0,1.0,0.0,0.625,True
CHEMBL1980297,0.51229,0.2720000000000001,0.3288999999999993,0.0,1.0,1.0,1.0,0.25,True
CHEMBL1980391,0.5087669999999999,0.2619999999999999,0.43866999999999945,0.0,1.0,1.0,1.0,0.125,True
CHEMBL2010872,0.6670349999999999,0.176,0.443349999999999,1.0,0.5,1.0,1.0,0.375,True
CHEMBL2021430,0.6251,0.688,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL2023895,0.7215935000000001,1.0,0.3409350000000003,0.0,1.0,1.0,1.0,0.875,True
CHEMBL2035187,0.36312999999999995,0.12400000000000003,0.5082999999999991,0.0,1.0,0.0,1.0,0.375,True
CHEMBL2040682,0.6500024999999999,0.08800000000000008,0.4490249999999987,0.5,1.0,1.0,1.0,0.875,True
CHEMBL206834,0.7065845,0.5820000000000001,0.2768449999999989,1.0,0.0,1.0,1.0,0.625,True
CHEMBL2079588,0.704965,0.39399999999999996,0.6366499999999995,0.5,1.0,1.0,1.0,0.625,True
CHEMBL2087361,0.30742249999999993,0.18200000000000002,0.8352249999999997,0.0,0.0,0.0,1.0,0.375,True
CHEMBL20883,0.7230175000000001,0.992,0.3711749999999999,0.0,1.0,1.0,1.0,0.875,True
CHEMBL2095206,0.49345799999999984,0.13800000000000007,0.5335799999999986,1.0,0.0,0.0,1.0,0.625,True
CHEMBL2096646,0.48250000000000004,0.85,0.0,0.0,1.0,1.0,0.0,0.625,True
CHEMBL2103743,0.5824070000000001,1.0,0.4490700000000002,0.0,1.0,0.0,1.0,0.875,True
CHEMBL2103796,0.53691,0.5780000000000001,0.9630999999999997,0.0,1.0,1.0,0.0,0.75,True
CHEMBL2103830,0.8784375,0.654,0.8513749999999998,1.0,1.0,1.0,1.0,0.625,True
CHEMBL2103851,0.442865,0.0019999999999999575,0.7996499999999995,1.0,0.0,0.0,1.0,0.125,True
CHEMBL2103868,0.4280149999999999,0.446,0.5131499999999996,0.0,0.5,1.0,0.0,0.875,True
