compound_name,chembl_id,morphology score,is_CP_hit
metrizoic-acid,CHEMBL1736,0.08,False
metronidazole,CHEMBL137,-0.09,False
mexiletine,CHEMBL558,-0.07,False
mezlocillin,CHEMBL1731,0.07,False
mibampator,CHEMBL1277001,0.15,False
mibefradil,CHEMBL45816,0.79,True
micafungin,CHEMBL457547,0.05,False
miconazole,CHEMBL91,-0.27,False
micronomicin,CHEMBL373081,0.07,False
midafotel,CHEMBL90564,0.09,False
midecamycin,CHEMBL444963,0.2,False
midodrine,CHEMBL1201212,-0.06,False
midostaurin,CHEMBL608533,-0.11,False
mifepristone,CHEMBL1276308,0.44,False
mifobate,CHEMBL284768,-0.02,False
miglitol,CHEMBL1561,0.11,False
milacemide,CHEMBL75838,0.03,False
milnacipran,CHEMBL252923,0.02,False
milrinone,CHEMBL189,0.24,False
miltefosine,CHEMBL125,0.18,False
minaprine,CHEMBL278819,0.15,False
minodronic-acid,CHEMBL319144,-0.03,False
minoxidil,CHEMBL1372483,0.08,False
miocamycin,CHEMBL1091024,-0.03,False
mirabegron,CHEMBL2095212,-0.07,False
mirin,CHEMBL570841,-0.03,False
miriplatin,CHEMBL4303713,0.08,False
mirodenafil,CHEMBL4297518,0.13,False
mitiglinide,CHEMBL471498,0.09,False
mitoflaxone,CHEMBL443793,0.02,False
mitomycin-C,CHEMBL105,0.1,False
mitotane,CHEMBL1670,-0.17,False
mitoxantrone,CHEMBL58,-0.01,False
mivacurium,CHEMBL1182833,-0.09,False
mivobulin,CHEMBL1233800,-0.09,False
mizolastine,CHEMBL94454,0.21,False
mizoribine,CHEMBL245019,0.06,False
mocetinostat,CHEMBL272980,-0.01,False
moclobemide,CHEMBL86304,0.18,False
moexipril,CHEMBL1165,0.18,False
mofegiline,CHEMBL489079,-0.05,False
moguisteine,CHEMBL146980,0.16,False
molidustat,CHEMBL3646118,0.06,False
molsidomine,CHEMBL1256353,0.05,False
monastrol,CHEMBL254432,0.05,False
monobenzone,CHEMBL1388,-0.21,False
monosodium-alpha-luminol,CHEMBL442329,0.0,False
monostearin,CHEMBL255696,-0.02,False
montelukast,CHEMBL787,0.17,False
moprolol,CHEMBL156901,0.09,False
moracizine,CHEMBL1075,0.15,False
morantel,CHEMBL1240978,-0.0,False
morin,CHEMBL28626,0.07,False
morinidazole,CHEMBL3884248,0.12,False
morniflumate,CHEMBL2105059,0.08,False
mosapride,CHEMBL60889,0.33,False
motesanib,CHEMBL572881,0.2,False
motolimod,CHEMBL3301618,0.14,False
moxalactam,CHEMBL74632,-0.05,False
moxaverine,CHEMBL2105060,0.5,True
moxidectin,CHEMBL2104415,0.27,False
moxifloxacin,CHEMBL32,0.03,False
moxonidine,CHEMBL19236,0.08,False
mozavaptan,CHEMBL420762,0.02,False
mubritinib,CHEMBL1614707,-0.09,False
mupirocin,CHEMBL719,0.05,False
muscimol,CHEMBL273481,-0.0,False
mycophenolate-mofetil,CHEMBL1456,-0.12,False
mycophenolic-acid,CHEMBL866,-0.09,False
myricetin,CHEMBL164,0.2,False
myricitrin,CHEMBL522983,0.15,False
myristyl-nicotinate,CHEMBL4303439,0.02,False
nTZDpa,CHEMBL370152,0.15,False
nabumetone,CHEMBL1070,0.04,False
nadide,CHEMBL1234613,-0.05,False
nadifloxacin,CHEMBL363449,-0.0,False
nafadotride,CHEMBL286252,0.33,False
nafamostat,CHEMBL273264,0.17,False
nafcillin,CHEMBL1443,-0.16,False
naftidrofuryl,CHEMBL1620794,0.14,False
nalbuphine,CHEMBL895,-0.05,False
nalfurafine,CHEMBL267495,-0.07,False
nalidixic-acid,CHEMBL5,-0.06,False
nalmefene,CHEMBL982,-0.04,False
naloxegol,CHEMBL2219418,0.25,False
naloxone-benzoylhydrazone,CHEMBL1256836,0.07,False
naltriben,CHEMBL100940,-0.13,False
naltrindole,CHEMBL567175,-0.1,False
napabucasin,CHEMBL64130,0.31,False
naphazoline,CHEMBL761,0.15,False
naphthoquine-phosphate,CHEMBL4303411,0.1,False
napirimus,CHEMBL2105168,0.12,False
naproxen,CHEMBL154,-0.02,False
naratriptan,CHEMBL1278,0.07,False
naringenin,CHEMBL9352,0.02,False
naringeninic-acid,CHEMBL66879,0.02,False
naringin-dihydrochalcone,CHEMBL5308388,0.04,False
narlaprevir,CHEMBL1255891,0.16,False
nastorazepide,CHEMBL4303633,-0.01,False
natamycin,CHEMBL1200656,0.08,False
nateglinide,CHEMBL2114389,0.02,False
navarixin,CHEMBL216981,-0.06,False
nebivolol,CHEMBL434394,0.05,False
nebracetam,CHEMBL2104682,0.08,False
necrostatin-1,CHEMBL195008,0.19,False
necrostatin-2,CHEMBL370438,0.13,False
nedaplatin,CHEMBL3137685,0.09,False
nedocromil,CHEMBL746,-0.03,False
nefazodone,CHEMBL623,0.07,False
nefiracetam,CHEMBL260829,0.05,False
nefopam,CHEMBL465026,0.03,False
nelarabine,CHEMBL1201112,-0.01,False
nelfinavir,CHEMBL584,0.72,True
nemonapride,CHEMBL4303262,0.64,True
nemorubicin,CHEMBL1232279,0.02,False
neo-gilurytmal,CHEMBL4303243,-0.04,False
neohesperidin,CHEMBL506398,0.01,False
neostigmine,CHEMBL278020,-0.11,False
nepafenac,CHEMBL1021,0.06,False
nepicastat,CHEMBL1188395,-0.05,False
neratinib,CHEMBL180022,-0.26,False
neridronic-acid,CHEMBL55214,0.21,False
nesbuvir,CHEMBL1092581,0.11,False
netupitant,CHEMBL206253,0.11,False
neurodazine,CHEMBL4303639,0.2,False
neuropathiazol,CHEMBL4303651,-0.05,False
nevirapine,CHEMBL57,0.17,False
nexturastat-A,CHEMBL2179618,0.11,False
niacin,CHEMBL573,0.19,False
nicaraven,CHEMBL1705525,-0.02,False
nicardipine,CHEMBL1484,0.02,False
nicergoline,CHEMBL1372950,0.28,False
niceritrol,CHEMBL1697762,0.13,False
niclosamide,CHEMBL1448,0.1,False
nicotinamide,CHEMBL1140,0.03,False
nicotinyl-alcohol-tartrate,CHEMBL1235535,-0.13,False
nifedipine,CHEMBL193,-0.06,False
nifekalant,CHEMBL360861,-0.06,False
nifenalol,CHEMBL127349,-0.14,False
nifenazone,CHEMBL1413176,0.03,False
niflumic-acid,CHEMBL63323,0.13,False
nifursol,CHEMBL485549,0.1,False
nifurtimox,CHEMBL290960,0.04,False
nilotinib,CHEMBL255863,0.33,False
nilutamide,CHEMBL1274,0.15,False
nilvadipine,CHEMBL517427,-0.08,False
nimesulide,CHEMBL56367,0.03,False
nimodipine,CHEMBL1428,0.14,False
nimorazole,CHEMBL435966,0.1,False
nintedanib,CHEMBL2136735,-0.05,False
niraparib,CHEMBL1094636,0.06,False
niridazole,CHEMBL152632,0.23,False
nisin,CHEMBL526744,0.11,False
nisoldipine,CHEMBL1726,-0.04,False
nisoxetine,CHEMBL295467,0.14,False
nitazoxanide,CHEMBL1401,0.22,False
nitecapone,CHEMBL167055,0.1,False
nitenpyram,CHEMBL259728,0.06,False
nithiamide,CHEMBL1872946,0.02,False
nitisinone,CHEMBL1337,0.05,False
nitrendipine,CHEMBL3195219,-0.06,False
nitrocaramiphen,CHEMBL1192187,0.14,False
nitrofurantoin,CHEMBL572,0.17,False
nitrofurazone,CHEMBL869,0.19,False
nitromide,CHEMBL1437065,0.26,False
nitrosodimethylurea,CHEMBL4303552,0.06,False
nizofenone,CHEMBL2106822,0.15,False
nobiletin,CHEMBL76447,0.32,False
nocodazole,CHEMBL9514,0.03,False
nolatrexed,CHEMBL320775,-0.17,False
nomegestrol-acetate,CHEMBL1476022,0.15,False
nomifensine,CHEMBL273575,-0.11,False
nor-binaltorphimine,CHEMBL573214,-0.07,False
norcyclobenzaprine,CHEMBL1557167,0.31,False
norelgestromin,CHEMBL4791392,-0.09,False
norepinephrine,CHEMBL1437,-0.07,False
norethindrone-acetate,CHEMBL1201146,-0.15,False
norethisterone-enanthate,CHEMBL3187229,0.15,False
noretynodrel,CHEMBL1387,0.02,False
norfloxacin,CHEMBL9,0.2,False
norfluoxetine,CHEMBL1494,0.57,True
norgestimate,CHEMBL1200934,0.11,False
norgestrel,CHEMBL1389,0.19,False
norgestrel,CHEMBL1389,-0.22,False
nortriptyline,CHEMBL445,-0.1,False
norvancomycin,CHEMBL4303504,0.01,False
noscapine,CHEMBL364713,-0.1,False
novobiocin,CHEMBL36506,0.17,False
nuclomedone,CHEMBL2106465,0.24,False
nutlin-3,CHEMBL191334,0.1,False
nystatin,CHEMBL5465559,-0.06,False
o-3M3FBS,CHEMBL1443163,-0.09,False
o-mercapto-benzoic-acid,CHEMBL119888,0.2,False
obeticholic-acid,CHEMBL266340,0.17,False
obeticholic-acid,CHEMBL266340,0.07,False
obidoxime,CHEMBL451635,-0.04,False
ochromycinone,CHEMBL256705,-0.05,False
ocinaplon,CHEMBL2105199,-0.05,False
octadecan-1-ol,CHEMBL24640,0.17,False
octenidine,CHEMBL1199480,-0.01,False
octopamine,CHEMBL53929,-0.04,False
octreotide,CHEMBL1680,0.06,False
odanacatib,CHEMBL481611,0.16,False
ofloxacin,CHEMBL4,0.09,False
ofloxacin,CHEMBL4,0.06,False
oglemilast,CHEMBL4297520,0.29,False
olanzapine,CHEMBL715,-0.06,False
oleamide,CHEMBL15927,0.24,False
oleandrin,CHEMBL4285883,-0.17,False
oleanolic-acid,CHEMBL168,0.05,False
oleoylethanolamide,CHEMBL280065,0.06,False
olesoxime,CHEMBL3545254,-0.09,False
oleuropein,CHEMBL1911053,-0.02,False
olmesartan,CHEMBL1516,0.02,False
olmesartan-medoxomil,CHEMBL1200692,-0.03,False
olmutinib,CHEMBL3786343,-0.1,False
olomoucine,CHEMBL280074,0.02,False
olprinone,CHEMBL1474900,0.1,False
olsalazine,CHEMBL425,0.06,False
oltipraz,CHEMBL178459,-0.04,False
olvanil,CHEMBL76903,0.22,False
omadacycline,CHEMBL1689772,0.18,False
omarigliptin,CHEMBL2105762,0.2,False
ombitasvir,CHEMBL3127326,0.12,False
omecamtiv-mecarbil,CHEMBL1800955,0.27,False
omeprazole,CHEMBL1503,0.09,False
omeprazole-magnesium,CHEMBL1567328,-0.14,False
omeprazole-sulfide,CHEMBL892,0.19,False
oncrasin-1,CHEMBL1775048,0.11,False
ondansetron,CHEMBL46,0.25,False
opicapone,CHEMBL1089318,0.12,False
opipramol,CHEMBL370753,0.24,False
oprozomib,CHEMBL2103884,-0.31,False
orantinib,CHEMBL274654,0.12,False
orbifloxacin,CHEMBL295433,0.15,False
oritavancin,CHEMBL1688530,0.04,False
orlistat,CHEMBL175247,0.23,False
ornidazole,CHEMBL1449676,0.08,False
ornithine,CHEMBL446143,0.1,False
orotic-acid,CHEMBL1235017,0.1,False
orphanin-fq,CHEMBL396460,0.05,False
orphenadrine,CHEMBL900,0.32,False
orteronel,CHEMBL1921976,0.08,False
oseltamivir-carboxylate,CHEMBL674,-0.05,False
oseltamivir-phosphate,CHEMBL1229,0.24,False
osemozotan,CHEMBL1742408,0.1,False
osimertinib,CHEMBL3353410,-0.27,False
ospemifene,CHEMBL2105395,0.19,False
ostarine,CHEMBL1738889,0.07,False
osthol,CHEMBL52229,0.24,False
otamixaban,CHEMBL46618,-0.08,False
otenzepad,CHEMBL17045,0.17,False
otilonium,CHEMBL1433361,0.3,False
oxacillin,CHEMBL819,-0.01,False
oxacyclohexadecan-2-one,CHEMBL3560504,-0.05,False
oxaliplatin,CHEMBL414804,-0.09,False
oxaprozin,CHEMBL1071,-0.01,False
oxatomide,CHEMBL13828,-0.05,False
oxcarbazepine,CHEMBL1068,0.09,False
oxelaidin,CHEMBL1500276,0.42,False
oxethazaine,CHEMBL127592,-0.17,False
oxfendazole,CHEMBL42442,0.15,False
oxfenicine,CHEMBL1232077,0.25,False
oxibendazole,CHEMBL1087630,-0.16,False
oxiconazole,CHEMBL1262,-0.08,False
oxidopamine,CHEMBL337702,0.1,False
oxiperomide,CHEMBL2059304,-0.01,False
oxiracetam,CHEMBL36633,-0.0,False
oxolinic-acid,CHEMBL416755,0.16,False
oxonic-acid,CHEMBL181932,-0.06,False
oxotremorine-M,CHEMBL44674,0.06,False
oxotremorine-sesquifumarate,CHEMBL7634,0.06,False
oxprenolol,CHEMBL546,-0.18,False
oxybenzone,CHEMBL1625,0.13,False
oxybuprocaine,CHEMBL1200,0.09,False
oxybutynin,CHEMBL1231,0.3,False
oxyclozanide,CHEMBL2105450,0.03,False
oxyfedrine,CHEMBL1651913,0.22,False
oxymatrine,CHEMBL458337,-0.0,False
oxymetazoline,CHEMBL762,0.23,False
oxyphenbutazone,CHEMBL1228,0.13,False
oxyphencyclimine,CHEMBL1495,0.02,False
oxyphenonium,CHEMBL1201286,0.0,False
oxypurinol,CHEMBL859,-0.16,False
oxyquinoline,CHEMBL310555,0.2,False
oxytetracycline,CHEMBL1401333,-0.04,False
oxytocin,CHEMBL395429,-0.06,False
ozagrel,CHEMBL11662,0.12,False
ozanimod,CHEMBL3707247,0.26,False
ozolinone,CHEMBL3989840,0.01,False
paclitaxel,CHEMBL428647,0.01,False
pacritinib,CHEMBL2035187,0.29,False
paeoniflorin,CHEMBL4303209,0.19,False
paeonol,CHEMBL1079227,0.05,False
pafuramidine,CHEMBL319669,0.07,False
palbociclib,CHEMBL189963,0.09,False
palifosfamide,CHEMBL889,-0.03,False
paliperidone,CHEMBL1621,0.08,False
palmatine-chloride,CHEMBL206106,0.19,False
palmitoylcarnitine,CHEMBL301722,-0.02,False
palomid-529,CHEMBL2141712,0.07,False
palonosetron,CHEMBL1189679,0.32,False
palosuran,CHEMBL567303,-0.0,False
palovarotene,CHEMBL2105648,-0.13,False
pamabrom,CHEMBL2104825,0.05,False
pamidronate,CHEMBL834,0.09,False
pancuronium,CHEMBL185073,0.25,False
panobinostat,CHEMBL483254,-0.1,False
pantoprazole,CHEMBL1502,-0.14,False
pantothenic-acid,CHEMBL1594,0.03,False
papaverine,CHEMBL19224,0.17,False
para-toluenesulfonamide,CHEMBL574,-0.04,False
paracetamol,CHEMBL112,-0.07,False
parachlorophenol,CHEMBL57053,0.06,False
paraxanthine,CHEMBL1158,0.14,False
parbendazole,CHEMBL528271,-0.11,False
pardoprunox,CHEMBL2103832,-0.1,False
parecoxib,CHEMBL1206690,0.09,False
parethoxycaine,CHEMBL421669,0.16,False
pargyline,CHEMBL673,0.08,False
paricalcitol,CHEMBL1200622,0.1,False
paritaprevir,CHEMBL3391662,0.3,False
paroxetine,CHEMBL490,-0.08,False
parthenolide-(alternate-stereo),CHEMBL465158,0.11,False
parthenolide-(alternate-stereo),CHEMBL465158,0.02,False
parthenolide-(alternate-stereo),CHEMBL465158,-0.11,False
pasireotide,CHEMBL3349607,-0.05,False
pazufloxacin,CHEMBL240163,0.2,False
pefloxacin,CHEMBL267648,0.16,False
pelanserin,CHEMBL2110706,0.04,False
pelitinib,CHEMBL607707,-0.19,False
pemetrexed,CHEMBL225072,-0.15,False
pemirolast,CHEMBL1201198,0.11,False
pempidine,CHEMBL1617409,0.09,False
penciclovir,CHEMBL1540,0.07,False
penfluridol,CHEMBL47050,0.17,False
penicillamine-(racemic),CHEMBL1430,0.1,False
penicillamine-(racemic),CHEMBL1430,0.07,False
penicillin-v-potassium,CHEMBL615,-0.02,False
pentacosanoic-acid,CHEMBL4303190,0.21,False
pentamidine,CHEMBL55,0.1,False
pentobarbital,CHEMBL448,0.03,False
pentolinium,CHEMBL1271,-0.02,False
pentoxifylline,CHEMBL628,0.03,False
peramivir,CHEMBL139367,0.01,False
perchlozone,CHEMBL4760928,-0.06,False
peretinoin,CHEMBL4303228,-0.0,False
perfluamine,CHEMBL2104877,0.16,False
perflubron,CHEMBL1200866,0.09,False
pergolide,CHEMBL531,0.34,False
perhexiline,CHEMBL75880,-0.22,False
perifosine,CHEMBL372764,0.12,False
perillyl-alcohol,CHEMBL236687,0.04,False
perindopril,CHEMBL1581,0.1,False
perindoprilat,CHEMBL1201368,0.28,False
perospirone,CHEMBL1472975,0.05,False
perphenazine,CHEMBL567,-0.02,False
pevonedistat,CHEMBL1231160,-0.4,False
pexidartinib,CHEMBL3813873,0.47,True
pexmetinib,CHEMBL3991932,0.23,False
phenacemide,CHEMBL918,0.08,False
phenacetin,CHEMBL16073,-0.13,False
phenazone,CHEMBL277474,-0.05,False
phenazopyridine,CHEMBL1242,0.34,False
phenelzine,CHEMBL1089,0.11,False
phenformin,CHEMBL170988,0.03,False
phenindamine,CHEMBL278398,-0.17,False
phenindione,CHEMBL711,-0.0,False
pheniramine,CHEMBL1193,-0.13,False
phenolphthalein,CHEMBL63857,0.04,False
phenolsulfonphthalein,CHEMBL258921,0.1,False
phenoxybenzamine,CHEMBL753,0.15,False
phenprobamate,CHEMBL1079576,0.04,False
phenprocoumon,CHEMBL1465,0.09,False
phensuximide,CHEMBL797,0.08,False
phentermine,CHEMBL1574,-0.15,False
phentolamine,CHEMBL597,-0.0,False
phenyl-aminosalicylate,CHEMBL1200868,0.1,False
phenyl-salicylate,CHEMBL1339216,-0.03,False
phenylacetylglutamine,CHEMBL4303372,0.07,False
phenylbenzimidazole-sulfonic-acid,CHEMBL1987518,0.09,False
phenylbutazone,CHEMBL101,0.21,False
phenylbutyrate,CHEMBL1469,-0.02,False
phenylephrine,CHEMBL1215,-0.01,False
phenylmethylsulfonyl-fluoride,CHEMBL190503,0.19,False
phenylpiracetam,CHEMBL348639,0.17,False
phenytoin,CHEMBL16,0.17,False
phloretin,CHEMBL45068,0.24,False
phlorizin,CHEMBL245067,0.17,False
phloroglucin,CHEMBL473159,-0.08,False
phortress,CHEMBL1793884,-0.32,False
phthalylsulfacetamide,CHEMBL2106951,0.21,False
phthalylsulfathiazole,CHEMBL1524273,0.16,False
phytosphingosine,CHEMBL236036,-0.08,False
pibenzimol,CHEMBL301735,0.0,False
piboserod,CHEMBL356359,0.13,False
picartamide,CHEMBL100424,-0.02,False
piceatannol,CHEMBL69863,-0.21,False
piclamilast,CHEMBL42126,0.36,False
picotamide,CHEMBL1257015,-0.08,False
picrotin,CHEMBL478523,0.03,False
picrotoxinin,CHEMBL47244,0.07,False
pidotimod,CHEMBL1488165,-0.15,False
pifithrin-alpha,CHEMBL556353,-0.22,False
pifithrin-cyclic,CHEMBL193504,-0.12,False
pifithrin-mu,CHEMBL1241268,0.17,False
pikamilone,CHEMBL4303255,0.07,False
piketoprofen,CHEMBL2106966,-0.11,False
pilaralisib,CHEMBL3360203,0.04,False
pilocarpine,CHEMBL550,-0.11,False
pilsicainide,CHEMBL163238,-0.22,False
pimavanserin,CHEMBL2111101,0.71,True
pimethixene,CHEMBL152408,0.37,False
pimobendan,CHEMBL24646,0.13,False
pimonidazole,CHEMBL58752,0.06,False
pimozide,CHEMBL1423,0.48,True
pinaverium,CHEMBL1909324,-0.14,False
pincainide,CHEMBL1867802,0.01,False
pindolol,CHEMBL500,0.09,False
pindolol,CHEMBL500,-0.12,False
pinitol,CHEMBL4303180,-0.03,False
pioglitazone,CHEMBL595,0.08,False
pipecuronium,CHEMBL1201206,0.05,False
pipemidic-acid,CHEMBL30116,0.14,False
pipenzolate,CHEMBL1619528,0.15,False
piperacetazine,CHEMBL1584,0.38,False
piperacillin,CHEMBL702,0.11,False
piperazinedione,CHEMBL125229,0.08,False
piperidolate,CHEMBL1623992,0.17,False
piperine,CHEMBL43185,0.03,False
pipobroman,CHEMBL1585,0.23,False
piracetam,CHEMBL36715,-0.03,False
pirarubicin,CHEMBL2354444,-0.05,False
pirenoxine,CHEMBL1372341,0.1,False
pirenperone,CHEMBL18331,0.17,False
pirenzepine,CHEMBL9967,-0.01,False
piretanide,CHEMBL349803,0.03,False
pirfenidone,CHEMBL1256391,0.29,False
piribedil,CHEMBL1371770,0.1,False
piricapiron,CHEMBL1723412,0.11,False
pirinixic-acid,CHEMBL295416,0.02,False
pirlindole,CHEMBL32350,0.01,False
piroctone-olamine,CHEMBL2107154,0.41,False
pirodavir,CHEMBL298019,0.03,False
piromidic-acid,CHEMBL311350,0.03,False
piroxicam,CHEMBL1518938,0.18,False
piroximone,CHEMBL58355,0.14,False
pitavastatin,CHEMBL1201753,-0.13,False
pitolisant,CHEMBL462605,0.24,False
pivagabine,CHEMBL1870796,0.05,False
pivampicillin,CHEMBL3182343,0.05,False
pivmecillinam,CHEMBL1525183,-0.03,False
pixantrone,CHEMBL167731,0.33,False
pizotifen,CHEMBL294951,0.28,False
pleconaril,CHEMBL29609,-0.04,False
plerixafor,CHEMBL18442,0.09,False
plicamycin,CHEMBL257619,-0.16,False
plinabulin,CHEMBL1096380,-0.06,False
plovamer-acetate,CHEMBL925,0.08,False
plurisin-1,CHEMBL4303458,-0.14,False
polidocanol,CHEMBL1231723,-0.08,False
polydatin,CHEMBL142652,0.01,False
polythiazide,CHEMBL1587,0.2,False
pomalidomide,CHEMBL43452,-0.07,False
ponatinib,CHEMBL1171837,0.44,False
ponesimod,CHEMBL1096146,-0.2,False
posaconazole,CHEMBL1397,0.2,False
potassium-canrenoate,CHEMBL1616951,-0.17,False
potassium-iodide,CHEMBL1141,-0.04,False
potassium-p-aminobenzoate,CHEMBL542,-0.11,False
poziotinib,CHEMBL3545154,-0.1,False
practolol,CHEMBL6995,-0.08,False
pralatrexate,CHEMBL1201746,0.04,False
pralidoxime,CHEMBL1420,-0.23,False
pramipexole,CHEMBL301265,0.03,False
pramiracetam,CHEMBL159776,-0.05,False
pramoxine,CHEMBL1198,-0.01,False
pranidipine,CHEMBL1096842,-0.06,False
pranlukast,CHEMBL21333,0.05,False
pranoprofen,CHEMBL367463,-0.15,False
prasterone-acetate,CHEMBL1480686,-0.26,False
prasugrel,CHEMBL1201772,0.08,False
pravadoline,CHEMBL13178,0.05,False
praziquantel,CHEMBL976,0.15,False
prazosin,CHEMBL2,-0.06,False
preclamol,CHEMBL7549,-0.1,False
prednisolone-acetate,CHEMBL1152,-0.15,False
prednisolone-hemisuccinate,CHEMBL485659,0.17,False
prednisolone-sodium-phosphate,CHEMBL1201231,-0.02,False
prednisone,CHEMBL635,-0.18,False
pregnenolone,CHEMBL253363,-0.28,False
pregnenolone-succinate,CHEMBL2105373,-0.04,False
preladenant,CHEMBL240624,0.01,False
prenylamine,CHEMBL24072,0.88,True
presatovir,CHEMBL3410450,0.21,False
pretomanid,CHEMBL227875,0.09,False
pridinol,CHEMBL404215,0.02,False
prilocaine,CHEMBL1194,-0.21,False
primaquine,CHEMBL506,0.49,True
primidone,CHEMBL856,0.1,False
prinaberel,CHEMBL450940,0.14,False
priralfinamide,CHEMBL2107771,-0.18,False
proadifen,CHEMBL282567,0.32,False
probenecid,CHEMBL897,-0.09,False
probucol,CHEMBL608,0.09,False
procainamide,CHEMBL640,0.01,False
procaine,CHEMBL569,-0.11,False
procarbazine,CHEMBL1321,0.13,False
procaterol,CHEMBL3249705,0.14,False
prochlorperazine,CHEMBL728,0.74,True
procyanidin-B-2,CHEMBL504937,0.11,False
procyclidine,CHEMBL86715,0.11,False
proflavine-hemisulfate,CHEMBL55400,0.26,False
progesterone,CHEMBL103,0.21,False
proglumetacin,CHEMBL2105825,0.09,False
proglumide,CHEMBL316561,0.08,False
proguanil,CHEMBL1377,-0.06,False
prolylleucylglycinamide,CHEMBL317488,0.1,False
promazine,CHEMBL564,0.41,False
promestriene,CHEMBL2105394,0.17,False
promethazine,CHEMBL643,0.53,True
pronethalol,CHEMBL16476,-0.07,False
propafenone,CHEMBL631,-0.11,False
propagermanium,CHEMBL2109214,0.13,False
propantheline,CHEMBL1180725,0.21,False
propentofylline,CHEMBL1079905,0.06,False
propidium-iodide,CHEMBL332935,0.27,False
propiverine,CHEMBL1078261,0.68,True
propoxur,CHEMBL446060,-0.28,False
propranolol,CHEMBL27,0.15,False
propranolol,CHEMBL27,0.14,False
propranolol,CHEMBL27,0.0,False
propyl 4-hydroxybenzoate,CHEMBL194014,-0.05,False
propyl-benzoate,CHEMBL1355077,0.11,False
propylhexedrine,CHEMBL2105275,-0.02,False
propylthiouracil,CHEMBL1518,0.0,False
proquazone,CHEMBL268501,0.07,False
protionamide,CHEMBL1378024,0.2,False
protoporphyrin-IX,CHEMBL1325592,-0.03,False
proxyfan,CHEMBL19173,-0.15,False
proxymetacaine,CHEMBL1196,-0.01,False
prucalopride,CHEMBL117287,0.03,False
prulifloxacin,CHEMBL422648,0.2,False
pruvanserin,CHEMBL1215661,0.12,False
psoralen,CHEMBL164660,-0.03,False
puerarin,CHEMBL486386,0.06,False
purmorphamine,CHEMBL1221984,-0.23,False
purvalanol-A,CHEMBL23327,-0.03,False
purvalanol-B,CHEMBL23254,-0.01,False
putrescine,CHEMBL46257,0.04,False
pyrantel-pamoate,CHEMBL1626223,0.1,False
pyrazinamide,CHEMBL614,0.07,False
pyrazinoylguanidine,CHEMBL1962516,0.07,False
pyrazolanthrone,CHEMBL1725279,0.1,False
pyridoxal,CHEMBL102970,-0.17,False
pyridoxal-isonicotinoyl-hydrazone,CHEMBL103111,-0.08,False
pyridoxine,CHEMBL1364,0.08,False
pyrimethamine,CHEMBL36,-0.02,False
pyrintegrin,CHEMBL4303620,0.71,True
pyrithione-zinc,CHEMBL1200471,0.04,False
pyrithyldione,CHEMBL1722501,-0.05,False
pyritinol,CHEMBL488093,0.02,False
pyronaridine,CHEMBL35228,0.28,False
pyroxamide,CHEMBL353581,0.04,False
pyrrolidine-1-carbonitrile,CHEMBL262697,0.25,False
pyrrolidine-dithiocarbamate,CHEMBL399491,0.11,False
pyrvinium-pamoate,CHEMBL1201303,-0.08,False
quercetin,CHEMBL50,0.08,False
quiflapon,CHEMBL16596,-0.04,False
quinagolide,CHEMBL5316219,-0.24,False
quinapril,CHEMBL1592,-0.15,False
quinaprilat,CHEMBL1733,0.09,False
quinelorane,CHEMBL155731,0.13,False
quinestrol,CHEMBL1201165,-0.03,False
quinethazone,CHEMBL1532,0.34,False
quinidine,CHEMBL1294,0.15,False
quinidine,CHEMBL1294,0.02,False
quinine-ethyl-carbonate,CHEMBL3039178,0.21,False
quinolinic-acid,CHEMBL286204,0.11,False
quinpirol-(-),CHEMBL240773,0.2,False
quipazine,CHEMBL18772,0.12,False
quizartinib,CHEMBL576982,0.18,False
rabeprazole,CHEMBL1219,0.01,False
rac-BHFF,CHEMBL2322946,0.24,False
racecadotril,CHEMBL2103772,0.05,False
raclopride,CHEMBL8809,0.12,False
ractopamine,CHEMBL509336,-0.07,False
radafaxine,CHEMBL1172928,-0.04,False
radezolid,CHEMBL455461,0.03,False
raloxifene,CHEMBL81,0.08,False
raltegravir,CHEMBL254316,0.32,False
raltitrexed,CHEMBL225071,-0.21,False
ramatroban,CHEMBL361812,-0.01,False
ramelteon,CHEMBL1218,0.01,False
ramipril,CHEMBL1168,0.05,False
ranirestat,CHEMBL334830,0.15,False
ranitidine,CHEMBL2110372,-0.1,False
ranolazine,CHEMBL1404,0.09,False
rapastinel,CHEMBL3544917,-0.01,False
rasagiline,CHEMBL887,0.1,False
ravuconazole,CHEMBL294029,0.03,False
rebamipide,CHEMBL1697771,0.08,False
rebastinib,CHEMBL1738757,0.57,True
reboxetine,CHEMBL383921,-0.09,False
regadenoson,CHEMBL317052,-0.03,False
regorafenib,CHEMBL1946170,0.04,False
relcovaptan,CHEMBL419667,-0.04,False
relebactam,CHEMBL3112741,0.01,False
remacemide,CHEMBL25843,-0.12,False
remimazolam,CHEMBL4297526,0.13,False
remodelin,CHEMBL399572,0.03,False
remoxipride,CHEMBL22242,0.16,False
reparixin,CHEMBL191413,0.14,False
repsox,CHEMBL185238,0.19,False
resatorvid,CHEMBL225157,0.07,False
reserpine,CHEMBL772,0.13,False
resibufogenin,CHEMBL250172,-0.24,False
resiquimod,CHEMBL383322,0.07,False
resminostat,CHEMBL4296717,-0.1,False
resorcinol,CHEMBL24147,0.05,False
resveratrol,CHEMBL165,0.01,False
