compound_name,chembl_id,morphology score,is_CP_hit
MPEP,CHEMBL66654,0.03,False
MPI-0479605,CHEMBL2047943,-0.06,False
MR-16728,CHEMBL1378945,0.4,False
MR-948,CHEMBL4303640,-0.06,False
MRK-016,CHEMBL363211,0.15,False
MRK-560,CHEMBL1091513,0.06,False
MRS-1220,CHEMBL88147,-0.0,False
MRS-1334,CHEMBL2181974,0.3,False
MRS-1845,CHEMBL1256776,0.06,False
MRS-2578,CHEMBL1321988,0.02,False
MRS-3777,CHEMBL363419,0.19,False
MSX-122,CHEMBL3545330,0.18,False
MTPG,CHEMBL1594103,0.0,False
MUT056399,CHEMBL2178284,0.09,False
MY-5445,CHEMBL332898,0.2,False
Mangafodipir (trisodium),CHEMBL2096651,-0.0,False
McN-5652-(+/-),CHEMBL361259,0.33,False
Mps-BAY-2a,CHEMBL3422104,-0.23,False
Mps1-IN-1,CHEMBL1235786,-0.02,False
Mps1-IN-5,CHEMBL4303241,-0.12,False
N-MPPP,CHEMBL94734,0.08,False
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,CHEMBL1601095,0.32,False
N-acetyl-D-glucosamine,CHEMBL240524,0.06,False
N-acetyl-tyrosine,CHEMBL65543,-0.06,False
N-acetylcarnosine,CHEMBL4303521,-0.12,False
N-acetylglycyl-D-glutamic-acid,CHEMBL1357656,0.13,False
N-acetylmannosamine,CHEMBL1231391,0.18,False
N-acetyltryptamine,CHEMBL33171,0.04,False
N-alpha-methylhistamine-dihydrochloride,CHEMBL268490,-0.04,False
N-benzylnaltrindole,CHEMBL55305,0.15,False
N-cyclohexyl-2-benzothiazolesulfenamide,CHEMBL1591074,-0.01,False
N-demethylantipyrine,CHEMBL4303694,0.12,False
N-methyllidocaine-iodide,CHEMBL1550996,0.05,False
N-methylquipazine,CHEMBL288591,0.14,False
N-oxydiethylenebenzothiazole-2-sulfenamide,CHEMBL1530581,-0.01,False
N-salicoylaminophenol,CHEMBL389507,0.17,False
N20C,CHEMBL1255662,-0.17,False
N6-cyclopentyladenosine,CHEMBL68738,-0.01,False
N6-methyladenosine,CHEMBL383144,-0.06,False
N6022,CHEMBL1738699,0.07,False
NAB-2,CHEMBL4303645,0.11,False
NADPH,CHEMBL407009,-0.08,False
NALOXONE HYDROCHLORIDE,CHEMBL1718,-0.21,False
NALTREXONE HYDROCHLORIDE,CHEMBL1201149,-0.05,False
NAN-190,CHEMBL8618,0.18,False
NAV-26,CHEMBL2164371,-0.07,False
NBI-27914,CHEMBL45281,0.14,False
NBI-74330-(+/-),CHEMBL4173833,0.14,False
NBQX,CHEMBL222519,-0.05,False
NCS-382,CHEMBL472694,0.01,False
NDT-9513727,CHEMBL4303272,0.14,False
NE-100,CHEMBL521582,0.35,False
NECA,CHEMBL464859,0.18,False
NFKB-activation-inhibitor-II,CHEMBL4303329,0.24,False
NG-nitro-arginine,CHEMBL1256282,-0.02,False
NGB-2904,CHEMBL300780,-0.0,False
NGD-94-1,CHEMBL103772,-0.07,False
NGD-98-2,CHEMBL1807053,0.2,False
NH125,CHEMBL1683636,0.05,False
NHI-2,CHEMBL3335796,-0.01,False
NI-57,CHEMBL3752151,0.01,False
NIDA-41020,CHEMBL160723,0.15,False
NK-252,CHEMBL4164286,-0.01,False
NKP-1339,CHEMBL4297410,0.44,False
NKY-80,CHEMBL1456284,0.02,False
NLG919,CHEMBL3629569,,False
NM107,CHEMBL438605,0.06,False
NMDA,CHEMBL291278,0.15,False
NMS-1286937,CHEMBL1738758,-0.21,False
NMS-873,CHEMBL2311578,0.06,False
NMS-E973,CHEMBL2443044,0.25,False
NMS-P715,CHEMBL1236095,-0.07,False
NNC-05-2090,CHEMBL1446457,0.03,False
NNC-55-0396,CHEMBL4227475,0.04,False
NNC-63-0532,CHEMBL2088036,0.25,False
NNC-711,CHEMBL545050,0.02,False
NO-ASA,CHEMBL374385,0.18,False
NPC-15199,CHEMBL149394,0.14,False
NPPB,CHEMBL1256759,0.1,False
NPS-2143,CHEMBL180672,0.7,True
NPY-5RA972,CHEMBL325226,0.12,False
NQDI-1,CHEMBL1345690,-0.16,False
NS-018,CHEMBL4303389,-0.11,False
NS-11021,CHEMBL4303589,0.09,False
NS-1643,CHEMBL1514181,0.12,False
NS-19504,CHEMBL3233606,0.13,False
NS-309,CHEMBL499968,0.12,False
NS-3623,CHEMBL4303572,-0.06,False
NS-3861,CHEMBL5483034,0.43,False
NS-5806,CHEMBL4303239,0.19,False
NS-8,CHEMBL42661,-0.04,False
NS-8593,CHEMBL510780,0.27,False
NS-9283,CHEMBL3103988,0.14,False
NSC-23766,CHEMBL257119,-0.11,False
NSC-319726,CHEMBL1976486,0.03,False
NSC-3852,CHEMBL1479316,-0.13,False
NSC-405020,CHEMBL4303335,-0.46,False
NSC-4644,CHEMBL23236,0.0,False
NSC-5844,CHEMBL66998,0.08,False
NSC-625987,CHEMBL1331734,-0.06,False
NSC-632839,CHEMBL1990474,0.17,False
NSC-636819,CHEMBL1966136,0.19,False
NSC-663284,CHEMBL337173,0.14,False
NSC-697923,CHEMBL1698008,0.21,False
NSC-9965,CHEMBL293950,0.06,False
NSI-189,CHEMBL4302505,-0.01,False
NS_EX3r2,,0.21,False
NT157,CHEMBL4303361,0.19,False
NTNCB,CHEMBL299879,-0.02,False
NTRC-824,CHEMBL3326831,0.06,False
NU-1025,CHEMBL123904,-0.03,False
NU-2058,CHEMBL269881,0.09,False
NU-6027,CHEMBL303958,0.62,True
NU-7026,CHEMBL104468,0.26,False
NU-7441,CHEMBL188678,0.35,False
NVP-231,CHEMBL4303283,-0.08,False
NVP-ADW742,CHEMBL1988370,0.08,False
NVP-AEW541,CHEMBL1614712,0.15,False
NVP-AUY922,CHEMBL252164,0.06,False
NVP-BEZ235,CHEMBL1879463,0.07,False
NVP-BGJ398,CHEMBL1852688,-0.05,False
NVP-BHG712,CHEMBL3752910,-0.06,False
NVP-BSK805,CHEMBL1092926,0.05,False
NVP-BVU972,CHEMBL1738731,0.44,False
NVP-DPP728,CHEMBL77538,-0.09,False
NVP-HSP990,CHEMBL3360305,0.12,False
NVP-TAE226,CHEMBL458997,-0.22,False
NVP-TAE684,CHEMBL509032,0.11,False
NVP-TNKS656,CHEMBL2419706,0.17,False
NVS-PAK1-1,CHEMBL3609372,0.06,False
NXY-059,CHEMBL1627056,0.0,False
Nampt-IN-1,CHEMBL3586462,-0.06,False
Nandrolone,CHEMBL757,0.24,False
Nandrolone decanoate,CHEMBL1200946,-0.02,False
Naringin (Naringoside),CHEMBL451532,0.25,False
Neohesperidin dihydrochalcone (Nhdc),CHEMBL1159645,0.05,False
Norethindrone (Norethisterone),CHEMBL1162,-0.02,False
O-1918,CHEMBL4303507,0.08,False
O-acetyl-L-serine,CHEMBL1234916,0.07,False
O4I1,CHEMBL3581764,0.14,False
O6-benzylguanine,CHEMBL407874,0.11,False
OAC1,CHEMBL3187798,0.07,False
OAC2,CHEMBL1464276,0.25,False
OC000459,CHEMBL560993,0.01,False
ODM-201,CHEMBL4297185,0.2,False
ODQ,CHEMBL598952,-0.03,False
OF-1,CHEMBL3770173,0.01,False
OG-L002,CHEMBL4289507,0.25,False
OICR-9429,CHEMBL3798846,0.03,False
OLDA,CHEMBL250711,0.13,False
OMDM-2,CHEMBL1316265,0.12,False
ON123300,CHEMBL3115681,0.15,False
ONC201,CHEMBL4297310,-0.16,False
ONO-4059,CHEMBL4071161,-0.06,False
ONO-4817,CHEMBL4303601,0.13,False
ONO-8130,CHEMBL3939289,-0.04,False
OPC-21268,CHEMBL296908,0.18,False
OR-486,CHEMBL168276,0.12,False
ORG-12962,CHEMBL506999,0.27,False
ORG-25543,CHEMBL88588,0.33,False
ORG-26576,CHEMBL4303417,-0.03,False
ORG-27569,CHEMBL1553629,-0.09,False
ORG-9768,CHEMBL4303509,0.04,False
ORY-1001,CHEMBL4593062,0.43,False
OSI-027,CHEMBL2132692,0.17,False
OSI-420,CHEMBL3186743,-0.09,False
OSI-930,CHEMBL1614710,0.07,False
OT-R-antagonist-1,CHEMBL1254024,0.12,False
OTS167,CHEMBL3688339,0.29,False
OTS514,CHEMBL3672295,-0.05,False
OTX015,CHEMBL3581647,-0.17,False
OXA-06,CHEMBL4303164,-0.05,False
OXF-BD-02,CHEMBL2335154,0.15,False
Olopatadine hydrochloride (Opatanol),CHEMBL1719,0.11,False
Omaveloxolone (RTA-408),CHEMBL5308387,-0.21,False
Oridonin (Isodonol),CHEMBL4303503,0.11,False
Oxandrolone,CHEMBL1200436,0.04,False
Oxymetholone,CHEMBL1200585,-0.16,False
P22077,CHEMBL2159498,0.53,True
P276-00,CHEMBL3991935,-0.2,False
P5091,CHEMBL2159495,0.27,False
P7C3,CHEMBL2442630,0.39,False
PAC-1,CHEMBL591429,0.15,False
PACOCF3,CHEMBL99344,0.16,False
PAOPA,CHEMBL285742,0.1,False
PCA-4248,CHEMBL107881,0.08,False
PCI-24781,CHEMBL2103863,-0.2,False
PCI-29732,CHEMBL2057912,-0.01,False
PCI-34051,CHEMBL2170177,0.11,False
PCO-400,CHEMBL61723,-0.01,False
PD-102807,CHEMBL59898,0.73,True
PD-123319,CHEMBL321820,0.09,False
PD-128907,CHEMBL97424,0.17,False
PD-153035,CHEMBL29197,-0.24,False
PD-156707,CHEMBL25438,0.49,True
PD-158780,CHEMBL53753,-0.28,False
PD-160170,CHEMBL422942,0.22,False
PD-161570,CHEMBL45827,0.09,False
PD-166285,CHEMBL49120,-0.13,False
PD-166793,CHEMBL43152,-0.06,False
PD-168077,CHEMBL45244,0.16,False
PD-168393,CHEMBL285063,0.06,False
PD-168568,CHEMBL35093,-0.07,False
PD-173074,CHEMBL189584,0.13,False
PD-173212,CHEMBL299749,0.17,False
PD-184352,CHEMBL105442,0.08,False
PD-198306,CHEMBL1474985,0.07,False
PD-318088,CHEMBL3182051,-0.05,False
PD-407824,CHEMBL214253,0.69,True
PD-81723,CHEMBL59532,-0.07,False
PD-98059,CHEMBL35482,-0.25,False
PD1-PDL-inhibitor-1,CHEMBL3582252,0.01,False
PDE10-IN-1,CHEMBL4303586,-0.1,False
PDP-EA,CHEMBL4303222,-0.01,False
PETCM,CHEMBL5308488,0.21,False
PF-02545920,CHEMBL562318,0.93,True
PF-03049423,CHEMBL591501,-0.08,False
PF-03084014,CHEMBL1770916,0.02,False
PF-03758309,CHEMBL3128043,-0.23,False
PF-03814735,CHEMBL4289017,-0.07,False
PF-03882845,CHEMBL1215331,-0.17,False
PF-04136309,CHEMBL2029422,0.03,False
PF-04217903,CHEMBL2001019,-0.03,False
PF-04418948,CHEMBL3286797,0.04,False
PF-04447943,CHEMBL2179105,0.11,False
PF-04457845,CHEMBL1651534,0.01,False
PF-04620110,CHEMBL1835919,0.12,False
PF-04691502,CHEMBL1234354,0.05,False
PF-04885614,CHEMBL4084106,0.01,False
PF-05212384,CHEMBL592445,-0.01,False
PF-06447475,CHEMBL3393348,0.3,False
PF-06463922,CHEMBL3286830,0.32,False
PF-06463922,CHEMBL3286830,0.24,False
PF-3274167,CHEMBL594828,-0.11,False
PF-3845,CHEMBL1651524,0.19,False
PF-429242,CHEMBL233611,0.01,False
PF-431396,CHEMBL472212,0.04,False
PF-4708671,CHEMBL2134202,-0.44,False
PF-477736,CHEMBL3990456,0.13,False
PF-4800567,CHEMBL2069623,0.01,False
PF-4981517,CHEMBL3527048,0.14,False
PF-5274857,CHEMBL3186656,0.24,False
PF-562271,CHEMBL1084546,-0.12,False
PF-573228,CHEMBL514554,0.14,False
PF-670462,CHEMBL4643847,0.2,False
PF-750,CHEMBL560590,-0.15,False
PF-8380,CHEMBL3186509,0.13,False
PF-915275,CHEMBL495841,-0.03,False
PFI-1,CHEMBL2179387,-0.04,False
PFI-3,CHEMBL3752911,-0.04,False
PFI-4,CHEMBL3356143,0.01,False
PFK-015,CHEMBL3105836,0.05,False
PFK-158,CHEMBL4303611,0.39,False
PG-9,CHEMBL1590223,0.0,False
PGL5001,CHEMBL3545213,0.2,False
PH-797804,CHEMBL1088751,-0.16,False
PHA-568487,CHEMBL2086586,-0.03,False
PHA-665752,CHEMBL450786,0.16,False
PHA-680632,CHEMBL363160,0.11,False
PHA-767491,CHEMBL225519,0.06,False
PHA-793887,CHEMBL1230607,0.1,False
PHA-848125,CHEMBL564829,-0.14,False
PHCCC,CHEMBL164770,0.25,False
PHP-501,CHEMBL1093534,0.02,False
PHT-427,CHEMBL595583,0.16,False
PHTPP,CHEMBL191066,0.05,False
PI-103,CHEMBL573339,-0.07,False
PI3K-IN-2,CHEMBL4084907,0.03,False
PI4KIII-beta-inhibitor-1,CHEMBL3786230,0.32,False
PIK-293,CHEMBL3182327,0.37,False
PIK-294,CHEMBL1241767,0.06,False
PIK-75,CHEMBL393525,0.03,False
PIK-93,CHEMBL1229535,0.33,False
PIM-1-Inhibitor-2,CHEMBL409038,-0.09,False
PIT,CHEMBL1364808,0.14,False
PJ-34,CHEMBL372303,0.2,False
PK-11195,CHEMBL481537,-0.12,False
PK-44,CHEMBL4303603,0.17,False
PK-THPP,CHEMBL2324344,0.05,False
PLX4720,CHEMBL1230020,-0.03,False
PLX647,CHEMBL4224714,0.04,False
PLX8394,CHEMBL4303729,0.16,False
PMPA,CHEMBL483,0.05,False
PNU-120596,CHEMBL257591,0.27,False
PNU-142633,CHEMBL441095,0.02,False
PNU-177864,CHEMBL1697690,-0.19,False
PNU-22394,CHEMBL6557,0.02,False
PNU-282987,CHEMBL554984,-0.06,False
PNU-37883,CHEMBL333121,-0.04,False
PNU-74654,CHEMBL3187418,0.27,False
PNU-89843,CHEMBL134859,0.45,False
PP-1,CHEMBL306380,0.11,False
PP-121,CHEMBL1081312,-0.05,False
PP-2,CHEMBL406845,0.2,False
PP242,CHEMBL1241674,-0.06,False
PPT,CHEMBL441282,0.27,False
PPY-A,CHEMBL1235103,0.63,True
PQ-401,CHEMBL439259,0.15,False
PR-619,CHEMBL4303622,0.12,False
PRASTERONE,CHEMBL90593,0.1,False
PRAVASTATIN SODIUM,CHEMBL690,0.06,False
PRE-084,CHEMBL305881,-0.0,False
PREGABALIN,CHEMBL1059,-0.08,False
PRIMA1,CHEMBL186872,0.27,False
PRT062070,CHEMBL3991929,0.44,False
PRT062607,CHEMBL2177736,0.58,True
PRT4165,CHEMBL4303151,0.19,False
PRX-08066,CHEMBL4297322,-0.3,False
PS178990,CHEMBL229264,0.19,False
PSB-06126,CHEMBL498423,0.14,False
PSB-11,CHEMBL1625681,0.14,False
PSB-1115,CHEMBL8565,0.18,False
PSB-36,CHEMBL1316674,-0.05,False
PSI-6130,CHEMBL223482,0.04,False
PSI-7976,CHEMBL1259058,0.09,False
PSN-375963,CHEMBL4303425,-0.01,False
PSNCBAM-1,CHEMBL3341861,0.01,False
PT-2385,CHEMBL4173075,0.02,False
PTC-209,CHEMBL468984,-0.31,False
PU-H71,CHEMBL200102,0.25,False
PX-12,CHEMBL406050,-0.17,False
PX-478,CHEMBL4061538,0.08,False
PYR-41,CHEMBL2322201,0.15,False
"Peficitinib (ASP015K, JNJ-54781532)",CHEMBL4238926,0.17,False
Perampanel,CHEMBL1214124,0.11,False
PhiKan-083,CHEMBL1235116,0.51,True
Proxyphylline,CHEMBL37390,0.07,False
Q-203,CHEMBL3298910,0.07,False
QX-222,CHEMBL1354145,0.2,False
QX-314,CHEMBL1180496,0.04,False
R-1479,CHEMBL393857,0.02,False
R-1479,CHEMBL393857,0.0,False
R-1485,CHEMBL246078,-0.12,False
R-268712,CHEMBL4303194,0.15,False
R-59022,CHEMBL259388,0.15,False
R-96544,CHEMBL1415927,0.53,True
R112,CHEMBL515271,0.18,False
R306465,CHEMBL609583,-0.14,False
R406,CHEMBL5594424,0.09,False
R547,CHEMBL384304,-0.35,False
RAF265,CHEMBL558752,-0.04,False
RBC8,CHEMBL3929074,0.06,False
RG108,CHEMBL383475,-0.08,False
RG1530,CHEMBL1980391,-0.19,False
RG2833,CHEMBL3970532,-0.05,False
RG4733,CHEMBL4297422,0.22,False
RG7112,CHEMBL2386346,-0.05,False
RGB-286638,CHEMBL3545083,-0.35,False
RGFP966,CHEMBL4078477,-0.1,False
RHC-80267,CHEMBL158897,0.11,False
RI-1,CHEMBL1271993,0.23,False
RITA,CHEMBL1555354,0.19,False
RKI-1447,CHEMBL3218011,0.39,False
RKI-1447,CHEMBL3218011,0.35,False
RN-1,CHEMBL4303296,0.09,False
RN-1734,CHEMBL2324347,-0.1,False
RN-1747,CHEMBL4303584,-0.07,False
ROCURONIUM BROMIDE,CHEMBL1200648,0.06,False
RP-001,CHEMBL3960697,0.18,False
RP67580,CHEMBL131171,-0.18,False
RQ-00203078,CHEMBL3353597,0.11,False
RRx-001,CHEMBL3526802,0.03,False
RS-100329,CHEMBL56331,0.05,False
RS-102221,CHEMBL88402,0.22,False
RS-102895,CHEMBL1593104,-0.16,False
RS-127445,CHEMBL473186,0.15,False
RS-16566,CHEMBL145725,0.38,False
RS-17053,CHEMBL88272,0.19,False
RS-23597-190,CHEMBL3291084,0.08,False
RS-39604,CHEMBL66114,0.26,False
RS-45041-190,CHEMBL1514276,0.13,False
RS-504393,CHEMBL134074,0.02,False
RS-56812,CHEMBL294649,0.18,False
RS-67333,CHEMBL85251,0.24,False
RS-67506,CHEMBL83899,0.09,False
RS-79948,CHEMBL4303564,0.07,False
RSV604,CHEMBL223402,-0.14,False
RU-24969,CHEMBL18785,0.19,False
RU-28318,CHEMBL2107003,0.1,False
RU-58841,CHEMBL9337,-0.06,False
RU-SKI-43,CHEMBL5411797,0.45,False
RWJ-50271,CHEMBL9453,0.11,False
RWJ-67657,CHEMBL190333,0.03,False
RX-821002,CHEMBL10332,0.07,False
Rec-15/2615,CHEMBL5090661,-0.06,False
Remdesivir,CHEMBL4065616,0.76,True
Retigabine,CHEMBL41355,0.07,False
Ritonavir,CHEMBL163,0.01,False
Rivaroxaban (Xarelto),CHEMBL3183768,0.19,False
Ro-04-5595,CHEMBL1624380,0.3,False
Ro-08-2750,CHEMBL1397270,0.1,False
Ro-10-5824,CHEMBL1616116,0.06,False
Ro-106-9920,CHEMBL271023,0.19,False
Ro-1138452,CHEMBL9540,0.08,False
Ro-15-4513,CHEMBL6597,0.01,False
Ro-19-4605,CHEMBL269366,-0.01,False
Ro-20-1724,CHEMBL18701,0.43,False
Ro-25-6981,CHEMBL305195,0.16,False
Ro-28-1675,CHEMBL1096435,0.04,False
Ro-3,CHEMBL494772,0.12,False
Ro-3306,CHEMBL5305651,0.11,False
Ro-48-8071,CHEMBL304858,0.73,True
Ro-4987655,CHEMBL1614766,-0.18,False
Ro-5126766,CHEMBL3264002,-0.07,False
Ro-60-0175,CHEMBL76781,0.45,False
Ro-61-8048,CHEMBL134915,-0.0,False
Ro-67-7476,CHEMBL4303496,-0.11,False
Ro-90-7501,CHEMBL578741,-0.22,False
S-07662,CHEMBL4303710,0.05,False
S-111,CHEMBL375563,0.11,False
S-14506,CHEMBL1590266,0.24,False
S-isopropylisothiourea,CHEMBL483091,0.02,False
S-methylcysteine,CHEMBL394875,0.0,False
S-nitrosoglutathione,CHEMBL63507,0.16,False
S-sulfo-L-cysteine,CHEMBL457665,0.25,False
S-trityl-L-cysteine,CHEMBL392695,0.11,False
S18986,CHEMBL320642,0.01,False
S1P1-agonist-III,CHEMBL1938952,-0.02,False
S26948,CHEMBL4303501,0.32,False
S4,CHEMBL2047811,-0.11,False
SA-47,CHEMBL4303659,-0.19,False
SANT-1,CHEMBL515916,0.01,False
SANT-2,CHEMBL514344,-0.02,False
SAR-245409,CHEMBL3545366,0.05,False
SAR131675,CHEMBL4303275,0.46,False
SAR405,CHEMBL3622372,0.55,True
SAR405838,CHEMBL2381408,-0.04,False
SAR407899,CHEMBL1667969,0.27,False
SB-200646,CHEMBL85194,-0.04,False
SB-202190,CHEMBL278041,0.31,False
SB-203186,CHEMBL1255781,0.03,False
SB-203580,CHEMBL10,0.09,False
SB-205384,CHEMBL1256667,0.15,False
SB-206553,CHEMBL297784,0.2,False
SB-216641,CHEMBL20963,0.28,False
SB-216763,CHEMBL102714,0.0,False
SB-218078,CHEMBL304428,-0.06,False
SB-218795,CHEMBL9843,0.08,False
SB-221284,CHEMBL276140,-0.17,False
SB-222200,CHEMBL10284,0.04,False
SB-225002,CHEMBL239767,0.07,False
SB-228357,CHEMBL14276,-0.02,False
SB-2343,CHEMBL3393066,-0.06,False
SB-239063,CHEMBL256835,0.4,False
SB-242235,CHEMBL95692,-0.02,False
SB-243213,CHEMBL14460,0.28,False
SB-258585,CHEMBL60264,0.2,False
SB-268262,CHEMBL4303376,-0.07,False
SB-269970,CHEMBL282199,0.07,False
SB-271046,CHEMBL431298,0.19,False
SB-297006,CHEMBL284954,0.37,False
SB-328437,CHEMBL33227,0.09,False
SB-334867,CHEMBL291536,0.05,False
SB-366791,CHEMBL122413,-0.05,False
SB-399885,CHEMBL1210710,0.13,False
SB-408124,CHEMBL1334465,0.2,False
SB-415286,CHEMBL322970,-0.0,False
SB-431542,CHEMBL440084,-0.12,False
SB-452533,CHEMBL120735,-0.04,False
SB-505124,CHEMBL226838,-0.13,False
SB-525334,CHEMBL401570,-0.03,False
SB-590885,CHEMBL1891617,-0.06,False
SB-612111,CHEMBL559569,0.13,False
SB-657510,CHEMBL2348501,-0.11,False
SB-683698,CHEMBL91485,-0.14,False
SB-705498,CHEMBL207433,0.07,False
SB-706375,CHEMBL522770,0.02,False
SB-742457,CHEMBL1083390,-0.07,False
SB-743921,CHEMBL2325429,-0.42,False
SB-747651A,CHEMBL188434,0.37,False
SB-756050,CHEMBL4303545,0.21,False
SB-772077B,CHEMBL1956071,0.49,True
SB-939,CHEMBL1851943,-0.15,False
SBE-13,CHEMBL1625188,0.08,False
SBHA,CHEMBL320497,-0.23,False
SC-10,CHEMBL1397913,0.1,False
SC-12267,CHEMBL197194,0.16,False
SC-144,CHEMBL225542,0.06,False
SC-19220,CHEMBL112816,0.06,False
SC-236,CHEMBL282093,0.05,False
SC-51089,CHEMBL544573,-0.1,False
SC-560,CHEMBL26915,-0.05,False
SC-9,CHEMBL1552551,0.18,False
SCH-202676,CHEMBL1188627,-0.04,False
SCH-221510,CHEMBL513136,0.31,False
SCH-23390,CHEMBL62,0.02,False
SCH-28080,CHEMBL47529,0.01,False
SCH-51344,CHEMBL3793901,-0.01,False
SCH-58261,CHEMBL17127,-0.14,False
SCH-900776,CHEMBL2386889,0.53,True
SCMC-Lys,CHEMBL4303635,-0.09,False
SCOPOLAMINE HYDROBROMIDE,CHEMBL3185877,0.14,False
SCS,CHEMBL354261,-0.03,False
SD-169,CHEMBL1435541,0.19,False
SD-208,CHEMBL238125,0.09,False
SD-2590,CHEMBL1771212,0.05,False
SDM25N,CHEMBL1324873,0.06,False
SDZ-205-557,CHEMBL287045,0.13,False
SDZ-21009,CHEMBL1433455,0.1,False
SDZ-220-040,CHEMBL409024,-0.17,False
SDZ-220-581,CHEMBL1331280,0.02,False
SDZ-NKT-343,CHEMBL106092,0.0,False
SDZ-SER-082,CHEMBL316069,-0.05,False
SDZ-WAG-994,CHEMBL117904,-0.02,False
SEN-1269,CHEMBL2386874,0.08,False
SEP-227900,CHEMBL492591,-0.1,False
SERTRALINE HYDROCHLORIDE,CHEMBL1709,0.14,False
SEW-2871,CHEMBL224720,-0.04,False
SF-11,CHEMBL548708,0.27,False
SGC-0946,CHEMBL3087498,-0.02,False
SGC-707,CHEMBL4072005,0.18,False
SGC-CBP30,CHEMBL3622373,-0.09,False
SGI-1027,CHEMBL2336409,-0.01,False
SGI-1776,CHEMBL1952329,0.2,False
SGX523,CHEMBL1236107,0.14,False
SHA-68,CHEMBL469695,0.07,False
SHP099,CHEMBL4060033,0.03,False
SIB-1553A,CHEMBL47850,-0.04,False
SIB-1757,CHEMBL1427311,0.26,False
SIB-1893,CHEMBL88612,0.08,False
SID-7969543,CHEMBL259067,-0.2,False
SIS3,CHEMBL4792656,0.34,False
SJ-172550,CHEMBL4303491,-0.0,False
SK&F-10047-(+),CHEMBL74019,0.11,False
SKA-31,CHEMBL1709719,-0.07,False
SKF-38393,CHEMBL286080,-0.34,False
SKF-77434,CHEMBL288090,-0.01,False
SKF-81297,CHEMBL353335,0.16,False
SKF-83566,CHEMBL324017,0.12,False
SKF-86002,CHEMBL313417,0.21,False
SKF-89976A,CHEMBL543557,0.08,False
SKF-91488,CHEMBL1230270,0.07,False
SKF-96365,CHEMBL1256808,0.01,False
SKI-II,CHEMBL1076555,0.13,False
SKLB1002,CHEMBL2180603,0.4,False
SLV-319-(+/-),CHEMBL4297432,-0.13,False
SLV-320,CHEMBL4204703,0.41,False
SM-108,CHEMBL4303691,-0.03,False
SM-164,CHEMBL1774154,0.15,False
SM-21,CHEMBL45951,0.19,False
SMER-28,CHEMBL494325,0.19,False
SMI-4a,CHEMBL183906,0.0,False
SN-2,CHEMBL1430530,0.15,False
SN-38,CHEMBL837,-0.13,False
SN-6,CHEMBL1318259,0.05,False
SNAP,CHEMBL73188,0.02,False
SNAP-5089,CHEMBL5483012,0.21,False
SNAP-94847,CHEMBL242004,0.38,False
SNC-80,CHEMBL13470,-0.01,False
SNG-1153,CHEMBL4303319,0.14,False
SNS-314,CHEMBL482767,0.39,False
SNX-2112,CHEMBL560895,0.2,False
SNX-5422,CHEMBL1195136,0.13,False
SODIUM OXYBATE,CHEMBL1200682,0.09,False
SP-100030,CHEMBL336546,-0.17,False
SP-141,CHEMBL4303369,-0.03,False
SP-420,CHEMBL1092665,0.13,False
SPP301,CHEMBL3989834,0.18,False
SPP86,CHEMBL2058538,0.47,True
SQ-109,CHEMBL561057,0.12,False
SQ-22536,CHEMBL64239,0.03,False
SR-1078,CHEMBL3094387,0.27,False
SR-11302,CHEMBL1476397,0.17,False
SR-140333,CHEMBL1178725,0.02,False
SR-2211,CHEMBL2137199,-0.23,False
SR-2640,CHEMBL18132,0.03,False
SR-27897,CHEMBL249973,0.16,False
SR-3306,CHEMBL2144409,-0.29,False
SR-33805,CHEMBL287679,0.03,False
SR-3576,CHEMBL3393599,-0.08,False
SR-3677,CHEMBL521179,0.29,False
SR-57227A,CHEMBL1256322,-0.12,False
SR-59230A,CHEMBL1256816,0.03,False
SR-95639A,CHEMBL168972,-0.11,False
SRC-kinase-inhibitor-I,CHEMBL97771,0.02,False
SRT1720,CHEMBL4639328,0.08,False
SRT2104,CHEMBL4297436,0.21,False
SRT3190,CHEMBL4303160,0.11,False
SSR-180711,CHEMBL559478,0.27,False
SSR128129E,CHEMBL5573036,0.09,False
ST-1859,CHEMBL447347,0.07,False
ST-2825,CHEMBL408178,-0.26,False
ST-91,CHEMBL301717,0.11,False
STA-5326,CHEMBL4297643,-0.33,False
STAT3-inhibitor-VI,CHEMBL477936,0.04,False
STF-083010,CHEMBL1538026,0.1,False
STF-118804,CHEMBL4303625,-0.15,False
STF-31,CHEMBL3105156,0.06,False
STF-62247,CHEMBL565269,0.46,False
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],CHEMBL63266,0.1,False
SU11274,CHEMBL261641,0.49,True
SU16f,CHEMBL149201,0.22,False
SU3327,CHEMBL510038,0.25,False
SU4312,CHEMBL328710,0.18,False
SU9516,CHEMBL258805,-0.06,False
SUN-11602,CHEMBL4303490,0.21,False
SUN-B-8155,CHEMBL1363071,-0.17,False
SX-011,CHEMBL478284,0.32,False
SYM-2081,CHEMBL288166,0.05,False
SYM-2206,CHEMBL114898,0.26,False
Salinomycin (Procoxacin),CHEMBL2135651,-0.0,False
"Saxagliptin (BMS-477118,Onglyza)",CHEMBL385517,-0.03,False
Sclareolide (Norambreinolide),CHEMBL304461,0.18,False
Se-methylselenocysteine,CHEMBL62382,0.11,False
Sevelamer HCl,CHEMBL1201492,0.18,False
