chembl_id,drug_name_canonical,smiles_canonical,protein_genes,protein_pairs,pathways,pathway_pairs,pathway_genes,moa_terms,moa_pairs,evidence_sources_count,aml_known_drug_flag,preferred_name_chembl,trade_names_chembl,url,known_targets_chembl,known_mechanisms_chembl,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity,CYP3A4_p0,CYP3A4_p1,CYP3A4,CYP2C19_p0,CYP2C19_p1,CYP2C19,CYP2D6_p0,CYP2D6_p1,CYP2D6,CYP1A2_p0,CYP1A2_p1,CYP1A2,CYP2C9_p0,CYP2C9_p1,CYP2C9,PGP_p0,PGP_p1,PGP,hERG_p0,hERG_p1,hERG,AMES_p0,AMES_p1,AMES,PAMPA_p0,PAMPA_p1,PAMPA,BBB_p0,BBB_p1,BBB,mech_subscore,exp_subscore,clin_subscore,admet_subscore,tract_subscore,overall_score
CHEMBL4650278,REVUMENIB SESQUIFUMARATE,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,1,1,5,5,1,0,0,2,False,,,,,,-4.36,-4.72,-3.99,-4.72,-3.99,8.493000000000015,0.999,0.00135,0.0,0.998,0.00119,0.0,0.911,0.0176,0.0,0.999,0.00119,0.0,0.998,0.0017,0.0,0.969,0.0104,0,0.92,0.0169,0,0.989,0.00176,0,0.369,0.254,0.5,0.0393,0.895,1.0,0.25573958236287475,0.39999999999999997,0.0,0.4943169092945129,0.6902575587905935,0.29181436005041833
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0,0,0,0,0,1,1,1,True,CARVEDILOL,Artist; Carvedilol; Coreg; Eucardic 12.5; Eucardic 25; Eucardic 3.125; Eucardic 6.25; Querto,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL723,,"bp(MOA:""Adrenergic receptor beta antagonist""); bp(MOA:""Adrenergic receptor alpha-1 antagonist"")",-4.23,-4.89,-3.57,-4.89,-3.57,3.738000000000002,0.0571,0.6,1.0,0.149,0.36,1.0,0.0747,0.512,1.0,0.0564,0.553,1.0,0.72,0.0447,0.0,0.915,0.0188,0,0.00456,0.874,1,0.714,0.035,0,0.0399,0.993,1.0,0.24,0.181,0.0,0.0,0.4,0.8,0.5569895016797312,0.6946248600223964,0.2904301931690929
CHEMBL2105737,SONIDEGIB,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,1,1,6,10,1,0,0,2,False,,,,,,-6.28,-7.12,-5.45,-7.12,-5.45,5.821520000000005,0.823,0.0216,0.0,0.228,0.26,0.5,0.514,0.128,0.0,0.647,0.0307,0.0,0.228,0.297,0.5,0.508,0.101,0,0.08,0.374,1,0.178,0.223,1,0.198,0.478,1.0,0.625,0.0151,0.0,0.2683011651306885,0.39999999999999997,0.0,0.4490959294512875,0.6257558790593505,0.29034796946344055
CHEMBL2108324,OBLIMERSEN,,1,1,8,16,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2887805233478176,0.39999999999999997,0.0,0.5,0.3,0.2893902616739088
CHEMBL4297879,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,,1,1,8,8,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2887805233478176,0.39999999999999997,0.0,0.5,0.3,0.2893902616739088
CHEMBL4650374,APG-2575,,1,1,8,16,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2887805233478176,0.39999999999999997,0.0,0.5,0.3,0.2893902616739088
CHEMBL1200751,MERCAPTOPURINE,O.S=c1[nH]cnc2nc[nH]c12,0,0,0,0,0,1,1,1,True,MERCAPTOPURINE,Mercaptopurine; Puri-nethol; Purinethol; Purixan; Xaluprine; Xaluprine (previously mercaptopurine nova laboratories),https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200751,,"bp(MOA:""Amidophosphoribosyltransferase inhibitor""); bp(MOA:""DNA inhibitor"")",-3.28,-4.22,-2.34,-4.22,-2.34,0.1907899999999998,0.55,0.0936,0.0,0.6,0.0639,0.0,0.162,0.398,1.0,0.184,0.237,0.5,0.361,0.15,0.0,0.448,0.129,0,0.676,0.068,0,0.264,0.156,0,0.728,0.0417,0.0,0.509,0.023,0.0,0.0,0.4,0.8,0.530530897956327,0.7265397536394178,0.28938007747760364
CHEMBL4080062,BFH-772,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12,1,1,7,14,1,0,0,2,False,,,,,,-6.63,-7.17,-6.09,-7.17,-6.09,5.185500000000004,0.55,0.0971,0.0,0.0362,0.73,1.0,0.476,0.138,0.0,0.0662,0.435,1.0,0.0129,0.915,1.0,0.0829,0.279,1,0.663,0.0603,0,0.361,0.0949,0,0.319,0.277,0.5,0.464,0.0549,0.0,0.27918250306856873,0.39999999999999997,0.0,0.37573827687569966,0.6139977603583426,0.28786496723977145
CHEMBL4650282,DS-1001B,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,1,1,5,10,1,0,0,2,False,,,,,,-5.48,-5.94,-5.03,-5.94,-5.03,8.299420000000007,0.23,0.247,0.5,0.79,0.0227,0.0,0.272,0.26,0.5,0.133,0.296,1.0,0.284,0.228,0.5,0.787,0.03,0,0.753,0.0464,0,0.903,0.00984,0,0.187,0.506,1.0,0.31,0.0898,0.0,0.25573958236287475,0.39999999999999997,0.0,0.4692434210526316,0.6526315789473685,0.28742571223406893
CHEMBL4298119,OLINVACIMAB,,1,1,7,14,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27918250306856873,0.39999999999999997,0.0,0.5,0.3,0.2845912515342844
CHEMBL2108356,PEGDINETANIB,,1,1,7,14,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27918250306856873,0.39999999999999997,0.0,0.5,0.3,0.2845912515342844
CHEMBL2108557,TELBERMIN,,1,1,7,14,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27918250306856873,0.39999999999999997,0.0,0.5,0.3,0.2845912515342844
CHEMBL3545050,BMS-817378,,1,1,7,14,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27918250306856873,0.39999999999999997,0.0,0.5,0.3,0.2845912515342844
CHEMBL3545316,RINUCUMAB,,1,1,7,12,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27918250306856873,0.39999999999999997,0.0,0.5,0.3,0.2845912515342844
CHEMBL3545185,SELINEXOR,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0,0,0,0,0,1,1,1,True,SELINEXOR,Nexpovio; Xpovio,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545185,,"bp(MOA:""Exportin-1 inhibitor"")",-3.61,-4.21,-3.01,-4.21,-3.01,3.386700000000001,0.0886,0.458,1.0,0.169,0.336,1.0,0.0732,0.526,1.0,0.361,0.104,0.0,0.0694,0.566,1.0,0.156,0.203,1,0.207,0.23,1,0.821,0.0167,0,0.31,0.318,0.5,0.145,0.335,1.0,0.0,0.4,0.8,0.4848458076707726,0.7154535274356103,0.2842572571388578
CHEMBL3989908,ENASIDENIB,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,1,1,5,8,1,0,0,2,False,,,,,,-3.55,-4.4,-2.7,-4.4,-2.7,4.292600000000002,0.254,0.246,0.5,0.00625,0.915,1.0,0.439,0.183,0.0,0.105,0.36,1.0,0.289,0.215,0.5,0.117,0.216,1,0.00373,0.891,1,0.399,0.0762,0,0.518,0.11,0.0,0.236,0.165,0.0,0.25573958236287475,0.39999999999999997,0.0,0.3856528695408733,0.7174692049272116,0.2823085383818853
CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1,1,5,10,1,0,0,2,False,,,,,,-8.42,-9.24,-7.61,-9.24,-7.61,4.773280000000004,0.791,0.0317,0.0,0.447,0.112,0.0,0.519,0.138,0.0,0.431,0.0747,0.0,0.518,0.0954,0.0,0.765,0.0464,0,0.0233,0.609,1,0.424,0.0922,0,0.365,0.253,0.5,0.101,0.639,1.0,0.25573958236287475,0.39999999999999997,0.0,0.4601736394176929,0.5538633818589026,0.2815803242161518
CHEMBL1743039,MAVRILIMUMAB,,1,1,6,12,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2683011651306885,0.39999999999999997,0.0,0.5,0.3,0.27915058256534425
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],0,0,0,0,0,1,1,1,True,METHYLPREDNISOLONE SODIUM SUCCINATE,A-methapred; Methylprednisolone sodium succinate; Min-i-mix; Solu-medrol; Solu-medrone; Urbasone,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201081,,"bp(MOA:""Glucocorticoid receptor agonist"")",-2.84,-3.57,-2.1,-3.57,-2.1,-2.111399999999993,0.767,0.0353,0.0,0.795,0.0235,0.0,0.988,0.00488,0.0,0.923,0.00425,0.0,0.785,0.0246,0.0,0.0423,0.415,1,0.834,0.0282,0,0.816,0.027,0,0.734,0.0392,0.0,0.0253,0.996,1.0,0.0,0.4,0.8,0.41785414333706605,0.7413213885778276,0.278851483762598
CHEMBL107430,NRX195183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,1,1,6,12,1,0,0,2,False,,,,,,-7.35,-7.98,-6.71,-7.98,-6.71,5.623300000000005,0.835,0.0291,0.0,0.905,0.0116,0.0,0.754,0.0588,0.0,0.562,0.0437,0.0,0.093,0.554,1.0,0.498,0.112,0,0.912,0.0154,0,0.192,0.205,0.5,0.957,0.00652,0.0,0.213,0.202,0.5,0.2683011651306885,0.39999999999999997,0.0,0.33739103443449014,0.5898096304591266,0.2773801675317496
CHEMBL2110580,BERUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,1,1,2,4,1,0,0,2,False,,,,,,-3.75,-4.51,-2.99,-4.51,-2.99,2.2258,0.339,0.18,0.0,0.325,0.163,0.0,0.252,0.284,0.5,0.305,0.143,0.0,0.863,0.0122,0.0,0.977,0.0178,0,0.531,0.0968,0,0.138,0.263,1,0.664,0.0707,0.0,0.96,0.00761,0.0,0.1992557206722379,0.39999999999999997,0.0,0.6202834966405375,0.7107502799552072,0.277193723997933
CHEMBL2103796,BERUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1.Cl,1,1,2,4,1,0,0,2,False,,,,,,-3.11,-3.94,-2.29,-3.94,-2.29,2.647600000000001,0.385,0.154,0.0,0.321,0.168,0.0,0.38,0.217,0.5,0.311,0.132,0.0,0.881,0.00768,0.0,0.978,0.0187,0,0.506,0.103,0,0.138,0.263,1,0.714,0.0535,0.0,0.759,0.0121,0.0,0.1992557206722379,0.39999999999999997,0.0,0.6064629899216125,0.7322508398656216,0.2768867013215613
CHEMBL4206033,BAY1436032,C[C@H]1C[C@@H](n2c(Nc3ccc(OC(F)(F)F)cc3)nc3cc(CCC(=O)O)ccc32)CC(C)(C)C1,1,1,5,10,1,0,0,2,False,,,,,,-5.76,-7.12,-4.4,-7.12,-4.4,7.083000000000006,0.968,0.00323,0.0,0.647,0.0511,0.0,0.823,0.0386,0.0,0.831,0.00925,0.0,0.532,0.0733,0.0,0.496,0.0816,0,0.38,0.15,0,0.145,0.265,1,0.733,0.0343,0.0,0.162,0.241,1.0,0.25573958236287475,0.39999999999999997,0.0,0.3606312989921613,0.6432250839865622,0.2760941752799816
CHEMBL4651002,SAFUSIDENIB,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,1,1,5,10,1,0,0,2,False,,,,,,-6.83,-7.27,-6.39,-7.27,-6.39,7.555820000000004,0.284,0.216,0.5,0.743,0.0317,0.0,0.227,0.289,0.5,0.0855,0.431,1.0,0.189,0.349,1.0,0.597,0.0713,0,0.621,0.0848,0,0.788,0.0216,0,0.358,0.316,0.5,0.294,0.108,0.0,0.25573958236287475,0.39999999999999997,0.0,0.35216265397536395,0.6072788353863382,0.2734499983482907
CHEMBL4297775,KAI-1678,,1,1,5,10,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25573958236287475,0.39999999999999997,0.0,0.5,0.3,0.2728697911814374
CHEMBL4650296,BOS-589,,1,1,5,10,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25573958236287475,0.39999999999999997,0.0,0.5,0.3,0.2728697911814374
CHEMBL3109738,JNJ-26483327,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,1,1,3,6,1,0,0,2,False,,,,,,-3.22,-3.88,-2.57,-3.88,-2.57,5.139000000000005,0.139,0.382,1.0,0.0829,0.524,1.0,0.0276,0.718,1.0,0.0619,0.52,1.0,0.102,0.493,1.0,0.0531,0.349,1,0.00531,0.86,1,0.732,0.0381,0,0.249,0.477,1.0,0.204,0.187,0.0,0.22269864137793197,0.39999999999999997,0.0,0.4267198348264275,0.7285554311310191,0.2704490757281597
CHEMBL2108572,BALUGRASTIM,,1,1,4,8,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24088238336387988,0.39999999999999997,0.0,0.5,0.3,0.26544119168193997
CHEMBL4650461,ANUMIGILIMAB,,1,1,4,8,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24088238336387988,0.39999999999999997,0.0,0.5,0.3,0.26544119168193997
CHEMBL4297800,PEGTEOGRASTIM,,1,1,4,8,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24088238336387988,0.39999999999999997,0.0,0.5,0.3,0.26544119168193997
CHEMBL1201438,ALDESLEUKIN,,0,0,0,0,0,1,1,1,True,ALDESLEUKIN,Proleukin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201438,,"bp(MOA:""Interleukin-2 receptor agonist"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.8,0.5,0.3,0.265
CHEMBL1201587,ALEMTUZUMAB,,0,0,0,0,0,1,1,1,True,ALEMTUZUMAB,"Campath mabcampath; Campath mabcampath, lemtrada; Lemtrada; Mabcampath",https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201587,,"bp(MOA:""CAMPATH-1 antigen inhibitor"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.8,0.5,0.3,0.265
CHEMBL1201565,EPOETIN ALFA,,0,0,0,0,0,1,1,1,True,EPOETIN ALFA,Abseamed; Binocrit; Epoetin alfa hexal; Eprex,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201565,,"bp(MOA:""Erythropoietin receptor agonist"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.8,0.5,0.3,0.265
CHEMBL4297573,TAGRAXOFUSP,,0,0,0,0,0,1,1,1,True,TAGRAXOFUSP,Elzonris,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297573,,"bp(MOA:""Interleukin-3 receptor subunit alpha binding agent""); bp(MOA:""Elongation factor 2 inhibitor"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.8,0.5,0.3,0.265
CHEMBL2108811,VISILIZUMAB,,0,0,0,0,0,1,1,1,True,VISILIZUMAB,Nuvion,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108811,,"bp(MOA:""T-cell surface glycoprotein CD3 epsilon chain inhibitor"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.8,0.5,0.3,0.265
CHEMBL3989971,UPROLESELAN,CC[C@H]1C[C@@H](C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2NC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,1,1,1,True,UPROLESELAN,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989971,,"bp(MOA:""Selectin E antagonist"")",2.1,1.54,2.65,1.54,2.14,-1.1364000000000138,1.0,0.00185,0.0,0.991,0.00162,0.0,0.986,0.00375,0.0,1.0,0.00162,0.0,0.988,0.00233,0.0,0.549,0.052,0,0.994,0.00114,0,0.997,0.00241,0,0.99,0.00541,0.0,0.0451,0.821,1.0,0.0,0.4,0.49999999999999994,0.599887653975363,0.9072788353863381,0.2603527071668532
CHEMBL3707313,TRIFAROTENE,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,1,1,3,6,1,0,0,2,False,,,,,,-5.9,-7.28,-4.53,-7.28,-4.53,5.987600000000008,0.959,0.00435,0.0,0.959,0.00275,0.0,0.907,0.0162,0.0,0.303,0.131,0.0,0.768,0.0378,0.0,0.0382,0.288,1,0.8,0.0357,0,0.955,0.00409,0,0.831,0.0127,0.0,0.207,0.236,0.5,0.22269864137793197,0.39999999999999997,0.0,0.3586627379619256,0.638521836506159,0.2591416863104665
CHEMBL2107856,IMETELSTAT,,1,1,3,3,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22269864137793197,0.39999999999999997,0.0,0.5,0.3,0.256349320688966
CHEMBL2109602,IMC-3C5,,1,1,3,6,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22269864137793197,0.39999999999999997,0.0,0.5,0.3,0.256349320688966
CHEMBL2108702,IMETELSTAT SODIUM,,1,1,3,3,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22269864137793197,0.39999999999999997,0.0,0.5,0.3,0.256349320688966
CHEMBL4594401,RAFUTROMBOPAG,CC1=NN(c2ccc3c(c2)CCCC3)C(=O)/C1=N\Nc1cccc(-c2ccc(C(=O)O)o2)c1O,1,1,1,1,1,0,0,2,False,,,,,,-4.33,-4.88,-3.78,-4.88,-3.78,4.419800000000004,0.941,0.00646,0.0,0.358,0.143,0.0,0.728,0.0626,0.0,0.158,0.258,1.0,0.0763,0.55,1.0,0.423,0.125,0,0.943,0.0129,0,0.0543,0.558,1,0.106,0.833,1.0,0.222,0.139,0.0,0.16621477968729512,0.39999999999999997,0.0,0.574917315229563,0.6912653975363943,0.2551623912434236
CHEMBL3989691,ELTROMBOPAG OLAMINE,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,1,1,1,1,1,0,0,2,False,,,,,,-4.53,-5.01,-4.05,-5.01,-4.05,2.4396400000000003,0.972,0.00372,0.0,0.173,0.334,1.0,0.937,0.0149,0.0,0.659,0.0332,0.0,0.406,0.159,0.0,0.807,0.0382,0,0.968,0.00775,0,0.127,0.261,1,0.552,0.0859,0.0,0.129,0.441,1.0,0.16621477968729512,0.39999999999999997,0.0,0.5760079423292273,0.6845464725643897,0.2549355077047898
CHEMBL2105648,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,1,1,3,6,1,0,0,2,False,,,,,,-6.3,-7.69,-4.92,-7.69,-4.92,6.149000000000006,0.955,0.00425,0.0,0.402,0.134,0.0,0.156,0.409,1.0,0.6,0.0347,0.0,0.19,0.315,1.0,0.242,0.146,0,0.795,0.037,0,0.662,0.0453,0,0.71,0.0374,0.0,0.158,0.413,1.0,0.22269864137793197,0.39999999999999997,0.0,0.3187989921612542,0.62508398656215,0.2544834192331989
CHEMBL1231160,PEVONEDISTAT,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,0,0,0,0,0,1,1,1,True,PEVONEDISTAT,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1231160,,"bp(MOA:""NEDD8 activating enzyme inhibitor"")",-2.54,-3.0,-2.08,-3.0,-2.08,2.0628,0.203,0.286,1.0,0.177,0.336,1.0,0.337,0.219,0.5,0.244,0.146,0.0,0.0763,0.557,1.0,0.456,0.107,0,0.789,0.0342,0,0.306,0.118,0,0.354,0.226,0.0,0.131,0.406,1.0,0.0,0.4,0.49999999999999994,0.59168320268757,0.7513997760358344,0.2517383090705487
CHEMBL2109150,LINTUZUMAB,,1,1,2,4,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1992557206722379,0.39999999999999997,0.0,0.5,0.3,0.24462786033611894
CHEMBL2109266,AVE-9633,,1,1,2,4,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1992557206722379,0.39999999999999997,0.0,0.5,0.3,0.24462786033611894
CHEMBL3833344,GANCOTAMAB,,1,1,2,4,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1992557206722379,0.39999999999999997,0.0,0.5,0.3,0.24462786033611894
CHEMBL2109267,M195,,1,1,2,4,1,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1992557206722379,0.39999999999999997,0.0,0.5,0.3,0.24462786033611894
CHEMBL1233528,VOLASERTIB,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,0,0,0,0,0,1,1,1,True,VOLASERTIB,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1233528,,"bp(MOA:""Serine/threonine-protein kinase PLK1 inhibitor"")",-5.16,-5.66,-4.66,-5.66,-4.66,4.2672000000000025,0.517,0.114,0.0,0.686,0.0442,0.0,0.0619,0.52,1.0,0.994,0.00131,0.0,0.878,0.0126,0.0,0.3,0.144,0,0.693,0.0556,0,0.585,0.0529,0,0.264,0.386,0.5,0.228,0.191,0.0,0.0,0.4,0.49999999999999994,0.5556894176931689,0.6633818589025756,0.2437380347144457
CHEMBL3265032,ENTOSPLETINIB,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,0,0,0,0,0,1,1,1,True,ENTOSPLETINIB,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3265032,,"bp(MOA:""Tyrosine-protein kinase SYK inhibitor"")",-5.41,-5.99,-4.82,-5.99,-4.82,3.852800000000002,0.271,0.244,0.5,0.209,0.262,0.5,0.583,0.105,0.0,0.092,0.359,1.0,0.176,0.352,1.0,0.846,0.0239,0,0.616,0.0734,0,0.158,0.256,1,0.113,0.709,1.0,0.225,0.204,0.5,0.0,0.4,0.49999999999999994,0.557940201567749,0.6549832026875699,0.2435431802911534
CHEMBL3809489,BEMCENTINIB,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,1,1,1,2,1,0,0,2,False,,,,,,-4.84,-5.51,-4.16,-5.51,-4.16,4.882000000000005,0.68,0.0554,0.0,0.259,0.216,0.5,0.811,0.0406,0.0,0.152,0.265,1.0,0.619,0.0637,0.0,0.175,0.174,0.5,0.711,0.0542,0,0.0833,0.388,1,0.729,0.0373,0.0,0.108,0.397,1.0,0.16621477968729512,0.39999999999999997,0.0,0.3860354143337063,0.6741321388577828,0.23541753821990735
CHEMBL461101,ELTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,1,1,1,1,1,0,0,2,False,,,,,,-6.48,-6.92,-6.04,-6.92,-6.04,4.564840000000005,0.944,0.0107,0.0,0.0426,0.752,1.0,0.845,0.034,0.0,0.361,0.0939,0.0,0.182,0.331,1.0,0.628,0.0732,0,0.838,0.0303,0,0.392,0.0952,0,0.555,0.0774,0.0,0.174,0.266,1.0,0.16621477968729512,0.39999999999999997,0.0,0.40496905655095156,0.619036954087346,0.23455614320311002
CHEMBL2107831,LUSUTROMBOPAG,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,1,1,1,1,1,0,0,2,False,,,,,,-7.29,-7.96,-6.62,-7.96,-6.62,8.523600000000004,0.136,0.364,1.0,0.00145,0.989,1.0,0.964,0.00639,0.0,0.0495,0.515,1.0,0.114,0.469,1.0,0.213,0.166,0,0.76,0.0407,0,0.967,0.00572,0,0.0733,0.863,1.0,0.0717,0.764,1.0,0.16621477968729512,0.39999999999999997,0.0,0.38689809630459127,0.5918253079507279,0.23138846487164308
CHEMBL2105758,AVATROMBOPAG MALEATE,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,1,1,1,1,1,0,0,2,False,,,,,,-6.98,-7.48,-6.48,-7.48,-6.48,6.293200000000005,0.97,0.00362,0.0,0.986,0.00104,0.0,0.673,0.0715,0.0,0.99,0.00104,0.0,0.877,0.0108,0.0,0.935,0.00912,0,0.922,0.0132,0,0.854,0.0111,0,0.612,0.0713,0.0,0.0882,0.664,1.0,0.16621477968729512,0.39999999999999997,0.0,0.367973124300112,0.6022396416573348,0.2300166843565255
