type,batch_id_1,batch_id_2,conc_1,conc_2,name_1,name_2,score,target_1,moa_1,target_2,moa_2,targets_1_set,targets_2_set,moa_1_set,moa_2_set,target_overlap,target_union,complementarity,drugA,drugB,pair_key,score_z,pubmed_pair_count,ctgov_pair_count_approx,novelty_score,composite_score
combo,BJ1898617,BJ1898918,0.33,10.0,WAY-600,UNC1999,8.92425,AURKB;MTOR,mTOR inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,"{'MTOR', 'AURKB'}","{'TMEM97', 'EZH1', 'HRH3', 'EZH2'}",{'mtor inhibitor'},{'histone lysine methyltransferase inhibitor'},0,6,1.0,WAY-600,UNC1999,unc1999||way-600,0.12054699607100154,-1.0,-1.0,1.0,0.472328197642601
combo,BJ1895494,BJ1898589,10.0,3.33,PENFLURIDOL,DCC-2036 (Rebastinib),8.918209,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ABL1;ABL2;BCR;CDK16;CDK17;CDK2;CSK;DDR1;DDR2;EIF2AK1;FES;FGR;FLT3;HCK;KDR;LCK;LIMK1;LRRK2;LYN;MAP3K20;MAP4K1;MAPK10;MAPK15;MAPK9;MET;MST1R;NTRK1;SRC;TEK;TESK2;TNK1;YES1,Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor,"{'HTR2C', 'HTR5A', 'OPRK1', 'HTR2B', 'OPRM1', 'ADRA2C', 'ADRA1D', 'DRD1', 'HRH2', 'DRD4', 'DRD3', 'HTR6', 'ADRB3', 'HTR1A', 'CACNA1G', 'DRD2', 'HRH1', 'DRD5', 'ADRA2B', 'HTR2A'}","{'DDR1', 'MET', 'BCR', 'EIF2AK1', 'FES', 'MST1R', 'TNK1', 'MAP3K20', 'FLT3', 'MAPK15', 'TEK', 'LIMK1', 'CSK', 'YES1', 'CDK17', 'MAPK10', 'TESK2', 'MAP4K1', 'NTRK1', 'CDK16', 'FGR', 'DDR2', 'LYN', 'CDK2', 'MAPK9', 'KDR', 'LCK', 'HCK', 'LRRK2', 'ABL2', 'ABL1', 'SRC'}",{'t-type calcium channel blocker'},"{'vegfr inhibitor', 'bcr-abl kinase inhibitor', 'tie tyrosine kinase inhibitor'}",0,52,1.0,PENFLURIDOL,DCC-2036 (Rebastinib),dcc-2036 (rebastinib)||penfluridol,0.11951615804816372,-1.0,-1.0,1.0,0.47170969482889824
combo,BJ1898617,BJ1898963,0.33,10.0,WAY-600,EHop-016,8.908171,AURKB;MTOR,mTOR inhibitor,RAC1;RAC3,Ras GTPase inhibitor,"{'MTOR', 'AURKB'}","{'RAC3', 'RAC1'}",{'mtor inhibitor'},{'ras gtpase inhibitor'},0,4,1.0,WAY-600,EHop-016,ehop-016||way-600,0.11780327076571986,-1.0,-1.0,1.0,0.47068196245943195
combo,BJ1898903,BJ1898998,0.33,10.0,BMS-833923 (XL139),Y-320,8.897947,DHH;IHH;SMO,smoothened receptor antagonist,IL17A;TNF,interleukin inhibitor,"{'DHH', 'SMO', 'IHH'}","{'IL17A', 'TNF'}",{'smoothened receptor antagonist'},{'interleukin inhibitor'},0,5,1.0,BMS-833923 (XL139),Y-320,bms-833923 (xl139)||y-320,0.11605864438838326,-1.0,-1.0,1.0,0.46963518663303
combo,BJ1894182,BJ1896534,0.83,10.0,bifemelane,GSK2606414,8.894965,MAOA;MAOB;SLC6A2,acetylcholine release enhancer,AURKB;DDR2;EIF2AK1;EIF2AK2;EIF2AK3;KIT;MAP3K10;MERTK;MYLK2;PTK6;RIPK1,protein kinase inhibitor,"{'SLC6A2', 'MAOB', 'MAOA'}","{'AURKB', 'EIF2AK3', 'MYLK2', 'PTK6', 'EIF2AK1', 'MAP3K10', 'RIPK1', 'EIF2AK2', 'KIT', 'MERTK', 'DDR2'}",{'acetylcholine release enhancer'},{'protein kinase inhibitor'},0,14,1.0,bifemelane,GSK2606414,bifemelane||gsk2606414,0.1155497950283265,-1.0,-1.0,1.0,0.4693298770169959
combo,BJ1898903,BJ1898963,0.17,10.0,BMS-833923 (XL139),EHop-016,8.894345,DHH;IHH;SMO,smoothened receptor antagonist,RAC1;RAC3,Ras GTPase inhibitor,"{'DHH', 'SMO', 'IHH'}","{'RAC3', 'RAC1'}",{'smoothened receptor antagonist'},{'ras gtpase inhibitor'},0,5,1.0,BMS-833923 (XL139),EHop-016,bms-833923 (xl139)||ehop-016,0.11544399804535037,-1.0,-1.0,1.0,0.4692663988272103
combo,BJ1895608,BJ1897693,10.0,10.0,Y-29794 oxalate,BCX 1470 (methanesulfonate),8.893104,PREP,prolyl endopeptidase inhibitor,C1S;CFD,complement inhibitor | serine protease inhibitor,{'PREP'},"{'CFD', 'C1S'}",{'prolyl endopeptidase inhibitor'},"{'serine protease inhibitor', 'complement inhibitor'}",0,3,1.0,Y-29794 oxalate,BCX 1470 (methanesulfonate),bcx 1470 (methanesulfonate)||y-29794 oxalate,0.11523223343910277,-1.0,-1.0,1.0,0.4691393400634617
combo,BJ1898160,BJ1898542,3.33,0.33,Crizotinib (PF-02341066),Tetrandrine (Fanchinine),8.88799,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,KCNN2;KCNN3;SLC6A3,calcium channel blocker,"{'DDR1', 'MAP4K3', 'MAP3K13', 'IRAK1', 'MST1R', 'FER', 'EPHB1', 'TNK2', 'PLK4', 'NEK9', 'IRAK3', 'MAP4K1', 'ALK', 'MAP3K3', 'ACVR1B', 'CDK7', 'PTK2B', 'ABL2', 'KIT', 'DLK1', 'MERTK', 'CYP2B6', 'BLK', 'MET', 'EPHA4', 'BMP2K', 'CDK11A', 'PRKD1', 'TEK', 'HTR2B', 'IKBKE', 'EPHA6', 'TGFBR1', 'DCLK1', 'ANKK1', 'MLKL', 'MAP4K5', 'TYRO3', 'DCLK2', 'DSTYK', 'EPHA3', 'CYP3A5', 'MAP3K2', 'NTRK3', 'TBK1', 'ULK1', 'STK3', 'ABL1', 'EPHA2', 'AXL', 'JAK1', 'CSF1R', 'JAK3', 'ADRA1A', 'ROS1', 'FES', 'MAP4K2', 'IGF1R', 'NTRK2', 'TNNI3K', 'LIMK1', 'MUSK', 'PRKD3', 'YES1', 'TAOK2', 'EPHA7', 'NTRK1', 'FGR', 'INSR', 'LYN', 'CDK11B', 'LTK', 'MAP3K12', 'PTK2', 'TIE1', 'TAOK3', 'SBK3', 'TYK2', 'STK4', 'NUAK2', 'ACVR1', 'EGFR', 'SIK2', 'SRC', 'TNK1', 'CASK', 'FLT3', 'INSRR', 'STK10', 'AURKB', 'EPHA8', 'MAPK7', 'EPHB4', 'TXK', 'MAP3K19', 'JAK2', 'TESK1', 'EPHA1', 'SLK', 'LIMK2', 'AURKA', 'STK35', 'LCK', 'RIPK2', 'RPS6KB1', 'EPHA5', 'BMPR1B'}","{'KCNN3', 'SLC6A3', 'KCNN2'}",{'alk tyrosine kinase receptor inhibitor'},{'calcium channel blocker'},0,110,1.0,Crizotinib (PF-02341066),Tetrandrine (Fanchinine),crizotinib (pf-02341066)||tetrandrine (fanchinine),0.11435957896984432,-1.0,-1.0,1.0,0.46861574738190664
combo,BJ1897158,BJ1898918,0.83,10.0,MK2-IN-1 (hydrochloride),UNC1999,8.887692,MAPKAPK2,MAP kinase inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,{'MAPKAPK2'},"{'TMEM97', 'EZH1', 'HRH3', 'EZH2'}",{'map kinase inhibitor'},{'histone lysine methyltransferase inhibitor'},0,5,1.0,MK2-IN-1 (hydrochloride),UNC1999,mk2-in-1 (hydrochloride)||unc1999,0.11430872816189756,-1.0,-1.0,1.0,0.46858523689713855
combo,BJ1898352,BJ1898918,3.33,10.0,Curcumin,UNC1999,8.885765,APP;CA1;CA12;CA14;CA2;CA4;CA6;CA9;CCND1;CHRM3;CISD1;CYP3A4;DNMT1;DNMT3B;DYRK1A;DYRK1B;DYRK2;EP300;F3;G6PC;GLO1;MAOA;MAPT;MMP13;MMP9;NOS2;PTGES;PTGS1;PTGS2;SNCA;XDH,cyclooxygenase inhibitor | histone acetyltransferase inhibitor | lipoxygenase inhibitor | NFkB pathway inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,"{'CA9', 'CHRM3', 'CA4', 'CA6', 'PTGS2', 'MAPT', 'SNCA', 'G6PC', 'EP300', 'CCND1', 'PTGES', 'CA2', 'CA1', 'MMP9', 'MMP13', 'CA14', 'GLO1', 'NOS2', 'DNMT1', 'XDH', 'CISD1', 'PTGS1', 'DNMT3B', 'DYRK1B', 'F3', 'CYP3A4', 'MAOA', 'APP', 'CA12', 'DYRK2', 'DYRK1A'}","{'TMEM97', 'EZH1', 'HRH3', 'EZH2'}","{'cyclooxygenase inhibitor', 'lipoxygenase inhibitor', 'histone acetyltransferase inhibitor', 'nfkb pathway inhibitor'}",{'histone lysine methyltransferase inhibitor'},0,35,1.0,Curcumin,UNC1999,curcumin||unc1999,0.11397990431319564,-1.0,-1.0,1.0,0.46838794258791744
combo,BJ1895845,BJ1896309,0.33,3.33,trequinsin,SB-268262,8.883849,PDE4A;PDE4B;PDE4C;PDE4D;PDE5A;PTGIR,phosphodiesterase inhibitor,CALCA;CALCRL,calcitonin antagonist,"{'PDE4D', 'PTGIR', 'PDE5A', 'PDE4B', 'PDE4A', 'PDE4C'}","{'CALCA', 'CALCRL'}",{'phosphodiesterase inhibitor'},{'calcitonin antagonist'},0,8,1.0,trequinsin,SB-268262,sb-268262||trequinsin,0.1136529575077402,-1.0,-1.0,1.0,0.46819177450464416
combo,BJ1897297,BJ1898163,3.33,3.33,Lomitapide,MK-2206 dihydrochloride,8.875845,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,AKT1;AKT2;AKT3,AKT inhibitor,"{'KCNH2', 'MTR', 'MTTP', 'CYP2C19', 'CYP2C8', 'SLC6A3', 'CYP2B6'}","{'AKT1', 'AKT2', 'AKT3'}",{'microsomal trigylceride transfer protein inhibitor'},{'akt inhibitor'},0,10,1.0,Lomitapide,MK-2206 dihydrochloride,lomitapide||mk-2206 dihydrochloride,0.1122871525855764,-1.0,-1.0,1.0,0.46737229155134585
combo,BJ1894559,BJ1894563,0.17,0.17,CLEMASTINE FUMARATE,CLOMIPHENE CITRATE,9.003493,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,"{'CHRM3', 'HTR2C', 'OPRK1', 'HTR2B', 'SIGMAR1', 'ADRA2C', 'ADRA1D', 'ADRA2A', 'SLC6A3', 'DRD1', 'HRH2', 'CHRM4', 'KCNH2', 'DRD3', 'HTR6', 'TMEM97', 'CHRM1', 'SLC6A4', 'CHRM5', 'CHRM2', 'DRD2', 'CYP2C19', 'CYP2D6', 'HRH1', 'ADRA2B', 'HTR2A', 'ADRA1A'}","{'SIGMAR1', 'KCNH2', 'AR', 'ESR1', 'EBP'}",{'histamine receptor antagonist'},{'estrogen receptor antagonist'},2,30,0.9333333333333333,CLEMASTINE FUMARATE,CLOMIPHENE CITRATE,clemastine fumarate||clomiphene citrate,0.13406904497742725,-1.0,-1.0,1.0,0.467108093653123
combo,BJ1895897,BJ1895980,10.0,3.33,costunolide,NNC-05-2090,8.872702,,telomerase inhibitor,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,set(),"{'SLC6A11', 'SLC6A13', 'SLC6A12'}",{'telomerase inhibitor'},"{'gaba uptake inhibitor', 'gat inhibitor'}",0,3,1.0,costunolide,NNC-05-2090,costunolide||nnc-05-2090,0.1117508301380051,-1.0,-1.0,1.0,0.4670504980828031
combo,BJ1895962,BJ1897029,0.83,10.0,Y-134,Sunitinib,8.870966,ESR1;ESR2,estrogen receptor antagonist,AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,"{'ESR1', 'ESR2'}","{'CSNK2A1', 'SRPK2', 'CAMK2D', 'MAP2K4', 'MAP3K13', 'MAP4K3', 'IRAK1', 'CAMK2A', 'CSNK1D', 'EPHB1', 'CSNK1G3', 'GAK', 'DAPK2', 'ITK', 'MAP2K2', 'MYLK4', 'PLK4', 'GRK7', 'IRAK3', 'STK24', 'RIOK1', 'ULK3', 'MAP4K1', 'STK39', 'BMPR2', 'ULK2', 'ALK', 'RPS6KA3', 'MARK3', 'KDR', 'SRPK3', 'MYLK3', 'STK25', 'CHEK2', 'PIP4K2B', 'MAP3K3', 'NUAK1', 'DCLK3', 'CDK7', 'CAMK4', 'GRK4', 'HCK', 'PTK2B', 'STK33', 'PHKG2', 'ABL2', 'RPS6KA1', 'SGK3', 'KIT', 'DLK1', 'STK38', 'MERTK', 'TAOK1', 'CAMKK1', 'BLK', 'BMP2K', 'PRKD1', 'AURKC', 'MELK', 'STK38L', 'HTR2B', 'IKBKE', 'STK11', 'EPHA6', 'PAK4', 'DCLK1', 'ANKK1', 'MAP4K5', 'TLK1', 'TYRO3', 'PKN1', 'DRD4', 'KCNH2', 'CSNK1A1L', 'CSNK2A2', 'GRK1', 'MAP3K2', 'PRKAA2', 'STK16', 'RIPK1', 'PRP4K', 'TNIK', 'TBK1', 'ULK1', 'CILK1', 'EIF2AK4', 'STK3', 'CAMK1', 'HTR2A', 'CSNK1A1', 'PDGFRB', 'ABL1', 'AXL', 'JAK1', 'CSF1R', 'DAPK1', 'MYLK2', 'STK26', 'FES', 'MAP2K1', 'CDK14', 'MAP4K2', 'CAMK2G', 'NTRK2', 'IRAK4', 'GRK5', 'HIPK1', 'MUSK', 'PRKD3', 'YES1', 'FYN', 'FGFR1', 'HIPK4', 'AAK1', 'NIM1K', 'EPHA7', 'CDK16', 'FGR', 'NTRK1', 'RET', 'RPS6KA2', 'SNRK', 'INSR', 'LYN', 'PRKD2', 'RPS6KA5', 'NEK2', 'CLK2', 'CHEK1', 'PAK3', 'MAP3K7', 'SBK1', 'MAP3K12', 'MINK1', 'PTK2', 'RIOK2', 'PHKG1', 'TLK2', 'HRH3', 'TTK', 'SLC6A4', 'TAOK3', 'HIPK3', 'TYK2', 'LATS1', 'CHUK', 'CSNK1E', 'MARK2', 'NUAK2', 'STK4', 'MAP2K5', 'CSNK1G2', 'EIF2AK2', 'EGFR', 'DYRK2', 'RPS6KA4', 'SIK2', 'SRC', 'FLT4', 'STK17A', 'TNK1', 'FLT3', 'MAST1', 'HIPK2', 'INSRR', 'OXSR1', 'CSNK1G1', 'PRKAA1', 'FGFR2', 'STK10', 'ROCK1', 'AURKB', 'CAMK1D', 'CAMK1G', 'FLT1', 'MYLK', 'CLK4', 'DAPK3', 'FGFR3', 'FRK', 'CLK1', 'MAP3K19', 'JAK2', 'PDGFRA', 'SRPK1', 'PAK6', 'SLK', 'MAP4K4', 'STK17B', 'LATS2', 'LCK', 'LRRK2', 'PAK5', 'RPS6KB1', 'HUNK', 'ROCK2', 'ADRA1A', 'DYRK1A', 'ERN1'}",{'estrogen receptor antagonist'},"{'flt3 inhibitor', 'ret tyrosine kinase inhibitor', 'kit inhibitor', 'pdgfr tyrosine kinase receptor inhibitor', 'vegfr inhibitor'}",0,201,1.0,Y-134,Sunitinib,sunitinib||y-134,0.11145459858567153,-1.0,-1.0,1.0,0.4668727591514029
combo,BJ1896888,BJ1898404,0.17,10.0,droloxifene,Bazedoxifene HCl,8.868959,,,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),set(),"{'ESR1', 'PTGS2', 'ADRA2C', 'ESR2', 'SLC6A2', 'HTR2B'}",set(),{'selective estrogen receptor modulator (serm)'},0,6,1.0,droloxifene,Bazedoxifene HCl,bazedoxifene hcl||droloxifene,0.11111212351336,-1.0,-1.0,1.0,0.466667274108016
combo,BJ1894156,BJ1896786,10.0,0.83,tetrindole,HomochlorcyclizineÂ·2HCl,8.867965,MAOA,monoamine oxidase inhibitor,CHRM1;CHRM2;DRD3;HRH1;KCNH2;SLC6A3,antihistamine,{'MAOA'},"{'KCNH2', 'DRD3', 'CHRM2', 'HRH1', 'CHRM1', 'SLC6A3'}",{'monoamine oxidase inhibitor'},{'antihistamine'},0,7,1.0,tetrindole,HomochlorcyclizineÂ·2HCl,homochlorcyclizineâ·2hcl||tetrindole,0.11094250706000774,-1.0,-1.0,1.0,0.4665655042360047
combo,BJ1895796,BJ1898903,3.33,3.33,CGP-71683,BMS-833923 (XL139),8.866829,ADRA2A;NPY5R,neuropeptide receptor antagonist,DHH;IHH;SMO,smoothened receptor antagonist,"{'NPY5R', 'ADRA2A'}","{'DHH', 'SMO', 'IHH'}",{'neuropeptide receptor antagonist'},{'smoothened receptor antagonist'},0,5,1.0,CGP-71683,BMS-833923 (XL139),bms-833923 (xl139)||cgp-71683,0.110748659684748,-1.0,-1.0,1.0,0.4664491958108488
combo,BJ1896138,BJ1898852,0.17,3.33,C-021,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",8.863498,CCR4,CC chemokine receptor antagonist,,,{'CCR4'},set(),{'cc chemokine receptor antagonist'},set(),0,1,1.0,C-021,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)","c-021||mns (3,4-methylenedioxy-â¦ã‚-nitrostyrene)",0.11018025686169365,-1.0,-1.0,1.0,0.4661081541170162
combo,BJ1895156,BJ1895494,0.17,10.0,PERHEXILINE MALEATE,PENFLURIDOL,8.863458,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,"{'CHRM4', 'CHRM5', 'CHRM3', 'CPT1A', 'CYP2D6', 'CHRM1', 'CPT2'}","{'HTR2C', 'HTR5A', 'OPRK1', 'HTR2B', 'OPRM1', 'ADRA2C', 'ADRA1D', 'DRD1', 'HRH2', 'DRD4', 'DRD3', 'HTR6', 'ADRB3', 'HTR1A', 'CACNA1G', 'DRD2', 'HRH1', 'DRD5', 'ADRA2B', 'HTR2A'}",{'carnitine palmitoyltransferase inhibitor'},{'t-type calcium channel blocker'},0,27,1.0,PERHEXILINE MALEATE,PENFLURIDOL,penfluridol||perhexiline maleate,0.1101734312498887,-1.0,-1.0,1.0,0.46610405874993327
combo,BJ1895862,BJ1898160,0.33,3.33,SNAP-5089,Crizotinib (PF-02341066),8.879019,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CACNA1C;CACNA1D,adrenergic receptor antagonist,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,"{'ADRA1B', 'CACNA1C', 'ADRA2C', 'CACNA1D', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA1A'}","{'DDR1', 'MAP4K3', 'MAP3K13', 'IRAK1', 'MST1R', 'FER', 'EPHB1', 'TNK2', 'PLK4', 'NEK9', 'IRAK3', 'MAP4K1', 'ALK', 'MAP3K3', 'ACVR1B', 'CDK7', 'PTK2B', 'ABL2', 'KIT', 'DLK1', 'MERTK', 'CYP2B6', 'BLK', 'MET', 'EPHA4', 'BMP2K', 'CDK11A', 'PRKD1', 'TEK', 'HTR2B', 'IKBKE', 'EPHA6', 'TGFBR1', 'DCLK1', 'ANKK1', 'MLKL', 'MAP4K5', 'TYRO3', 'DCLK2', 'DSTYK', 'EPHA3', 'CYP3A5', 'MAP3K2', 'NTRK3', 'TBK1', 'ULK1', 'STK3', 'ABL1', 'EPHA2', 'AXL', 'JAK1', 'CSF1R', 'JAK3', 'ADRA1A', 'ROS1', 'FES', 'MAP4K2', 'IGF1R', 'NTRK2', 'TNNI3K', 'LIMK1', 'MUSK', 'PRKD3', 'YES1', 'TAOK2', 'EPHA7', 'NTRK1', 'FGR', 'INSR', 'LYN', 'CDK11B', 'LTK', 'MAP3K12', 'PTK2', 'TIE1', 'TAOK3', 'SBK3', 'TYK2', 'STK4', 'NUAK2', 'ACVR1', 'EGFR', 'SIK2', 'SRC', 'TNK1', 'CASK', 'FLT3', 'INSRR', 'STK10', 'AURKB', 'EPHA8', 'MAPK7', 'EPHB4', 'TXK', 'MAP3K19', 'JAK2', 'TESK1', 'EPHA1', 'SLK', 'LIMK2', 'AURKA', 'STK35', 'LCK', 'RIPK2', 'RPS6KB1', 'EPHA5', 'BMPR1B'}",{'adrenergic receptor antagonist'},{'alk tyrosine kinase receptor inhibitor'},1,114,0.9912280701754386,SNAP-5089,Crizotinib (PF-02341066),crizotinib (pf-02341066)||snap-5089,0.11282876488229647,-1.0,-1.0,1.0,0.4659428729644656
combo,BJ1897297,BJ1898998,3.33,0.33,Lomitapide,Y-320,8.860367,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,IL17A;TNF,interleukin inhibitor,"{'KCNH2', 'MTR', 'MTTP', 'CYP2C19', 'CYP2C8', 'SLC6A3', 'CYP2B6'}","{'IL17A', 'TNF'}",{'microsomal trigylceride transfer protein inhibitor'},{'interleukin inhibitor'},0,9,1.0,Lomitapide,Y-320,lomitapide||y-320,0.10964598209766382,-1.0,-1.0,1.0,0.4657875892585983
combo,BJ1898614,BJ1898849,0.17,0.17,NVP-BSK805 2HCl,Tenovin-6,8.855495,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,SIRT1;SIRT2;SIRT3,SIRT inhibitor,"{'JAK1', 'TYK2', 'JAK2', 'JAK3', 'ABL1'}","{'SIRT3', 'SIRT1', 'SIRT2'}",{'jak inhibitor'},{'sirt inhibitor'},0,8,1.0,NVP-BSK805 2HCl,Tenovin-6,nvp-bsk805 2hcl||tenovin-6,0.10881462257982484,-1.0,-1.0,1.0,0.46528877354789494
combo,BJ1894069,BJ1897713,0.17,10.0,calpeptin,Lasofoxifene (Tartrate),8.830557,CAPN1;CTSK;CTSL,calpain inhibitor,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),"{'CTSK', 'CAPN1', 'CTSL'}","{'KCNH2', 'ESR1', 'ESR2', 'OPRK1', 'SLC6A3', 'HRH3', 'HTR2B'}",{'calpain inhibitor'},{'selective estrogen receptor modulator (serm)'},0,10,1.0,calpeptin,Lasofoxifene (Tartrate),calpeptin||lasofoxifene (tartrate),0.10455919490004961,-1.0,-1.0,1.0,0.4627355169400298
