type,batch_id_1,batch_id_2,conc_1,conc_2,name_1,name_2,score,target_1,moa_1,target_2,moa_2,targets_1_set,targets_2_set,moa_1_set,moa_2_set,target_overlap,target_union,complementarity,drugA,drugB,pair_key,score_z,pubmed_pair_count,ctgov_pair_count_approx,novelty_score,composite_score
combo,BJ1895980,BJ1897431,0.33,10.0,NNC-05-2090,Ceritinib,52.174685,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,"{'SLC6A11', 'SLC6A13', 'SLC6A12'}","{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}","{'gaba uptake inhibitor', 'gat inhibitor'}",{'alk tyrosine kinase receptor inhibitor'},0,24,1.0,NNC-05-2090,Ceritinib,ceritinib||nnc-05-2090,7.500813988665753,0.0,0.0,1.0,4.900488393199452
combo,BJ1895920,BJ1898949,0.83,10.0,10-DEBC,SGI-1027,52.150572,PIM1,AKT inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,{'PIM1'},"{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'akt inhibitor'},{'dna methyltransferase inhibitor'},0,4,1.0,10-DEBC,SGI-1027,10-debc||sgi-1027,7.496699339229454,0.0,0.0,1.0,4.898019603537673
combo,BJ1898144,BJ1898949,0.17,10.0,Imatinib Mesylate (STI571),SGI-1027,52.04691,ABCB1;ABCG2;ABL1;ABL2;BCR;BLK;CA1;CA12;CA14;CA2;CA3;CA6;CA7;CA9;CSF1R;CYP2C19;CYP2C8;CYP3A5;DDR1;DDR2;DDX3X;EGFR;ERBB2;FLT3;FRK;GAK;HIPK4;HTR2A;KIT;LCK;LYN;MAPK10;NQO2;NTRK1;PDGFRA;PDGFRB;PIP4K2C;RET;SLC47A1;SLC47A2;SLC6A4;TBXAS1,Bcr-Abl kinase inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'BLK', 'DDR1', 'CA9', 'CSF1R', 'CA6', 'BCR', 'CA3', 'FLT3', 'GAK', 'CA2', 'PIP4K2C', 'CA1', 'MAPK10', 'HIPK4', 'NTRK1', 'RET', 'ABCB1', 'FRK', 'ERBB2', 'CA7', 'DDX3X', 'DDR2', 'LYN', 'CA14', 'PDGFRA', 'CYP3A5', 'ABCG2', 'SLC47A2', 'SLC6A4', 'LCK', 'CYP2C19', 'KIT', 'CYP2C8', 'TBXAS1', 'CA12', 'ABL2', 'EGFR', 'HTR2A', 'ABL1', 'PDGFRB', 'SLC47A1', 'NQO2'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}","{'kit inhibitor', 'bcr-abl kinase inhibitor', 'pdgfr tyrosine kinase receptor inhibitor'}",{'dna methyltransferase inhibitor'},0,45,1.0,Imatinib Mesylate (STI571),SGI-1027,imatinib mesylate (sti571)||sgi-1027,7.479010424956421,0.0,0.0,1.0,4.887406254973853
combo,BJ1894372,BJ1897109,0.33,3.33,CY208-243,GK921,48.140841,CALY;CYP1A2;DRD1,dopamine receptor agonist,TGM2,transglutaminase inhibitor,"{'CYP1A2', 'DRD1', 'CALY'}",{'TGM2'},{'dopamine receptor agonist'},{'transglutaminase inhibitor'},0,4,1.0,CY208-243,GK921,cy208-243||gk921,6.8124776580259265,0.0,0.0,1.0,4.4874865948155565
combo,BJ1896497,BJ1898949,0.17,10.0,pyrintegrin,SGI-1027,46.486322,,integrin signaling activator,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,set(),"{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'integrin signaling activator'},{'dna methyltransferase inhibitor'},0,3,1.0,pyrintegrin,SGI-1027,pyrintegrin||sgi-1027,6.530150047579443,0.0,0.0,1.0,4.318090028547666
combo,BJ1895156,BJ1897431,0.33,10.0,PERHEXILINE MALEATE,Ceritinib,46.423631,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,"{'CHRM4', 'CHRM5', 'CHRM3', 'CPT1A', 'CYP2D6', 'CHRM1', 'CPT2'}","{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'carnitine palmitoyltransferase inhibitor'},{'alk tyrosine kinase receptor inhibitor'},0,28,1.0,PERHEXILINE MALEATE,Ceritinib,ceritinib||perhexiline maleate,6.519452436837892,0.0,0.0,1.0,4.311671462102735
combo,BJ1894069,BJ1898949,0.17,10.0,calpeptin,SGI-1027,46.371373,CAPN1;CTSK;CTSL,calpain inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'CTSK', 'CAPN1', 'CTSL'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'calpain inhibitor'},{'dna methyltransferase inhibitor'},0,6,1.0,calpeptin,SGI-1027,calpeptin||sgi-1027,6.51053511629536,0.0,0.0,1.0,4.306321069777216
combo,BJ1896146,BJ1898949,0.17,10.0,CYM-5442,SGI-1027,46.106012,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'S1PR1', 'S1PR5'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'sphingosine 1-phosphate receptor agonist'},{'dna methyltransferase inhibitor'},0,5,1.0,CYM-5442,SGI-1027,cym-5442||sgi-1027,6.465253836941247,0.0,0.0,1.0,4.279152302164748
combo,BJ1898834,BJ1898949,0.17,10.0,Ebastine,SGI-1027,45.920901,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'CHRM3', 'CYP2J2', 'HTR2C', 'HTR2B', 'FYN', 'ADRA2C', 'ADRA1D', 'ADRA2A', 'TACR2', 'SLC6A3', 'DRD1', 'MLNR', 'CHRM4', 'DRD4', 'KCNH2', 'DRD3', 'CHRM1', 'HTR1A', 'SLC6A4', 'CHRM5', 'CYP3A4', 'CHRM2', 'DRD2', 'HRH1', 'SLC6A2', 'ADRA2B', 'EGFR', 'HTR2A'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'histamine receptor antagonist'},{'dna methyltransferase inhibitor'},0,31,1.0,Ebastine,SGI-1027,ebastine||sgi-1027,6.433666441270746,0.0,0.0,1.0,4.2601998647624475
combo,BJ1897713,BJ1898949,0.17,10.0,Lasofoxifene (Tartrate),SGI-1027,45.604037,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'KCNH2', 'ESR1', 'ESR2', 'OPRK1', 'SLC6A3', 'HRH3', 'HTR2B'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'selective estrogen receptor modulator (serm)'},{'dna methyltransferase inhibitor'},0,10,1.0,Lasofoxifene (Tartrate),SGI-1027,lasofoxifene (tartrate)||sgi-1027,6.379596674796917,0.0,0.0,1.0,4.22775800487815
combo,BJ1895608,BJ1897431,0.33,10.0,Y-29794 oxalate,Ceritinib,44.819293,PREP,prolyl endopeptidase inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,{'PREP'},"{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'prolyl endopeptidase inhibitor'},{'alk tyrosine kinase receptor inhibitor'},0,22,1.0,Y-29794 oxalate,Ceritinib,ceritinib||y-29794 oxalate,6.245687727040974,0.0,0.0,1.0,4.147412636224584
combo,BJ1896220,BJ1898949,0.17,10.0,AMG-548,SGI-1027,44.473192,MAPK11;MAPK12;MAPK13;MAPK14;MAPK9;TNF,MAP kinase inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'MAPK13', 'MAPK14', 'MAPK12', 'TNF', 'MAPK9', 'MAPK11'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'map kinase inhibitor'},{'dna methyltransferase inhibitor'},0,9,1.0,AMG-548,SGI-1027,amg-548||sgi-1027,6.186628950258635,0.0,0.0,1.0,4.111977370155181
combo,BJ1895796,BJ1898949,3.33,3.33,CGP-71683,SGI-1027,43.647036,ADRA2A;NPY5R,neuropeptide receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'NPY5R', 'ADRA2A'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'neuropeptide receptor antagonist'},{'dna methyltransferase inhibitor'},0,5,1.0,CGP-71683,SGI-1027,cgp-71683||sgi-1027,6.045653446601063,0.0,0.0,1.0,4.027392067960638
combo,BJ1894773,BJ1895494,3.33,10.0,QUINACRINE HYDROCHLORIDE,PENFLURIDOL,43.793959,ACHE;ADRA2A;ADRA2B;ADRA2C;AKT1;CHRM1;CHRM2;CHRM3;CHRM4;DRD3;HRH3;HTR2A;KCNH2;MTOR;NFKB1;PLA2G1B;PLA2G2A;PLA2G2D;PRNP;TP53,cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,"{'AKT1', 'CHRM3', 'PLA2G1B', 'NFKB1', 'PRNP', 'PLA2G2A', 'ADRA2C', 'ADRA2A', 'PLA2G2D', 'CHRM4', 'KCNH2', 'DRD3', 'TP53', 'CHRM1', 'HRH3', 'CHRM2', 'ADRA2B', 'HTR2A', 'MTOR', 'ACHE'}","{'HTR2C', 'HTR5A', 'OPRK1', 'HTR2B', 'OPRM1', 'ADRA2C', 'ADRA1D', 'DRD1', 'HRH2', 'DRD4', 'DRD3', 'HTR6', 'ADRB3', 'HTR1A', 'CACNA1G', 'DRD2', 'HRH1', 'DRD5', 'ADRA2B', 'HTR2A'}","{'tp53 activator', 'cytokine production inhibitor', 'nfkb pathway inhibitor'}",{'t-type calcium channel blocker'},4,36,0.8888888888888888,QUINACRINE HYDROCHLORIDE,PENFLURIDOL,penfluridol||quinacrine hydrochloride,6.070724430681408,0.0,0.0,1.0,4.020212436186623
combo,BJ1898883,BJ1898949,0.83,10.0,VE-822,SGI-1027,42.964704,ABL1;ATM;ATR;DYRK2;FLT3;FLT4;GSK3A;GSK3B;JAK2;KIT;MAP3K9;MERTK;MTOR;PIK3CG;SERPINA2;SYK,ATR kinase inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'GSK3A', 'JAK2', 'ATR', 'PIK3CG', 'KIT', 'FLT4', 'MAP3K9', 'GSK3B', 'MTOR', 'ATM', 'FLT3', 'SERPINA2', 'SYK', 'DYRK2', 'ABL1', 'MERTK'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'atr kinase inhibitor'},{'dna methyltransferase inhibitor'},0,19,1.0,VE-822,SGI-1027,sgi-1027||ve-822,5.929220112749249,0.0,0.0,1.0,3.9575320676495496
combo,BJ1895296,BJ1897431,0.17,10.0,SIMVASTATIN,Ceritinib,42.500904,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,"{'NR1H4', 'CYP3A4', 'NR1I3', 'HMGCR', 'CYP2C8', 'CYP3A5', 'ITGB2'}","{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'hmgcr inhibitor'},{'alk tyrosine kinase receptor inhibitor'},0,28,1.0,SIMVASTATIN,Ceritinib,ceritinib||simvastatin,5.850077143871239,0.0,0.0,1.0,3.9100462863227436
combo,BJ1894227,BJ1897431,0.33,10.0,3-CPMT,Ceritinib,40.676673,DRD4,dopamine reuptake inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,{'DRD4'},"{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'dopamine reuptake inhibitor'},{'alk tyrosine kinase receptor inhibitor'},0,22,1.0,3-CPMT,Ceritinib,3-cpmt||ceritinib,5.5387898276588565,0.0,0.0,1.0,3.7232738965953143
combo,BJ1895591,BJ1897431,0.33,10.0,norfluoxetine,Ceritinib,40.514993,HTR2B,selective serotonin reuptake inhibitor (SSRI),ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,{'HTR2B'},"{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'selective serotonin reuptake inhibitor (ssri)'},{'alk tyrosine kinase receptor inhibitor'},0,22,1.0,norfluoxetine,Ceritinib,ceritinib||norfluoxetine,5.5112007047433815,0.0,0.0,1.0,3.706720422846029
combo,BJ1895156,BJ1897775,0.17,10.0,PERHEXILINE MALEATE,Auranofin,40.511427,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,,,"{'CHRM4', 'CHRM5', 'CHRM3', 'CPT1A', 'CYP2D6', 'CHRM1', 'CPT2'}",set(),{'carnitine palmitoyltransferase inhibitor'},set(),0,7,1.0,PERHEXILINE MALEATE,Auranofin,auranofin||perhexiline maleate,5.510592201450972,0.0,0.0,1.0,3.7063553208705837
combo,BJ1894563,BJ1897431,0.33,10.0,CLOMIPHENE CITRATE,Ceritinib,40.318484,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,"{'SIGMAR1', 'KCNH2', 'AR', 'ESR1', 'EBP'}","{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'estrogen receptor antagonist'},{'alk tyrosine kinase receptor inhibitor'},0,26,1.0,CLOMIPHENE CITRATE,Ceritinib,ceritinib||clomiphene citrate,5.47766835098907,0.0,0.0,1.0,3.6866010105934426
combo,BJ1895492,BJ1898949,0.17,10.0,TOREMIFENE CITRATE,SGI-1027,39.714155,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'ESR1', 'CYP3A5'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}","{'estrogen receptor antagonist', 'selective estrogen receptor modulator (serm)'}",{'dna methyltransferase inhibitor'},0,5,1.0,TOREMIFENE CITRATE,SGI-1027,sgi-1027||toremifene citrate,5.374545472077731,0.0,0.0,1.0,3.624727283246639
combo,BJ1895920,BJ1897431,0.33,10.0,10-DEBC,Ceritinib,39.552898,PIM1,AKT inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,{'PIM1'},"{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'akt inhibitor'},{'alk tyrosine kinase receptor inhibitor'},0,22,1.0,10-DEBC,Ceritinib,10-debc||ceritinib,5.347028530007094,0.0,0.0,1.0,3.608217118004257
combo,BJ1896888,BJ1898949,0.17,10.0,droloxifene,SGI-1027,38.878524,,,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,set(),"{'DNMT3A', 'DNMT1', 'DNMT3B'}",set(),{'dna methyltransferase inhibitor'},0,3,1.0,droloxifene,SGI-1027,droloxifene||sgi-1027,5.231953151623869,0.0,0.0,1.0,3.5391718909743215
combo,BJ1898700,BJ1898949,0.17,10.0,Cathepsin Inhibitor 1,SGI-1027,38.648145,CTSB;CTSL;CTSS;CTSV,cathepsin inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,"{'CTSL', 'CTSS', 'CTSV', 'CTSB'}","{'DNMT3A', 'DNMT1', 'DNMT3B'}",{'cathepsin inhibitor'},{'dna methyltransferase inhibitor'},0,7,1.0,Cathepsin Inhibitor 1,SGI-1027,cathepsin inhibitor 1||sgi-1027,5.192641211073745,0.0,0.0,1.0,3.5155847266442475
