rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroe6_relevant,mechanistic_rationale,compound_name,morphology_score,is_cp_hit,compound_identifier_used,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank
3602.0,CHEMBL1630563,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TBA-354,-0.21,False,CHEMBL1630563,0.0,0.1986301369863014,0.07945205479452055,5096
1670.0,CHEMBL1697733,0.0118608655400639,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carnitine-(D/L),-0.21,False,CHEMBL1697733,0.0,0.1986301369863014,0.07945205479452055,5097
1871.0,CHEMBL1718,0.0043462219247578,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NALOXONE HYDROCHLORIDE,-0.21,False,CHEMBL1718,0.0,0.1986301369863014,0.07945205479452055,5098
3667.0,CHEMBL17329,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,erbstatin-analog,-0.21,False,CHEMBL17329,0.0,0.1986301369863014,0.07945205479452055,5099
1877.0,CHEMBL1738758,0.004267775594244,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NMS-1286937,-0.21,False,CHEMBL1738758,0.0,0.1986301369863014,0.07945205479452055,5100
2371.0,CHEMBL1773,0.0010357428160282,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,capecitabine,-0.21,False,CHEMBL1773,0.0,0.1986301369863014,0.07945205479452055,5101
3800.0,CHEMBL2068971,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rostafuroxine,-0.21,False,CHEMBL2068971,0.0,0.1986301369863014,0.07945205479452055,5102
668.0,CHEMBL215919,0.063752524933111,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DRF053-(R),-0.21,False,CHEMBL215919,0.0,0.1986301369863014,0.07945205479452055,5103
1909.0,CHEMBL225071,0.0037882069799436,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,raltitrexed,-0.21,False,CHEMBL225071,0.0,0.1986301369863014,0.07945205479452055,5104
4016.0,CHEMBL2364627,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY2228820,-0.21,False,CHEMBL2364627,0.0,0.1986301369863014,0.07945205479452055,5105
1334.0,CHEMBL2391908,0.0248538117837319,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGP-54626,-0.21,False,CHEMBL2391908,0.0,0.1986301369863014,0.07945205479452055,5106
1399.0,CHEMBL262075,0.0214165366125539,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,indiplon,-0.21,False,CHEMBL262075,0.0,0.1986301369863014,0.07945205479452055,5107
2746.0,CHEMBL3098745,0.0001746264813385,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AF38469,-0.21,False,CHEMBL3098745,0.0,0.1986301369863014,0.07945205479452055,5108
4232.0,CHEMBL3185794,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ATROPINE SULFATE,-0.21,False,CHEMBL3185794,0.0,0.1986301369863014,0.07945205479452055,5109
2042.0,CHEMBL3287735,0.0024997176348726,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GSK2816126,-0.21,False,CHEMBL3287735,0.0,0.1986301369863014,0.07945205479452055,5110
1409.0,CHEMBL3305901,0.0211166267769585,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MK-0812,-0.21,False,CHEMBL3305901,0.0,0.1986301369863014,0.07945205479452055,5111
1976.0,CHEMBL343448,0.0031409271859222,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,romidepsin,-0.21,False,CHEMBL343448,0.0,0.1986301369863014,0.07945205479452055,5112
2275.0,CHEMBL362223,0.0013907757668194,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,L-655240,-0.21,False,CHEMBL362223,0.0,0.1986301369863014,0.07945205479452055,5113
346.0,CHEMBL4303201,0.1571831877388496,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,anlotinib,-0.21,False,CHEMBL4303201,0.0,0.1986301369863014,0.07945205479452055,5114
4556.0,CHEMBL4303259,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,T-5601640,-0.21,False,CHEMBL4303259,0.0,0.1986301369863014,0.07945205479452055,5115
367.0,CHEMBL44,0.1390300918363796,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,genistein,-0.21,False,CHEMBL44,0.0,0.1986301369863014,0.07945205479452055,5116
4760.0,CHEMBL448502,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,beta-elemene,-0.21,False,CHEMBL448502,0.0,0.1986301369863014,0.07945205479452055,5117
4929.0,CHEMBL5308387,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Omaveloxolone (RTA-408),-0.21,False,CHEMBL5308387,0.0,0.1986301369863014,0.07945205479452055,5118
713.0,CHEMBL69863,0.0576271218804058,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,piceatannol,-0.21,False,CHEMBL69863,0.0,0.1986301369863014,0.07945205479452055,5119
101.0,CHEMBL384304,0.4085234185726142,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,R547,-0.35,False,CHEMBL384304,0.062178218306311844,0.10273972602739728,0.07840282139474603,5120
2285.0,CHEMBL1213492,0.0013215643156078,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,givinostat,-0.22,False,CHEMBL1213492,0.0,0.19178082191780824,0.0767123287671233,5121
3188.0,CHEMBL1224151,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,E-2012,-0.22,False,CHEMBL1224151,0.0,0.19178082191780824,0.0767123287671233,5122
795.0,CHEMBL1305,0.0523257627318762,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,antazoline,-0.22,False,CHEMBL1305,0.0,0.19178082191780824,0.0767123287671233,5123
1029.0,CHEMBL1389,0.0370331767726142,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,norgestrel,-0.22,False,CHEMBL1389,0.0,0.19178082191780824,0.0767123287671233,5124
3604.0,CHEMBL163238,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pilsicainide,-0.22,False,CHEMBL163238,0.0,0.19178082191780824,0.0767123287671233,5125
2676.0,CHEMBL2105661,0.0002809874570739,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,litronesib,-0.22,False,CHEMBL2105661,0.0,0.19178082191780824,0.0767123287671233,5126
3930.0,CHEMBL2111163,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tiprenolol,-0.22,False,CHEMBL2111163,0.0,0.19178082191780824,0.0767123287671233,5127
1885.0,CHEMBL2336325,0.0041673438969508,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD2014,-0.22,False,CHEMBL2336325,0.0,0.19178082191780824,0.0767123287671233,5128
4050.0,CHEMBL248702,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dexfenfluramine,-0.22,False,CHEMBL248702,0.0,0.19178082191780824,0.0767123287671233,5129
1191.0,CHEMBL286721,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,aminopurvalanol-a,-0.22,False,CHEMBL286721,0.0,0.19178082191780824,0.0767123287671233,5130
1240.0,CHEMBL294747,0.0318349688897833,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GR-103691,-0.22,False,CHEMBL294747,0.0,0.19178082191780824,0.0767123287671233,5131
899.0,CHEMBL3137320,0.0460380567565334,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,talazoparib,-0.22,False,CHEMBL3137320,0.0,0.19178082191780824,0.0767123287671233,5132
4273.0,CHEMBL3301669,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dalbavancin,-0.22,False,CHEMBL3301669,0.0,0.19178082191780824,0.0767123287671233,5133
1567.0,CHEMBL3408248,0.0138861415533156,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD8186,-0.22,False,CHEMBL3408248,0.0,0.19178082191780824,0.0767123287671233,5134
4647.0,CHEMBL4303499,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CC4,-0.22,False,CHEMBL4303499,0.0,0.19178082191780824,0.0767123287671233,5135
4738.0,CHEMBL435582,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY404187,-0.22,False,CHEMBL435582,0.0,0.19178082191780824,0.0767123287671233,5136
1827.0,CHEMBL458997,0.0052711482779577,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NVP-TAE226,-0.22,False,CHEMBL458997,0.0,0.19178082191780824,0.0767123287671233,5137
1319.0,CHEMBL468,0.0259248984030354,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thalidomide,-0.22,False,CHEMBL468,0.0,0.19178082191780824,0.0767123287671233,5138
4970.0,CHEMBL556353,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pifithrin-alpha,-0.22,False,CHEMBL556353,0.0,0.19178082191780824,0.0767123287671233,5139
4988.0,CHEMBL571700,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tetramethylthiuram-monosulfide,-0.22,False,CHEMBL571700,0.0,0.19178082191780824,0.0767123287671233,5140
887.0,CHEMBL578741,0.047442780517501,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Ro-90-7501,-0.22,False,CHEMBL578741,0.0,0.19178082191780824,0.0767123287671233,5141
1143.0,CHEMBL65,0.0343741425219058,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,camptothecin,-0.22,False,CHEMBL65,0.0,0.19178082191780824,0.0767123287671233,5142
2015.0,CHEMBL75880,0.0028746952002746,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,perhexiline,-0.22,False,CHEMBL75880,0.0,0.19178082191780824,0.0767123287671233,5143
816.0,CHEMBL808,0.0503301886738244,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,econazole,-0.22,False,CHEMBL808,0.0,0.19178082191780824,0.0767123287671233,5144
365.0,CHEMBL4297643,0.1436586918256471,0.1366206579321716,0.2484011962403121,0.0,0.0,PIKFYVE,,,True,Host protein hits: PIKFYVE,STA-5326,-0.33,False,CHEMBL4297643,0.05006392762822357,0.11643835616438356,0.07661369904268757,5145
2923.0,CHEMBL1221984,4.98932803824345e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,purmorphamine,-0.23,False,CHEMBL1221984,0.0,0.18493150684931509,0.07397260273972604,5146
3406.0,CHEMBL1420,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pralidoxime,-0.23,False,CHEMBL1420,0.0,0.18493150684931509,0.07397260273972604,5147
3436.0,CHEMBL1450565,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,aklomide,-0.23,False,CHEMBL1450565,0.0,0.18493150684931509,0.07397260273972604,5148
3717.0,CHEMBL1874407,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alfadolone-acetate,-0.23,False,CHEMBL1874407,0.0,0.18493150684931509,0.07397260273972604,5149
1780.0,CHEMBL2137199,0.0070813912110736,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SR-2211,-0.23,False,CHEMBL2137199,0.0,0.18493150684931509,0.07397260273972604,5150
2937.0,CHEMBL2169920,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZ505,-0.23,False,CHEMBL2169920,0.0,0.18493150684931509,0.07397260273972604,5151
4061.0,CHEMBL254575,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY456236,-0.23,False,CHEMBL254575,0.0,0.18493150684931509,0.07397260273972604,5152
1561.0,CHEMBL3128043,0.0140591273989384,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PF-03758309,-0.23,False,CHEMBL3128043,0.0,0.18493150684931509,0.07397260273972604,5153
2435.0,CHEMBL320497,0.0007596503195958,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SBHA,-0.23,False,CHEMBL320497,0.0,0.18493150684931509,0.07397260273972604,5154
2736.0,CHEMBL3422104,0.0001829420280689,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Mps-BAY-2a,-0.23,False,CHEMBL3422104,0.0,0.18493150684931509,0.07397260273972604,5155
2160.0,CHEMBL41040,0.0018657642412068,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,4-chlorophenylguanidine,-0.23,False,CHEMBL41040,0.0,0.18493150684931509,0.07397260273972604,5156
1620.0,CHEMBL486193,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,retinyl-acetate,-0.23,False,CHEMBL486193,0.0,0.18493150684931509,0.07397260273972604,5157
2769.0,CHEMBL488755,0.000150026322261,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TAS-103,-0.23,False,CHEMBL488755,0.0,0.18493150684931509,0.07397260273972604,5158
950.0,CHEMBL1120,0.0416368082279159,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bismuth-subsalicylate,-0.24,False,CHEMBL1120,0.0,0.17808219178082194,0.07123287671232878,5159
399.0,CHEMBL1969664,0.1216146192675727,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD1080,-0.24,False,CHEMBL1969664,0.0,0.17808219178082194,0.07123287671232878,5160
3868.0,CHEMBL2105611,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tacalcitol,-0.24,False,CHEMBL2105611,0.0,0.17808219178082194,0.07123287671232878,5161
4052.0,CHEMBL250172,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,resibufogenin,-0.24,False,CHEMBL250172,0.0,0.17808219178082194,0.07123287671232878,5162
1908.0,CHEMBL3545185,0.0037959781738054,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,selinexor,-0.24,False,CHEMBL3545185,0.0,0.17808219178082194,0.07123287671232878,5163
1367.0,CHEMBL3545396,0.0232379060129509,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BMS-690514,-0.24,False,CHEMBL3545396,0.0,0.17808219178082194,0.07123287671232878,5164
2592.0,CHEMBL4073922,0.0004214246958329,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GSK2193874,-0.24,False,CHEMBL4073922,0.0,0.17808219178082194,0.07123287671232878,5165
1202.0,CHEMBL463210,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chlorpyrifos,-0.24,False,CHEMBL463210,0.0,0.17808219178082194,0.07123287671232878,5166
4830.0,CHEMBL4759307,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,flutamide,-0.24,False,CHEMBL4759307,0.0,0.17808219178082194,0.07123287671232878,5167
4871.0,CHEMBL497001,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,aloin,-0.24,False,CHEMBL497001,0.0,0.17808219178082194,0.07123287671232878,5168
4939.0,CHEMBL5316219,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,quinagolide,-0.24,False,CHEMBL5316219,0.0,0.17808219178082194,0.07123287671232878,5169
2809.0,CHEMBL1354363,0.0001133100774251,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methiazole,-0.25,False,CHEMBL1354363,0.0,0.17123287671232876,0.0684931506849315,5170
4265.0,CHEMBL3272561,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alarelin,-0.25,False,CHEMBL3272561,0.0,0.17123287671232876,0.0684931506849315,5171
4299.0,CHEMBL3353411,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZ5104,-0.25,False,CHEMBL3353411,0.0,0.17123287671232876,0.0684931506849315,5172
839.0,CHEMBL35482,0.0493632020511027,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PD-98059,-0.25,False,CHEMBL35482,0.0,0.17123287671232876,0.0684931506849315,5173
4713.0,CHEMBL4303677,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AI-10-49,-0.25,False,CHEMBL4303677,0.0,0.17123287671232876,0.0684931506849315,5174
768.0,CHEMBL549,0.05491336071861,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,citalopram,-0.25,False,CHEMBL549,0.0,0.17123287671232876,0.0684931506849315,5175
1091.0,CHEMBL93655,0.0355072518337872,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,FPL-64176,-0.25,False,CHEMBL93655,0.0,0.17123287671232876,0.0684931506849315,5176
,,,0.0,,,,,,,,,TH001217,-0.25,False,,0.0,0.17123287671232876,0.0684931506849315,5177
2968.0,CHEMBL100622,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,hexamethonium,-0.26,False,CHEMBL100622,0.0,0.1643835616438356,0.06575342465753424,5178
2077.0,CHEMBL1201199,0.0022945378850848,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,leuprolide,-0.26,False,CHEMBL1201199,0.0,0.1643835616438356,0.06575342465753424,5179
3159.0,CHEMBL1201469,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,gramicidin,-0.26,False,CHEMBL1201469,0.0,0.1643835616438356,0.06575342465753424,5180
2507.0,CHEMBL1316537,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,"4-phenyl-1,2,3,4-tetrahydroisoquinoline",-0.26,False,CHEMBL1316537,0.0,0.1643835616438356,0.06575342465753424,5181
3465.0,CHEMBL1480686,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,prasterone-acetate,-0.26,False,CHEMBL1480686,0.0,0.1643835616438356,0.06575342465753424,5182
1769.0,CHEMBL1751,0.0077170685611313,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,digoxin,-0.26,False,CHEMBL1751,0.0,0.1643835616438356,0.06575342465753424,5183
2784.0,CHEMBL2381340,0.0001372065210516,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,XMD17-109,-0.26,False,CHEMBL2381340,0.0,0.1643835616438356,0.06575342465753424,5184
2666.0,CHEMBL3337527,0.000311240615003,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,JNJ-40411813,-0.26,False,CHEMBL3337527,0.0,0.1643835616438356,0.06575342465753424,5185
4461.0,CHEMBL408178,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ST-2825,-0.26,False,CHEMBL408178,0.0,0.1643835616438356,0.06575342465753424,5186
2871.0,CHEMBL507327,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGS-9896,-0.26,False,CHEMBL507327,0.0,0.1643835616438356,0.06575342465753424,5187
608.0,CHEMBL514409,0.0718157342047254,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,hesperadin,-0.26,False,CHEMBL514409,0.0,0.1643835616438356,0.06575342465753424,5188
5055.0,CHEMBL660,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amantadine,-0.26,False,CHEMBL660,0.0,0.1643835616438356,0.06575342465753424,5189
2290.0,CHEMBL96051,0.0013215643156078,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,scriptaid,-0.26,False,CHEMBL96051,0.0,0.1643835616438356,0.06575342465753424,5190
281.0,CHEMBL471496,0.22911595595923,0.1063322090689369,0.0,0.7088813937929132,0.0,,ER-Phagosome pathway,,False,Relevant pathways: ER-Phagosome pathway,BMS-345541,-0.35,False,CHEMBL471496,0.038964883495286054,0.10273972602739728,0.06447482050813055,5191
1249.0,CHEMBL1200666,0.0313262465575336,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,calcipotriol,-0.27,False,CHEMBL1200666,0.0,0.15753424657534246,0.06301369863013699,5192
1967.0,CHEMBL1358485,0.0032538555928875,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BIBU-1361,-0.27,False,CHEMBL1358485,0.0,0.15753424657534246,0.06301369863013699,5193
1061.0,CHEMBL2146883,0.0361850129905033,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cobimetinib,-0.27,False,CHEMBL2146883,0.0,0.15753424657534246,0.06301369863013699,5194
2939.0,CHEMBL2381342,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BIX-02189,-0.27,False,CHEMBL2381342,0.0,0.15753424657534246,0.06301369863013699,5195
1689.0,CHEMBL3353410,0.0117068973838709,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,osimertinib,-0.27,False,CHEMBL3353410,0.0,0.15753424657534246,0.06301369863013699,5196
448.0,CHEMBL38,0.1049610549757023,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tretinoin,-0.27,False,CHEMBL38,0.0,0.15753424657534246,0.06301369863013699,5197
1686.0,CHEMBL460273,0.0117237402875585,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,JNJ-1661010,-0.27,False,CHEMBL460273,0.0,0.15753424657534246,0.06301369863013699,5198
512.0,CHEMBL91,0.0868865628656197,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,miconazole,-0.27,False,CHEMBL91,0.0,0.15753424657534246,0.06301369863013699,5199
