rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroe6_relevant,mechanistic_rationale,compound_name,morphology_score,is_cp_hit,compound_identifier_used,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank
1078.0,CHEMBL443605,0.0356301067484403,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,hexylresorcinol,0.2,False,CHEMBL443605,0.0,0.4794520547945205,0.1917808219178082,1023
1461.0,CHEMBL444309,0.0180047655469875,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,L-741742,0.2,False,CHEMBL444309,0.0,0.4794520547945205,0.1917808219178082,1024
1352.0,CHEMBL444449,0.0240202484582641,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AS-77,0.2,False,CHEMBL444449,0.0,0.4794520547945205,0.1917808219178082,1025
4752.0,CHEMBL444963,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,midecamycin,0.2,False,CHEMBL444963,0.0,0.4794520547945205,0.1917808219178082,1026
4770.0,CHEMBL453514,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,spiramycin,0.2,False,CHEMBL453514,0.0,0.4794520547945205,0.1917808219178082,1027
4805.0,CHEMBL4643847,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PF-670462,0.2,False,CHEMBL4643847,0.0,0.4794520547945205,0.1917808219178082,1028
356.0,CHEMBL46740,0.1493185176392203,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bazedoxifene,0.2,False,CHEMBL46740,0.0,0.4794520547945205,0.1917808219178082,1029
4848.0,CHEMBL482035,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bicyclol,0.2,False,CHEMBL482035,0.0,0.4794520547945205,0.1917808219178082,1030
4859.0,CHEMBL489411,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amorolfine,0.2,False,CHEMBL489411,0.0,0.4794520547945205,0.1917808219178082,1031
1501.0,CHEMBL52939,0.0161452129855218,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sarpogrelate,0.2,False,CHEMBL52939,0.0,0.4794520547945205,0.1917808219178082,1032
1642.0,CHEMBL578,0.0126953175608661,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,enalapril,0.2,False,CHEMBL578,0.0,0.4794520547945205,0.1917808219178082,1033
5021.0,CHEMBL60264,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-258585,0.2,False,CHEMBL60264,0.0,0.4794520547945205,0.1917808219178082,1034
590.0,CHEMBL657,0.0742509122078917,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,diphenhydramine,0.2,False,CHEMBL657,0.0,0.4794520547945205,0.1917808219178082,1035
5057.0,CHEMBL666,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,foscarnet,0.2,False,CHEMBL666,0.0,0.4794520547945205,0.1917808219178082,1036
2879.0,CHEMBL71191,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tyrphostin-AG-1296,0.2,False,CHEMBL71191,0.0,0.4794520547945205,0.1917808219178082,1037
5089.0,CHEMBL76768,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,guvacine,0.2,False,CHEMBL76768,0.0,0.4794520547945205,0.1917808219178082,1038
2279.0,CHEMBL76904,0.0013584868330375,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tyrphostin-AG-18,0.2,False,CHEMBL76904,0.0,0.4794520547945205,0.1917808219178082,1039
1445.0,CHEMBL8260,0.0184587876767647,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,baicalein,0.2,False,CHEMBL8260,0.0,0.4794520547945205,0.1917808219178082,1040
802.0,CHEMBL833,0.0515951134634249,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ticlopidine,0.2,False,CHEMBL833,0.0,0.4794520547945205,0.1917808219178082,1041
1969.0,CHEMBL9,0.0032437076035185,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,norfloxacin,0.2,False,CHEMBL9,0.0,0.4794520547945205,0.1917808219178082,1042
2050.0,CHEMBL90568,0.0024517129998495,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,diosmetin,0.2,False,CHEMBL90568,0.0,0.4794520547945205,0.1917808219178082,1043
2558.0,CHEMBL93077,0.0005201528209584,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,adrafinil,0.2,False,CHEMBL93077,0.0,0.4794520547945205,0.1917808219178082,1044
327.0,CHEMBL1076555,0.1771778749727528,0.0836942454359654,0.0,0.5579616362397696,0.0,,Aggrephagy,,False,Relevant pathways: Aggrephagy,SKI-II,0.13,False,CHEMBL1076555,0.030669319778017786,0.4315068493150685,0.19100433159283808,1045
145.0,CHEMBL6246,0.3534354072699979,0.1083353398297043,0.0,0.7222355988646955,0.0,,ER-Phagosome pathway,,False,Relevant pathways: ER-Phagosome pathway,ellagic-acid,0.11,False,CHEMBL6246,0.039698920316326075,0.4178082191780822,0.19094263986102852,1046
90.0,CHEMBL565612,0.4643280994252911,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,sotrastaurin,0.06,False,CHEMBL565612,0.062178218306311844,0.3835616438356165,0.1907315885180337,1047
88.0,CHEMBL1112,0.4762937050967583,0.2553516694093644,0.0,1.7023444627290965,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,aripiprazole,-0.01,False,CHEMBL1112,0.09357228760677867,0.3356164383561644,0.19038994790653296,1048
229.0,CHEMBL577784,0.263799136691293,0.1146680707890513,0.0,0.764453805260342,0.0,,PINK1-PRKN Mediated Mitophagy,,False,Relevant pathways: PINK1-PRKN Mediated Mitophagy,BX-795,0.1,False,CHEMBL577784,0.04201951655145152,0.410958904109589,0.18959527157470651,1049
2974.0,CHEMBL1024,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ifosfamide,0.19,False,CHEMBL1024,0.0,0.4726027397260274,0.18904109589041096,1050
2986.0,CHEMBL1067,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,licarbazepine,0.19,False,CHEMBL1067,0.0,0.4726027397260274,0.18904109589041096,1051
3007.0,CHEMBL108766,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,lauric-acid,0.19,False,CHEMBL108766,0.0,0.4726027397260274,0.18904109589041096,1052
650.0,CHEMBL1108,0.0673272577627675,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DHBP,0.19,False,CHEMBL1108,0.0,0.4726027397260274,0.18904109589041096,1053
3046.0,CHEMBL116159,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,4-propylbenzoic-acid,0.19,False,CHEMBL116159,0.0,0.4726027397260274,0.18904109589041096,1054
351.0,CHEMBL118,0.1541456930859873,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,celecoxib,0.19,False,CHEMBL118,0.0,0.4726027397260274,0.18904109589041096,1055
1895.0,CHEMBL1201232,0.0039312801742987,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,isopropamide-iodide,0.19,False,CHEMBL1201232,0.0,0.4726027397260274,0.18904109589041096,1056
3178.0,CHEMBL1213633,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methoxyamine,0.19,False,CHEMBL1213633,0.0,0.4726027397260274,0.18904109589041096,1057
3212.0,CHEMBL1233851,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,kifunensine,0.19,False,CHEMBL1233851,0.0,0.4726027397260274,0.18904109589041096,1058
3228.0,CHEMBL1235338,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,1-hexadecanal,0.19,False,CHEMBL1235338,0.0,0.4726027397260274,0.18904109589041096,1059
2504.0,CHEMBL125569,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BMY-45778,0.19,False,CHEMBL125569,0.0,0.4726027397260274,0.18904109589041096,1060
395.0,CHEMBL1257,0.1239856291027181,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,enflurane,0.19,False,CHEMBL1257,0.0,0.4726027397260274,0.18904109589041096,1061
1260.0,CHEMBL1324,0.030593832485391,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolcapone,0.19,False,CHEMBL1324,0.0,0.4726027397260274,0.18904109589041096,1062
3336.0,CHEMBL1349073,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,efloxate,0.19,False,CHEMBL1349073,0.0,0.4726027397260274,0.18904109589041096,1063
1012.0,CHEMBL1370561,0.0375827685583282,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,aminophylline,0.19,False,CHEMBL1370561,0.0,0.4726027397260274,0.18904109589041096,1064
1029.0,CHEMBL1389,0.0370331767726142,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,norgestrel,0.19,False,CHEMBL1389,0.0,0.4726027397260274,0.18904109589041096,1065
3381.0,CHEMBL1395823,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGS-20625,0.19,False,CHEMBL1395823,0.0,0.4726027397260274,0.18904109589041096,1066
3419.0,CHEMBL1435541,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SD-169,0.19,False,CHEMBL1435541,0.0,0.4726027397260274,0.18904109589041096,1067
3448.0,CHEMBL1460,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,didanosine,0.19,False,CHEMBL1460,0.0,0.4726027397260274,0.18904109589041096,1068
579.0,CHEMBL1492500,0.0760166791745868,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dosulepin,0.19,False,CHEMBL1492500,0.0,0.4726027397260274,0.18904109589041096,1069
2240.0,CHEMBL1504776,0.0015985803892934,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CID-2011756,0.19,False,CHEMBL1504776,0.0,0.4726027397260274,0.18904109589041096,1070
1591.0,CHEMBL1555354,0.013317240504597,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,RITA,0.19,False,CHEMBL1555354,0.0,0.4726027397260274,0.18904109589041096,1071
2222.0,CHEMBL1618102,0.0016631093460811,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,butylscopolamine-bromide,0.19,False,CHEMBL1618102,0.0,0.4726027397260274,0.18904109589041096,1072
1521.0,CHEMBL1650443,0.0152454494908127,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trelagliptin,0.19,False,CHEMBL1650443,0.0,0.4726027397260274,0.18904109589041096,1073
1685.0,CHEMBL1651524,0.0117237402875585,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PF-3845,0.19,False,CHEMBL1651524,0.0,0.4726027397260274,0.18904109589041096,1074
3617.0,CHEMBL1660,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rifapentine,0.19,False,CHEMBL1660,0.0,0.4726027397260274,0.18904109589041096,1075
3674.0,CHEMBL1740,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DL-Adrenaline,0.19,False,CHEMBL1740,0.0,0.4726027397260274,0.18904109589041096,1076
3683.0,CHEMBL1755,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,conivaptan,0.19,False,CHEMBL1755,0.0,0.4726027397260274,0.18904109589041096,1077
872.0,CHEMBL185238,0.0480186377885816,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,repsox,0.19,False,CHEMBL185238,0.0,0.4726027397260274,0.18904109589041096,1078
1141.0,CHEMBL18785,0.0343904271342528,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,RU-24969,0.19,False,CHEMBL18785,0.0,0.4726027397260274,0.18904109589041096,1079
3732.0,CHEMBL190503,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,phenylmethylsulfonyl-fluoride,0.19,False,CHEMBL190503,0.0,0.4726027397260274,0.18904109589041096,1080
1846.0,CHEMBL1914489,0.0049228111384637,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD1981,0.19,False,CHEMBL1914489,0.0,0.4726027397260274,0.18904109589041096,1081
826.0,CHEMBL195008,0.04993704672311,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,necrostatin-1,0.19,False,CHEMBL195008,0.0,0.4726027397260274,0.18904109589041096,1082
2403.0,CHEMBL19633,0.0008544224265491,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,diaveridine,0.19,False,CHEMBL19633,0.0,0.4726027397260274,0.18904109589041096,1083
3758.0,CHEMBL1966136,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NSC-636819,0.19,False,CHEMBL1966136,0.0,0.4726027397260274,0.18904109589041096,1084
3760.0,CHEMBL197084,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trofinetide,0.19,False,CHEMBL197084,0.0,0.4726027397260274,0.18904109589041096,1085
3787.0,CHEMBL2032211,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TC-I-2000,0.19,False,CHEMBL2032211,0.0,0.4726027397260274,0.18904109589041096,1086
3790.0,CHEMBL204738,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,A-33903,0.19,False,CHEMBL204738,0.0,0.4726027397260274,0.18904109589041096,1087
2107.0,CHEMBL206106,0.0021950204187002,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,palmatine-chloride,0.19,False,CHEMBL206106,0.0,0.4726027397260274,0.18904109589041096,1088
1990.0,CHEMBL2105395,0.0030535652608115,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ospemifene,0.19,False,CHEMBL2105395,0.0,0.4726027397260274,0.18904109589041096,1089
3869.0,CHEMBL2105669,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tedizolid-phosphate,0.19,False,CHEMBL2105669,0.0,0.4726027397260274,0.18904109589041096,1090
3871.0,CHEMBL2105735,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,asunaprevir,0.19,False,CHEMBL2105735,0.0,0.4726027397260274,0.18904109589041096,1091
1484.0,CHEMBL2107457,0.0173965429663089,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,itopride,0.19,False,CHEMBL2107457,0.0,0.4726027397260274,0.18904109589041096,1092
1218.0,CHEMBL2179529,0.0336202020991927,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD1446,0.19,False,CHEMBL2179529,0.0,0.4726027397260274,0.18904109589041096,1093
1690.0,CHEMBL218071,0.011702746098591,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,L-798106,0.19,False,CHEMBL218071,0.0,0.4726027397260274,0.18904109589041096,1094
3969.0,CHEMBL2204502,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,XL888,0.19,False,CHEMBL2204502,0.0,0.4726027397260274,0.18904109589041096,1095
3992.0,CHEMBL228862,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,6-benzylaminopurine,0.19,False,CHEMBL228862,0.0,0.4726027397260274,0.18904109589041096,1096
1221.0,CHEMBL229264,0.0335730169217829,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PS178990,0.19,False,CHEMBL229264,0.0,0.4726027397260274,0.18904109589041096,1097
4020.0,CHEMBL2374220,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ledipasvir,0.19,False,CHEMBL2374220,0.0,0.4726027397260274,0.18904109589041096,1098
4025.0,CHEMBL239243,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,taurine,0.19,False,CHEMBL239243,0.0,0.4726027397260274,0.18904109589041096,1099
4041.0,CHEMBL2447914,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,doconexent-ethyl-ester,0.19,False,CHEMBL2447914,0.0,0.4726027397260274,0.18904109589041096,1100
1611.0,CHEMBL254071,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,macelignan,0.19,False,CHEMBL254071,0.0,0.4726027397260274,0.18904109589041096,1101
1614.0,CHEMBL271023,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Ro-106-9920,0.19,False,CHEMBL271023,0.0,0.4726027397260274,0.18904109589041096,1102
4104.0,CHEMBL274739,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,gastrodin,0.19,False,CHEMBL274739,0.0,0.4726027397260274,0.18904109589041096,1103
4111.0,CHEMBL277775,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tetramisole,0.19,False,CHEMBL277775,0.0,0.4726027397260274,0.18904109589041096,1104
1365.0,CHEMBL278255,0.0235520184761784,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clinafloxacin,0.19,False,CHEMBL278255,0.0,0.4726027397260274,0.18904109589041096,1105
2136.0,CHEMBL279898,0.0019944607845469,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,enprofylline,0.19,False,CHEMBL279898,0.0,0.4726027397260274,0.18904109589041096,1106
1761.0,CHEMBL282686,0.0082418146691649,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tesaglitazar,0.19,False,CHEMBL282686,0.0,0.4726027397260274,0.18904109589041096,1107
4166.0,CHEMBL296641,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,antalarmin,0.19,False,CHEMBL296641,0.0,0.4726027397260274,0.18904109589041096,1108
1683.0,CHEMBL3039531,0.0117560770033449,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,danirixin,0.19,False,CHEMBL3039531,0.0,0.4726027397260274,0.18904109589041096,1109
4205.0,CHEMBL312403,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,saclofen,0.19,False,CHEMBL312403,0.0,0.4726027397260274,0.18904109589041096,1110
4225.0,CHEMBL3183768,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Rivaroxaban (Xarelto),0.19,False,CHEMBL3183768,0.0,0.4726027397260274,0.18904109589041096,1111
4241.0,CHEMBL3186849,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CPI-613,0.19,False,CHEMBL3186849,0.0,0.4726027397260274,0.18904109589041096,1112
2001.0,CHEMBL3188597,0.0030110107959272,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GSK-J1,0.19,False,CHEMBL3188597,0.0,0.4726027397260274,0.18904109589041096,1113
680.0,CHEMBL323612,0.0623011175410896,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CP-471474,0.19,False,CHEMBL323612,0.0,0.4726027397260274,0.18904109589041096,1114
801.0,CHEMBL3342358,0.051780342937521,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TC-G-1008,0.19,False,CHEMBL3342358,0.0,0.4726027397260274,0.18904109589041096,1115
4296.0,CHEMBL3348932,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,5-hydroxymethyl-tolterodine,0.19,False,CHEMBL3348932,0.0,0.4726027397260274,0.18904109589041096,1116
2694.0,CHEMBL339133,0.0002369930818165,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,lomeguatrib,0.19,False,CHEMBL339133,0.0,0.4726027397260274,0.18904109589041096,1117
2744.0,CHEMBL34453,0.0001750728459392,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cis-ACPD,0.19,False,CHEMBL34453,0.0,0.4726027397260274,0.18904109589041096,1118
972.0,CHEMBL3590187,0.0406945659657975,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CB-03-01,0.19,False,CHEMBL3590187,0.0,0.4726027397260274,0.18904109589041096,1119
4363.0,CHEMBL363419,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MRS-3777,0.19,False,CHEMBL363419,0.0,0.4726027397260274,0.18904109589041096,1120
616.0,CHEMBL39560,0.0712059710458258,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acepromazine,0.19,False,CHEMBL39560,0.0,0.4726027397260274,0.18904109589041096,1121
2318.0,CHEMBL4101807,0.001210303227611,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,voxelotor,0.19,False,CHEMBL4101807,0.0,0.4726027397260274,0.18904109589041096,1122
4514.0,CHEMBL4297540,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,kevetrin,0.19,False,CHEMBL4297540,0.0,0.4726027397260274,0.18904109589041096,1123
4520.0,CHEMBL4303151,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PRT4165,0.19,False,CHEMBL4303151,0.0,0.4726027397260274,0.18904109589041096,1124
2863.0,CHEMBL4303207,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,"2-(chloromethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",0.19,False,CHEMBL4303207,0.0,0.4726027397260274,0.18904109589041096,1125
4536.0,CHEMBL4303209,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,paeoniflorin,0.19,False,CHEMBL4303209,0.0,0.4726027397260274,0.18904109589041096,1126
