compound_identifier_used,chembl_id,direct_antiviral_score,morphology_score,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank,rank
CHEMBL103667,CHEMBL103667,0.1696796375454481,0.48,0.062178218306311844,0.6712328767123288,0.30580008166871864,102,47.0
CHEMBL305660,CHEMBL305660,0.0,0.61,0.0,0.7602739726027397,0.30410958904109586,103,1020.0
CHEMBL313737,CHEMBL313737,0.0,0.61,0.0,0.7602739726027397,0.30410958904109586,104,884.0
CHEMBL408430,CHEMBL408430,0.0,0.61,0.0,0.7602739726027397,0.30410958904109586,105,1947.0
CHEMBL4294155,CHEMBL4294155,0.0,0.61,0.0,0.7602739726027397,0.30410958904109586,106,4497.0
CHEMBL1214141,CHEMBL1214141,0.1696796375454481,0.47,0.062178218306311844,0.6643835616438356,0.3030603556413214,107,274.0
CHEMBL2058538,CHEMBL2058538,0.1696796375454481,0.47,0.062178218306311844,0.6643835616438356,0.3030603556413214,108,275.0
CHEMBL1256415,CHEMBL1256415,0.0,0.6,0.0,0.7534246575342467,0.3013698630136987,109,1874.0
CHEMBL1825141,CHEMBL1825141,0.0,0.6,0.0,0.7534246575342467,0.3013698630136987,110,2486.0
CHEMBL1908325,CHEMBL1908325,0.0,0.6,0.0,0.7534246575342467,0.3013698630136987,111,3734.0
CHEMBL1618279,CHEMBL1618279,0.0,0.59,0.0,0.7465753424657533,0.2986301369863013,112,3577.0
CHEMBL45349,CHEMBL45349,0.0,0.59,0.0,0.7465753424657533,0.2986301369863013,113,4769.0
CHEMBL564,CHEMBL564,0.2168684790029854,0.41,0.07947032317059056,0.6232876712328766,0.296997262395505,114,152.0
CHEMBL572878,CHEMBL572878,0.3638038509630142,0.29,0.13331402396351988,0.541095890410959,0.2964267705424955,115,12.0
CHEMBL2177736,CHEMBL2177736,0.0,0.58,0.0,0.7397260273972603,0.29589041095890417,116,369.0
CHEMBL2220483,CHEMBL2220483,0.0,0.58,0.0,0.7397260273972603,0.29589041095890417,117,1919.0
CHEMBL4303658,CHEMBL4303658,0.0,0.58,0.0,0.7397260273972603,0.29589041095890417,118,864.0
CHEMBL471728,CHEMBL471728,0.0,0.58,0.0,0.7397260273972603,0.29589041095890417,119,1128.0
CHEMBL596380,CHEMBL596380,0.0,0.58,0.0,0.7397260273972603,0.29589041095890417,120,5015.0
CHEMBL1171837,CHEMBL1171837,0.1696796375454481,0.44,0.062178218306311844,0.6438356164383562,0.2948411775591296,121,42.0
CHEMBL1289,CHEMBL1289,0.0,0.57,0.0,0.732876712328767,0.2931506849315068,122,1508.0
CHEMBL1494,CHEMBL1494,0.0,0.57,0.0,0.732876712328767,0.2931506849315068,123,2190.0
CHEMBL2037226,CHEMBL2037226,0.0,0.57,0.0,0.732876712328767,0.2931506849315068,124,2583.0
CHEMBL229008,CHEMBL229008,0.0,0.57,0.0,0.732876712328767,0.2931506849315068,125,2800.0
CHEMBL4068896,CHEMBL4068896,0.0,0.57,0.0,0.732876712328767,0.2931506849315068,126,324.0
CHEMBL4303368,CHEMBL4303368,0.0,0.56,0.0,0.726027397260274,0.2904109589041096,127,2866.0
CHEMBL5314365,CHEMBL5314365,0.0,0.56,0.0,0.726027397260274,0.2904109589041096,128,4936.0
CHEMBL218394,CHEMBL218394,0.8881462329658749,-0.16,0.32545655542486224,0.2328767123287671,0.2884246181864242,129,25.0
CHEMBL140,CHEMBL140,0.0,0.55,0.0,0.7191780821917809,0.28767123287671237,130,760.0
