chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL3125702,NAVTEMADLIN,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,568.5630000000002,2.0,Recruiting,TP53,1.0,R-HSA-5693565|R-HSA-983231|R-HSA-111448|R-HSA-139915|R-HSA-1912408|R-HSA-2559580|R-HSA-2559584|R-HSA-2559585|R-HSA-2559586|R-HSA-3232118|R-HSA-349425|R-HSA-390471|R-HSA-5620971|R-HSA-5628897|R-HSA-5689880|R-HSA-5689896|R-HSA-6785807|R-HSA-6796648|R-HSA-6803204|R-HSA-6803205|R-HSA-6803207|R-HSA-6803211|R-HSA-6804114|R-HSA-6804115|R-HSA-6804116|R-HSA-6804754|R-HSA-6804756|R-HSA-6804757|R-HSA-6804758|R-HSA-6804759|R-HSA-6804760|R-HSA-6811555|R-HSA-69473|R-HSA-69481|R-HSA-69541|R-HSA-69895|R-HSA-8852276|R-HSA-8853884|R-HSA-8941855|R-HSA-8943724|R-HSA-9723905|R-HSA-9725370|R-HSA-9758274|R-HSA-9819196|R-HSA-9833482|R-HSA-6807070,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Factors involved in megakaryocyte development and platelet production|Activation of NOXA and translocation to mitochondria|Activation of PUMA and translocation to mitochondria|Pre-NOTCH Transcription and Translation|Oxidative Stress Induced Senescence|Formation of Senescence-Associated Heterochromatin Foci (SAHF)|Oncogene Induced Senescence|DNA Damage/Telomere Stress Induced Senescence|SUMOylation of transcription factors|Autodegradation of the E3 ubiquitin ligase COP1|Association of TriC/CCT with target proteins during biosynthesis|Pyroptosis|TP53 Regulates Metabolic Genes|Ub-specific processing proteases|Ovarian tumor domain proteases|Interleukin-4 and Interleukin-13 signaling|TP53 Regulates Transcription of DNA Repair Genes|TP53 Regulates Transcription of Genes Involved in Cytochrome C Release|TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain|TP53 Regulates Transcription of Caspase Activators and Caspases|TP53 Regulates Transcription of Death Receptors and Ligands|TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest|TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest|Regulation of TP53 Expression|Regulation of TP53 Activity through Phosphorylation|Regulation of TP53 Degradation|Regulation of TP53 Activity through Acetylation|Regulation of TP53 Activity through Association with Co-factors|Regulation of TP53 Activity through Methylation|PI5P Regulates TP53 Acetylation|G2/M DNA damage checkpoint|G2/M Checkpoints|Stabilization of p53|Transcriptional activation of cell cycle inhibitor p21|The role of GTSE1 in G2/M progression after G2 checkpoint|Transcriptional Regulation by VENTX|RUNX3 regulates CDKN1A transcription|Regulation of PTEN gene transcription|Loss of function of TP53 in cancer due to loss of tetramerization ability|Signaling by ALK fusions and activated point mutants|Regulation of NF-kappa B signaling|Zygotic genome activation (ZGA)|PKR-mediated signaling|PKR-mediated signalin|Interleukin-4 and Interleukin-13 signalin|Pre-NOTCH Transcription and Translatio|TP53 Regulates Transcription of DNA Repair Gene|Pyroptosi|Association of TriC/CCT with target proteins during biosynthesi|DNA Damage/Telomere Stress Induced Senescenc|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Factors involved in megakaryocyte development and platelet productio|TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai|Signaling by ALK fusions and activated point mutant|Regulation of TP53 Activity through Acetylatio|Activation of NOXA and translocation to mitochondri|Activation of PUMA and translocation to mitochondri|Oxidative Stress Induced Senescenc|Formation of Senescence-Associated Heterochromatin Foci (SAHF|Oncogene Induced Senescenc|SUMOylation of transcription factor|Autodegradation of the E3 ubiquitin ligase COP|TP53 Regulates Metabolic Gene|Ub-specific processing protease|Ovarian tumor domain protease|TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas|TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai|TP53 Regulates Transcription of Caspase Activators and Caspase|TP53 Regulates Transcription of Death Receptors and Ligand|TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arres|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres|Regulation of TP53 Expressio|Regulation of TP53 Activity through Phosphorylatio|Regulation of TP53 Degradatio|Regulation of TP53 Activity through Association with Co-factor|Regulation of TP53 Activity through Methylatio|PI5P Regulates TP53 Acetylatio|G2/M DNA damage checkpoin|G2/M Checkpoint|Stabilization of p5|Transcriptional activation of cell cycle inhibitor p2|The role of GTSE1 in G2/M progression after G2 checkpoin|Transcriptional Regulation by VENT|RUNX3 regulates CDKN1A transcriptio|Regulation of PTEN gene transcriptio|Loss of function of TP53 in cancer due to loss of tetramerization abilit|Regulation of NF-kappa B signalin|Zygotic genome activation (ZGA,46.0,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3989962,PEMETREXED TROMETHAMINE,NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1.O.O,DUORKVZYABUEHW-AHJYMZSGSA-N,705.7190000000004,,,,,,,,Dihydrofolate reductase inhibitor,1.0,mechanism_drug_candidate
CHEMBL4297524,RADOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,530.5140000000001,3.0,"Active, not recruiting|Recruiting",ABL1|BCR,2.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-1839117|R-HSA-5654736|R-HSA-8980692|R-HSA-9013026|R-HSA-9013106|R-HSA-9013148|R-HSA-9013149|R-HSA-9013404|R-HSA-9013423,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell|Signaling by cytosolic FGFR1 fusion mutant|Signaling by FGFR1 in diseas|RHOA GTPase cycl|RHOB GTPase cycl|RHOC GTPase cycl|CDC42 GTPase cycl|RAC1 GTPase cycl|RAC2 GTPase cycl|RAC3 GTPase cycl",22.0,Bcr/Abl fusion protein inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,499.6190000000003,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL4204794,AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,498.57000000000016,4.0,,KIT|PDGFRA,2.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",30.0,Stem cell growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3989908,ENASIDENIB,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,DYLUUSLLRIQKOE-UHFFFAOYSA-N,473.3810000000001,3.0,Completed,IDH2,1.0,R-HSA-2151201|R-HSA-71403|R-HSA-9837999|R-HSA-9854311|R-HSA-1268020,Transcriptional activation of mitochondrial biogenesis|Citric acid cycle (TCA cycle)|Mitochondrial protein degradation|Maturation of TCA enzymes and regulation of TCA cycle|Transcriptional activation of mitochondrial biogenesi|Citric acid cycle (TCA cycle|Mitochondrial protein degradatio|Maturation of TCA enzymes and regulation of TCA cycl,5.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,DZFZXPPHBWCXPQ-UHFFFAOYSA-N,445.48300000000023,1.0,Completed,PDGFRB|KDR|FLT4|PDGFRA,4.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Downstream signal transductio|Signaling by PDG|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",22.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1201752,IXABEPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,FABUFPQFXZVHFB-PVYNADRNSA-N,506.7090000000003,,,,,,,,Tubulin inhibitor,1.0,mechanism_drug_candidate
CHEMBL1200600,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FAOZLTXFLGPHNG-KNAQIMQKSA-N,376.46800000000013,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,FBHSPRKOSMHSIF-GRMWVWQJSA-N,441.5240000000002,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL476,DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,182.18699999999998,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL3786343,OLMUTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,FDMQDKQUTRLUBU-UHFFFAOYSA-N,486.6010000000003,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL989,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FEBLZLNTKCEFIT-VSXGLTOVSA-N,452.49400000000026,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL1614710,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,443.4500000000001,1.0,Completed,KIT|KDR|FLT4,3.0,R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-9673770,"PIP3 activates AKT signaling|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR",29.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2110580,BERUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,FIGNGSHKNAHTSH-JJMFXPFOSA-N,633.6500000000003,2.0,"Active, not recruiting",TOP2A,1.0,R-HSA-1362277|R-HSA-4615885,Transcription of E2F targets under negative control by DREAM complex|SUMOylation of DNA replication proteins|Transcription of E2F targets under negative control by DREAM comple|SUMOylation of DNA replication protein,2.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3287735,GSK2816126,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,FKSFKBQGSFSOSM-QFIPXVFZSA-N,526.6850000000003,1.0,Terminated,EZH2,1.0,R-HSA-212300|R-HSA-9710421|R-HSA-5617472|R-HSA-9609690|R-HSA-3214841|R-HSA-2559580|R-HSA-6807070|R-HSA-8953750,PRC2 methylates histones and DN|Defective pyroptosi|Activation of anterior HOX genes in hindbrain development during early embryogenesi|HCMV Early Event|PKMTs methylate histone lysine|Oxidative Stress Induced Senescenc|Regulation of PTEN gene transcriptio|Transcriptional Regulation by E2F,8.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2105665,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,FLFGNMFWNBOBGE-FNNZEKJRSA-N,507.67200000000014,,,,,,,,DNA inhibitor | RNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL1475,TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,FMHHVULEAZTJMA-UHFFFAOYSA-N,228.24699999999996,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
