active_id,canonical_smiles,inchikey,representative_chembl_id,names,chembl_ids,n_chembl_ids,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,names_upper
GFNANZIMVAIWHM-OBYCQNJPSA-N,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,GFNANZIMVAIWHM-OBYCQNJPSA-N,CHEMBL1451,TRIAMCINOLONE,CHEMBL1451,1,,,0,0,1,1,0,0,1,TRIAMCINOLONE
GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N,CHEMBL185,FLUOROURACIL,CHEMBL185,1,,,0,0,1,1,0,0,1,FLUOROURACIL
GHKOONMJXNWOIW-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,GHKOONMJXNWOIW-UHFFFAOYSA-N,CHEMBL4297258,FIRMONERTINIB,CHEMBL4297258,1,,,0,0,1,1,0,0,1,FIRMONERTINIB
GJMQTRCDSIQEFK-SCDRJROZSA-N,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O,GJMQTRCDSIQEFK-SCDRJROZSA-N,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,CHEMBL5315119,1,4.0,,1,76,0,77,1,38,0,UPADACITINIB HEMIHYDRATE
GKDRMWXFWHEQQT-UHFFFAOYSA-N,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,GKDRMWXFWHEQQT-UHFFFAOYSA-N,CHEMBL2103830,FOSTAMATINIB,CHEMBL2103830,1,,,0,0,1,1,0,0,1,FOSTAMATINIB
GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,GKEYKDOLBLYGRB-LGMDPLHJSA-N,CHEMBL1278146,FAMITINIB,CHEMBL1278146,1,3.0,Completed,6,152,1,159,6,61,1,FAMITINIB
GMUQJDAYXZXBOT-UHFFFAOYSA-M,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],GMUQJDAYXZXBOT-UHFFFAOYSA-M,CHEMBL2096646,AMINOSALICYLATE SODIUM,CHEMBL2096646,1,,,0,0,1,1,0,0,1,AMINOSALICYLATE SODIUM
GNNDEPIMDAZHRQ-UHFFFAOYSA-N,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,GNNDEPIMDAZHRQ-UHFFFAOYSA-N,CHEMBL3545365,ALTIRATINIB,CHEMBL3545365,1,1.0,Terminated,1,14,0,15,1,7,0,ALTIRATINIB
GPMIHHFZKBVWAZ-LMMKTYIZSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1.Cl,GPMIHHFZKBVWAZ-LMMKTYIZSA-N,CHEMBL2103796,BERUBICIN HYDROCHLORIDE,CHEMBL2103796,1,1.0,Terminated,1,4,0,5,1,2,0,BERUBICIN HYDROCHLORIDE
GPSZYOIFQZPWEJ-UHFFFAOYSA-N,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,CHEMBL482967,CYC-116,CHEMBL482967,1,1.0,Terminated,1,14,0,15,1,7,0,CYC-116
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1229517,VEMURAFENIB,CHEMBL1229517,1,4.0,Completed,1,32,1,34,1,16,1,VEMURAFENIB
GQYIWUVLTXOXAJ-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,CHEMBL514,LOMUSTINE,CHEMBL514,1,,,0,0,1,1,0,0,1,LOMUSTINE
GTTBEUCJPZQMDZ-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,GTTBEUCJPZQMDZ-UHFFFAOYSA-N,CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,CHEMBL1079742,1,,,0,0,1,1,0,0,1,ERLOTINIB HYDROCHLORIDE
GYABBVHSRIHYJR-UHFFFAOYSA-N,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,GYABBVHSRIHYJR-UHFFFAOYSA-N,CHEMBL3707320,ALECTINIB HYDROCHLORIDE,CHEMBL3707320,1,4.0,,1,10,1,12,1,5,1,ALECTINIB HYDROCHLORIDE
GZENKSODFLBBHQ-ILSZZQPISA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,GZENKSODFLBBHQ-ILSZZQPISA-N,CHEMBL1201173,MEDRYSONE,CHEMBL1201173,1,,,0,0,1,1,0,0,1,MEDRYSONE
GZKLJWGUPQBVJQ-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,CHEMBL12713,SERTINDOLE,CHEMBL12713,1,,,0,0,1,1,0,0,1,SERTINDOLE
HAWPXGHAZFHHAD-UHFFFAOYSA-N,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,CHEMBL427,MECHLORETHAMINE,CHEMBL427,1,,,0,0,1,1,0,0,1,MECHLORETHAMINE
HFCFMRYTXDINDK-WNQIDUERSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,HFCFMRYTXDINDK-WNQIDUERSA-N,CHEMBL2103868,CABOZANTINIB S-MALATE,CHEMBL2103868,1,4.0,,1,14,1,16,1,7,1,CABOZANTINIB S-MALATE
HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,CHEMBL1789941,RUXOLITINIB,CHEMBL1789941,1,4.0,,1,76,0,77,1,38,0,RUXOLITINIB
HGCOOPLEWPBLOY-PFEQFJNWSA-N,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,HGCOOPLEWPBLOY-PFEQFJNWSA-N,CHEMBL4297220,ASCIMINIB HYDROCHLORIDE,CHEMBL4297220,1,4.0,,2,35,1,38,2,22,1,ASCIMINIB HYDROCHLORIDE
HHCBMISMPSAZBF-UHFFFAOYSA-N,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,HHCBMISMPSAZBF-UHFFFAOYSA-N,CHEMBL3577124,LY-3009120,CHEMBL3577124,1,1.0,Terminated,2,66,0,68,2,21,0,LY-3009120
HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL255863,NILOTINIB,CHEMBL255863,1,3.0,"Active, not recruiting;Completed",2,35,0,37,2,22,0,NILOTINIB
HHZQLQREDATOBM-CODXZCKSSA-M,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HHZQLQREDATOBM-CODXZCKSSA-M,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,1,,,0,0,1,1,0,0,1,HYDROCORTISONE SODIUM SUCCINATE
HJFSVYUFOXAVAA-YUAYGMJFSA-N,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,HJFSVYUFOXAVAA-YUAYGMJFSA-N,CHEMBL4650283,FF-10101,CHEMBL4650283,1,1.0,Completed,1,54,0,55,1,27,0,FF-10101
HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CHEMBL1220,TINIDAZOLE,CHEMBL1220,1,,,0,0,1,1,0,0,1,TINIDAZOLE
HOMGKSMUEGBAAB-UHFFFAOYSA-N,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,CHEMBL1024,IFOSFAMIDE,CHEMBL1024,1,,,0,0,1,1,0,0,1,IFOSFAMIDE
HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,CHEMBL866,MYCOPHENOLIC ACID,CHEMBL866,1,,,0,0,1,1,0,0,1,MYCOPHENOLIC ACID
HQMNCQVAMBCHCO-DJRRULDNSA-N,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,HQMNCQVAMBCHCO-DJRRULDNSA-N,CHEMBL464,ETRETINATE,CHEMBL464,1,4.0,,3,24,0,27,3,6,0,ETRETINATE
HUFOZJXAKZVRNJ-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,HUFOZJXAKZVRNJ-UHFFFAOYSA-N,CHEMBL3545308,ROCILETINIB,CHEMBL3545308,1,,,0,0,1,1,0,0,1,ROCILETINIB
HUMXXHTVHHLNRO-KAJVQRHHSA-N,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HUMXXHTVHHLNRO-KAJVQRHHSA-N,CHEMBL1200909,PREDNISOLONE TEBUTATE,CHEMBL1200909,1,,,0,0,1,1,0,0,1,PREDNISOLONE TEBUTATE
HUNGUWOZPQBXGX-UHFFFAOYSA-N,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,HUNGUWOZPQBXGX-UHFFFAOYSA-N,CHEMBL571546,TIRBANIBULIN,CHEMBL571546,1,,,0,0,1,1,0,0,1,TIRBANIBULIN
HVXKQKFEHMGHSL-QKDCVEJESA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,HVXKQKFEHMGHSL-QKDCVEJESA-N,CHEMBL3544983,TESEVATINIB,CHEMBL3544983,1,,,0,0,1,1,0,0,1,TESEVATINIB
HWJPWWYTGBZDEG-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,HWJPWWYTGBZDEG-UHFFFAOYSA-N,CHEMBL134561,ICLAPRIM,CHEMBL134561,1,,,0,0,1,1,0,0,1,ICLAPRIM
HWLFIUUAYLEFCT-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,HWLFIUUAYLEFCT-UHFFFAOYSA-N,CHEMBL2105704,LENVATINIB MESYLATE,CHEMBL2105704,1,4.0,,2,20,1,23,2,8,1,LENVATINIB MESYLATE
HWXVIOGONBBTBY-ONEGZZNKSA-N,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,HWXVIOGONBBTBY-ONEGZZNKSA-N,CHEMBL2035187,PACRITINIB,CHEMBL2035187,1,4.0,,2,130,1,133,2,64,1,PACRITINIB
HXHAJRMTJXHJJZ-UHFFFAOYSA-N,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,HXHAJRMTJXHJJZ-UHFFFAOYSA-N,CHEMBL253969,OSI-632,CHEMBL253969,1,2.0,Completed,1,14,0,15,1,7,0,OSI-632
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,CHEMBL1483,ALBENDAZOLE,CHEMBL1483,1,,,0,0,1,1,0,0,1,ALBENDAZOLE
HXINDCTZKGGRDE-JPKZNVRTSA-L,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)([O-])[O-])c5)nc5occn45)n3)C2)n1.[Na+].[Na+],HXINDCTZKGGRDE-JPKZNVRTSA-L,CHEMBL5314407,ARQ-736,CHEMBL5314407,1,1.0,Completed,2,66,0,68,2,21,0,ARQ-736
HYRKAAMZBDSJFJ-LFDBJOOHSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYRKAAMZBDSJFJ-LFDBJOOHSA-N,CHEMBL1200342,PARAMETHASONE ACETATE,CHEMBL1200342,1,,,0,0,1,1,0,0,1,PARAMETHASONE ACETATE
HZLFFNCLTRVYJG-WWGOJCOQSA-N,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,HZLFFNCLTRVYJG-WWGOJCOQSA-N,CHEMBL538867,PATIDEGIB,CHEMBL538867,1,3.0,Terminated,1,10,1,12,1,6,1,PATIDEGIB
HZQDCMWJEBCWBR-UUOKFMHZSA-N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,HZQDCMWJEBCWBR-UUOKFMHZSA-N,CHEMBL245019,MIZORIBINE,CHEMBL245019,1,,,0,0,1,1,0,0,1,MIZORIBINE
IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,IAIWVQXQOWNYOU-FPYGCLRLSA-N,CHEMBL869,NITROFURAZONE,CHEMBL869,1,,,0,0,1,1,0,0,1,NITROFURAZONE
IAKHMKGGTNLKSZ-INIZCTEOSA-N,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,CHEMBL107,COLCHICINE,CHEMBL107,1,,,0,0,1,1,0,0,1,COLCHICINE
IDDIJAWJANBQLJ-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,IDDIJAWJANBQLJ-UHFFFAOYSA-N,CHEMBL1234,DEFEROXAMINE MESYLATE,CHEMBL1234,1,,,0,0,1,1,0,0,1,DEFEROXAMINE MESYLATE
IDPUKCWIGUEADI-UHFFFAOYSA-N,Oc1ncc(N(CCCl)CCCl)c(O)n1,IDPUKCWIGUEADI-UHFFFAOYSA-N,CHEMBL1488,URACIL MUSTARD,CHEMBL1488,1,,,0,0,1,1,0,0,1,URACIL MUSTARD
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,CHEMBL22,TRIMETHOPRIM,CHEMBL22,1,,,0,0,1,1,0,0,1,TRIMETHOPRIM
IHOVFYSQUDPMCN-DBEBIPAYSA-N,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,IHOVFYSQUDPMCN-DBEBIPAYSA-N,CHEMBL444172,ZOSUQUIDAR,CHEMBL444172,1,,,0,0,1,1,0,0,1,ZOSUQUIDAR
IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,IHUNBGSDBOWDMA-AQFIFDHZSA-N,CHEMBL1131,ACITRETIN,CHEMBL1131,1,4.0,"Active, not recruiting;Completed;Unknown status",3,24,0,27,3,6,0,ACITRETIN
IIUMCNJTGSMNRO-VVSKJQCTSA-L,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],IIUMCNJTGSMNRO-VVSKJQCTSA-L,CHEMBL1200721,ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,1,,,0,0,1,1,0,0,1,ESTRAMUSTINE PHOSPHATE SODIUM
ILKJAFIWWBXGDU-MOGDOJJUSA-N,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,ILKJAFIWWBXGDU-MOGDOJJUSA-N,CHEMBL1200732,AMCINONIDE,CHEMBL1200732,1,,,0,0,1,1,0,0,1,AMCINONIDE
ISOCDPQFIXDIMS-UHFFFAOYSA-N,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,ISOCDPQFIXDIMS-UHFFFAOYSA-N,CHEMBL3545328,XL-019,CHEMBL3545328,1,1.0,Terminated,1,76,0,77,1,38,0,XL-019
ITRJWOMZKQRYTA-RFZYENFJSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,ITRJWOMZKQRYTA-RFZYENFJSA-N,CHEMBL1650,CORTISONE ACETATE,CHEMBL1650,1,,,0,0,1,1,0,0,1,CORTISONE ACETATE
IUAXSWPNEQYKDR-GXTZACRKSA-N,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.O.O.O=C(O)C(O)C(O)C(=O)O,IUAXSWPNEQYKDR-GXTZACRKSA-N,CHEMBL3989677,HYDROCODONE BITARTRATE,CHEMBL3989677,1,,,0,0,1,1,0,0,1,HYDROCODONE BITARTRATE
IUVCFHHAEHNCFT-INIZCTEOSA-N,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,CHEMBL3948730,UMBRALISIB,CHEMBL3948730,1,4.0,,1,26,0,27,1,13,0,UMBRALISIB
IWUCXVSUMQZMFG-AFCXAGJDSA-N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IWUCXVSUMQZMFG-AFCXAGJDSA-N,CHEMBL1643,RIBAVIRIN,CHEMBL1643,1,,,0,0,1,1,0,0,1,RIBAVIRIN
IXOXBSCIXZEQEQ-UHTZMRCNSA-N,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,CHEMBL1201112,NELARABINE,CHEMBL1201112,1,,,0,0,1,1,0,0,1,NELARABINE
IXWNTLSTOZFSCM-YVACAVLKSA-N,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,IXWNTLSTOZFSCM-YVACAVLKSA-N,CHEMBL572284,OMBRABULIN,CHEMBL572284,1,,,0,0,1,1,0,0,1,OMBRABULIN
JCINBYQJBYJGDM-UHFFFAOYSA-N,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,JCINBYQJBYJGDM-UHFFFAOYSA-N,CHEMBL3545215,BMS-911543,CHEMBL3545215,1,1.0,Terminated,1,76,0,77,1,38,0,BMS-911543
JCKYGMPEJWAADB-UHFFFAOYSA-N,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,CHEMBL515,CHLORAMBUCIL,CHEMBL515,1,,,0,0,1,1,0,0,1,CHLORAMBUCIL
JFMWPOCYMYGEDM-XFULWGLBSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,JFMWPOCYMYGEDM-XFULWGLBSA-N,CHEMBL1795071,RUXOLITINIB PHOSPHATE,CHEMBL1795071,1,4.0,,1,76,0,77,1,38,0,RUXOLITINIB PHOSPHATE
JGWRKYUXBBNENE-UHFFFAOYSA-N,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,CHEMBL3813873,PEXIDARTINIB,CHEMBL3813873,1,4.0,,2,94,1,97,2,44,1,PEXIDARTINIB
JHJNPOSPVGRIAN-SFHVURJKSA-N,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,JHJNPOSPVGRIAN-SFHVURJKSA-N,CHEMBL4650333,SERALUTINIB,CHEMBL4650333,1,3.0,Not yet recruiting;Recruiting,3,78,1,82,3,30,1,SERALUTINIB
JLRIJKVMMZEKDF-UHFFFAOYSA-N,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1,JLRIJKVMMZEKDF-UHFFFAOYSA-N,CHEMBL4790100,AKN-028,CHEMBL4790100,1,1.0,Terminated,1,54,0,55,1,27,0,AKN-028
JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,NAVITOCLAX,CHEMBL443684,1,3.0,"Active, not recruiting",1,16,1,18,1,8,1,NAVITOCLAX
JMGXJHWTVBGOKG-UHFFFAOYSA-N,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,JMGXJHWTVBGOKG-UHFFFAOYSA-N,CHEMBL403989,TG100-801,CHEMBL403989,1,2.0,Terminated,2,26,0,28,2,14,0,TG100-801
JNLSTLQFDDAULK-UHFFFAOYSA-N,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12,JNLSTLQFDDAULK-UHFFFAOYSA-N,CHEMBL4080062,BFH-772,CHEMBL4080062,1,2.0,Completed,1,14,0,15,1,7,0,BFH-772
JOOXLOJCABQBSG-UHFFFAOYSA-N,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL1287853,FEDRATINIB,CHEMBL1287853,1,4.0,,2,130,1,133,2,64,1,FEDRATINIB
JSKFWUPVIZYJMR-UDOAKELVSA-N,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,JSKFWUPVIZYJMR-UDOAKELVSA-N,CHEMBL2107313,BECATECARIN,CHEMBL2107313,1,3.0,Terminated,1,4,1,6,1,2,1,BECATECARIN
JTEGQNOMFQHVDC-NKWVEPMBSA-N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,CHEMBL141,LAMIVUDINE,CHEMBL141,1,,,0,0,1,1,0,0,1,LAMIVUDINE
JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,JWNPDZNEKVCWMY-VQHVLOKHSA-N,CHEMBL180022,NERATINIB,CHEMBL180022,1,,,0,0,1,1,0,0,1,NERATINIB
JWRMHDSINXPDHB-OJAGFMMFSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,JWRMHDSINXPDHB-OJAGFMMFSA-N,CHEMBL1200877,FLUMETHASONE PIVALATE,CHEMBL1200877,1,,,0,0,1,1,0,0,1,FLUMETHASONE PIVALATE
JXDYOSVKVSQGJM-UHFFFAOYSA-N,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,JXDYOSVKVSQGJM-UHFFFAOYSA-N,CHEMBL3109738,JNJ-26483327,CHEMBL3109738,1,1.0,Completed,1,6,0,7,1,3,0,JNJ-26483327
JZZFDCXSFTVOJY-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,JZZFDCXSFTVOJY-UHFFFAOYSA-N,CHEMBL545315,CANERTINIB DIHYDROCHLORIDE,CHEMBL545315,1,,,0,0,1,1,0,0,1,CANERTINIB DIHYDROCHLORIDE
KDGFLJKFZUIJMX-UHFFFAOYSA-N,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,KDGFLJKFZUIJMX-UHFFFAOYSA-N,CHEMBL1738797,ALECTINIB,CHEMBL1738797,1,4.0,,1,10,0,11,1,5,0,ALECTINIB
KDQAABAKXDWYSZ-PNYVAJAMSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,KDQAABAKXDWYSZ-PNYVAJAMSA-N,CHEMBL378544,VINBLASTINE SULFATE,CHEMBL378544,1,,,0,0,1,1,0,0,1,VINBLASTINE SULFATE
KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CHEMBL494089,GSK-690693,CHEMBL494089,1,1.0,Terminated;Withdrawn,11,128,0,139,11,42,0,GSK-690693
KLRRGBHZCJLIEL-UHFFFAOYSA-N,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,KLRRGBHZCJLIEL-UHFFFAOYSA-N,CHEMBL3545403,BMS-833923,CHEMBL3545403,1,2.0,Terminated,1,10,0,11,1,6,0,BMS-833923
