active_id,chembl_id,drug_name,canonical_smiles,inchikey,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,mech_score_raw,mech_score,admet_risk_raw,admet_risk,combined_score,herg,ames,pgp,pampa,bbb,cyp3a4,cyp2c19,cyp2d6,cyp1a2,cyp2c9,logS,admet_missing
HGCOOPLEWPBLOY-PFEQFJNWSA-N,CHEMBL4297220,ASCIMINIB HYDROCHLORIDE,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,HGCOOPLEWPBLOY-PFEQFJNWSA-N,4,,2,35,1,38,2,22,1,43,0.077798861,1.76,0.375266525,0.009839054,0,1,0,1,1,0,0,0,0,1,-4.83,0
CUDVHEFYRIWYQD-UHFFFAOYSA-N,CHEMBL2220486,LUCITANIB,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CUDVHEFYRIWYQD-UHFFFAOYSA-N,2,Terminated,2,20,0,22,2,8,0,26,0.045540797,0.98,0.208955224,0.007366394,0,0,0.5,1,1,0.5,0,0,0,0,-4.2,0
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,CHEMBL206834,BAFETINIB,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,2,Completed,1,26,0,27,1,13,0,29,0.051233397,1.16,0.247334755,0.006448174,0,0,1,0.5,1,0,0,1,0,0,-2.04,0
ZXBFYBLSJMEBEP-UHFFFAOYSA-N,CHEMBL3545155,JI-101,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,1,Completed,2,26,0,28,2,14,0,32,0.056925996,1.32,0.281449893,0.006169613,0,0,0,0,1,0,0.5,0.5,1,0,-4.23,0
XIIOFHFUYBLOLW-UHFFFAOYSA-N,CHEMBL4559134,SELPERCATINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,XIIOFHFUYBLOLW-UHFFFAOYSA-N,4,,1,10,1,12,1,5,1,15,0.024667932,0.5,0.106609808,0.004976271,0,0,0,1,0,1,0,0,1,0.5,-3.08,0
HXHAJRMTJXHJJZ-UHFFFAOYSA-N,CHEMBL253969,OSI-632,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,HXHAJRMTJXHJJZ-UHFFFAOYSA-N,2,Completed,1,14,0,15,1,7,0,17,0.028462998,0.62,0.132196162,0.004364124,0,0,0,0,1,0,0,0,1,1,-0.85,0
AEULIVPVIDOLIN-UHFFFAOYSA-N,CHEMBL2010872,CEP-11981,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,AEULIVPVIDOLIN-UHFFFAOYSA-N,2,Recruiting,2,20,0,22,2,8,0,26,0.045540797,1.1,0.234541578,0.003528441,0,0,0.5,1,1,0,1,1,0.5,0,-4.28,0
JMGXJHWTVBGOKG-UHFFFAOYSA-N,CHEMBL403989,TG100-801,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,JMGXJHWTVBGOKG-UHFFFAOYSA-N,2,Terminated,2,26,0,28,2,14,0,32,0.056925996,1.41,0.300639659,0.003291148,0,0,0,0,1,0,1,0.5,1,1,-4.53,0
WVXNSAVVKYZVOE-UHFFFAOYSA-N,CHEMBL1738757,REBASTINIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,1,Terminated,1,26,0,27,1,13,0,29,0.051233397,1.26,0.268656716,0.00324988,0,0,1,1,1,0,0,0,1,0,-5.84,0
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2,Completed,1,8,0,9,1,8,0,11,0.017077799,0.38,0.081023454,0.002362611,0,0,0,1,1,0,0,0,0,0.5,-3.53,0
CHEMBL2107872,CHEMBL2107872,DELCASERTIB,,,2,Completed,1,28,0,29,1,14,0,31,0.055028463,1.4,0.298507463,0.001998074,0,0,0,0,,0,0,0,0,0,-4,1
GBLBJPZSROAGMF-RWYJCYHVSA-N,CHEMBL4582651,PRALSETINIB,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,GBLBJPZSROAGMF-RWYJCYHVSA-N,4,,1,10,1,12,1,5,1,15,0.024667932,0.63,0.134328358,0.000818488,0,0,0.5,1,0.5,0,0,0.5,0,0,-3.16,0
OWLCGJBUTJXNOF-HDNKIUSMSA-N,CHEMBL1200955,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,OWLCGJBUTJXNOF-HDNKIUSMSA-N,,,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.501,0
FYJROXRIVQPKRY-UHFFFAOYSA-N,CHEMBL3545414,RIVOCERANIB MESYLATE,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,FYJROXRIVQPKRY-UHFFFAOYSA-N,3,Recruiting,1,14,1,16,1,7,1,19,0.032258065,0.87,0.185501066,-0.000405805,0,0,1,0.5,0.5,0,0,0,1,1,-0.927,0
CHEMBL2364651,CHEMBL2364651,TOVETUMAB,,,2,Completed,1,26,0,27,1,14,0,29,0.051233397,1.4,0.298507463,-0.001227732,0,0,0,0,,0,0,0,0,0,-4,1
CHEMBL1743049,CHEMBL1743049,OLARATUMAB,,,4,,1,26,0,27,1,14,0,29,0.051233397,1.4,0.298507463,-0.001227732,0,0,0,0,,0,0,0,0,0,-4,1
UQRICAQPWZSJNF-UHFFFAOYSA-N,CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,UQRICAQPWZSJNF-UHFFFAOYSA-N,4,,1,8,0,9,1,8,0,11,0.017077799,0.5,0.106609808,-0.001475342,0,0,0,0,1,0,0,0,0,0,-1.61,0
FUKSNUHSJBTCFJ-UHFFFAOYSA-N,CHEMBL3545063,OSIMERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,FUKSNUHSJBTCFJ-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.06,0.012793177,-0.001918977,0,0,0,1,1,0,0,0,1,0,-1.77,0
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,4,Completed,1,32,1,34,1,16,1,37,0.066413662,1.85,0.39445629,-0.002716831,0,1,0,1,1,0,0,0.5,1,1,-7.43,0
FRVSRBKUQZKTOW-YOCNBXQISA-N,CHEMBL4650827,REVUMENIB,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,FRVSRBKUQZKTOW-YOCNBXQISA-N,2,Not yet recruiting,1,5,0,6,1,5,0,8,0.011385199,0.41,0.087420043,-0.003435587,0,0,0,1,1,0,0,1,0,0,-3.72,0
GKDRMWXFWHEQQT-UHFFFAOYSA-N,CHEMBL2103830,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,GKDRMWXFWHEQQT-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.12,0.025586354,-0.003837953,0,0,0,1,1,1,0,0,0,1,-1.79,0
ZQGJCHHKJNSPMS-UHFFFAOYSA-L,CHEMBL3989516,FOSTAMATINIB DISODIUM,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+],ZQGJCHHKJNSPMS-UHFFFAOYSA-L,,,0,0,1,1,0,0,1,2,0,0.12,0.025586354,-0.003837953,0,0,0,1,1,1,0,0,0,1,-1.28,0
XAGMUUZPGZWTRP-ZETCQYMHSA-N,CHEMBL240163,PAZUFLOXACIN,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,XAGMUUZPGZWTRP-ZETCQYMHSA-N,3,,1,4,1,6,1,2,1,9,0.013282732,0.5,0.106609808,-0.004701149,0,0,0,0,0,0,0,0,0,0,-1.48,0
BPQMGSKTAYIVFO-UHFFFAOYSA-N,CHEMBL473417,VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,4,,1,10,0,11,1,6,0,13,0.020872865,0.73,0.15565032,-0.005605612,0,0,0,1,1,0,0,0,0,0.5,-4.51,0
DCGDPJCUIKLTDU-QWQRMKEZSA-N,CHEMBL4167360,IDH305,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,DCGDPJCUIKLTDU-QWQRMKEZSA-N,2,Withdrawn,1,10,0,11,1,5,0,13,0.020872865,0.76,0.162046908,-0.006565101,0,0,0,1,1,0,0,0.5,0.5,0,-4.32,0
JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,NAVITOCLAX,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,JLYAXFNOILIKPP-KXQOOQHDSA-N,3,"Active, not recruiting",1,16,1,18,1,8,1,21,0.036053131,1.2,0.255863539,-0.00773437,0,0,0,0,1,0,0,0,0,0,-9.05,0
UPPAAWQBZQBNIE-USRGLUTNSA-N,CHEMBL4650282,DS-1001B,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,UPPAAWQBZQBNIE-USRGLUTNSA-N,2,"Active, not recruiting",1,10,0,11,1,5,0,13,0.020872865,0.85,0.181236674,-0.009443566,0,0,0,1,0,0.5,0,0.5,1,0.5,-5.03,0
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,4,,1,10,0,11,1,10,0,13,0.020872865,0.85,0.181236674,-0.009443566,0,0,0,0,1,0,0,0,0,0,-3.46,0
AXNUWYROYVRYIM-OQIJCFCCSA-N,CHEMBL4650278,REVUMENIB SESQUIFUMARATE,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,AXNUWYROYVRYIM-OQIJCFCCSA-N,1,Recruiting,1,5,0,6,1,5,0,8,0.011385199,0.6,0.12793177,-0.009512346,0,0,0,0.5,1,0,0,0,0,0,-3.99,0
FYBXRCFPOTXTJF-UHFFFAOYSA-N,CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,FYBXRCFPOTXTJF-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.31,0.066098081,-0.009914712,0,0,0,0.5,1,0,0,1,0,0,0.307,0
HZLFFNCLTRVYJG-WWGOJCOQSA-N,CHEMBL538867,PATIDEGIB,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,HZLFFNCLTRVYJG-WWGOJCOQSA-N,3,Terminated,1,10,1,12,1,6,1,15,0.024667932,0.98,0.208955224,-0.010375542,0,0,0,0.5,1,0,0,0.5,0,0,-5.18,0
DJHCCTTVDRAMEH-DUUJBDRPSA-N,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,DJHCCTTVDRAMEH-DUUJBDRPSA-N,,,0,0,1,1,0,0,1,2,0,0.35,0.074626866,-0.01119403,0,0,0,1,1,0,0,0,0,0,-2.45,0
MCTXSDCWFQAGFS-UEXNTNOUSA-N,CHEMBL1277072,HENATINIB,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,MCTXSDCWFQAGFS-UEXNTNOUSA-N,1,Terminated,1,14,0,15,1,7,0,17,0.028462998,1.15,0.245202559,-0.012586835,0,1,0,1,1,0.5,1,0,0,1,-1.1,0
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL3414621,TAZEMETOSTAT,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,4,,1,8,0,9,1,8,0,11,0.017077799,0.85,0.181236674,-0.012669372,0,0,0,0,1,0,0,0,0,0,-2.29,0
HXHWSAZORRCQMX-UHFFFAOYSA-N,CHEMBL1483,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.41,0.087420043,-0.013113006,0,0,0,1,1,0,0,0,1,0,-3.32,0
GHKOONMJXNWOIW-UHFFFAOYSA-N,CHEMBL4297258,FIRMONERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,GHKOONMJXNWOIW-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.41,0.087420043,-0.013113006,0,0,0,1,1,0,1,0,0,0,-3.79,0
YIHUEPHBPPAAHH-PEPODRRYSA-N,CHEMBL2105629,VINFLUNINE DITARTRATE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,YIHUEPHBPPAAHH-PEPODRRYSA-N,,,0,0,1,1,0,0,1,2,0,0.41,0.087420043,-0.013113006,0,0,0,1,1,0,0,1,0,0,-3.71,0
CIWBQSYVNNPZIQ-XYWKZLDCSA-N,CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,,,0,0,1,1,0,0,1,2,0,0.41,0.087420043,-0.013113006,0,0,0,1,1,1,0,0,0,0,-3.05,0
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3,Not yet recruiting,1,8,0,9,1,8,0,11,0.017077799,0.88,0.187633262,-0.01362886,0,0,0,0,0,0.5,0,0,0,0,-3.37,0
NZMOFYDMGFQZLS-UHFFFAOYSA-N,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,NZMOFYDMGFQZLS-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.43,0.091684435,-0.013752665,0,0,0,0.5,1,1,0,1,0,1,-0.558,0
RHLJLALHBZGAFM-UHFFFAOYSA-N,CHEMBL188185,BUNAZOSIN,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,RHLJLALHBZGAFM-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.44,0.093816631,-0.014072495,0,0,0,1,1,1,0,0.5,0,0,-3.21,0
LGXVKMDGSIWEHL-UHFFFAOYSA-N,CHEMBL1738697,PF-00337210,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,LGXVKMDGSIWEHL-UHFFFAOYSA-N,1,Completed,1,14,0,15,1,7,0,17,0.028462998,1.2,0.255863539,-0.014185983,0,0,0,0,1,0,0,0,0,0,-4.17,0
FKSFKBQGSFSOSM-QFIPXVFZSA-N,CHEMBL3287735,GSK2816126,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,FKSFKBQGSFSOSM-QFIPXVFZSA-N,1,Terminated,1,8,0,9,1,8,0,11,0.017077799,0.91,0.194029851,-0.014588349,0,0,0,0,1,0,0,0,1,0,-3.61,0
VERWOWGGCGHDQE-UHFFFAOYSA-N,CHEMBL2403108,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,VERWOWGGCGHDQE-UHFFFAOYSA-N,4,,1,10,0,11,1,10,0,13,0.020872865,1.04,0.221748401,-0.015520325,0,0,0,0.5,1,1,0,0.5,0,0,-4.06,0
QAMYWGZHLCQOOJ-WRNBYXCMSA-N,CHEMBL1683544,ERIBULIN MESYLATE,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C.CS(=O)(=O)O,QAMYWGZHLCQOOJ-WRNBYXCMSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,0.582,0
XQFRJNBWHJMXHO-RRKCRQDMSA-N,CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,XQFRJNBWHJMXHO-RRKCRQDMSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,-1.13,0
IXOXBSCIXZEQEQ-UHTZMRCNSA-N,CHEMBL1201112,NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,-0.788,0
XVTQTNAKZYLTNZ-HFPMQDOPSA-N,CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,XVTQTNAKZYLTNZ-HFPMQDOPSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,0.361,0
HZQDCMWJEBCWBR-UUOKFMHZSA-N,CHEMBL245019,MIZORIBINE,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,HZQDCMWJEBCWBR-UUOKFMHZSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,-0.0193,0
UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,-1.95,0
PSVUJBVBCOISSP-SPFKKGSWSA-N,CHEMBL2107143,GLUFOSFAMIDE,O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,PSVUJBVBCOISSP-SPFKKGSWSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,0.252,0
BPEGJWRSRHCHSN-UHFFFAOYSA-N,CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,0.0564,0
DUYJMQONPNNFPI-UHFFFAOYSA-N,CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,1,1,0.5,1,0,1,0,-3.81,0
DDUHZTYCFQRHIY-RBHXEPJQSA-N,CHEMBL562,GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,1,0,0.5,0,1,1,0,-3.12,0
YBVNFKZSMZGRAD-UHFFFAOYSA-N,CHEMBL361506,PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,YBVNFKZSMZGRAD-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,1.71,0
DOZYTHNHLLSNIK-JOKMOOFLSA-M,CHEMBL2106643,MYCOPHENOLATE SODIUM,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],DOZYTHNHLLSNIK-JOKMOOFLSA-M,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,-1.16,0
WFWLQNSHRPWKFK-UHFFFAOYSA-N,CHEMBL20883,TEGAFUR,O=c1[nH]c(=O)n(C2CCCO2)cc1F,WFWLQNSHRPWKFK-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,-0.634,0
DUORKVZYABUEHW-AHJYMZSGSA-N,CHEMBL3989962,PEMETREXED TROMETHAMINE,NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1.O.O,DUORKVZYABUEHW-AHJYMZSGSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,-1.88,0
IWUCXVSUMQZMFG-AFCXAGJDSA-N,CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,0,0,0,0,0,0,0.539,0
HHZQLQREDATOBM-CODXZCKSSA-M,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HHZQLQREDATOBM-CODXZCKSSA-M,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,-1.47,0
ZHSKUOZOLHMKEA-UHFFFAOYSA-N,CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,ZHSKUOZOLHMKEA-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,-0.905,0
ZLHFONARZHCSET-UHFFFAOYSA-N,CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,Cl.NCC(=O)CCC(=O)O,ZLHFONARZHCSET-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.5,0.106609808,-0.015991471,0,0,0,0,1,0,0,0,0,0,2.14,0
UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL43452,POMALIDOMIDE,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,UVSMNLNDYGZFPF-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.53,0.113006397,-0.016950959,0,0,0,0,1,0,0,0,0,0.5,-1.54,0
VVCUIDHKAHHSAN-JJHQWJQCSA-N,CHEMBL3137310,BENZHYDROCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341.Cl,VVCUIDHKAHHSAN-JJHQWJQCSA-N,,,0,0,1,1,0,0,1,2,0,0.53,0.113006397,-0.016950959,0,0,0,1,1,0,1,1,1,0,-2.57,0
ROAIXOJGRFKICW-UHFFFAOYSA-N,CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,ROAIXOJGRFKICW-UHFFFAOYSA-N,,,0,0,1,1,0,0,1,2,0,0.53,0.113006397,-0.016950959,0,0,0,0,1,0,0.5,0,0,0,0.977,0
