active_id,chembl_id,drug_name,canonical_smiles,inchikey,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,mech_score_raw,mech_score,admet_risk_raw,admet_risk,combined_score,herg,ames,pgp,pampa,bbb,cyp3a4,cyp2c19,cyp2d6,cyp1a2,cyp2c9,logS,admet_missing
BFENHEAPFWQJFL-BTJKTKAUSA-N,CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,BFENHEAPFWQJFL-BTJKTKAUSA-N,4,,1,76,0,77,1,38,0,79,0.146110057,0.85,0.181236674,0.097008047,0,0,0,0,1,0,0,0,0,0,-2.1,0
VQIIUJSNIKEMCK-MHZLTWQESA-N,CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,VQIIUJSNIKEMCK-MHZLTWQESA-N,1,Completed,1,76,0,77,1,38,0,79,0.146110057,0.88,0.187633262,0.096048559,0,0,0,0,0,0,0,0,0,0.5,-3.07,0
DADAEARVGOQWHV-OSYLJGHBSA-N,CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,DADAEARVGOQWHV-OSYLJGHBSA-N,2,Terminated,1,76,0,77,1,38,0,79,0.146110057,0.88,0.187633262,0.096048559,0,0,0.5,0.5,1,0.5,0,0,0,0,-2.94,0
XZXHXSATPCNXJR-ZIADKAODSA-N,CHEMBL502835,NINTEDANIB,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N,3,Completed,4,58,0,62,4,22,0,70,0.129032258,0.5,0.106609808,0.093685948,0,0,0,1,1,1,0.5,0.5,0,0.5,-2.92,0
FOFDIMHVKGYHRU-UHFFFAOYSA-N,CHEMBL2103851,AMUVATINIB,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,2,Completed,3,120,0,123,3,53,0,129,0.240986717,3.5,0.746268657,0.092898411,1,0,1,1,0,1,1,1,1,1,-5.34,0
WUWDLXZGHZSWQZ-WQLSENKSSA-N,CHEMBL276711,SEMAXANIB,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,WUWDLXZGHZSWQZ-WQLSENKSSA-N,3,Completed,3,60,1,64,3,29,1,71,0.130929791,0.59,0.125799574,0.092420387,0,0,0,1,0,1,1,0,1,1,-2.92,0
UQTPDWDAYHAZNT-AWEZNQCLSA-N,CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,UQTPDWDAYHAZNT-AWEZNQCLSA-N,1,Completed,1,76,0,77,1,38,0,79,0.146110057,1.09,0.232409382,0.089332141,0,0,1,1,1,1,0.5,1,0.5,1,-2.25,0
DCRWIATZWHLIPN-UHFFFAOYSA-N,CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,DCRWIATZWHLIPN-UHFFFAOYSA-N,1,Completed,1,76,0,77,1,38,0,79,0.146110057,1.09,0.232409382,0.089332141,0,0,1,1,1,0.5,1,1,0.5,1,-3.11,0
GBXJAPBXPROFPY-GOSISDBHSA-N,CHEMBL5316167,ARQ-736 FREE ACID,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,GBXJAPBXPROFPY-GOSISDBHSA-N,1,Completed,2,66,0,68,2,21,0,72,0.132827324,0.75,0.159914712,0.088916019,0,0,0,0.5,0,0.5,1,1,0,0,-2.72,0
XXJWYDDUDKYVKI-UHFFFAOYSA-N,CHEMBL491473,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,XXJWYDDUDKYVKI-UHFFFAOYSA-N,3,Completed,5,98,1,104,5,38,1,115,0.214421252,2.94,0.626865672,0.088228214,1,0,0,0,1,0,0,1,0,0.5,-2.88,0
CEFJVGZHQAGLHS-UHFFFAOYSA-N,CHEMBL4216467,RIPRETINIB,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CEFJVGZHQAGLHS-UHFFFAOYSA-N,4,,2,66,1,69,2,30,1,74,0.136622391,0.88,0.187633262,0.087984043,0,0,0,1,1,1,0,0,1,1,-5.67,0
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,CHEMBL3348923,TOVORAFENIB,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,3,Recruiting,2,66,0,68,2,21,0,72,0.132827324,0.88,0.187633262,0.084758236,0,0,0,1,0,1,0,1,1,0,-4.34,0
HHCBMISMPSAZBF-UHFFFAOYSA-N,CHEMBL3577124,LY-3009120,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,HHCBMISMPSAZBF-UHFFFAOYSA-N,1,Terminated,2,66,0,68,2,21,0,72,0.132827324,0.88,0.187633262,0.084758236,0,0,0,1,1,1,0,0,1,1,-4.04,0
NXQKSXLFSAEQCZ-SFHVURJKSA-N,CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,4,,1,68,0,69,1,68,0,71,0.130929791,0.85,0.181236674,0.084104822,0,0,0,0,1,0,0,0,0,0,-2.84,0
KVCQTKNUUQOELD-UHFFFAOYSA-N,CHEMBL3977543,BELVARAFENIB,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,KVCQTKNUUQOELD-UHFFFAOYSA-N,2,Recruiting,2,66,0,68,2,21,0,72,0.132827324,0.94,0.200426439,0.08283926,0,0,0,1,1,0.5,1,0.5,1,1,-5.07,0
RQXMKRRBJITKRN-UHFFFAOYSA-N,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,RQXMKRRBJITKRN-UHFFFAOYSA-N,4,,4,72,1,77,4,32,1,86,0.159392789,1.76,0.375266525,0.079193892,0,1,0,1,1,0,0,0,1,0,-5.26,0
SPMVMDHWKHCIDT-UHFFFAOYSA-N,CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,3,Completed,4,72,1,77,4,32,1,86,0.159392789,1.76,0.375266525,0.079193892,0,1,0,1,1,0,0,0,1,0,-5.52,0
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,CHEMBL4594350,ADAGRASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,4,,1,68,0,69,1,68,0,71,0.130929791,1.13,0.240938166,0.075149598,0,0,0,0.5,1,0,1,0,1,1,-5.27,0
JHJNPOSPVGRIAN-SFHVURJKSA-N,CHEMBL4650333,SERALUTINIB,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,JHJNPOSPVGRIAN-SFHVURJKSA-N,3,Not yet recruiting;Recruiting,3,78,1,82,3,30,1,89,0.165085389,2.06,0.439232409,0.074437719,0,1,1,1,0,1,0,1,0.5,1,-3.5,0
YCOYDOIWSSHVCK-UHFFFAOYSA-N,CHEMBL101253,VATALANIB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,3,Completed,5,98,1,104,5,38,1,115,0.214421252,3.4,0.724946695,0.07351606,1,0,1,0.5,0,1,1,1,1,1,-3.56,0
MMNNTJYFHUDSKL-UHFFFAOYSA-N,CHEMBL3545027,XL-281,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,MMNNTJYFHUDSKL-UHFFFAOYSA-N,1,Completed,2,66,0,68,2,21,0,72,0.132827324,1.32,0.281449893,0.070685742,0,0,1,1,1,0,0,1,1,0,-4.37,0
MAFACRSJGNJHCF-UHFFFAOYSA-N,CHEMBL5314406,4SC-203,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,MAFACRSJGNJHCF-UHFFFAOYSA-N,1,Completed,3,74,0,77,3,35,0,83,0.15370019,1.91,0.407249467,0.069557741,0,0,1,0,1,1,1,1,0,0.5,-5.23,0
NHFDRBXTEDBWCZ-ZROIWOOFSA-N,CHEMBL274654,ORANTINIB,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,3,Terminated,3,52,1,56,3,21,1,63,0.115749526,1,0.213219616,0.066404154,0,0,0,0,0.5,0,1,0,0.5,1,-2.77,0
BGBNULCRKBVAKL-UHFFFAOYSA-N,CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,BGBNULCRKBVAKL-UHFFFAOYSA-N,3,Completed,1,90,0,91,1,47,0,93,0.172675522,2.53,0.539445629,0.065857349,1,0,0,0,0,0,0,0.5,0,0,0.531,0
WPHKIQPVPYJNAX-UHFFFAOYSA-N,CHEMBL1980297,ILORASERTIB,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,WPHKIQPVPYJNAX-UHFFFAOYSA-N,2,Terminated,4,58,0,62,4,22,0,70,0.129032258,1.38,0.29424307,0.065540959,0,0,0,0,1,0,1,0.5,0.5,1,-4.05,0
ISOCDPQFIXDIMS-UHFFFAOYSA-N,CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,ISOCDPQFIXDIMS-UHFFFAOYSA-N,1,Terminated,1,76,0,77,1,38,0,79,0.146110057,1.85,0.39445629,0.065025105,0,1,0,0,0,0,0,0,0,0,-2.58,0
CHEMBL3545401,CHEMBL3545401,X-82,,,2,Terminated,4,58,0,62,4,22,0,70,0.129032258,1.4,0.298507463,0.0649013,0,0,0,0,,0,0,0,0,0,-4,1
DZFZXPPHBWCXPQ-UHFFFAOYSA-N,CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,DZFZXPPHBWCXPQ-UHFFFAOYSA-N,1,Completed,4,58,0,62,4,22,0,70,0.129032258,1.73,0.368869936,0.054346929,0,1,0,1,1,0,0,0.5,0,0,-4.52,0
BWTNNZPNKQIADY-UHFFFAOYSA-N,CHEMBL2105708,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,BWTNNZPNKQIADY-UHFFFAOYSA-N,4,,2,35,1,38,2,22,1,43,0.077798861,0.56,0.119402985,0.048218584,0,0,1,1,1,0,0,1,0,0,-1.9,0
DKNUPRMJNUQNHR-UHFFFAOYSA-N,CHEMBL2029988,CEP-32496,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,DKNUPRMJNUQNHR-UHFFFAOYSA-N,1,Completed,2,42,0,44,2,21,0,48,0.087286528,0.82,0.174840085,0.047967536,0,0,0,1,1,0,1,0,1,0,-6.27,0
JLRIJKVMMZEKDF-UHFFFAOYSA-N,CHEMBL4790100,AKN-028,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1,JLRIJKVMMZEKDF-UHFFFAOYSA-N,1,Terminated,1,54,0,55,1,27,0,57,0.104364326,1.3,0.277185501,0.047131852,0,0,1,0,0.5,1,1,1,1,1,-1.91,0
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,3,Recruiting,1,76,0,77,1,38,0,79,0.146110057,2.41,0.513859275,0.047114657,1,0,0,1,0,0,0,0,1,0,-2.69,0
WYQFJHHDOKWSHR-MNOVXSKESA-N,CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,3,"Active, not recruiting",1,76,0,77,1,38,0,79,0.146110057,2.47,0.526652452,0.045195681,1,0,0,1,1,1,0,1,0,0,-2.86,0
NLFLXLJXEIUQDL-UHFFFAOYSA-N,CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,NLFLXLJXEIUQDL-UHFFFAOYSA-N,2,Terminated,1,76,0,77,1,38,0,79,0.146110057,2.5,0.533049041,0.044236192,1,0,0,1,1,0,0.5,0,1,1,-2.98,0
CHEMBL2109328,CHEMBL2109328,IMC-EB10,,,1,Terminated,1,54,0,55,1,27,0,57,0.104364326,1.4,0.298507463,0.043933558,0,0,0,0,,0,0,0,0,0,-4,1
CHEMBL4650387,CHEMBL4650387,CDX-301,,,2,Terminated,1,54,0,55,1,27,0,57,0.104364326,1.4,0.298507463,0.043933558,0,0,0,0,,0,0,0,0,0,-4,1
CHEMBL4650288,CHEMBL4650288,FLYSYN,,,1,Completed,1,54,0,55,1,27,0,57,0.104364326,1.4,0.298507463,0.043933558,0,0,0,0,,0,0,0,0,0,-4,1
CHEMBL4650295,CHEMBL4650295,AMG553,,,1,Withdrawn,1,54,0,55,1,27,0,57,0.104364326,1.4,0.298507463,0.043933558,0,0,0,0,,0,0,0,0,0,-4,1
YKGMKSIHIVVYKY-UHFFFAOYSA-N,CHEMBL2105729,DABRAFENIB MESYLATE,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,YKGMKSIHIVVYKY-UHFFFAOYSA-N,4,,1,32,1,34,1,16,1,37,0.066413662,0.41,0.087420043,0.043338607,0,0,0,1,0,0,0,0,0,1,-3.61,0
SYIKUFDOYJFGBQ-YLAFAASESA-N,CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SYIKUFDOYJFGBQ-YLAFAASESA-N,4,,1,76,0,77,1,38,0,79,0.146110057,2.56,0.545842217,0.042317216,1,0,0,0,0,0,0,0,1,0,-0.0549,0
DWYRIWUZIJHQKQ-SANMLTNESA-N,CHEMBL4204794,AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,4,,2,66,1,69,2,30,1,74,0.136622391,2.41,0.513859275,0.039050141,1,0,0,1,1,0,0,0,0,1,-3.46,0
TZKBVRDEOITLRB-UHFFFAOYSA-N,CHEMBL2316582,OLVEREMBATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,TZKBVRDEOITLRB-UHFFFAOYSA-N,3,Recruiting,2,35,1,38,2,22,1,43,0.077798861,0.88,0.187633262,0.037984043,0,0,1,1,1,0,0,0.5,0,0,-3.25,0
UEPXBTCUIIGYCY-UHFFFAOYSA-N,CHEMBL4583691,NAPORAFENIB,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,UEPXBTCUIIGYCY-UHFFFAOYSA-N,3,Recruiting,2,66,0,68,2,21,0,72,0.132827324,2.41,0.513859275,0.035824335,0,1,1,0,1,0,1,0,0,0,-3.47,0
YCBPQSYLYYBPDW-UHFFFAOYSA-N,CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,YCBPQSYLYYBPDW-UHFFFAOYSA-N,4,,2,35,1,38,2,22,1,43,0.077798861,1,0.213219616,0.03414609,0,0,1,1,1,1,0,0,0.5,1,-2.57,0
PHXJVRSECIGDHY-UHFFFAOYSA-N,CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,3,"Active, not recruiting;Recruiting",2,35,0,37,2,22,0,41,0.074003795,0.91,0.194029851,0.033798748,0,0,1,1,1,0,0,1,0,0,-2.62,0
FGTCROZDHDSNIO-UHFFFAOYSA-N,CHEMBL1614710,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,1,Completed,3,60,0,63,3,29,0,69,0.127134725,2.41,0.513859275,0.030985625,0,1,1,1,1,0,1,0.5,1,1,-4.08,0
BJCJYEYYYGBROF-UHFFFAOYSA-N,CHEMBL3545413,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,3,Recruiting,1,26,1,28,1,13,1,31,0.055028463,0.5,0.106609808,0.030782722,0,0,1,1,1,0,0,0,0,0,-0.287,0
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CHEMBL3301612,ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,4,,1,32,1,34,1,16,1,37,0.066413662,0.82,0.174840085,0.0302256,0,0,0,1,1,0,0,1,1,0,-4.12,0
HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,3,"Active, not recruiting;Completed",2,35,0,37,2,22,0,41,0.074003795,1.03,0.219616205,0.029960795,0,0,1,1,1,1,0,0,1,1,-2.89,0
YYACLQUDUDXAPA-MRXNPFEDSA-N,CHEMBL4303729,PLIXORAFENIB,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,YYACLQUDUDXAPA-MRXNPFEDSA-N,2,Recruiting,1,32,0,33,1,16,0,35,0.062618596,0.73,0.15565032,0.029878258,0,0,0,1,1,0,0,0,0,0.5,-6.29,0
BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,BFSMGDJOXZAERB-UHFFFAOYSA-N,4,,1,32,0,33,1,16,0,35,0.062618596,0.76,0.162046908,0.02891877,0,0,0,1,0,0,0,0,0,1,-5.55,0
IHUNBGSDBOWDMA-AQFIFDHZSA-N,CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,IHUNBGSDBOWDMA-AQFIFDHZSA-N,4,"Active, not recruiting;Completed;Unknown status",3,24,0,27,3,6,0,33,0.058823529,0.66,0.140724947,0.028891258,0,0,0,0.5,0,0,0,1,0,0,-3.3,0
ZFKXDVMHNXPEIY-PEZBNFGJSA-N,CHEMBL2107358,OBATOCLAX MESYLATE,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,ZFKXDVMHNXPEIY-PEZBNFGJSA-N,3,Withdrawn,1,16,1,18,1,8,1,21,0.036053131,0.12,0.025586354,0.026807208,0,0,0,1,0,0,1,0,1,0,-0.507,0
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL1657,TAZAROTENE,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,OGQICQVSFDPSEI-UHFFFAOYSA-N,4,Completed,3,24,1,28,3,6,1,35,0.062618596,0.85,0.181236674,0.026040305,0,0,0,1,1,0,1,0.5,1,0,-5.47,0
DUPWHXBITIZIKZ-UHFFFAOYSA-N,CHEMBL4297524,RADOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,3,"Active, not recruiting;Recruiting",2,35,1,38,2,22,1,43,0.077798861,1.31,0.279317697,0.024231378,0,0,1,0.5,1,1,0,1,0.5,1,-2.33,0
CHEMBL1201556,CHEMBL1201556,BECAPLERMIN,,,4,,2,38,0,40,2,14,0,44,0.079696395,1.4,0.298507463,0.022965816,0,0,0,0,,0,0,0,0,0,-4,1
KYJWUPZPSXZEPG-NTISSMGPSA-N,CHEMBL3989869,UMBRALISIB TOSYLATE,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,KYJWUPZPSXZEPG-NTISSMGPSA-N,4,,1,26,1,28,1,13,1,31,0.055028463,0.76,0.162046908,0.022467157,0,0,0,1,1,0,0.5,0,0,0.5,-5.1,0
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,RITAVMQDGBJQJZ-FMIVXFBMSA-N,4,,2,20,1,23,2,8,1,28,0.049335863,0.63,0.134328358,0.02178623,0,0,0,0.5,1,0,0,0,0.5,0,-3.01,0
CHEMBL2108287,CHEMBL2108287,APRINOCARSEN,,,3,Completed,1,40,0,41,1,20,0,43,0.077798861,1.4,0.298507463,0.021352913,0,0,0,0,,0,0,0,0,0,-4,1
TTZSNFLLYPYKIL-UHFFFAOYSA-N,CHEMBL4297190,SURUFATINIB,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,TTZSNFLLYPYKIL-UHFFFAOYSA-N,3,,2,20,1,23,2,8,1,28,0.049335863,0.7,0.149253731,0.019547424,0,0,0,1,0,0,0,0,0,0,-4.14,0
HQMNCQVAMBCHCO-DJRRULDNSA-N,CHEMBL464,ETRETINATE,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,HQMNCQVAMBCHCO-DJRRULDNSA-N,4,,3,24,0,27,3,6,0,33,0.058823529,1,0.213219616,0.018017058,0,0,1,1,0.5,0,1,1,0.5,0,-3.9,0
YRCHYHRCBXNYNU-UHFFFAOYSA-N,CHEMBL3989914,GLESATINIB,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,YRCHYHRCBXNYNU-UHFFFAOYSA-N,2,Completed,2,20,0,22,2,8,0,26,0.045540797,0.7,0.149253731,0.016321618,0,0,0,1,0.5,0,0,0,0,0,-4.54,0
HJFSVYUFOXAVAA-YUAYGMJFSA-N,CHEMBL4650283,FF-10101,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,HJFSVYUFOXAVAA-YUAYGMJFSA-N,1,Completed,1,54,0,55,1,27,0,57,0.104364326,2.28,0.486140725,0.015788569,1,0,0,0.5,1,0,0,0.5,0,0,-0.74,0
OUKYUETWWIPKQR-UHFFFAOYSA-N,CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,2,Terminated,1,26,1,28,1,13,1,31,0.055028463,0.97,0.206823028,0.015750739,0,0,1,1,1,0,0.5,1,0.5,0,-2.91,0
BALLNEJQLSTPIO-UHFFFAOYSA-N,CHEMBL4303214,FRUQUINTINIB,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,BALLNEJQLSTPIO-UHFFFAOYSA-N,4,,2,20,1,23,2,8,1,28,0.049335863,0.91,0.194029851,0.012831006,0,0,1,1,0,0,0,0,1,0,-3.69,0
MVWATCATLSSVBH-UHFFFAOYSA-N,CHEMBL5314408,AZD-0424,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,MVWATCATLSSVBH-UHFFFAOYSA-N,1,Terminated,1,26,0,27,1,13,0,29,0.051233397,0.97,0.206823028,0.012524933,0,0,1,1,0,0,0,1,0,1,-3.65,0
LZCDAPDGXCYOEH-UHFFFAOYSA-N,CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,4,"Active, not recruiting",3,24,1,28,3,6,1,35,0.062618596,1.32,0.281449893,0.011008322,0,0,0,0,1,0,0,1,1,0,-7.12,0
WOSKHXYHFSIKNG-UHFFFAOYSA-N,CHEMBL1289601,LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG-UHFFFAOYSA-N,4,,2,20,0,22,2,8,0,26,0.045540797,0.88,0.187633262,0.010564688,0,0,0,1,1,1,0,1,1,0,-4.6,0
RFTSSZJZXOSICM-GRSHGNNSSA-N,CHEMBL408194,OBATOCLAX,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,RFTSSZJZXOSICM-GRSHGNNSSA-N,3,Withdrawn,1,16,0,17,1,8,0,19,0.032258065,0.53,0.113006397,0.010468395,0,0,0,1,0,0,1,1,1,0,-2.47,0
VOVZXURTCKPRDQ-CQSZACIVSA-N,CHEMBL4208229,ASCIMINIB,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,VOVZXURTCKPRDQ-CQSZACIVSA-N,4,,2,35,1,38,2,22,1,43,0.077798861,1.76,0.375266525,0.009839054,0,1,0,1,0,0,0,0,0,1,-5.54,0
