pair_key,name_1,name_2,target_overlap_jaccard,moa_overlap_jaccard
SNAP-5089||calpeptin,calpeptin,SNAP-5089,0.0,0.0
C-021||Y-26763,Y-26763,C-021,0.0,0.0
NVP-BSK805 2HCl||Y-29794 oxalate,Y-29794 oxalate,NVP-BSK805 2HCl,0.0,0.0
C-021||PENFLURIDOL,PENFLURIDOL,C-021,0.0,0.0
JIB04 (NSC693627)||prenylamine,prenylamine,JIB04 (NSC693627),0.0,0.0
Lasofoxifene (Tartrate)||costunolide,costunolide,Lasofoxifene (Tartrate),0.0,0.0
Cot inhibitor-2||nemonapride,nemonapride,Cot inhibitor-2,0.0,0.0
fendiline||pifithrin-mu,pifithrin-mu,fendiline,0.0,0.0
ML-298||UNC0646,ML-298,UNC0646,0.0,0.0
Sunitinib||U-18666A,U-18666A,Sunitinib,0.0,0.0
N-benzylnaltrindole||UNC1999,N-benzylnaltrindole,UNC1999,0.0,0.0
"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)||Tie2 kinase inhibitor",Tie2 kinase inhibitor,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",0.0,0.0
MEPAZINE||UNC1999,MEPAZINE,UNC1999,0.0,0.0
CYCLOSPORINE||UNC1999,CYCLOSPORINE,UNC1999,0.0,0.0
3-CPMT||CCT128930,3-CPMT,CCT128930,0.0,0.0
3'-fluorobenzylspiperone||MK-2206 dihydrochloride,3'-fluorobenzylspiperone,MK-2206 dihydrochloride,0.0,0.0
Imatinib Mesylate (STI571)||RS-39604,RS-39604,Imatinib Mesylate (STI571),0.0,0.0
Ceritinib||EHop-016,Ceritinib,EHop-016,0.0,0.0
DCC-2036 (Rebastinib)||PENFLURIDOL,PENFLURIDOL,DCC-2036 (Rebastinib),0.0,0.0
THIORIDAZINE HYDROCHLORIDE||gallium-triquinolin-8-olate,THIORIDAZINE HYDROCHLORIDE,gallium-triquinolin-8-olate,0.0,0.0
NNC-05-2090||madrasin,NNC-05-2090,madrasin,0.0,0.0
SGI-1027||UNC1999,UNC1999,SGI-1027,0.0,0.0
PERHEXILINE MALEATE||haloprogin,PERHEXILINE MALEATE,haloprogin,0.0,0.0
DCC-2036 (Rebastinib)||Toceranib (phosphate),Toceranib (phosphate),DCC-2036 (Rebastinib),0.05555555555555555,0.0
Pexidartinib||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,Pexidartinib,0.13636363636363635,0.0
IT1t||NTNCB,NTNCB,IT1t,0.0,0.0
Benztropine mesylate||RU-SKI-43,RU-SKI-43,Benztropine mesylate,0.0,0.0
EHop-016||URMC-099,URMC-099,EHop-016,0.0,0.0
CEPHARANTHINE||kenpaullone,kenpaullone,CEPHARANTHINE,0.0,0.0
AMG-548||Ceritinib,AMG-548,Ceritinib,0.0,0.0
3'-fluorobenzylspiperone||AS-1892802,3'-fluorobenzylspiperone,AS-1892802,0.0,0.0
PENFLURIDOL||PERHEXILINE MALEATE,PERHEXILINE MALEATE,PENFLURIDOL,0.0,0.0
calpeptin||fendiline,calpeptin,fendiline,0.0,0.0
AM-1241||asenapine maleate,asenapine maleate,AM-1241,0.0,0.0
LY2608204||NSC-3852,NSC-3852,LY2608204,0.0,0.0
AG-1478 (Tyrphostin AG-1478)||UNC0646,UNC0646,AG-1478 (Tyrphostin AG-1478),0.0,0.0
JHW-007||PD173074,JHW-007,PD173074,0.0,0.0
SPP-86||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,SPP-86,0.0,0.0
MK2-IN-1 (hydrochloride)||pifithrin-mu,pifithrin-mu,MK2-IN-1 (hydrochloride),0.0,0.0
K02288||PD-156707,K02288,PD-156707,0.0,0.0
GW-803430||PERHEXILINE MALEATE,PERHEXILINE MALEATE,GW-803430,0.0,0.0
PD-156707||U-18666A,U-18666A,PD-156707,0.0,0.0
EHop-016||U-18666A,U-18666A,EHop-016,0.0,0.0
Bazedoxifene HCl||cyclovalone,cyclovalone,Bazedoxifene HCl,0.0,0.0
PD-156707||Y-134,Y-134,PD-156707,0.0,0.0
N-benzylnaltrindole||gallium-triquinolin-8-olate,N-benzylnaltrindole,gallium-triquinolin-8-olate,,0.0
DCC-2036 (Rebastinib)||U-18666A,U-18666A,DCC-2036 (Rebastinib),0.0,0.0
Endoxifen HCl||PENFLURIDOL,PENFLURIDOL,Endoxifen HCl,0.0,0.0
GSK2606414||UNC1999,GSK2606414,UNC1999,0.0,0.0
GK921||JIB04 (NSC693627),GK921,JIB04 (NSC693627),0.0,0.0
NTNCB||SGI-1027,NTNCB,SGI-1027,0.0,0.0
IKK-16||PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,IKK-16,0.0,0.0
AZ191||BAN-ORL-24,BAN-ORL-24,AZ191,0.0,0.0
FLUPHENAZINE HYDROCHLORIDE||wiskostatin,FLUPHENAZINE HYDROCHLORIDE,wiskostatin,0.0,0.0
C-021||SGI-1776 free base,C-021,SGI-1776 free base,0.0,0.0
NPS-2143 (SB262470)||U-18666A,U-18666A,NPS-2143 (SB262470),0.0,0.0
Lomitapide||UNC0638,Lomitapide,UNC0638,0.0,0.0
JNJ 26854165 (Serdemetan)||bifemelane,bifemelane,JNJ 26854165 (Serdemetan),0.0,0.0
UNC1999||madrasin,madrasin,UNC1999,0.0,0.0
PENFLURIDOL||URMC-099,PENFLURIDOL,URMC-099,0.0,0.0
Lomitapide||P7C3,P7C3,Lomitapide,0.0,0.0
Dronedarone HCl (Multaq)||thiethylperazine,thiethylperazine,Dronedarone HCl (Multaq),0.06896551724137931,0.0
UNC1999||pifithrin-mu,pifithrin-mu,UNC1999,0.0,0.0
QUINACRINE HYDROCHLORIDE||UNC1999,QUINACRINE HYDROCHLORIDE,UNC1999,0.043478260869565216,0.0
GW-803430||JHW-007,GW-803430,JHW-007,0.0,0.0
"Dimethylcurcumin, ASC-J9||P7C3",P7C3,"Dimethylcurcumin, ASC-J9",0.0,0.0
HomochlorcyclizineÂ·2HCl||MCOPPB,MCOPPB,HomochlorcyclizineÂ·2HCl,0.0,0.0
LY2109761||Tenovin-6,LY2109761,Tenovin-6,0.0,0.0
QUINESTROL||SAR405,QUINESTROL,SAR405,0.0,0.0
Nelfinavir Mesylate||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,Nelfinavir Mesylate,0.0,0.0
Cathepsin Inhibitor 1||Lonafarnib (SCH66336),Lonafarnib (SCH66336),Cathepsin Inhibitor 1,0.0,0.0
BIRB 796 (Doramapimod)||R-96544,R-96544,BIRB 796 (Doramapimod),0.0,0.0
CK-636||trequinsin,trequinsin,CK-636,0.0,0.0
Crizotinib (PF-02341066)||UNC1999,Crizotinib (PF-02341066),UNC1999,0.0,0.0
PERHEXILINE MALEATE||SNAP-5089,PERHEXILINE MALEATE,SNAP-5089,0.0,0.0
Arg-Gly-Asp-Ser||wiskostatin,wiskostatin,Arg-Gly-Asp-Ser,0.0,0.0
10-DEBC||gallium-triquinolin-8-olate,10-DEBC,gallium-triquinolin-8-olate,0.0,0.0
DCC-2036 (Rebastinib)||Y-320,DCC-2036 (Rebastinib),Y-320,0.0,0.0
Pexidartinib||pifithrin-mu,pifithrin-mu,Pexidartinib,0.0,0.0
Imatinib Mesylate (STI571)||QUINACRINE HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,Imatinib Mesylate (STI571),0.01639344262295082,0.0
EHop-016||UNC1999,UNC1999,EHop-016,0.0,0.0
Ro 48-8071 (fumarate)||calpeptin,calpeptin,Ro 48-8071 (fumarate),0.0,0.0
NPS-2143 (SB262470)||Y-29794 oxalate,Y-29794 oxalate,NPS-2143 (SB262470),0.0,0.0
UNC0638||pyrrolidine-dithiocarbamate,pyrrolidine-dithiocarbamate,UNC0638,0.0,0.0
Ceritinib||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,Ceritinib,0.0,0.0
GR-127935||RU-SKI-43,GR-127935,RU-SKI-43,0.0,0.0
Flumatinib (mesylate)||UNC1999,Flumatinib (mesylate),UNC1999,0.0,0.0
Arg-Gly-Asp-Ser||cyclovalone,Arg-Gly-Asp-Ser,cyclovalone,0.0,0.0
Dronedarone HCl (Multaq)||SGI-1027,Dronedarone HCl (Multaq),SGI-1027,0.0,0.0
Bazedoxifene HCl||CLOMIPHENE CITRATE,CLOMIPHENE CITRATE,Bazedoxifene HCl,0.1,0.0
BINA||Thiazovivin,BINA,Thiazovivin,0.0,0.0
BCX 1470 (methanesulfonate)||Revaprazan Hydrochloride,Revaprazan Hydrochloride,BCX 1470 (methanesulfonate),0.0,0.0
SNAP-5089||SR-33805 oxalate,SR-33805 oxalate,SNAP-5089,0.0,0.0
JNJ 26854165 (Serdemetan)||gallium-triquinolin-8-olate,gallium-triquinolin-8-olate,JNJ 26854165 (Serdemetan),0.0,0.0
FLUPHENAZINE HYDROCHLORIDE||Y-320,FLUPHENAZINE HYDROCHLORIDE,Y-320,0.0,0.0
TOREMIFENE CITRATE||bifemelane,bifemelane,TOREMIFENE CITRATE,0.0,0.0
C-021||NSC-3852,NSC-3852,C-021,0.0,0.0
JNJ 26854165 (Serdemetan)||UNC1999,JNJ 26854165 (Serdemetan),UNC1999,0.0,0.0
CK-636||NVP-ADW742,NVP-ADW742,CK-636,0.0,0.0
CHLORHEXIDINE DIHYDROCHLORIDE||MEPAZINE,CHLORHEXIDINE DIHYDROCHLORIDE,MEPAZINE,0.07142857142857142,0.0
Auranofin||BCX 1470 (methanesulfonate),BCX 1470 (methanesulfonate),Auranofin,0.0,0.0
MK-8776 (SCH 900776)||UNC1999,MK-8776 (SCH 900776),UNC1999,0.0,0.0
NPS-2143 (SB262470)||SR-33805 oxalate,SR-33805 oxalate,NPS-2143 (SB262470),0.0,0.0
Miransertib||Tenovin-6,Miransertib,Tenovin-6,0.0,0.0
asenapine maleate||kenpaullone,kenpaullone,asenapine maleate,0.0,0.0
BCX 1470 (methanesulfonate)||thaliblastine,BCX 1470 (methanesulfonate),thaliblastine,0.0,0.0
Arg-Gly-Asp-Ser||JHW-007,JHW-007,Arg-Gly-Asp-Ser,0.0,0.0
Arglabin||Bazedoxifene HCl,Arglabin,Bazedoxifene HCl,0.0,0.0
DCC-2036 (Rebastinib)||NPS-2143 (SB262470),NPS-2143 (SB262470),DCC-2036 (Rebastinib),0.0,0.0
P7C3||TOREMIFENE CITRATE,TOREMIFENE CITRATE,P7C3,0.0,0.0
Dronedarone HCl (Multaq)||UNC1999,Dronedarone HCl (Multaq),UNC1999,0.0,0.0
gallium-triquinolin-8-olate||pyrrolidine-dithiocarbamate,pyrrolidine-dithiocarbamate,gallium-triquinolin-8-olate,0.0,0.0
Arglabin||Endoxifen HCl,Arglabin,Endoxifen HCl,0.0,0.0
DCC-2036 (Rebastinib)||L-760735,L-760735,DCC-2036 (Rebastinib),0.0,0.0
P7C3||Thiazovivin,P7C3,Thiazovivin,0.0,0.0
TA-01||kenpaullone,kenpaullone,TA-01,0.0,0.0
AZELAIC ACID||RALOXIFENE HYDROCHLORIDE,AZELAIC ACID,RALOXIFENE HYDROCHLORIDE,0.0,0.0
PIMOZIDE||UNC0638,PIMOZIDE,UNC0638,0.0,0.0
NTNCB||SR-33805 oxalate,SR-33805 oxalate,NTNCB,0.0,0.0
Arg-Gly-Asp-Ser||L-733060,L-733060,Arg-Gly-Asp-Ser,0.0,0.0
AS-1892802||UNC1999,AS-1892802,UNC1999,0.0,0.0
FASUDIL HYDROCHLORIDE||UNC1999,FASUDIL HYDROCHLORIDE,UNC1999,0.0,0.0
EHop-016||prenylamine,prenylamine,EHop-016,0.0,0.0
CYCLOSPORINE||metixene,CYCLOSPORINE,metixene,0.0,0.0
NSC-3852||Siramesine (hydrochloride),NSC-3852,Siramesine (hydrochloride),0.0,0.0
BS-181||KU-60019,BS-181,KU-60019,0.0,0.0
AMODIAQUINE DIHYDROCHLORIDE||EHop-016,AMODIAQUINE DIHYDROCHLORIDE,EHop-016,0.0,0.0
PD173074||Y-29794 oxalate,Y-29794 oxalate,PD173074,0.0,0.0
BS-181||Tie2 kinase inhibitor,BS-181,Tie2 kinase inhibitor,0.0,0.0
MK-2206 dihydrochloride||tetrindole,tetrindole,MK-2206 dihydrochloride,0.0,0.0
PD173074||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,PD173074,0.0,0.0
AM-1241||Arg-Gly-Asp-Ser,Arg-Gly-Asp-Ser,AM-1241,0.0,0.0
CLEMASTINE FUMARATE||UNC1999,CLEMASTINE FUMARATE,UNC1999,0.03333333333333333,0.0
NT157||UNC1999,NT157,UNC1999,0.0,0.0
BAN-ORL-24||UNC1999,BAN-ORL-24,UNC1999,0.0,0.0
Arg-Gly-Asp-Ser||WAY-600,Arg-Gly-Asp-Ser,WAY-600,0.0,0.0
Auranofin||NT157,NT157,Auranofin,0.0,0.0
Cot inhibitor-2||LY2608204,Cot inhibitor-2,LY2608204,0.0,0.0
DCC-2036 (Rebastinib)||UNC1999,DCC-2036 (Rebastinib),UNC1999,0.0,0.0
CYM-5442||PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,CYM-5442,0.0,0.0
Crizotinib (PF-02341066)||NT157,NT157,Crizotinib (PF-02341066),0.009345794392523364,0.0
UNC1999||WAY-600,WAY-600,UNC1999,0.0,0.0
EHop-016||GR-127935,GR-127935,EHop-016,0.0,0.0
AMODIAQUINE DIHYDROCHLORIDE||Tetrandrine (Fanchinine),AMODIAQUINE DIHYDROCHLORIDE,Tetrandrine (Fanchinine),0.0,0.0
RALOXIFENE HYDROCHLORIDE||bifemelane,bifemelane,RALOXIFENE HYDROCHLORIDE,0.043478260869565216,0.0
Dronedarone HCl (Multaq)||GANT-61,GANT-61,Dronedarone HCl (Multaq),0.0,0.0
Thiazovivin||WAY-600,Thiazovivin,WAY-600,0.0,0.0
IT1t||VE-822,IT1t,VE-822,0.0,0.0
EHop-016||pyrintegrin,pyrintegrin,EHop-016,0.0,0.0
MK-8776 (SCH 900776)||NNC-05-2090,NNC-05-2090,MK-8776 (SCH 900776),0.0,0.0
C-021||P7C3,C-021,P7C3,0.0,0.0
AY-9944||calpeptin,calpeptin,AY-9944,0.0,0.0
kenpaullone||trequinsin,kenpaullone,trequinsin,0.0,0.0
calpeptin||tetrindole,calpeptin,tetrindole,0.0,0.0
MK2-IN-1 (hydrochloride)||UNC1999,MK2-IN-1 (hydrochloride),UNC1999,0.0,0.0
JHW-007||tetrindole,tetrindole,JHW-007,0.0,0.0
Curcumin||UNC1999,Curcumin,UNC1999,0.0,0.0
CK-636||NNC-05-2090,NNC-05-2090,CK-636,0.0,0.0
JIB04 (NSC693627)||SB-268262,SB-268262,JIB04 (NSC693627),0.0,0.0
"BAY-11-7082||MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",BAY-11-7082,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",0.0,0.0
"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)||Ozanimod",Ozanimod,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",0.0,0.0
BAY-11-7082||Revaprazan Hydrochloride,BAY-11-7082,Revaprazan Hydrochloride,0.0,0.0
AG-1478 (Tyrphostin AG-1478)||AM-1241,AM-1241,AG-1478 (Tyrphostin AG-1478),0.0,0.0
CLEMASTINE FUMARATE||GW-803430,CLEMASTINE FUMARATE,GW-803430,0.2,0.0
Lomitapide||MK-2206 dihydrochloride,Lomitapide,MK-2206 dihydrochloride,0.0,0.0
MCOPPB||bifemelane,bifemelane,MCOPPB,0.0,0.0
Auranofin||LY2608204,Auranofin,LY2608204,0.0,0.0
FLUOXETINE HYDROCHLORIDE||SAR405,FLUOXETINE HYDROCHLORIDE,SAR405,0.0,0.0
IT1t||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,IT1t,0.0,0.0
MK2-IN-1 (hydrochloride)||PHA-665752,PHA-665752,MK2-IN-1 (hydrochloride),0.0,0.0
GW-803430||TA-01,GW-803430,TA-01,0.0,0.0
NSC-3852||Ro 48-8071 (fumarate),NSC-3852,Ro 48-8071 (fumarate),0.0,0.0
AS-1892802||PERHEXILINE MALEATE,PERHEXILINE MALEATE,AS-1892802,0.0,0.0
Lomitapide||Y-320,Lomitapide,Y-320,0.0,0.0
HTH-01-015||bifemelane,bifemelane,HTH-01-015,0.0,0.0
Bazedoxifene HCl||JHW-007,JHW-007,Bazedoxifene HCl,0.0,0.0
EHop-016||Lasofoxifene (Tartrate),Lasofoxifene (Tartrate),EHop-016,0.0,0.0
bifemelane||madrasin,bifemelane,madrasin,0.0,0.0
IT1t||tecalcet,tecalcet,IT1t,0.0,0.0
PERHEXILINE MALEATE||droloxifene,PERHEXILINE MALEATE,droloxifene,0.0,0.0
Curcumin||costunolide,costunolide,Curcumin,0.0,0.0
GNF-5837||thaliblastine,GNF-5837,thaliblastine,0.0,0.0
CHLORHEXIDINE DIHYDROCHLORIDE||U-18666A,CHLORHEXIDINE DIHYDROCHLORIDE,U-18666A,0.0,0.0
AM-1241||nemonapride,nemonapride,AM-1241,0.0,0.0
BINA||gallium-triquinolin-8-olate,BINA,gallium-triquinolin-8-olate,0.0,0.0
BINA||GANT-61,GANT-61,BINA,0.0,0.0
MCOPPB||UNC1999,MCOPPB,UNC1999,0.0,0.0
Lasofoxifene (Tartrate)||VE-822,Lasofoxifene (Tartrate),VE-822,0.0,0.0
Arglabin||N-benzylnaltrindole,N-benzylnaltrindole,Arglabin,0.0,0.0
RU-SKI-43||tetrindole,tetrindole,RU-SKI-43,0.0,0.0
Ebastine||tetrindole,tetrindole,Ebastine,0.0,0.0
ELN-441958||PHA-665752,PHA-665752,ELN-441958,0.0,0.0
CCT-031374||gallium-triquinolin-8-olate,CCT-031374,gallium-triquinolin-8-olate,0.0,0.0
BCX 1470 (methanesulfonate)||CLEMASTINE FUMARATE,CLEMASTINE FUMARATE,BCX 1470 (methanesulfonate),0.0,0.0
AZELAIC ACID||trequinsin,AZELAIC ACID,trequinsin,0.0,0.0
Flumatinib (mesylate)||PD-156707,Flumatinib (mesylate),PD-156707,0.0,0.0
EHop-016||Imatinib Mesylate (STI571),Imatinib Mesylate (STI571),EHop-016,0.0,0.0
costunolide||prenylamine,costunolide,prenylamine,0.0,0.0
UNC1999||Y-26763,Y-26763,UNC1999,0.0,0.0
PERHEXILINE MALEATE||Y-29794 oxalate,PERHEXILINE MALEATE,Y-29794 oxalate,0.0,0.0
3'-fluorobenzylspiperone||L-733060,3'-fluorobenzylspiperone,L-733060,0.0,0.0
P7C3||U-18666A,U-18666A,P7C3,0.0,0.0
FLUPHENAZINE HYDROCHLORIDE||JHW-007,FLUPHENAZINE HYDROCHLORIDE,JHW-007,0.0,0.0
PD-156707||UNC0638,UNC0638,PD-156707,0.0,0.0
MK-8776 (SCH 900776)||PERHEXILINE MALEATE,PERHEXILINE MALEATE,MK-8776 (SCH 900776),0.0,0.0
SGI-1776 free base||UNC1999,SGI-1776 free base,UNC1999,0.0,0.0
BIRB 796 (Doramapimod)||KU-60019,KU-60019,BIRB 796 (Doramapimod),0.0,0.0
PD-156707||Tenovin-6,PD-156707,Tenovin-6,0.0,0.0
CYCLOSPORINE||PHA-665752,CYCLOSPORINE,PHA-665752,0.0,0.0
UNC1999||metixene,metixene,UNC1999,0.0,0.0
CHLORHEXIDINE DIHYDROCHLORIDE||UNC1999,CHLORHEXIDINE DIHYDROCHLORIDE,UNC1999,0.0,0.0
WAY-600||tecalcet,tecalcet,WAY-600,0.0,0.0
SR-33805 oxalate||droloxifene,SR-33805 oxalate,droloxifene,,0.0
Arg-Gly-Asp-Ser||UNC1999,Arg-Gly-Asp-Ser,UNC1999,0.0,0.0
Dronedarone HCl (Multaq)||JHW-007,JHW-007,Dronedarone HCl (Multaq),0.0,0.0
CYCLOSPORINE||ELN-441958,CYCLOSPORINE,ELN-441958,0.0,0.0
THIORIDAZINE HYDROCHLORIDE||UNC0646,THIORIDAZINE HYDROCHLORIDE,UNC0646,0.0,0.0
MK-2206 dihydrochloride||PD-102807,PD-102807,MK-2206 dihydrochloride,0.0,0.0
Flupentixol||Y-26763,Y-26763,Flupentixol,0.0,0.0
FLUPHENAZINE HYDROCHLORIDE||MEFLOQUINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,0.037037037037037035,0.0
UNC1999||asenapine maleate,asenapine maleate,UNC1999,0.0,0.0
JHW-007||Ro 48-8071 (fumarate),JHW-007,Ro 48-8071 (fumarate),0.0,0.0
Toceranib (phosphate)||parthenolide-(alternate-stereo),Toceranib (phosphate),parthenolide-(alternate-stereo),0.0,0.0
PENFLURIDOL||wiskostatin,PENFLURIDOL,wiskostatin,0.0,0.0
Crizotinib (PF-02341066)||SULOCTIDIL,SULOCTIDIL,Crizotinib (PF-02341066),0.01694915254237288,0.0
CCT-031374||Tie2 kinase inhibitor,CCT-031374,Tie2 kinase inhibitor,0.0,0.0
Lonafarnib (SCH66336)||U-18666A,U-18666A,Lonafarnib (SCH66336),0.0,0.0
CYCLOSPORINE||RS-39604,RS-39604,CYCLOSPORINE,0.0,0.0
AZ191||PENFLURIDOL,PENFLURIDOL,AZ191,0.0,0.0
GR-127935||Y-29794 oxalate,GR-127935,Y-29794 oxalate,0.0,0.0
GSK2606414||NSC-3852,NSC-3852,GSK2606414,0.0,0.0
LY2608204||NPS-2143 (SB262470),LY2608204,NPS-2143 (SB262470),0.0,0.0
KU-60019||Lomitapide,Lomitapide,KU-60019,0.0,0.0
SAR405||gallium-triquinolin-8-olate,SAR405,gallium-triquinolin-8-olate,0.0,0.0
NTNCB||droloxifene,NTNCB,droloxifene,0.0,0.0
BS-181||Endoxifen HCl,BS-181,Endoxifen HCl,0.0,0.0
Bazedoxifene HCl||Ceritinib,Ceritinib,Bazedoxifene HCl,0.0,0.0
LY2109761||UNC1999,LY2109761,UNC1999,0.0,0.0
Endoxifen HCl||NTNCB,NTNCB,Endoxifen HCl,0.0,0.0
NPS-2143 (SB262470)||NTNCB,NTNCB,NPS-2143 (SB262470),0.0,0.0
EHop-016||droloxifene,droloxifene,EHop-016,0.0,0.0
PHA-665752||prenylamine,PHA-665752,prenylamine,0.0,0.0
CGP-71683||Lomitapide,CGP-71683,Lomitapide,0.0,0.0
AZELAIC ACID||MK-8776 (SCH 900776),AZELAIC ACID,MK-8776 (SCH 900776),0.0,0.0
Ebastine||PERHEXILINE MALEATE,PERHEXILINE MALEATE,Ebastine,0.12903225806451613,0.0
TA-01||UNC1999,TA-01,UNC1999,0.0,0.0
LY2608204||U-18666A,U-18666A,LY2608204,0.0,0.0
fendiline||nemonapride,nemonapride,fendiline,0.0,0.0
BAN-ORL-24||DCC-2036 (Rebastinib),BAN-ORL-24,DCC-2036 (Rebastinib),0.0,0.0
Arglabin||Toceranib (phosphate),Toceranib (phosphate),Arglabin,0.0,0.0
Arglabin||KU-60019,Arglabin,KU-60019,0.0,0.0
WAY-600||kenpaullone,kenpaullone,WAY-600,0.0,0.0
ELN-441958||MK-2206 dihydrochloride,ELN-441958,MK-2206 dihydrochloride,0.0,0.0
JHW-007||VE-822,JHW-007,VE-822,0.0,0.0
AY-9944||SB-216641,SB-216641,AY-9944,0.0,0.0
CLOMIPHENE CITRATE||trequinsin,CLOMIPHENE CITRATE,trequinsin,0.0,0.0
MK-2206 dihydrochloride||QUINACRINE HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,MK-2206 dihydrochloride,0.045454545454545456,0.0
ML-298||UNC1999,ML-298,UNC1999,0.0,0.0
3-CPMT||CCT-031374,3-CPMT,CCT-031374,0.0,0.0
Thiazovivin||UNC1999,Thiazovivin,UNC1999,0.0,0.0
CY208-243||P7C3,CY208-243,P7C3,0.0,0.0
GANT-61||UNC1999,GANT-61,UNC1999,0.0,0.0
Benztropine mesylate||fendiline,fendiline,Benztropine mesylate,0.0,0.0
C-021||GW-803430,C-021,GW-803430,0.0,0.0
GR-127935||UNC1999,GR-127935,UNC1999,0.0,0.0
JHW-007||Lomitapide,JHW-007,Lomitapide,0.14285714285714285,0.0
Ceritinib||QUINESTROL,QUINESTROL,Ceritinib,0.0,0.0
Arglabin||GANT-61,GANT-61,Arglabin,0.0,0.0
Y-29794 oxalate||tetrindole,tetrindole,Y-29794 oxalate,0.0,0.0
Golvatinib (E7050)||SR-33805 oxalate,SR-33805 oxalate,Golvatinib (E7050),0.0,0.0
Flupentixol||SGI-1027,Flupentixol,SGI-1027,0.0,0.0
GNF-5837||SULOCTIDIL,SULOCTIDIL,GNF-5837,0.0,0.0
Golvatinib (E7050)||UNC1999,Golvatinib (E7050),UNC1999,0.0,0.0
7-methoxytacrine||Thiazovivin,Thiazovivin,7-methoxytacrine,0.0,0.0
NVP-ADW742||PENFLURIDOL,PENFLURIDOL,NVP-ADW742,0.0,0.0
7-methoxytacrine||Siramesine (hydrochloride),Siramesine (hydrochloride),7-methoxytacrine,0.0,0.0
Lasofoxifene (Tartrate)||NTNCB,NTNCB,Lasofoxifene (Tartrate),0.0,0.0
MK-2206 dihydrochloride||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,MK-2206 dihydrochloride,0.0,0.0
SPP-86||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,SPP-86,0.0,0.0
CYM-5442||StemRegenin 1,CYM-5442,StemRegenin 1,0.0,0.0
Auranofin||U-18666A,U-18666A,Auranofin,0.0,0.0
Siramesine (hydrochloride)||UNC0646,UNC0646,Siramesine (hydrochloride),0.0,0.0
Bazedoxifene HCl||Dronedarone HCl (Multaq),Dronedarone HCl (Multaq),Bazedoxifene HCl,0.034482758620689655,0.0
ML-298||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,ML-298,0.0,0.0
Ro 48-8071 (fumarate)||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,Ro 48-8071 (fumarate),0.0,0.0
10-DEBC||UNC1999,10-DEBC,UNC1999,0.0,0.0
AZELAIC ACID||UNC1999,AZELAIC ACID,UNC1999,0.0,0.0
CLEMASTINE FUMARATE||L-760735,CLEMASTINE FUMARATE,L-760735,0.0,0.0
GNF-5837||SPP-86,GNF-5837,SPP-86,0.0,0.0
C-021||PERHEXILINE MALEATE,PERHEXILINE MALEATE,C-021,0.0,0.0
calpeptin||metixene,calpeptin,metixene,0.0,0.0
FLUPHENAZINE HYDROCHLORIDE||SB-772077B,FLUPHENAZINE HYDROCHLORIDE,SB-772077B,0.0,0.0
Imatinib Mesylate (STI571)||PERHEXILINE MALEATE,PERHEXILINE MALEATE,Imatinib Mesylate (STI571),0.0,0.0
RS-39604||UNC1999,RS-39604,UNC1999,0.0,0.0
THIORIDAZINE HYDROCHLORIDE||parthenolide-(alternate-stereo),THIORIDAZINE HYDROCHLORIDE,parthenolide-(alternate-stereo),0.0,0.0
NVP-ADW742||UNC0646,NVP-ADW742,UNC0646,0.0,0.0
Tenovin-6||U-18666A,U-18666A,Tenovin-6,0.0,0.0
LY2608204||Ozanimod,Ozanimod,LY2608204,0.0,0.0
Cot inhibitor-2||tecalcet,tecalcet,Cot inhibitor-2,0.0,0.0
7-methoxytacrine||CK-636,CK-636,7-methoxytacrine,0.0,0.0
HomochlorcyclizineÂ·2HCl||droloxifene,HomochlorcyclizineÂ·2HCl,droloxifene,0.0,0.0
Propiverine Hydrochloride||UNC1999,Propiverine Hydrochloride,UNC1999,0.0,0.0
Flupentixol||Ozanimod,Flupentixol,Ozanimod,0.0,0.0
