pair_key,name_1,name_2,target_1,moa_1,target_2,moa_2,mech_comp,external_novelty,priority_score
L-733060||SGI-1027,L-733060,SGI-1027,CYP2C19;CYP2C9;CYP2D6;TACR1,tachykinin antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,1.7726800468334956
Auranofin||Y-29794 oxalate,Y-29794 oxalate,Auranofin,PREP,prolyl endopeptidase inhibitor,,,1.0,1,1.6952881724037412
SB-216641||SGI-1027,SB-216641,SGI-1027,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,1.6577599586135414
JHW-007||SGI-1027,JHW-007,SGI-1027,SLC6A3,dopamine reuptake inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,1.6472931365194463
Crizotinib (PF-02341066)||LY2608204,Crizotinib (PF-02341066),LY2608204,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,GCK,glucokinase activator,1.0,1,1.6353545430477692
MK-2206 dihydrochloride||SB-216641,SB-216641,MK-2206 dihydrochloride,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,1.4762771890879385
SGI-1027||UNC0638,UNC0638,SGI-1027,EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,1.4720754263635645
Ceritinib||Ozanimod,Ozanimod,Ceritinib,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,1.0,1,1.4522996445408238
IKK-16||pyrintegrin,pyrintegrin,IKK-16,,integrin signaling activator,CHUK;IKBKB;PRKCZ,IKK inhibitor,1.0,1,1.4396714292960888
BAY-11-7082||Golvatinib (E7050),BAY-11-7082,Golvatinib (E7050),RELA,NFkB pathway inhibitor,ABL1;ABL2;BCR;DDR1;DDR2;EPHA2;EPHA5;EPHA7;EPHB2;EPHB4;ERN2;FLT3;KDR;LCK;MAP3K20;MET;MST1R;NTRK1;PDGFRB;PTK2B;PTK6;RET;RIPK2;RIPK3;STK24;TESK1,VEGFR inhibitor,1.0,1,1.4004222173458127
ML-298||SB-772077B,SB-772077B,ML-298,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,PLD2,phospholipase inhibitor,1.0,1,1.367521316966299
KU-60019||SB-772077B,SB-772077B,KU-60019,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,ATM;PIK3C3;PRKDC,ATM kinase inhibitor,1.0,1,1.3342866344101503
DCC-2036 (Rebastinib)||Thiazovivin,Thiazovivin,DCC-2036 (Rebastinib),,rho associated kinase inhibitor,ABL1;ABL2;BCR;CDK16;CDK17;CDK2;CSK;DDR1;DDR2;EIF2AK1;FES;FGR;FLT3;HCK;KDR;LCK;LIMK1;LRRK2;LYN;MAP3K20;MAP4K1;MAPK10;MAPK15;MAPK9;MET;MST1R;NTRK1;SRC;TEK;TESK2;TNK1;YES1,Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor,1.0,1,1.2999665480177403
Thiazovivin||madrasin,madrasin,Thiazovivin,XBP1,cell splicing inhibitor,,rho associated kinase inhibitor,1.0,1,1.2959662873032771
THIORIDAZINE HYDROCHLORIDE||Thiazovivin,THIORIDAZINE HYDROCHLORIDE,Thiazovivin,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,,rho associated kinase inhibitor,1.0,1,1.2952749522897542
Lomitapide||SIMVASTATIN,SIMVASTATIN,Lomitapide,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,0.9230769230769231,1,1.2937253249928533
Lomitapide||PENFLURIDOL,PENFLURIDOL,Lomitapide,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,1.2693055489996499
Ceritinib||Thiazovivin,Ceritinib,Thiazovivin,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,,rho associated kinase inhibitor,1.0,1,1.265682784910384
IT1t||Thiazovivin,IT1t,Thiazovivin,CXCR4,CC chemokine receptor antagonist,,rho associated kinase inhibitor,1.0,1,1.2476446658800082
LY2608204||SB-772077B,SB-772077B,LY2608204,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,GCK,glucokinase activator,1.0,1,1.243671928831468
Thiazovivin||U-18666A,U-18666A,Thiazovivin,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,,rho associated kinase inhibitor,1.0,1,1.2405128650478576
Ebastine||Thiazovivin,Thiazovivin,Ebastine,,rho associated kinase inhibitor,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,1.0,1,1.1996284843611762
BMS-833923 (XL139)||PENFLURIDOL,PENFLURIDOL,BMS-833923 (XL139),ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,1.19429726008381
NVP-ADW742||Revaprazan Hydrochloride,Revaprazan Hydrochloride,NVP-ADW742,ATP4A,potassium-competitive acid antagonist,IGF1R,insulin growth factor receptor inhibitor,1.0,1,1.1634715220304717
Lasofoxifene (Tartrate)||Thiazovivin,Lasofoxifene (Tartrate),Thiazovivin,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),,rho associated kinase inhibitor,1.0,1,1.1525270848649274
GK921||MCOPPB,MCOPPB,GK921,OPRK1;OPRL1;OPRM1,nociceptin/orphanin FQ receptor agonist,TGM2,transglutaminase inhibitor,1.0,1,1.139004364661143
IT1t||SGI-1027,IT1t,SGI-1027,CXCR4,CC chemokine receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,1.129160628153496
NPS-2143 (SB262470)||SGI-1776 free base,SGI-1776 free base,NPS-2143 (SB262470),ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,0.9375,1,1.1269418923681005
Dronedarone HCl (Multaq)||pyrintegrin,pyrintegrin,Dronedarone HCl (Multaq),,integrin signaling activator,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,1.1223464744207712
AY-9944||Thiazovivin,AY-9944,Thiazovivin,,hedgehog pathway modulator,,rho associated kinase inhibitor,1.0,1,1.1058610091710532
GK921||GSK2606414,GSK2606414,GK921,AURKB;DDR2;EIF2AK1;EIF2AK2;EIF2AK3;KIT;MAP3K10;MERTK;MYLK2;PTK6;RIPK1,protein kinase inhibitor,TGM2,transglutaminase inhibitor,1.0,1,1.1047762469739166
AS-1892802||PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,AS-1892802,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM3;CHRM4;CHRM5;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD4;HRH1;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A2;SLC6A4,dopamine receptor antagonist,ROCK1;ROCK2,rho associated kinase inhibitor,1.0,1,1.1037570024982017
3-CPMT||NVP-ADW742,3-CPMT,NVP-ADW742,DRD4,dopamine reuptake inhibitor,IGF1R,insulin growth factor receptor inhibitor,1.0,1,1.0976354752251445
BMS-833923 (XL139)||UNC0638,UNC0638,BMS-833923 (XL139),EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,1.0711630789696256
MK-2206 dihydrochloride||SNAP-5089,SNAP-5089,MK-2206 dihydrochloride,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CACNA1C;CACNA1D,adrenergic receptor antagonist,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,1.0681829288036442
AMODIAQUINE DIHYDROCHLORIDE||Dronedarone HCl (Multaq),AMODIAQUINE DIHYDROCHLORIDE,Dronedarone HCl (Multaq),CYP2C8;HNMT;KCNH2,histamine receptor agonist,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,0.9615384615384616,1,1.0656706584673332
NPS-2143 (SB262470)||PENFLURIDOL,PENFLURIDOL,NPS-2143 (SB262470),ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,1.0549755083144063
WAY-600||pifithrin-mu,pifithrin-mu,WAY-600,HSPA1A;TP53,HSP inhibitor,AURKB;MTOR,mTOR inhibitor,1.0,1,1.0293665377070191
UNC0638||WAY-600,UNC0638,WAY-600,EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,AURKB;MTOR,mTOR inhibitor,1.0,1,1.026432835449261
MK-2206 dihydrochloride||fendiline,fendiline,MK-2206 dihydrochloride,CASR;HTR2B;OPRM1,calcium channel blocker,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,1.0245687966008667
AG-1478 (Tyrphostin AG-1478)||NVP-ADW742,NVP-ADW742,AG-1478 (Tyrphostin AG-1478),IGF1R,insulin growth factor receptor inhibitor,EGFR;MAPK14;MKNK1,EGFR inhibitor,1.0,1,1.0165444064072808
SB-268262||SB-772077B,SB-772077B,SB-268262,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,CALCA;CALCRL,calcitonin antagonist,1.0,1,1.0151220893785398
MCOPPB||Thiazovivin,MCOPPB,Thiazovivin,OPRK1;OPRL1;OPRM1,nociceptin/orphanin FQ receptor agonist,,rho associated kinase inhibitor,1.0,1,1.007018567159295
AS-1892802||EHop-016,AS-1892802,EHop-016,ROCK1;ROCK2,rho associated kinase inhibitor,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.9974920998441885
PERHEXILINE MALEATE||SB-216641,SB-216641,PERHEXILINE MALEATE,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,1.0,1,0.9954049266028799
7-methoxytacrine||AS-1892802,AS-1892802,7-methoxytacrine,ROCK1;ROCK2,rho associated kinase inhibitor,ACHE,acetylcholinesterase inhibitor,1.0,1,0.9943720257605437
BMS-833923 (XL139)||Dronedarone HCl (Multaq),Dronedarone HCl (Multaq),BMS-833923 (XL139),ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.9938834178315148
SB-216641||Y-29794 oxalate,SB-216641,Y-29794 oxalate,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,PREP,prolyl endopeptidase inhibitor,1.0,1,0.9874800350273627
GW-803430||SB-216641,SB-216641,GW-803430,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,0.8461538461538461,1,0.9757113608062414
AS-1892802||Lasofoxifene (Tartrate),AS-1892802,Lasofoxifene (Tartrate),ROCK1;ROCK2,rho associated kinase inhibitor,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),1.0,1,0.975710643432341
MK-2206 dihydrochloride||PD173074,MK-2206 dihydrochloride,PD173074,AKT1;AKT2;AKT3,AKT inhibitor,FGFR1;FGFR2;FGFR3;FGFR4;FLT1;FLT4;KDR;PDGFRA;PDGFRB,FGFR inhibitor | VEGFR inhibitor,1.0,1,0.9595007170574205
BAY-11-7082||BCX 1470 (methanesulfonate),BAY-11-7082,BCX 1470 (methanesulfonate),RELA,NFkB pathway inhibitor,C1S;CFD,complement inhibitor | serine protease inhibitor,1.0,1,0.9464043108484292
BMS-833923 (XL139)||PD173074,PD173074,BMS-833923 (XL139),FGFR1;FGFR2;FGFR3;FGFR4;FLT1;FLT4;KDR;PDGFRA;PDGFRB,FGFR inhibitor | VEGFR inhibitor,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.9427970655162056
EHop-016||Miransertib,Miransertib,EHop-016,AKT1;AKT2;AKT3,AKT inhibitor,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.9398502603484478
Bazedoxifene HCl||MK-2206 dihydrochloride,MK-2206 dihydrochloride,Bazedoxifene HCl,AKT1;AKT2;AKT3,AKT inhibitor,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),1.0,1,0.9338042765713466
JHW-007||NVP-ADW742,JHW-007,NVP-ADW742,SLC6A3,dopamine reuptake inhibitor,IGF1R,insulin growth factor receptor inhibitor,1.0,1,0.9318192483771282
PERHEXILINE MALEATE||Thiazovivin,PERHEXILINE MALEATE,Thiazovivin,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,,rho associated kinase inhibitor,1.0,1,0.9289249351295278
BMS-833923 (XL139)||Bazedoxifene HCl,Bazedoxifene HCl,BMS-833923 (XL139),ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.9288973725726434
JHW-007||WAY-600,JHW-007,WAY-600,SLC6A3,dopamine reuptake inhibitor,AURKB;MTOR,mTOR inhibitor,1.0,1,0.9255361276664513
SIMVASTATIN||Y-29794 oxalate,SIMVASTATIN,Y-29794 oxalate,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,PREP,prolyl endopeptidase inhibitor,1.0,1,0.9190433198218507
AMODIAQUINE DIHYDROCHLORIDE||PENFLURIDOL,AMODIAQUINE DIHYDROCHLORIDE,PENFLURIDOL,CYP2C8;HNMT;KCNH2,histamine receptor agonist,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,1.0,1,0.9098020742245
PENFLURIDOL||Siramesine (hydrochloride),PENFLURIDOL,Siramesine (hydrochloride),ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ADRA1A;ADRA1B;ADRA1D;PGRMC1;SIGMAR1;TMEM97,sigma receptor antagonist,0.96,1,0.9061718309020078
Bazedoxifene HCl||SGI-1776 free base,Bazedoxifene HCl,SGI-1776 free base,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,0.90302357898039
Miransertib||PENFLURIDOL,PENFLURIDOL,Miransertib,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.901042007245937
SGI-1776 free base||SR-33805 oxalate,SR-33805 oxalate,SGI-1776 free base,,calcium channel blocker,ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,0.8984604982588684
PENFLURIDOL||Thiazovivin,PENFLURIDOL,Thiazovivin,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,,rho associated kinase inhibitor,1.0,1,0.8979916242662901
MK-2206 dihydrochloride||PERHEXILINE MALEATE,PERHEXILINE MALEATE,MK-2206 dihydrochloride,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.8963353024006391
NVP-BSK805 2HCl||PENFLURIDOL,PENFLURIDOL,NVP-BSK805 2HCl,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,0.8958851124830715
BMS-833923 (XL139)||MCOPPB,MCOPPB,BMS-833923 (XL139),OPRK1;OPRL1;OPRM1,nociceptin/orphanin FQ receptor agonist,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.8957119049422738
MK-2206 dihydrochloride||Tenovin-6,MK-2206 dihydrochloride,Tenovin-6,AKT1;AKT2;AKT3,AKT inhibitor,SIRT1;SIRT2;SIRT3,SIRT inhibitor,1.0,1,0.8848551182016247
CGP-71683||SB-772077B,CGP-71683,SB-772077B,ADRA2A;NPY5R,neuropeptide receptor antagonist,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,1.0,1,0.8815525291428731
Flumatinib (mesylate)||NVP-BSK805 2HCl,Flumatinib (mesylate),NVP-BSK805 2HCl,ABL1;BCR;PDGFRB,Bcr-Abl kinase inhibitor,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,0.8571428571428572,1,0.8805786968148769
Dronedarone HCl (Multaq)||SB-268262,SB-268262,Dronedarone HCl (Multaq),CALCA;CALCRL,calcitonin antagonist,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,0.8801809600707599
FLUPHENAZINE HYDROCHLORIDE||MK-2206 dihydrochloride,FLUPHENAZINE HYDROCHLORIDE,MK-2206 dihydrochloride,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CALM1;CHRM1;CHRM3;CHRM4;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;HTR7;SIGMAR1;SLC6A4,dopamine receptor antagonist,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.8769764168793863
Ebastine||GR-127935,GR-127935,Ebastine,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;SLC6A4,serotonin receptor antagonist,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,0.8484848484848485,1,0.8765159051391194
PENFLURIDOL||WAY-600,PENFLURIDOL,WAY-600,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,AURKB;MTOR,mTOR inhibitor,1.0,1,0.8660443482133767
EHop-016||NPS-2143 (SB262470),NPS-2143 (SB262470),EHop-016,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.8648907185149901
Arglabin||tecalcet,tecalcet,Arglabin,CASR,calcium-sensing receptor agonist,FNTA;NFKB1,farnesyltransferase inhibitor,1.0,1,0.8637058660253889
NPS-2143 (SB262470)||SGI-1027,NPS-2143 (SB262470),SGI-1027,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,0.8611249005019961
NVP-BSK805 2HCl||Salmeterol (xinafoate),Salmeterol (xinafoate),NVP-BSK805 2HCl,ADRA1A;ADRA1D;ADRB1;ADRB2;ADRB3;CHRM5;HTR7;SLC6A2;SLC6A3;SLC6A4;TMEM97,adrenergic receptor agonist,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,0.8610018963733291
PENFLURIDOL||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,PENFLURIDOL,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,0.5151515151515151,1,0.8591772319723738
Dronedarone HCl (Multaq)||NVP-BSK805 2HCl,Dronedarone HCl (Multaq),NVP-BSK805 2HCl,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,0.8586503355134777
BAY-11-7082||Y-29794 oxalate,Y-29794 oxalate,BAY-11-7082,PREP,prolyl endopeptidase inhibitor,RELA,NFkB pathway inhibitor,1.0,1,0.8564456168949287
NTNCB||Thiazovivin,NTNCB,Thiazovivin,ADRA2C;DRD2;NPY5R,neuropeptide receptor antagonist,,rho associated kinase inhibitor,1.0,1,0.8531988149115545
BAY-11-7082||SR-33805 oxalate,BAY-11-7082,SR-33805 oxalate,RELA,NFkB pathway inhibitor,,calcium channel blocker,1.0,1,0.8513416447586644
